,,,Metal Payable Percent (%)
924,Gold,31,5.375
924,Gold,5,5.375
924,Gold,11,5.375
924,Gold,49,2.559997999999993
924,Gold,46,2.559997999999993
924,Gold,25,2.559997999999993
924,Gold,18,2.559997999999993
924,Gold,10,2.5625
924,Gold,24,2.5625
924,Gold,38,2.5625
924,Gold,8,2.5625
924,Gold,47,2.5625
924,Gold,16,2.5625
974,Copper,23,0.0
974,Copper,34,0.0
974,Copper,21,0.0
974,Copper,3,0.0
974,Copper,40,0.0
974,Copper,6,0.0
974,Copper,20,0.0
974,Copper,30,0.0
974,Copper,29,0.0
974,Copper,7,0.0
974,Copper,22,0.0
974,Copper,36,0.0
974,Copper,45,0.0
974,Copper,33,0.0
974,Copper,28,0.0
974,Copper,44,0.0
974,Copper,1,0.0
974,Copper,39,0.0
974,Copper,27,0.0
974,Copper,31,0.0
974,Copper,5,0.0
974,Copper,11,0.0
974,Copper,49,0.0
974,Copper,46,0.0
974,Copper,25,0.0
974,Copper,18,0.0
974,Copper,10,0.0
974,Copper,24,0.0
974,Copper,38,0.0
974,Copper,8,0.0
974,Copper,47,0.0
974,Copper,16,0.0
974,Copper,17,0.0
974,Copper,4,0.0
816,Copper,23,2.0
816,Copper,34,2.0
816,Copper,21,2.0
816,Copper,3,2.0
816,Copper,40,2.0
816,Copper,6,2.0
816,Copper,20,2.0
816,Copper,30,2.0
816,Copper,1,2.0
816,Copper,39,2.0
816,Copper,27,2.0
816,Copper,11,2.0
816,Copper,49,3.0
816,Copper,46,3.290390000000002
816,Copper,25,3.337081999999995
816,Copper,18,3.374001000000007
816,Copper,10,3.3838580000000036
816,Copper,24,3.3855290000000053
816,Copper,38,3.0
816,Copper,8,3.0
816,Copper,47,3.0
816,Copper,16,3.0
816,Copper,17,3.0
816,Copper,4,3.0
816,Copper,19,3.0
816,Copper,41,3.0
816,Copper,9,3.0
816,Copper,42,3.0
816,Copper,48,3.0
816,Copper,32,3.0
816,Copper,43,3.0
816,Copper,2,3.0
816,Copper,26,3.0
816,Copper,12,3.0
816,Copper,35,3.0
816,Copper,0,3.0
816,Copper,13,3.0
816,Copper,15,3.0
816,Copper,14,3.0
304,Copper,23,1.5
304,Copper,34,1.5
304,Copper,21,1.5
304,Copper,3,1.5
304,Copper,40,1.5
304,Copper,6,1.5
304,Copper,20,1.5
304,Copper,30,1.5
304,Copper,29,1.5
304,Copper,7,1.5
304,Copper,22,1.5
304,Copper,44,1.5
304,Copper,1,1.0739209999999986
304,Copper,39,0.0
304,Copper,31,1.5
304,Copper,5,1.5
304,Copper,11,1.5
304,Copper,49,1.5
304,Copper,46,1.5
304,Copper,25,1.3946459999999945
304,Copper,18,1.254729999999995
304,Copper,10,1.081908999999996
304,Copper,24,1.0242080000000016
304,Copper,38,1.0688169999999957
304,Copper,8,1.0688169999999957
304,Copper,47,1.0688169999999957
304,Copper,16,1.0144650000000013
304,Copper,17,1.0144650000000013
304,Copper,4,1.0144650000000013
304,Copper,19,0.7882840000000044
304,Copper,41,0.7882840000000044
304,Copper,9,0.7882840000000044
304,Copper,42,0.7882840000000044
304,Copper,48,0.7882840000000044
304,Copper,32,0.7882840000000044
304,Copper,43,0.7882840000000044
304,Copper,2,0.7882840000000044
304,Copper,26,0.7882840000000044
304,Copper,12,0.7882840000000044
304,Copper,35,0.7882840000000044
304,Copper,0,0.7882840000000044
304,Copper,13,0.7882840000000044
304,Copper,15,0.7882840000000044
304,Copper,14,0.7882840000000044
304,Copper,37,0.7882840000000044
695,Copper,23,2.5
695,Copper,34,2.5
695,Copper,21,2.5
695,Copper,3,2.5
695,Copper,40,2.5
695,Copper,6,2.5
695,Copper,20,2.5
695,Copper,30,2.5
695,Copper,29,2.5
695,Copper,7,2.5
695,Copper,22,2.5
695,Copper,36,2.5
695,Copper,45,2.5
695,Copper,33,2.5
695,Copper,28,2.5
695,Copper,44,2.5
695,Copper,1,2.5
695,Copper,39,2.5
695,Copper,27,2.5
695,Copper,31,2.5
695,Copper,5,2.5
695,Copper,11,2.5
695,Copper,49,2.5
695,Copper,46,2.5
695,Copper,25,2.5
695,Copper,18,2.5
695,Copper,10,2.5
695,Copper,24,2.5
695,Copper,38,2.5
695,Copper,8,2.5
695,Copper,47,2.5
695,Copper,16,2.5
695,Copper,17,2.5
695,Copper,4,2.5
695,Copper,19,2.5
695,Copper,41,2.5
695,Copper,9,2.5
695,Copper,42,2.5
695,Copper,48,2.5
695,Copper,32,2.5
695,Copper,43,2.5
695,Copper,2,2.5
695,Copper,26,2.5
695,Copper,12,2.5
695,Copper,35,2.5
695,Copper,0,2.5
695,Copper,13,2.5
695,Copper,15,2.5
695,Copper,14,2.5
695,Copper,37,2.5
607,Copper,23,2.5
607,Copper,34,2.5
607,Copper,21,2.5
607,Copper,3,2.5
607,Copper,40,2.5
607,Copper,6,2.5
607,Copper,20,2.5
607,Copper,30,2.5
607,Copper,29,2.5
607,Copper,7,2.5
607,Copper,22,2.5
607,Copper,36,2.5
607,Copper,45,2.5
607,Copper,33,2.5
607,Copper,28,2.5
607,Copper,44,2.5
607,Copper,1,2.5
607,Copper,39,2.5
607,Copper,27,2.5
607,Copper,31,2.5
607,Copper,5,2.5
607,Copper,11,2.5
607,Copper,49,2.5
607,Copper,46,2.5
607,Copper,25,2.5
607,Copper,18,2.5
607,Copper,10,2.5
607,Copper,24,2.5
607,Copper,38,2.5
607,Copper,8,2.5
607,Copper,47,2.5
607,Copper,16,2.5
607,Copper,17,2.5
607,Copper,4,2.5
607,Copper,19,2.5
607,Copper,41,2.5
607,Copper,9,2.5
607,Copper,42,2.5
607,Copper,48,2.5
607,Copper,32,2.5
607,Copper,43,2.5
607,Copper,2,2.5
265,Copper,23,3.7162170000000003
265,Copper,34,3.7162170000000003
265,Copper,21,3.7288130000000024
265,Copper,3,3.9145890000000065
265,Copper,40,3.9145890000000065
265,Copper,6,3.9285739999999976
265,Copper,20,3.9285739999999976
265,Copper,30,3.9285739999999976
265,Copper,29,3.9285739999999976
179,Copper,23,2.5
179,Copper,34,2.5
179,Copper,21,2.5
179,Copper,3,2.5
179,Copper,40,2.5
179,Copper,6,2.5
179,Copper,20,2.5
179,Copper,30,2.5
179,Copper,29,2.5
179,Copper,7,2.5
179,Copper,22,2.5
179,Copper,36,2.5
179,Copper,45,2.5
179,Copper,33,2.5
179,Copper,28,2.5
179,Copper,44,2.5
179,Copper,1,2.5
179,Copper,39,2.5
179,Copper,27,2.5
179,Copper,31,2.5
179,Copper,5,2.5
179,Copper,11,2.5
179,Copper,49,2.5
179,Copper,46,2.5
179,Copper,25,2.5
179,Copper,18,2.5
179,Copper,10,2.5
179,Copper,24,2.5
179,Copper,38,2.5
179,Copper,8,2.5
179,Copper,47,2.5
179,Copper,16,2.5
179,Copper,17,2.5
179,Copper,4,2.5
179,Copper,19,2.5
179,Copper,41,2.5
179,Copper,9,2.5
179,Copper,42,2.5
179,Copper,48,2.5
179,Copper,32,2.5
179,Copper,43,2.5
179,Copper,2,2.5
179,Copper,26,2.5
179,Copper,12,2.5
179,Copper,35,2.5
179,Copper,0,2.5
179,Copper,13,2.5
179,Copper,15,2.5
179,Copper,14,2.5
179,Copper,37,2.5
353,Copper,23,2.5
353,Copper,34,2.5
353,Copper,21,2.5
353,Copper,3,2.5
353,Copper,40,2.5
353,Copper,6,2.5
353,Copper,20,2.5
353,Copper,30,2.5
353,Copper,29,2.5
353,Copper,7,2.5
353,Copper,22,2.5
353,Copper,36,2.5
353,Copper,45,2.5
353,Copper,33,2.5
353,Copper,28,2.5
353,Copper,44,2.5
353,Copper,1,2.5
353,Copper,39,2.5
353,Copper,27,2.5
353,Copper,31,2.5
353,Copper,5,2.5
353,Copper,11,2.5
353,Copper,49,2.5
353,Copper,46,2.5
353,Copper,25,2.5
353,Copper,18,2.5
353,Copper,10,2.5
353,Copper,24,2.5
353,Copper,38,2.5
353,Copper,8,2.5
353,Copper,47,2.5
353,Copper,16,2.5
353,Copper,17,2.5
353,Copper,4,2.5
353,Copper,19,2.5
353,Copper,41,2.5
353,Copper,9,2.5
353,Copper,42,2.5
353,Copper,48,2.5
353,Copper,32,2.5
353,Copper,43,2.5
353,Copper,2,2.5
353,Copper,26,2.5
353,Copper,12,2.5
353,Copper,35,2.5
353,Copper,0,2.5
353,Copper,13,2.5
353,Copper,15,2.5
353,Copper,14,2.5
353,Copper,37,2.5
277,Molybdenum,3,5.0
277,Molybdenum,40,5.0
277,Molybdenum,6,5.0
277,Molybdenum,20,5.0
277,Molybdenum,30,5.0
277,Molybdenum,29,5.0
277,Molybdenum,7,5.0
277,Molybdenum,22,5.0
277,Molybdenum,36,5.0
277,Molybdenum,45,5.0
277,Molybdenum,33,5.0
277,Molybdenum,28,5.0
277,Molybdenum,44,5.0
277,Molybdenum,1,5.0
277,Molybdenum,39,5.0
277,Molybdenum,27,5.0
277,Molybdenum,31,5.0
277,Molybdenum,5,5.0
277,Molybdenum,11,5.0
277,Molybdenum,49,5.0
277,Molybdenum,46,5.0
277,Molybdenum,25,5.0
277,Molybdenum,18,5.0
277,Molybdenum,10,5.0
277,Molybdenum,24,5.0
277,Molybdenum,38,5.0
277,Molybdenum,8,5.0
277,Molybdenum,47,5.0
277,Molybdenum,16,5.0
277,Molybdenum,17,5.0
277,Molybdenum,4,5.0
277,Molybdenum,19,5.0
277,Molybdenum,41,5.0
277,Molybdenum,9,5.0
277,Molybdenum,42,5.0
277,Molybdenum,48,5.0
277,Molybdenum,32,5.0
277,Molybdenum,43,5.0
277,Molybdenum,2,5.0
277,Molybdenum,26,5.0
277,Molybdenum,12,5.0
277,Molybdenum,35,5.0
277,Molybdenum,0,5.0
277,Molybdenum,13,5.0
277,Molybdenum,15,5.0
277,Molybdenum,14,5.0
1003,Gold,23,5.0
1003,Gold,34,5.0
1003,Gold,21,5.0
1003,Gold,3,5.0
1003,Gold,40,5.0
1003,Gold,6,5.0
1003,Gold,20,5.0
1003,Gold,30,5.0
491,Molybdenum,11,5.0
491,Molybdenum,49,5.0
491,Molybdenum,46,5.0
491,Molybdenum,25,5.0
491,Molybdenum,18,5.0
491,Molybdenum,10,5.0
491,Molybdenum,24,5.0
491,Molybdenum,38,5.0
491,Molybdenum,8,5.0
491,Molybdenum,47,5.0
491,Molybdenum,16,5.0
491,Molybdenum,17,5.0
491,Molybdenum,4,5.0
491,Molybdenum,19,5.0
491,Molybdenum,41,5.0
491,Molybdenum,9,5.0
491,Molybdenum,42,5.0
491,Molybdenum,48,5.0
491,Molybdenum,32,5.0
491,Molybdenum,43,5.0
491,Molybdenum,2,5.0
491,Molybdenum,26,5.0
491,Molybdenum,12,5.0
491,Molybdenum,35,5.0
491,Molybdenum,0,5.0
491,Molybdenum,13,5.0
491,Molybdenum,15,5.0
491,Molybdenum,14,5.0
491,Molybdenum,37,5.0
295,Gold,33,0.0
295,Gold,28,0.0
295,Gold,44,0.0
295,Gold,1,0.0
295,Gold,39,0.0
295,Gold,27,0.0
295,Gold,31,0.0
295,Gold,5,0.0
295,Gold,11,0.0
295,Gold,49,0.0
295,Gold,46,0.0
295,Gold,25,0.0
295,Gold,18,0.0
295,Gold,10,0.0
295,Gold,24,0.0
295,Gold,38,0.0
295,Gold,8,0.0
295,Gold,47,0.0
295,Gold,16,0.0
295,Gold,17,0.0
295,Gold,4,0.0
295,Gold,19,0.0
295,Gold,41,0.0
48,Lead,23,5.0
48,Lead,34,5.0
48,Lead,21,5.0
48,Lead,3,2.0
48,Lead,40,5.0
48,Lead,6,5.0
48,Lead,20,5.0
48,Lead,30,5.0
880,Copper,23,3.7931059999999945
880,Copper,34,3.7931059999999945
880,Copper,21,3.7931059999999945
880,Copper,3,3.7931059999999945
880,Copper,40,3.7931059999999945
880,Copper,6,3.7931059999999945
880,Copper,20,3.7931059999999945
880,Copper,30,3.7931059999999945
880,Copper,29,3.7931059999999945
880,Copper,7,3.7931059999999945
880,Copper,33,3.7931059999999945
880,Copper,28,3.7931059999999945
880,Copper,44,3.7931059999999945
880,Copper,1,3.7931059999999945
880,Copper,39,3.7931059999999945
880,Copper,27,3.7931059999999945
880,Copper,31,3.7931059999999945
880,Copper,5,3.7931059999999945
880,Copper,11,3.7931059999999945
880,Copper,49,3.7931059999999945
880,Copper,46,3.7931059999999945
880,Copper,25,3.7931059999999945
880,Copper,18,3.7931059999999945
880,Copper,10,3.7931059999999945
880,Copper,24,3.7931059999999945
880,Copper,38,3.7931059999999945
880,Copper,8,3.7931059999999945
880,Copper,47,3.7931059999999945
880,Copper,16,3.7931059999999945
880,Copper,17,3.7931059999999945
880,Copper,4,3.7931059999999945
880,Copper,19,3.7931059999999945
880,Copper,41,3.7931059999999945
880,Copper,9,3.7931059999999945
880,Copper,42,3.7931059999999945
880,Copper,48,3.7931059999999945
880,Copper,32,3.7931059999999945
880,Copper,43,3.7931059999999945
880,Copper,2,3.7931059999999945
880,Copper,26,3.7931059999999945
880,Copper,12,3.7931059999999945
880,Copper,35,3.7931059999999945
880,Copper,0,3.7931059999999945
880,Copper,13,3.7931059999999945
880,Copper,15,3.7931059999999945
880,Copper,14,3.7931059999999945
880,Copper,37,3.7931059999999945
852,Gold,28,0.1999969999999962
852,Gold,44,0.1999969999999962
852,Gold,1,0.1999969999999962
852,Gold,39,0.1999969999999962
852,Gold,27,0.1999969999999962
852,Gold,31,0.1999969999999962
852,Gold,5,0.1999969999999962
852,Gold,11,0.1999969999999962
852,Gold,49,0.1999969999999962
852,Gold,46,0.1999969999999962
852,Gold,25,0.1999969999999962
852,Gold,18,0.1999969999999962
852,Gold,10,0.1999969999999962
852,Gold,24,0.1999969999999962
852,Gold,38,0.1999969999999962
852,Gold,8,0.1999969999999962
852,Gold,47,0.1999969999999962
852,Gold,16,0.1999969999999962
852,Gold,17,0.1999969999999962
852,Gold,4,0.1999969999999962
852,Gold,19,0.1999969999999962
852,Gold,41,0.1999969999999962
852,Gold,9,0.1999969999999962
852,Gold,42,0.1999969999999962
852,Gold,48,0.1999969999999962
852,Gold,32,0.1999969999999962
852,Gold,43,0.1999969999999962
852,Gold,2,0.1999969999999962
0,Copper,38,3.5
0,Copper,8,3.5
0,Copper,47,3.5
0,Copper,16,3.5
0,Copper,17,3.5
0,Copper,4,3.5
0,Copper,19,3.5
0,Copper,41,3.5
0,Copper,9,3.5
0,Copper,42,3.5
0,Copper,48,3.5
0,Copper,32,3.5
0,Copper,43,3.5
0,Copper,2,3.5
16,Copper,23,1.5
16,Copper,34,1.5
16,Copper,21,1.5
16,Copper,3,1.5
16,Copper,40,1.5
16,Copper,6,1.5
16,Copper,20,1.5
16,Copper,30,1.5
16,Copper,29,1.5
16,Copper,7,1.5
16,Copper,22,1.5
16,Copper,33,1.5
16,Copper,28,1.5
16,Copper,44,1.5
16,Copper,1,1.5
16,Copper,39,1.5
16,Copper,5,1.5
16,Copper,11,1.5
16,Copper,49,1.5
16,Copper,46,1.5
16,Copper,25,1.5
16,Copper,18,1.5
16,Copper,10,1.5
16,Copper,24,1.5
16,Copper,38,1.5
16,Copper,8,1.5
16,Copper,47,1.5
16,Copper,16,1.5
16,Copper,17,1.5
16,Copper,4,1.5
16,Copper,19,1.5
16,Copper,41,1.5
16,Copper,9,1.5
16,Copper,42,1.5
16,Copper,48,1.5
16,Copper,32,1.5
16,Copper,43,1.5
16,Copper,2,1.5
16,Copper,26,1.5
16,Copper,12,1.5
16,Copper,35,1.5
16,Copper,0,1.5
16,Copper,13,1.5
16,Copper,15,1.5
16,Copper,14,1.5
16,Copper,37,1.5
948,Molybdenum,20,5.0
948,Molybdenum,30,5.0
948,Molybdenum,29,5.0
948,Molybdenum,7,5.0
948,Molybdenum,22,5.0
948,Molybdenum,36,5.0
948,Molybdenum,45,5.0
948,Molybdenum,33,5.0
948,Molybdenum,28,5.0
948,Molybdenum,44,5.0
948,Molybdenum,1,5.0
948,Molybdenum,39,5.0
948,Molybdenum,27,5.0
948,Molybdenum,31,5.0
948,Molybdenum,5,5.0
948,Molybdenum,11,5.0
948,Molybdenum,49,5.0
948,Molybdenum,46,5.0
205,Zinc,23,8.0
205,Zinc,34,8.0
205,Zinc,21,8.0
205,Zinc,3,8.0
205,Zinc,40,8.0
205,Zinc,6,8.0
205,Zinc,20,8.0
205,Zinc,30,8.0
205,Zinc,29,8.0
205,Zinc,7,8.0
205,Zinc,22,8.0
205,Zinc,36,8.0
205,Zinc,45,8.0
205,Zinc,39,8.0
205,Zinc,31,8.0
205,Zinc,5,8.0
205,Zinc,11,8.0
205,Zinc,49,5.0
205,Zinc,46,5.0
205,Zinc,25,5.0
205,Zinc,10,5.0
205,Zinc,24,5.0
205,Zinc,38,5.0
205,Zinc,8,5.0
205,Zinc,47,5.0
205,Zinc,16,5.0
205,Zinc,17,5.0
331,Zinc,23,8.0
331,Zinc,34,8.0
331,Zinc,21,8.0
331,Zinc,3,8.0
331,Zinc,40,8.0
331,Zinc,6,8.0
331,Zinc,20,8.0
331,Zinc,30,8.0
331,Zinc,7,8.0
331,Zinc,22,8.0
331,Zinc,36,8.0
331,Zinc,45,8.0
331,Zinc,33,8.0
331,Zinc,31,8.0
331,Zinc,5,8.0
331,Zinc,11,8.0
331,Zinc,49,8.0
331,Zinc,46,8.0
331,Zinc,25,5.0
331,Zinc,18,5.0
331,Zinc,10,5.0
331,Zinc,24,5.0
331,Zinc,38,5.0
331,Zinc,8,5.0
331,Zinc,47,5.0
331,Zinc,16,5.0
331,Zinc,17,5.0
901,Copper,23,4.0
901,Copper,34,4.0
901,Copper,21,4.0
901,Copper,3,4.0
901,Copper,40,4.0
901,Copper,6,4.0
901,Copper,20,4.0
901,Copper,30,4.0
901,Copper,29,4.0
901,Copper,7,4.0
901,Copper,22,4.0
901,Copper,36,4.0
901,Copper,45,4.0
901,Copper,33,4.0
901,Copper,28,4.0
901,Copper,44,4.0
901,Copper,1,4.0
901,Copper,39,4.0
901,Copper,27,4.0
901,Copper,31,4.0
901,Copper,5,4.0
901,Copper,11,4.0
901,Copper,49,4.0
901,Copper,46,4.0
901,Copper,25,4.0
901,Copper,18,4.0
901,Copper,10,4.0
901,Copper,24,4.0
901,Copper,38,4.0
901,Copper,8,4.0
901,Copper,47,4.0
901,Copper,16,4.0
901,Copper,17,4.0
901,Copper,4,4.0
901,Copper,19,4.0
901,Copper,41,4.0
901,Copper,9,4.0
901,Copper,42,4.0
901,Copper,48,4.0
901,Copper,32,4.0
901,Copper,43,4.0
901,Copper,2,4.0
333,Zinc,33,15.0
333,Zinc,28,15.0
333,Zinc,44,15.0
333,Zinc,1,15.0
333,Zinc,39,15.0
333,Zinc,25,15.0
333,Zinc,18,15.0
333,Zinc,10,15.0
333,Zinc,24,15.0
333,Zinc,38,15.0
1083,Silver,23,5.0
1083,Silver,34,5.0
1083,Silver,21,5.0
1083,Silver,3,5.0
1083,Silver,40,5.0
1083,Silver,6,5.0
1083,Silver,20,5.0
1083,Silver,30,5.0
1083,Silver,29,5.0
1083,Silver,7,5.0
1083,Silver,22,5.0
1083,Silver,36,5.0
1083,Silver,45,5.0
1083,Silver,33,5.0
1083,Silver,28,5.0
1083,Silver,44,5.0
1083,Silver,1,5.0
1083,Silver,39,5.0
1083,Silver,27,5.0
1083,Silver,31,5.0
1083,Silver,5,5.0
1083,Silver,11,5.0
1083,Silver,49,5.0
1083,Silver,46,5.0
1083,Silver,25,5.0
1083,Silver,18,5.0
1083,Silver,10,5.0
1083,Silver,24,5.0
1083,Silver,38,5.0
1083,Silver,8,5.0
1083,Silver,47,5.0
1083,Silver,16,5.0
1083,Silver,17,5.0
1083,Silver,4,5.0
1083,Silver,19,5.0
1083,Silver,41,5.0
1083,Silver,9,5.0
1083,Silver,42,5.0
1083,Silver,48,5.0
1083,Silver,32,5.0
1083,Silver,43,5.0
1083,Silver,2,5.0
1083,Silver,26,5.0
1083,Silver,12,5.0
1083,Silver,35,5.0
1083,Silver,0,5.0
1083,Silver,13,5.0
1083,Silver,15,5.0
1083,Silver,14,5.0
1083,Silver,37,5.0
682,Zinc,23,15.289246000000006
682,Zinc,34,15.499001000000007
682,Zinc,21,15.111915999999994
682,Zinc,3,15.218345999999997
682,Zinc,40,15.087456000000003
682,Zinc,6,15.0
682,Zinc,20,15.0
682,Zinc,30,15.0
682,Zinc,29,15.0
682,Zinc,7,15.0
682,Zinc,22,15.0
682,Zinc,36,15.0
682,Zinc,45,15.0
682,Zinc,33,15.0
682,Zinc,28,15.0
682,Zinc,44,15.0
682,Zinc,1,15.0
682,Zinc,39,15.0
682,Zinc,27,15.0
682,Zinc,31,15.0
682,Zinc,5,15.0
682,Zinc,11,15.0
682,Zinc,49,15.0
682,Zinc,46,15.0
682,Zinc,25,15.0
682,Zinc,18,15.0
682,Zinc,10,15.0
682,Zinc,24,15.0
682,Zinc,38,15.0
682,Zinc,8,15.0
682,Zinc,47,15.0
682,Zinc,16,15.0
682,Zinc,17,15.0
682,Zinc,4,15.0
682,Zinc,19,15.0
682,Zinc,41,15.0
682,Zinc,9,15.0
682,Zinc,42,15.0
682,Zinc,48,15.0
682,Zinc,32,15.0
682,Zinc,43,15.0
46,Gold,3,0.0
46,Gold,40,0.0
46,Gold,6,0.0
46,Gold,20,0.0
46,Gold,30,0.0
46,Gold,29,0.0
46,Gold,36,0.0
46,Gold,45,0.0
46,Gold,33,0.0
46,Gold,28,0.0
46,Gold,44,0.0
46,Gold,1,0.0
46,Gold,39,0.0
46,Gold,27,0.0
46,Gold,31,0.0
46,Gold,5,0.0
46,Gold,11,0.0
46,Gold,49,0.0
46,Gold,46,0.0
46,Gold,25,0.0
46,Gold,18,0.0
46,Gold,10,0.0
46,Gold,24,0.0
46,Gold,38,0.0
46,Gold,8,0.0
46,Gold,47,0.0
46,Gold,16,0.0
46,Gold,17,0.0
46,Gold,4,0.0
46,Gold,19,0.0
46,Gold,41,0.0
46,Gold,9,0.0
46,Gold,42,0.0
46,Gold,48,0.0
46,Gold,32,0.0
46,Gold,43,0.0
46,Gold,2,0.0
46,Gold,26,0.0
46,Gold,12,0.0
46,Gold,35,0.0
46,Gold,0,0.0
46,Gold,13,0.0
46,Gold,15,0.0
46,Gold,14,0.0
46,Gold,37,0.0
655,Copper,20,0.0
655,Copper,30,0.0
655,Copper,29,0.0
655,Copper,7,0.0
655,Copper,22,0.0
655,Copper,36,0.0
655,Copper,45,0.0
655,Copper,33,0.0
655,Copper,28,0.0
655,Copper,44,0.0
655,Copper,1,0.0
655,Copper,39,0.0
655,Copper,27,0.0
655,Copper,31,0.0
655,Copper,5,0.0
655,Copper,11,0.0
655,Copper,49,0.0
655,Copper,46,0.0
655,Copper,25,0.0
655,Copper,18,0.0
655,Copper,10,0.0
655,Copper,24,0.0
655,Copper,38,0.0
655,Copper,8,0.0
655,Copper,47,0.0
655,Copper,16,0.0
655,Copper,17,0.0
655,Copper,4,0.0
655,Copper,19,0.0
655,Copper,41,0.0
655,Copper,9,0.0
655,Copper,42,0.0
655,Copper,48,0.0
655,Copper,32,0.0
655,Copper,43,0.0
655,Copper,2,0.0
655,Copper,26,0.0
595,Palladium,21,0.0
595,Palladium,6,0.0
595,Palladium,20,0.0
595,Palladium,30,0.0
595,Palladium,29,0.0
595,Palladium,7,0.0
595,Palladium,22,0.0
595,Palladium,36,0.0
595,Palladium,45,0.0
595,Palladium,33,0.0
595,Palladium,28,0.0
595,Palladium,44,0.0
595,Palladium,1,0.0
595,Palladium,39,0.0
595,Palladium,27,0.0
595,Palladium,31,0.0
595,Palladium,5,0.0
595,Palladium,11,0.0
595,Palladium,49,0.0
595,Palladium,46,0.0
595,Palladium,25,0.0
595,Palladium,18,0.0
595,Palladium,10,0.0
595,Palladium,8,0.0
595,Palladium,47,0.0
595,Palladium,17,0.0
595,Palladium,9,0.0
595,Palladium,42,0.0
595,Palladium,43,0.0
595,Palladium,2,0.0
595,Palladium,26,0.0
595,Palladium,12,0.0
595,Palladium,35,0.0
595,Palladium,13,0.0
595,Palladium,15,0.0
595,Palladium,14,0.0
595,Palladium,37,0.0
78,Molybdenum,7,5.0
78,Molybdenum,22,5.0
78,Molybdenum,36,5.0
78,Molybdenum,45,5.0
78,Molybdenum,33,5.0
78,Molybdenum,28,5.0
78,Molybdenum,44,5.0
78,Molybdenum,1,5.0
78,Molybdenum,39,5.0
78,Molybdenum,27,5.0
78,Molybdenum,31,5.0
78,Molybdenum,5,5.0
78,Molybdenum,11,5.0
78,Molybdenum,49,5.0
78,Molybdenum,46,5.0
656,Gold,23,8.521606000000006
656,Gold,34,7.190605000000005
656,Gold,21,7.370399000000006
656,Gold,3,7.609802000000002
656,Gold,40,6.540001000000004
656,Gold,6,6.251998999999998
656,Gold,20,6.251998999999998
656,Gold,30,6.251998999999998
656,Gold,29,6.251998999999998
656,Gold,7,6.251998999999998
656,Gold,22,6.251998999999998
656,Gold,36,6.251998999999998
656,Gold,45,6.251998999999998
656,Gold,33,6.251998999999998
656,Gold,28,6.251998999999998
656,Gold,44,6.251998999999998
656,Gold,1,6.251998999999998
656,Gold,39,13.252007000000006
656,Gold,27,6.251998999999998
540,Gold,3,0.1999969999999962
540,Gold,40,0.1999969999999962
540,Gold,6,0.1999969999999962
540,Gold,20,0.1999969999999962
540,Gold,30,0.1999969999999962
540,Gold,29,0.1999969999999962
540,Gold,7,0.1999969999999962
540,Gold,22,0.1999969999999962
540,Gold,36,0.1999969999999962
540,Gold,45,0.1999969999999962
540,Gold,33,0.1999969999999962
540,Gold,28,0.1999969999999962
540,Gold,44,0.1999969999999962
540,Gold,1,0.1999969999999962
540,Gold,39,0.1999969999999962
540,Gold,27,0.1999969999999962
540,Gold,31,0.1999969999999962
540,Gold,5,0.1999969999999962
540,Gold,11,0.1999969999999962
540,Gold,49,0.1999969999999962
540,Gold,46,0.1999969999999962
540,Gold,25,0.1999969999999962
540,Gold,18,0.1999969999999962
540,Gold,10,0.1999969999999962
540,Gold,24,0.1999969999999962
540,Gold,38,0.1999969999999962
540,Gold,8,0.1999969999999962
540,Gold,47,0.1999969999999962
540,Gold,16,0.1999969999999962
540,Gold,17,0.1999969999999962
540,Gold,4,0.1999969999999962
540,Gold,19,0.1999969999999962
603,Silver,23,62.216694
603,Silver,34,64.80497
603,Silver,21,53.365231
603,Silver,6,15.589873999999995
603,Silver,20,16.273628000000002
603,Silver,30,20.268897999999993
603,Silver,29,19.654251000000002
603,Silver,7,21.571845999999994
603,Silver,22,21.326515
603,Silver,36,19.347342999999995
603,Silver,45,18.193871
603,Silver,33,20.549324
603,Silver,28,20.005470000000003
603,Silver,44,21.379761000000002
603,Silver,1,22.009415000000004
603,Silver,39,25.316727
603,Silver,27,25.307243
603,Silver,31,24.335448999999997
603,Silver,5,21.413239000000004
603,Silver,11,21.517280999999997
603,Silver,49,17.069939000000005
603,Silver,46,17.248047
603,Silver,25,16.860259999999997
603,Silver,18,15.613213000000002
603,Silver,10,16.444312999999994
603,Silver,24,17.195328000000003
603,Silver,38,14.882003999999995
603,Silver,8,14.819984000000005
603,Silver,47,15.769997000000004
603,Silver,16,16.298500000000004
603,Silver,17,16.286963999999998
603,Silver,4,16.248131
603,Silver,19,16.277007999999995
603,Silver,41,16.267357000000004
603,Silver,9,16.277007999999995
603,Silver,42,16.248131
603,Silver,48,17.642815
603,Silver,32,93.828934
602,Gold,10,0.1999969999999962
602,Gold,24,0.1999969999999962
602,Gold,38,0.1999969999999962
602,Gold,8,0.1999969999999962
602,Gold,47,0.1999969999999962
602,Gold,16,0.1999969999999962
602,Gold,17,0.1999969999999962
602,Gold,4,0.1999969999999962
602,Gold,19,0.1999969999999962
602,Gold,41,0.1999969999999962
602,Gold,9,0.1999969999999962
602,Gold,42,0.1999969999999962
602,Gold,48,0.1999969999999962
602,Gold,32,0.1999969999999962
602,Gold,43,0.1999969999999962
