,,,Metal Payable Percent (%)
899,Zinc,11,15.0
899,Zinc,49,15.0
899,Zinc,46,15.0
899,Zinc,25,15.0
899,Zinc,18,15.0
899,Zinc,10,15.0
899,Zinc,24,15.0
899,Zinc,38,15.0
899,Zinc,8,15.0
899,Zinc,47,15.0
899,Zinc,16,15.0
899,Zinc,17,15.0
899,Zinc,4,15.0
899,Zinc,19,15.0
357,Silver,28,5.0
357,Silver,44,5.0
357,Silver,1,5.0
357,Silver,39,5.0
357,Silver,27,5.0
357,Silver,31,5.0
357,Silver,5,5.0
357,Silver,11,5.0
357,Silver,49,5.0
357,Silver,46,5.0
357,Silver,25,5.0
357,Silver,18,5.0
357,Silver,10,5.0
357,Silver,24,5.0
357,Silver,38,5.0
357,Silver,8,5.0
357,Silver,47,5.0
73,Gold,7,0.0
73,Gold,22,0.0
73,Gold,36,0.0
73,Gold,45,0.0
73,Gold,33,0.0
73,Gold,28,0.0
73,Gold,44,0.0
73,Gold,1,0.0
73,Gold,39,0.0
73,Gold,27,0.0
73,Gold,31,0.0
73,Gold,5,0.0
73,Gold,11,0.0
73,Gold,49,0.0
73,Gold,46,0.0
73,Gold,25,0.0
73,Gold,18,0.0
73,Gold,10,0.0
73,Gold,24,0.0
73,Gold,38,0.0
73,Gold,8,0.0
73,Gold,47,0.0
73,Gold,16,0.0
193,Nickel,11,0.0
193,Nickel,49,0.0
193,Nickel,46,0.0
193,Nickel,25,0.0
193,Nickel,18,0.0
193,Nickel,10,0.0
193,Nickel,24,0.0
193,Nickel,8,0.0
193,Nickel,47,0.0
193,Nickel,16,0.0
193,Nickel,17,0.0
193,Nickel,4,0.0
193,Nickel,19,0.0
193,Nickel,41,0.0
193,Nickel,9,0.0
193,Nickel,42,0.0
193,Nickel,48,0.0
193,Nickel,32,0.0
193,Nickel,43,0.0
193,Nickel,2,0.0
193,Nickel,26,0.0
193,Nickel,12,0.0
193,Nickel,35,0.0
193,Nickel,0,0.0
409,Gold,28,0.0
409,Gold,44,0.0
409,Gold,1,0.0
409,Gold,39,0.0
409,Gold,27,0.0
409,Gold,31,0.0
409,Gold,5,0.0
409,Gold,11,0.0
409,Gold,49,0.0
409,Gold,46,0.0
409,Gold,25,0.0
470,Copper,3,3.9285739999999976
470,Copper,40,3.9285739999999976
470,Copper,6,3.9285739999999976
470,Copper,20,3.9285739999999976
470,Copper,30,3.9285739999999976
470,Copper,29,3.9285739999999976
470,Copper,7,3.9285739999999976
470,Copper,22,3.9285739999999976
470,Copper,36,3.9285739999999976
470,Copper,45,3.9285739999999976
470,Copper,33,3.9285739999999976
470,Copper,28,3.9285739999999976
786,Nickel,21,5.0
786,Nickel,3,5.0
786,Nickel,40,5.0
786,Nickel,6,5.0
786,Nickel,20,5.0
786,Nickel,30,5.0
786,Nickel,29,5.0
786,Nickel,1,10.0
786,Nickel,39,10.0
786,Nickel,27,10.0
786,Nickel,31,10.0
786,Nickel,5,10.0
786,Nickel,11,10.0
786,Nickel,49,10.0
786,Nickel,46,10.0
786,Nickel,25,10.0
786,Nickel,18,10.0
786,Nickel,10,10.0
786,Nickel,24,10.0
786,Nickel,8,10.0
786,Nickel,47,10.0
786,Nickel,16,10.0
903,Gold,28,0.0
903,Gold,44,0.0
903,Gold,1,0.0
903,Gold,39,0.0
903,Gold,27,0.0
903,Gold,31,0.0
903,Gold,5,0.0
903,Gold,11,0.0
903,Gold,49,0.0
903,Gold,46,0.0
903,Gold,25,0.0
903,Gold,18,0.0
903,Gold,10,0.0
903,Gold,24,0.0
903,Gold,38,0.0
903,Gold,8,0.0
903,Gold,47,0.0
903,Gold,16,0.0
903,Gold,17,0.0
903,Gold,4,0.0
903,Gold,19,0.0
903,Gold,41,0.0
903,Gold,9,0.0
903,Gold,42,0.0
903,Gold,48,0.0
903,Gold,32,0.0
504,Zinc,3,16.0
504,Zinc,40,16.0
504,Zinc,6,16.0
504,Zinc,30,16.371016999999995
504,Zinc,29,16.016075
504,Zinc,7,15.254752999999994
504,Zinc,22,15.384613000000002
504,Zinc,36,15.384613000000002
504,Zinc,45,15.384613000000002
504,Zinc,33,15.384613000000002
504,Zinc,28,15.384613000000002
613,Copper,23,4.313727999999998
613,Copper,34,4.313727999999998
613,Copper,21,4.313727999999998
613,Copper,3,4.313727999999998
613,Copper,40,4.313727999999998
613,Copper,6,4.313727999999998
613,Copper,20,4.313727999999998
613,Copper,30,4.027977000000007
613,Copper,29,4.012405000000001
613,Copper,7,4.0788730000000015
613,Copper,22,4.062468999999993
613,Copper,36,3.9301909999999936
613,Copper,45,4.06662
613,Copper,33,4.2275240000000025
613,Copper,28,4.302657999999994
613,Copper,44,4.335907000000006
613,Copper,1,4.334594999999993
613,Copper,39,4.711769000000004
613,Copper,27,4.259597999999997
613,Copper,31,3.0
613,Copper,5,3.0
613,Copper,11,3.0
613,Copper,49,3.0
613,Copper,46,3.0
613,Copper,25,3.0
613,Copper,18,3.0
613,Copper,10,3.0
613,Copper,24,3.0
613,Copper,38,3.0
613,Copper,8,3.0
613,Copper,47,3.0
613,Copper,16,3.0
613,Copper,17,3.0
689,Copper,3,3.6649699999999967
689,Copper,40,3.8159789999999987
689,Copper,6,3.6665339999999986
689,Copper,20,3.5
689,Copper,30,3.5
689,Copper,29,3.5
689,Copper,7,3.5
689,Copper,22,3.5
689,Copper,36,3.5
689,Copper,45,3.5
689,Copper,33,3.5
689,Copper,28,3.5
689,Copper,44,3.5
689,Copper,1,3.5
689,Copper,39,3.5
689,Copper,27,3.5
689,Copper,31,3.5
689,Copper,5,3.5
689,Copper,11,3.5
689,Copper,49,3.5
689,Copper,46,3.5
689,Copper,25,3.5
689,Copper,18,3.5
689,Copper,10,3.5
689,Copper,24,3.5
689,Copper,38,3.5
689,Copper,8,3.5
689,Copper,47,3.5
689,Copper,16,3.5
689,Copper,17,3.5
689,Copper,4,3.5
689,Copper,19,3.5
689,Copper,41,3.5
689,Copper,9,3.5
689,Copper,42,3.5
689,Copper,48,3.5
689,Copper,32,3.5
689,Copper,43,3.5
689,Copper,2,3.5
689,Copper,26,3.5
689,Copper,12,3.5
689,Copper,35,3.5
334,Silver,34,17.050933999999998
334,Silver,21,17.182709000000003
334,Silver,3,15.634155000000007
334,Silver,40,13.987099
334,Silver,6,14.438721000000001
334,Silver,20,14.528816000000006
334,Silver,30,12.383522
334,Silver,29,12.496735000000001
334,Silver,7,12.405602000000002
334,Silver,22,11.400977999999995
334,Silver,36,11.400977999999995
334,Silver,45,11.400977999999995
334,Silver,33,12.347770999999995
334,Silver,28,12.706840999999997
334,Silver,44,12.824164999999994
334,Silver,1,12.569275000000005
334,Silver,39,12.810173000000006
334,Silver,27,12.755882
334,Silver,31,12.607155000000006
334,Silver,5,12.963577
334,Silver,11,12.659194999999997
334,Silver,49,13.157837
334,Silver,46,13.227951000000004
334,Silver,25,12.803580999999994
334,Silver,18,13.425545
334,Silver,10,13.358329999999995
334,Silver,24,14.233818
334,Silver,38,14.258933999999996
334,Silver,8,13.236694
334,Silver,47,13.236694
334,Silver,16,13.236694
334,Silver,17,13.236694
334,Silver,4,13.236694
334,Silver,19,13.245064
334,Silver,41,13.253426000000005
334,Silver,9,13.261795000000006
334,Silver,42,13.270156999999998
334,Silver,48,13.278526
524,Gold,28,0.0
524,Gold,44,0.0
524,Gold,1,0.0
524,Gold,39,0.0
524,Gold,27,0.0
524,Gold,31,0.0
524,Gold,5,0.0
524,Gold,11,0.0
524,Gold,49,0.0
524,Gold,46,0.0
524,Gold,25,0.0
524,Gold,18,0.0
524,Gold,10,0.0
524,Gold,24,0.0
524,Gold,38,0.0
524,Gold,8,0.0
524,Gold,47,0.0
524,Gold,16,0.0
524,Gold,17,0.0
524,Gold,4,0.0
524,Gold,19,0.0
429,Gold,27,0.0899959999999993
429,Gold,31,0.0899959999999993
429,Gold,5,0.0899959999999993
429,Gold,11,0.0899959999999993
429,Gold,49,0.0899959999999993
429,Gold,46,0.0899959999999993
429,Gold,25,0.0899959999999993
429,Gold,18,0.0899959999999993
429,Gold,10,0.0899959999999993
429,Gold,24,0.0899959999999993
429,Gold,38,0.0899959999999993
443,Copper,1,0.0
443,Copper,39,0.0
443,Copper,27,0.0
443,Copper,31,0.0
443,Copper,5,0.0
443,Copper,11,0.0
443,Copper,49,0.0
443,Copper,46,0.0
443,Copper,25,0.0
443,Copper,18,0.0
443,Copper,10,0.0
443,Copper,24,0.0
443,Copper,38,0.0
443,Copper,8,0.0
443,Copper,47,0.0
443,Copper,16,0.0
443,Copper,17,0.0
443,Copper,4,0.0
443,Copper,19,0.0
443,Copper,41,0.0
443,Copper,9,0.0
443,Copper,42,0.0
443,Copper,48,0.0
443,Copper,32,0.0
443,Copper,43,0.0
443,Copper,2,0.0
443,Copper,26,0.0
443,Copper,12,0.0
443,Copper,35,0.0
443,Copper,0,0.0
443,Copper,13,0.0
443,Copper,15,0.0
443,Copper,14,0.0
443,Copper,37,0.0
978,Copper,30,3.5
978,Copper,29,3.5
978,Copper,7,3.5
978,Copper,22,3.5
978,Copper,36,3.5
978,Copper,45,3.5
978,Copper,33,3.5
978,Copper,28,3.5
978,Copper,44,3.5
978,Copper,1,3.5
978,Copper,39,3.5
978,Copper,27,3.5
978,Copper,31,3.5
978,Copper,5,3.5
978,Copper,11,3.5
978,Copper,49,3.5
978,Copper,46,3.5
978,Copper,25,3.5
978,Copper,18,3.5
978,Copper,10,3.5
978,Copper,24,3.5
978,Copper,38,3.5
978,Copper,8,3.5
978,Copper,47,3.5
978,Copper,16,3.5
978,Copper,17,3.5
978,Copper,4,3.5
978,Copper,19,3.5
978,Copper,41,3.5
978,Copper,9,3.5
978,Copper,42,3.5
978,Copper,48,3.5
978,Copper,32,3.5
978,Copper,43,3.5
978,Copper,2,3.5
978,Copper,26,3.5
978,Copper,12,3.5
978,Copper,35,3.5
978,Copper,0,3.5
978,Copper,13,3.5
978,Copper,15,3.5
978,Copper,14,3.5
978,Copper,37,3.5
267,Gold,28,0.1999969999999962
267,Gold,44,0.1999969999999962
267,Gold,1,0.1999969999999962
267,Gold,39,0.1999969999999962
267,Gold,27,0.1999969999999962
267,Gold,31,0.1999969999999962
267,Gold,5,0.1999969999999962
267,Gold,11,0.1999969999999962
267,Gold,49,0.1999969999999962
267,Gold,46,0.1999969999999962
267,Gold,25,0.1999969999999962
267,Gold,18,0.1999969999999962
267,Gold,10,0.1999969999999962
267,Gold,24,0.1999969999999962
615,Lead,23,5.0
615,Lead,34,5.0
615,Lead,21,5.0
615,Lead,3,5.0
615,Lead,40,5.0
615,Lead,6,5.0
615,Lead,20,5.0
615,Lead,30,5.0
615,Lead,29,5.0
615,Lead,7,5.0
615,Lead,22,5.0
615,Lead,36,5.0
615,Lead,45,5.0
615,Lead,33,5.0
615,Lead,28,5.0
615,Lead,44,5.0
615,Lead,1,5.0
615,Lead,39,5.0
615,Lead,27,5.0
615,Lead,31,5.0
615,Lead,5,5.0
615,Lead,11,5.0
615,Lead,49,5.0
615,Lead,46,5.0
615,Lead,25,5.0
615,Lead,18,5.0
615,Lead,10,5.0
615,Lead,24,5.0
615,Lead,38,5.0
615,Lead,8,5.0
615,Lead,47,5.0
615,Lead,16,5.0
615,Lead,17,5.0
615,Lead,4,5.0
615,Lead,19,5.0
825,Zinc,38,16.0
825,Zinc,8,16.0
825,Zinc,47,16.0
825,Zinc,16,16.0
825,Zinc,17,16.0
825,Zinc,4,16.0
825,Zinc,19,16.0
825,Zinc,41,16.0
825,Zinc,9,16.0
825,Zinc,42,16.0
825,Zinc,48,16.0
825,Zinc,32,16.0
825,Zinc,43,16.0
1086,Copper,23,4.0
1086,Copper,34,3.859650000000002
1086,Copper,21,3.859650000000002
1086,Copper,3,3.859650000000002
1086,Copper,40,3.859650000000002
1086,Copper,6,3.859650000000002
1086,Copper,20,3.819443000000007
1086,Copper,30,3.900711000000001
1086,Copper,29,3.886925000000005
1086,Copper,7,3.900711000000001
1086,Copper,22,3.819443000000007
1086,Copper,36,3.886925000000005
1086,Copper,45,3.956833000000003
1086,Copper,33,3.9285739999999976
1086,Copper,28,3.9711230000000057
1086,Copper,44,4.0
1086,Copper,1,4.044121000000004
1086,Copper,39,4.044121000000004
1086,Copper,27,4.0892180000000025
1086,Copper,31,3.0
1086,Copper,5,3.0
1086,Copper,11,3.0
1086,Copper,49,3.0
1086,Copper,46,3.0
1086,Copper,25,3.0
1086,Copper,18,3.0
1086,Copper,10,3.0
1086,Copper,24,3.0
1086,Copper,38,3.0
1086,Copper,8,3.0
1086,Copper,47,3.0
1086,Copper,16,3.0
1086,Copper,17,3.0
1086,Copper,4,3.0
1086,Copper,19,3.0
1086,Copper,41,3.0
1086,Copper,9,3.0
1086,Copper,42,3.0
1086,Copper,48,3.0
1086,Copper,32,3.0
1086,Copper,43,3.0
1086,Copper,2,3.0
1086,Copper,26,3.0
1086,Copper,12,3.0
1086,Copper,35,3.0
1086,Copper,0,3.0
1086,Copper,13,3.0
1086,Copper,15,3.0
1086,Copper,14,3.0
1086,Copper,37,3.0
962,Nickel,29,0.0
962,Nickel,7,0.0
962,Nickel,22,0.0
962,Nickel,36,0.0
962,Nickel,45,0.0
366,Silver,44,30.0
366,Silver,1,30.0
366,Silver,39,30.0
366,Silver,27,30.0
366,Silver,31,30.0
366,Silver,5,30.0
366,Silver,11,30.0
366,Silver,49,30.0
366,Silver,46,30.0
366,Silver,25,30.0
366,Silver,18,30.0
366,Silver,10,30.0
366,Silver,24,30.0
366,Silver,38,30.0
366,Silver,8,30.0
366,Silver,47,30.0
366,Silver,16,30.0
366,Silver,17,30.0
366,Silver,4,30.0
366,Silver,19,30.0
366,Silver,41,30.0
585,Zinc,30,15.0
585,Zinc,29,15.0
585,Zinc,7,15.0
585,Zinc,22,15.0
585,Zinc,36,15.0
585,Zinc,45,15.0
585,Zinc,33,15.0
585,Zinc,28,15.0
585,Zinc,44,15.0
585,Zinc,1,15.0
585,Zinc,39,15.0
585,Zinc,27,15.0
585,Zinc,31,15.0
585,Zinc,5,15.0
585,Zinc,11,15.0
585,Zinc,49,15.0
585,Zinc,46,15.0
585,Zinc,25,15.0
585,Zinc,18,15.0
585,Zinc,10,15.0
585,Zinc,24,15.0
585,Zinc,38,15.0
585,Zinc,8,15.0
585,Zinc,47,15.0
585,Zinc,16,15.0
585,Zinc,17,15.0
71,Nickel,33,4.0
71,Nickel,28,4.0
71,Nickel,44,4.0
71,Nickel,1,4.0
71,Nickel,39,4.0
71,Nickel,27,4.0
788,Silver,39,5.0
788,Silver,27,5.0
788,Silver,31,5.0
788,Silver,5,5.0
788,Silver,11,5.0
788,Silver,49,5.0
788,Silver,46,5.0
788,Silver,25,5.0
788,Silver,18,5.0
788,Silver,10,5.0
788,Silver,24,5.0
281,Gold,31,0.1999969999999962
281,Gold,5,0.1999969999999962
281,Gold,11,0.1999969999999962
281,Gold,49,0.1999969999999962
281,Gold,46,0.1999969999999962
281,Gold,25,0.1999969999999962
281,Gold,18,0.1999969999999962
281,Gold,10,0.1999969999999962
281,Gold,24,0.1999969999999962
281,Gold,38,0.1999969999999962
281,Gold,8,0.1999969999999962
281,Gold,47,0.1999969999999962
281,Gold,16,0.1999969999999962
281,Gold,17,0.1999969999999962
281,Gold,4,0.1999969999999962
281,Gold,19,0.1999969999999962
281,Gold,41,0.1999969999999962
258,Copper,40,2.5
258,Copper,6,2.5
258,Copper,20,2.5
258,Copper,30,2.5
258,Copper,29,2.5
258,Copper,7,2.5
258,Copper,22,2.5
258,Copper,36,2.5
258,Copper,45,2.5
258,Copper,33,2.5
258,Copper,28,2.5
258,Copper,44,2.5
258,Copper,1,2.5
258,Copper,39,2.5
258,Copper,27,2.5
258,Copper,31,2.5
258,Copper,5,2.5
258,Copper,11,2.4975280000000026
258,Copper,49,1.9600369999999998
258,Copper,46,3.2831950000000063
258,Copper,25,3.866591999999997
258,Copper,18,3.866591999999997
258,Copper,10,3.866591999999997
258,Copper,24,3.866591999999997
258,Copper,38,3.866591999999997
258,Copper,8,3.866591999999997
258,Copper,47,3.866591999999997
258,Copper,16,3.866591999999997
258,Copper,17,3.866591999999997
258,Copper,4,3.866591999999997
258,Copper,19,3.866591999999997
258,Copper,41,3.866591999999997
258,Copper,9,3.866591999999997
258,Copper,42,3.866591999999997
258,Copper,48,3.866591999999997
258,Copper,32,3.866591999999997
258,Copper,43,3.866591999999997
258,Copper,2,3.866591999999997
258,Copper,26,3.866591999999997
258,Copper,12,3.866591999999997
258,Copper,35,3.866591999999997
258,Copper,0,3.866591999999997
258,Copper,13,3.866591999999997
258,Copper,15,3.866591999999997
258,Copper,14,3.866591999999997
258,Copper,37,3.866591999999997
690,Copper,3,3.9308850000000035
690,Copper,40,3.9308850000000035
690,Copper,6,3.9308850000000035
690,Copper,20,4.074073999999996
690,Copper,30,4.157996999999995
690,Copper,29,4.157996999999995
690,Copper,7,4.137535
690,Copper,22,3.978667999999999
690,Copper,36,4.342346000000006
690,Copper,45,5.1858059999999995
690,Copper,33,4.3087309999999945
690,Copper,28,4.300055999999998
690,Copper,44,4.313727999999998
690,Copper,1,4.400002000000001
690,Copper,39,4.583336000000003
690,Copper,27,4.680854999999994
690,Copper,31,4.751723999999996
690,Copper,5,4.778069000000002
690,Copper,11,4.692513000000005
690,Copper,49,4.715416000000005
690,Copper,46,4.790336999999994
690,Copper,25,4.782607999999996
690,Copper,18,4.782607999999996
690,Copper,10,4.782607999999996
690,Copper,24,4.782607999999996
690,Copper,38,4.782607999999996
690,Copper,8,4.782607999999996
690,Copper,47,4.782607999999996
690,Copper,16,4.782607999999996
690,Copper,17,4.782607999999996
690,Copper,4,4.782607999999996
690,Copper,19,4.782607999999996
690,Copper,41,4.782607999999996
690,Copper,9,4.782607999999996
690,Copper,42,4.782607999999996
690,Copper,48,4.782607999999996
997,Zinc,23,15.863570999999993
997,Zinc,34,15.950310000000002
997,Zinc,21,16.148064000000005
997,Zinc,3,15.993599000000003
997,Zinc,40,16.035278000000005
997,Zinc,6,16.028853999999995
997,Zinc,20,16.171417000000005
997,Zinc,30,16.197609
997,Zinc,29,16.148567
997,Zinc,7,16.161613000000003
997,Zinc,22,16.359916999999996
997,Zinc,36,16.573441000000003
997,Zinc,45,16.494843000000003
997,Zinc,33,16.450751999999994
997,Zinc,28,16.838561999999996
997,Zinc,44,17.021277999999995
997,Zinc,1,16.841942000000003
997,Zinc,39,16.494904000000005
997,Zinc,27,16.474129000000005
997,Zinc,31,16.494843000000003
997,Zinc,5,17.124077
997,Zinc,11,17.800963999999993
997,Zinc,49,17.335136000000006
997,Zinc,46,17.846153
997,Zinc,25,17.560974
997,Zinc,18,20.869568
997,Zinc,10,19.788619999999995
997,Zinc,24,24.676818999999995
276,Gold,39,0.0
276,Gold,27,0.0
276,Gold,31,0.0
276,Gold,5,0.0
276,Gold,11,0.0
276,Gold,49,0.0
276,Gold,46,0.0
276,Gold,25,0.0
276,Gold,18,0.0
276,Gold,10,0.0
276,Gold,24,0.0
276,Gold,38,0.0
276,Gold,8,0.0
506,Nickel,34,6.5601039999999955
506,Nickel,21,6.282630999999995
506,Nickel,3,7.998435999999998
506,Nickel,40,6.945549
506,Nickel,6,6.6143650000000065
506,Nickel,20,6.747849000000002
506,Nickel,30,4.242858999999996
506,Nickel,29,7.838706999999999
506,Nickel,7,7.239799000000005
506,Nickel,22,6.206542999999996
506,Nickel,36,8.087860000000006
506,Nickel,45,8.606116999999998
506,Nickel,33,7.329712000000001
506,Nickel,28,7.339805999999996
506,Nickel,44,8.013863
506,Nickel,1,6.520927
506,Nickel,39,5.290604000000002
506,Nickel,27,7.715851000000001
506,Nickel,31,7.9300989999999985
506,Nickel,5,6.628058999999993
506,Nickel,11,7.496696
506,Nickel,49,6.7724759999999975
506,Nickel,46,6.760047999999998
506,Nickel,25,6.095000999999996
506,Nickel,18,8.095100000000002
506,Nickel,10,7.892250000000004
506,Nickel,24,8.197174000000004
506,Nickel,8,8.25
506,Nickel,47,8.25
506,Nickel,16,8.25
506,Nickel,17,8.25
506,Nickel,4,8.25
506,Nickel,19,8.25
506,Nickel,41,8.25
506,Nickel,9,8.25
506,Nickel,42,8.25
506,Nickel,48,8.25
506,Nickel,32,8.25
506,Nickel,43,8.25
506,Nickel,2,8.25
506,Nickel,26,8.25
506,Nickel,12,8.25
506,Nickel,35,8.25
506,Nickel,0,8.25
506,Nickel,13,8.25
506,Nickel,15,8.25
506,Nickel,14,8.25
506,Nickel,37,8.25
127,Platinum,30,0.0
127,Platinum,29,0.0
127,Platinum,7,0.0
127,Platinum,22,0.0
127,Platinum,36,0.0
127,Platinum,45,0.0
127,Platinum,33,0.0
127,Platinum,28,0.0
127,Platinum,44,0.0
127,Platinum,1,0.0
127,Platinum,39,0.0
127,Platinum,27,0.0
127,Platinum,31,0.0
127,Platinum,5,0.0
127,Platinum,11,0.0
127,Platinum,49,0.0
127,Platinum,46,0.0
127,Platinum,25,0.0
127,Platinum,18,0.0
127,Platinum,10,0.0
127,Platinum,8,0.0
127,Platinum,47,0.0
127,Platinum,17,0.0
127,Platinum,9,0.0
127,Platinum,42,0.0
127,Platinum,43,0.0
127,Platinum,2,0.0
127,Platinum,26,0.0
127,Platinum,12,0.0
127,Platinum,35,0.0
127,Platinum,13,0.0
127,Platinum,15,0.0
127,Platinum,14,0.0
127,Platinum,37,0.0
803,Nickel,20,5.0
803,Nickel,30,5.0
803,Nickel,29,5.0
803,Nickel,7,5.0
803,Nickel,22,5.0
803,Nickel,36,5.0
803,Nickel,45,5.0
803,Nickel,33,5.0
803,Nickel,28,5.0
803,Nickel,44,5.0
803,Nickel,1,5.0
803,Nickel,39,5.0
803,Nickel,27,5.0
803,Nickel,31,5.0
803,Nickel,5,5.0
803,Nickel,11,5.0
803,Nickel,49,5.0
494,Zinc,44,16.151825000000002
494,Zinc,1,16.151825000000002
494,Zinc,39,16.151825000000002
494,Zinc,27,15.948966999999996
494,Zinc,31,15.885620000000003
494,Zinc,5,15.822783999999999
494,Zinc,11,15.838448
494,Zinc,49,15.955321999999995
494,Zinc,46,15.958511000000001
494,Zinc,25,16.070708999999994
494,Zinc,18,16.184501999999995
494,Zinc,10,16.194328
494,Zinc,24,16.359916999999996
494,Zinc,38,16.359916999999996
494,Zinc,8,16.359916999999996
494,Zinc,47,16.359916999999996
494,Zinc,16,16.359916999999996
494,Zinc,17,16.359916999999996
494,Zinc,4,16.359916999999996
494,Zinc,19,16.359916999999996
494,Zinc,41,16.359916999999996
494,Zinc,9,16.359916999999996
494,Zinc,42,16.359916999999996
494,Zinc,48,16.359916999999996
494,Zinc,32,16.359916999999996
494,Zinc,43,16.359916999999996
494,Zinc,2,16.359916999999996
494,Zinc,26,16.359916999999996
494,Zinc,12,16.359916999999996
494,Zinc,35,16.359916999999996
494,Zinc,0,16.359916999999996
494,Zinc,13,16.359916999999996
729,Zinc,23,17.231537000000003
729,Zinc,34,16.934746000000004
729,Zinc,21,17.037018000000003
729,Zinc,3,16.779540999999995
729,Zinc,40,16.763802
729,Zinc,6,16.710944999999995
729,Zinc,20,17.268790999999993
729,Zinc,30,17.220603999999994
729,Zinc,29,17.400833000000006
729,Zinc,7,17.414085
729,Zinc,22,17.880118999999993
729,Zinc,36,18.831207000000006
729,Zinc,45,18.490395000000007
729,Zinc,33,18.670272999999995
729,Zinc,28,18.764351000000005
729,Zinc,44,17.853149000000002
729,Zinc,1,18.288139
729,Zinc,39,18.387046999999995
729,Zinc,27,18.695465
729,Zinc,31,18.627739000000005
729,Zinc,5,18.136062999999993
729,Zinc,11,18.056038
729,Zinc,49,18.200630000000004
729,Zinc,46,17.923004000000006
729,Zinc,25,17.871521
729,Zinc,18,17.833099000000004
729,Zinc,10,17.562042000000005
729,Zinc,24,17.276711000000006
729,Zinc,38,17.650841
729,Zinc,8,17.362457000000006
729,Zinc,47,17.498192000000003
729,Zinc,16,17.531654000000003
729,Zinc,17,17.531654000000003
729,Zinc,4,17.531654000000003
729,Zinc,19,17.753226999999995
729,Zinc,41,18.019112000000007
594,Copper,6,3.0
594,Copper,20,3.0
594,Copper,30,3.0
594,Copper,29,3.0
594,Copper,7,3.0
594,Copper,22,3.0
594,Copper,36,3.0
594,Copper,45,3.0
594,Copper,33,3.0
594,Copper,28,3.0
594,Copper,44,3.0
594,Copper,1,3.0
594,Copper,39,3.0
594,Copper,27,3.0
594,Copper,31,3.0
594,Copper,5,3.0
594,Copper,11,3.0
594,Copper,49,3.0
594,Copper,46,3.0
594,Copper,25,3.0
594,Copper,18,3.0
594,Copper,10,3.0
594,Copper,24,3.0
594,Copper,38,3.0
594,Copper,8,3.0
594,Copper,47,3.0
594,Copper,16,3.0
594,Copper,17,3.0
594,Copper,4,3.0
594,Copper,19,3.0
594,Copper,41,3.0
594,Copper,9,3.0
594,Copper,42,3.0
594,Copper,48,3.0
594,Copper,32,3.0
594,Copper,43,3.0
594,Copper,2,3.0
594,Copper,26,3.0
594,Copper,12,3.0
594,Copper,35,3.0
594,Copper,0,3.0
594,Copper,13,3.0
594,Copper,15,3.0
594,Copper,14,3.0
594,Copper,37,3.0
856,Zinc,30,20.671836999999996
856,Zinc,29,20.671836999999996
856,Zinc,7,20.671836999999996
856,Zinc,22,20.671836999999996
856,Zinc,36,20.671836999999996
856,Zinc,45,20.671836999999996
856,Zinc,33,20.671836999999996
856,Zinc,28,20.671836999999996
856,Zinc,44,20.671836999999996
856,Zinc,1,20.671836999999996
856,Zinc,39,20.671836999999996
856,Zinc,27,20.671836999999996
856,Zinc,31,19.047623
856,Zinc,5,19.184653999999995
856,Zinc,11,19.950126999999995
856,Zinc,49,19.851119999999995
856,Zinc,46,19.559905999999998
856,Zinc,25,19.640427000000003
856,Zinc,18,20.294098000000005
856,Zinc,10,20.609398
856,Zinc,24,20.298119
856,Zinc,38,20.671836999999996
856,Zinc,8,20.671836999999996
856,Zinc,47,20.671836999999996
856,Zinc,16,20.671836999999996
856,Zinc,17,20.671836999999996
856,Zinc,4,20.671836999999996
856,Zinc,19,20.671836999999996
856,Zinc,41,20.671836999999996
856,Zinc,9,20.671836999999996
856,Zinc,42,20.671836999999996
856,Zinc,48,20.671836999999996
198,Copper,40,0.0
198,Copper,6,0.0
198,Copper,20,0.0
198,Copper,30,0.0
198,Copper,29,0.0
198,Copper,7,0.0
198,Copper,22,0.0
198,Copper,36,0.0
198,Copper,45,0.0
198,Copper,33,0.0
198,Copper,28,0.0
198,Copper,44,0.0
198,Copper,1,0.0
198,Copper,39,0.0
198,Copper,27,0.0
198,Copper,31,0.0
198,Copper,5,0.0
198,Copper,11,0.0
198,Copper,49,0.0
198,Copper,46,0.0
198,Copper,25,0.0
198,Copper,18,0.0
198,Copper,10,0.0
198,Copper,24,0.0
198,Copper,38,0.0
198,Copper,8,0.0
198,Copper,47,0.0
198,Copper,16,0.0
198,Copper,17,0.0
198,Copper,4,0.0
198,Copper,19,0.0
198,Copper,41,0.0
198,Copper,9,0.0
198,Copper,42,0.0
198,Copper,48,0.0
198,Copper,32,0.0
198,Copper,43,0.0
164,Copper,7,0.0
164,Copper,22,0.0
164,Copper,36,0.0
164,Copper,45,0.0
164,Copper,33,0.0
164,Copper,28,0.0
164,Copper,44,0.0
164,Copper,1,0.0
164,Copper,39,0.0
164,Copper,27,0.0
164,Copper,31,0.0
164,Copper,5,0.0
164,Copper,11,0.0
164,Copper,49,0.0
164,Copper,46,0.0
164,Copper,25,0.0
992,Gold,28,0.1999969999999962
992,Gold,44,0.1999969999999962
992,Gold,1,0.1999969999999962
992,Gold,39,0.1999969999999962
992,Gold,27,0.1999969999999962
992,Gold,31,0.1999969999999962
992,Gold,5,0.1999969999999962
992,Gold,11,0.1999969999999962
992,Gold,49,0.1999969999999962
992,Gold,46,0.1999969999999962
992,Gold,25,0.1999969999999962
