,Year,Commodity,Historical or simulated,Scenario,Mean total minesite cost
1146,2001.0,Al,Simulated,21,404.7905399975879
1147,2002.0,Al,Simulated,21,369.1755970940886
1148,2003.0,Al,Simulated,21,341.8126240875613
1149,2004.0,Al,Simulated,21,322.9597322602965
1150,2005.0,Al,Simulated,21,306.8807193844896
1151,2006.0,Al,Simulated,21,295.2247152148393
1152,2007.0,Al,Simulated,21,286.49184130796624
1153,2008.0,Al,Simulated,21,279.0671215626716
1154,2009.0,Al,Simulated,21,272.9487699646953
1155,2010.0,Al,Simulated,21,267.17595277221307
1156,2011.0,Al,Simulated,21,261.92215175450013
1157,2012.0,Al,Simulated,21,258.62265413491434
1158,2013.0,Al,Simulated,21,255.997592441856
1159,2014.0,Al,Simulated,21,251.9671795218373
1160,2015.0,Al,Simulated,21,244.24175338563603
1161,2016.0,Al,Simulated,21,238.8548670539228
1162,2017.0,Al,Simulated,21,230.5743269454801
1163,2018.0,Al,Simulated,21,221.4482212537824
1164,2019.0,Al,Simulated,21,214.0723410159849
1165,2001.0,Al,Simulated,22,426.5091078508167
1166,2002.0,Al,Simulated,22,394.649361166343
1167,2003.0,Al,Simulated,22,399.6875200423551
1168,2004.0,Al,Simulated,22,398.6892083787756
1169,2005.0,Al,Simulated,22,400.3909629339099
1170,2006.0,Al,Simulated,22,405.1615287937369
1171,2007.0,Al,Simulated,22,415.4933892872226
1172,2008.0,Al,Simulated,22,416.0351494236213
1173,2009.0,Al,Simulated,22,420.54135394734817
1174,2010.0,Al,Simulated,22,433.9121169602969
1175,2011.0,Al,Simulated,22,430.0912461680149
1176,2012.0,Al,Simulated,22,443.9363120792551
1177,2013.0,Al,Simulated,22,452.1777465352111
1178,2014.0,Al,Simulated,22,458.6083423389434
1179,2015.0,Al,Simulated,22,465.8995578597036
1180,2016.0,Al,Simulated,22,478.8413000024399
1181,2017.0,Al,Simulated,22,487.196801114742
1182,2018.0,Al,Simulated,22,495.34490088529526
1183,2019.0,Al,Simulated,22,507.98667806896674
1184,2001.0,Al,Simulated,23,484.3605770571031
1185,2002.0,Al,Simulated,23,342.0901960795231
1186,2003.0,Al,Simulated,23,339.72895915100577
1187,2004.0,Al,Simulated,23,312.38606180636503
1188,2005.0,Al,Simulated,23,295.9759647843581
1189,2006.0,Al,Simulated,23,312.16346744193686
1190,2007.0,Al,Simulated,23,283.78335852362045
1191,2008.0,Al,Simulated,23,260.9312911009022
1192,2009.0,Al,Simulated,23,277.1606748247769
1193,2010.0,Al,Simulated,23,238.72839219862155
1194,2011.0,Al,Simulated,23,241.2913964016864
1195,2012.0,Al,Simulated,23,215.76978935408468
1196,2013.0,Al,Simulated,23,208.98394140958837
1197,2014.0,Al,Simulated,23,205.8548202443814
1198,2015.0,Al,Simulated,23,192.465958292542
1199,2016.0,Al,Simulated,23,192.02328596041207
1200,2017.0,Al,Simulated,23,180.49140490703616
1201,2018.0,Al,Simulated,23,168.42640410026465
1202,2019.0,Al,Simulated,23,168.68883149736956
1203,2001.0,Al,Simulated,24,437.49215947906976
1204,2002.0,Al,Simulated,24,411.332849387881
1205,2003.0,Al,Simulated,24,394.4035748020177
1206,2004.0,Al,Simulated,24,378.9208989527448
1207,2005.0,Al,Simulated,24,361.6789636499856
1208,2006.0,Al,Simulated,24,350.83714839375386
1209,2007.0,Al,Simulated,24,340.33908963918293
1210,2008.0,Al,Simulated,24,331.4524111120604
1211,2009.0,Al,Simulated,24,323.41279815076985
1212,2010.0,Al,Simulated,24,314.7499193591334
1213,2011.0,Al,Simulated,24,309.3509582070126
1214,2012.0,Al,Simulated,24,302.3601407910478
1215,2013.0,Al,Simulated,24,295.3484524121987
1216,2014.0,Al,Simulated,24,291.69935953184137
1217,2015.0,Al,Simulated,24,283.40352393133566
1218,2016.0,Al,Simulated,24,281.79326780574496
1219,2017.0,Al,Simulated,24,274.1259596976976
1220,2018.0,Al,Simulated,24,269.4567111548556
1221,2019.0,Al,Simulated,24,268.6930691070704
1222,2001.0,Al,Simulated,25,496.1042072159773
1223,2002.0,Al,Simulated,25,477.8453524987984
1224,2003.0,Al,Simulated,25,447.4586095205597
1225,2004.0,Al,Simulated,25,431.6434584054861
1226,2005.0,Al,Simulated,25,385.52975368647054
1227,2006.0,Al,Simulated,25,412.1605775878808
1228,2007.0,Al,Simulated,25,384.1752505691551
1229,2008.0,Al,Simulated,25,384.5567091788845
1230,2009.0,Al,Simulated,25,394.7899972960264
1231,2010.0,Al,Simulated,25,381.6668487473118
1232,2011.0,Al,Simulated,25,394.831600145981
1233,2012.0,Al,Simulated,25,403.5952362931872
1234,2013.0,Al,Simulated,25,398.9313434560794
1235,2014.0,Al,Simulated,25,383.3829893637776
1236,2015.0,Al,Simulated,25,389.1210961805849
1237,2016.0,Al,Simulated,25,387.68857545093056
1238,2017.0,Al,Simulated,25,385.07264111934495
1239,2018.0,Al,Simulated,25,370.9895066243444
1240,2019.0,Al,Simulated,25,378.4084578948786
1241,2001.0,Au,Simulated,0,16537613.452063724
1242,2002.0,Au,Simulated,0,16095721.80301603
1243,2003.0,Au,Simulated,0,16297249.843571369
1244,2004.0,Au,Simulated,0,16660076.607169522
1245,2005.0,Au,Simulated,0,17062766.975734465
1246,2006.0,Au,Simulated,0,17486125.7242864
1247,2007.0,Au,Simulated,0,17907710.614502817
1248,2008.0,Au,Simulated,0,18329262.26876984
1249,2009.0,Au,Simulated,0,18791378.960570466
1250,2010.0,Au,Simulated,0,19212242.858677365
1251,2011.0,Au,Simulated,0,19664612.086317223
1252,2012.0,Au,Simulated,0,20110073.71686673
1253,2013.0,Au,Simulated,0,20611272.78895512
1254,2014.0,Au,Simulated,0,21114046.208700027
1255,2015.0,Au,Simulated,0,21644853.679843727
1256,2016.0,Au,Simulated,0,22185060.740545865
1257,2017.0,Au,Simulated,0,22699617.371695977
1258,2018.0,Au,Simulated,0,23237708.02833493
1259,2019.0,Au,Simulated,0,23737445.050279744
1260,2001.0,Au,Simulated,1,18240981.489402995
1261,2002.0,Au,Simulated,1,18377290.908970848
1262,2003.0,Au,Simulated,1,18859860.208468504
1263,2004.0,Au,Simulated,1,19562058.86355931
1264,2005.0,Au,Simulated,1,20195630.95636211
1265,2006.0,Au,Simulated,1,20700671.91765975
1266,2007.0,Au,Simulated,1,21308740.991686877
1267,2008.0,Au,Simulated,1,21921257.729340453
1268,2009.0,Au,Simulated,1,22483346.230075
1269,2010.0,Au,Simulated,1,23003264.324834663
1270,2011.0,Au,Simulated,1,23389534.399970435
1271,2012.0,Au,Simulated,1,23959142.245386563
1272,2013.0,Au,Simulated,1,24546953.71427512
1273,2014.0,Au,Simulated,1,25026280.909525555
1274,2015.0,Au,Simulated,1,25668074.570856474
1275,2016.0,Au,Simulated,1,26146584.912036717
1276,2017.0,Au,Simulated,1,26611605.775574543
1277,2018.0,Au,Simulated,1,26991752.7466922
1278,2019.0,Au,Simulated,1,27266698.14263523
1279,2001.0,Au,Simulated,2,17696263.96971222
1280,2002.0,Au,Simulated,2,16704039.409993676
1281,2003.0,Au,Simulated,2,15801394.720902031
1282,2004.0,Au,Simulated,2,15282608.18838268
1283,2005.0,Au,Simulated,2,14690194.591714185
1284,2006.0,Au,Simulated,2,14150633.911641557
1285,2007.0,Au,Simulated,2,13568583.81182721
1286,2008.0,Au,Simulated,2,13084129.871254832
1287,2009.0,Au,Simulated,2,12586863.914420543
1288,2010.0,Au,Simulated,2,12091826.983172644
1289,2011.0,Au,Simulated,2,11617740.09807638
1290,2012.0,Au,Simulated,2,11198161.185356015
1291,2013.0,Au,Simulated,2,10622293.577222465
1292,2014.0,Au,Simulated,2,10226746.212388176
1293,2015.0,Au,Simulated,2,9833149.64269792
1294,2016.0,Au,Simulated,2,9435028.019310942
1295,2017.0,Au,Simulated,2,9073572.453929689
1296,2018.0,Au,Simulated,2,8715896.415682781
1297,2019.0,Au,Simulated,2,8335152.457245972
1298,2001.0,Au,Simulated,3,16925027.6117593
1299,2002.0,Au,Simulated,3,16409885.48988332
1300,2003.0,Au,Simulated,3,15978631.140146935
1301,2004.0,Au,Simulated,3,15679803.602144012
1302,2005.0,Au,Simulated,3,15365633.278856656
1303,2006.0,Au,Simulated,3,15070794.220788663
1304,2007.0,Au,Simulated,3,14668296.880542064
1305,2008.0,Au,Simulated,3,14353724.419625895
1306,2009.0,Au,Simulated,3,13986651.54088268
1307,2010.0,Au,Simulated,3,13661949.222103832
1308,2011.0,Au,Simulated,3,13299510.57461466
1309,2012.0,Au,Simulated,3,12981751.15553682
1310,2013.0,Au,Simulated,3,12652786.13790917
1311,2014.0,Au,Simulated,3,12256043.970922643
1312,2015.0,Au,Simulated,3,12085430.968556125
1313,2016.0,Au,Simulated,3,11769806.551878486
1314,2017.0,Au,Simulated,3,11520665.625395706
1315,2018.0,Au,Simulated,3,11264657.866099024
1316,2019.0,Au,Simulated,3,10993527.819250386
1317,2001.0,Au,Simulated,4,18091140.710006103
1318,2002.0,Au,Simulated,4,18538067.76217544
1319,2003.0,Au,Simulated,4,19210837.20859571
1320,2004.0,Au,Simulated,4,19841120.944457583
1321,2005.0,Au,Simulated,4,20584312.28360073
1322,2006.0,Au,Simulated,4,21252026.05050043
1323,2007.0,Au,Simulated,4,21763075.398650084
1324,2008.0,Au,Simulated,4,22363031.586841557
1325,2009.0,Au,Simulated,4,22715821.160992265
1326,2010.0,Au,Simulated,4,23234285.164113365
1327,2011.0,Au,Simulated,4,23794305.70697028
1328,2012.0,Au,Simulated,4,24113609.744069114
1329,2013.0,Au,Simulated,4,25123210.70626993
1330,2014.0,Au,Simulated,4,25695806.21168581
1331,2015.0,Au,Simulated,4,25928327.226128425
1332,2016.0,Au,Simulated,4,26716128.566974446
1333,2017.0,Au,Simulated,4,27637139.00623615
1334,2018.0,Au,Simulated,4,28209494.25570507
1335,2019.0,Au,Simulated,4,28492295.21578207
1336,2001.0,Au,Simulated,5,14738572.772473942
1337,2002.0,Au,Simulated,5,14641054.012478024
1338,2003.0,Au,Simulated,5,14385018.57627444
1339,2004.0,Au,Simulated,5,14143796.851595543
1340,2005.0,Au,Simulated,5,13929479.32871432
1341,2006.0,Au,Simulated,5,13793509.503330998
1342,2007.0,Au,Simulated,5,13681312.47389979
1343,2008.0,Au,Simulated,5,13573190.428037364
1344,2009.0,Au,Simulated,5,13477664.409470065
1345,2010.0,Au,Simulated,5,13416748.014712498
1346,2011.0,Au,Simulated,5,13342621.832317747
1347,2012.0,Au,Simulated,5,13274500.472944058
1348,2013.0,Au,Simulated,5,13194948.177598303
1349,2014.0,Au,Simulated,5,13113974.953819675
1350,2015.0,Au,Simulated,5,13004895.598410912
1351,2016.0,Au,Simulated,5,12919398.326272042
1352,2017.0,Au,Simulated,5,12817741.48001684
1353,2018.0,Au,Simulated,5,12700896.455120528
1354,2019.0,Au,Simulated,5,12582941.800199555
1355,2001.0,Au,Simulated,6,15728178.543401375
1356,2002.0,Au,Simulated,6,15442659.85136955
1357,2003.0,Au,Simulated,6,15453957.962413162
1358,2004.0,Au,Simulated,6,15399918.2538909
1359,2005.0,Au,Simulated,6,15445285.384234171
1360,2006.0,Au,Simulated,6,15466514.582360595
1361,2007.0,Au,Simulated,6,15482416.499018488
1362,2008.0,Au,Simulated,6,15443878.229747908
1363,2009.0,Au,Simulated,6,15509211.214323685
1364,2010.0,Au,Simulated,6,15500579.187352063
1365,2011.0,Au,Simulated,6,15524428.23117994
1366,2012.0,Au,Simulated,6,15576078.055640128
1367,2013.0,Au,Simulated,6,15605176.166986754
1368,2014.0,Au,Simulated,6,15499012.638157798
1369,2015.0,Au,Simulated,6,15652942.51863571
1370,2016.0,Au,Simulated,6,15607431.90947802
1371,2017.0,Au,Simulated,6,15666828.937707163
1372,2018.0,Au,Simulated,6,15642912.521618262
1373,2019.0,Au,Simulated,6,15696392.37875245
1374,2001.0,Au,Simulated,7,16828531.631763984
1375,2002.0,Au,Simulated,7,16350798.930995306
1376,2003.0,Au,Simulated,7,15857177.69667728
1377,2004.0,Au,Simulated,7,15580216.142640416
1378,2005.0,Au,Simulated,7,15333275.628937332
1379,2006.0,Au,Simulated,7,14904778.223532554
1380,2007.0,Au,Simulated,7,14653939.521077324
1381,2008.0,Au,Simulated,7,14256598.147592932
1382,2009.0,Au,Simulated,7,14065728.246100914
1383,2010.0,Au,Simulated,7,13777357.130289843
1384,2011.0,Au,Simulated,7,13540813.914322617
1385,2012.0,Au,Simulated,7,13354656.654596291
1386,2013.0,Au,Simulated,7,13098807.297842523
1387,2014.0,Au,Simulated,7,12840921.771323098
1388,2015.0,Au,Simulated,7,12668194.131925495
1389,2016.0,Au,Simulated,7,12445641.69509901
1390,2017.0,Au,Simulated,7,12174616.2981615
1391,2018.0,Au,Simulated,7,11980287.181744924
1392,2019.0,Au,Simulated,7,11703052.11882397
1393,2001.0,Au,Simulated,8,17103263.79787661
1394,2002.0,Au,Simulated,8,17226890.268037684
1395,2003.0,Au,Simulated,8,17387244.396794967
1396,2004.0,Au,Simulated,8,17214668.58522137
1397,2005.0,Au,Simulated,8,16977142.33050616
1398,2006.0,Au,Simulated,8,16576355.07255179
1399,2007.0,Au,Simulated,8,16332108.992032057
1400,2008.0,Au,Simulated,8,16261119.018578118
1401,2009.0,Au,Simulated,8,16076997.8381022
1402,2010.0,Au,Simulated,8,15900378.72885068
1403,2011.0,Au,Simulated,8,15560184.979607988
1404,2012.0,Au,Simulated,8,15097398.558338435
1405,2013.0,Au,Simulated,8,15010798.944101164
1406,2014.0,Au,Simulated,8,14789680.873042326
1407,2015.0,Au,Simulated,8,14474868.07996196
1408,2016.0,Au,Simulated,8,13719594.834513104
1409,2017.0,Au,Simulated,8,13449735.670518115
1410,2018.0,Au,Simulated,8,13165164.599067222
1411,2019.0,Au,Simulated,8,12896422.6343907
1412,2001.0,Au,Simulated,9,14586046.74084374
1413,2002.0,Au,Simulated,9,14220376.025775122
1414,2003.0,Au,Simulated,9,13934911.840425408
1415,2004.0,Au,Simulated,9,13664427.78167528
1416,2005.0,Au,Simulated,9,13447285.021419697
1417,2006.0,Au,Simulated,9,13271956.66010718
1418,2007.0,Au,Simulated,9,13103503.517708637
1419,2008.0,Au,Simulated,9,12930107.61237904
1420,2009.0,Au,Simulated,9,12766665.263907896
1421,2010.0,Au,Simulated,9,12566281.720008193
1422,2011.0,Au,Simulated,9,12373222.043831134
1423,2012.0,Au,Simulated,9,12166705.52936826
1424,2013.0,Au,Simulated,9,11960161.099549066
1425,2014.0,Au,Simulated,9,11759432.238118146
1426,2015.0,Au,Simulated,9,11551523.305505974
1427,2016.0,Au,Simulated,9,11344732.8158029
1428,2017.0,Au,Simulated,9,11134572.528185507
1429,2018.0,Au,Simulated,9,10938204.835697882
1430,2019.0,Au,Simulated,9,10740184.213324428
1431,2001.0,Au,Simulated,10,16203730.30816109
1432,2002.0,Au,Simulated,10,16033912.535277467
1433,2003.0,Au,Simulated,10,15816262.167288711
1434,2004.0,Au,Simulated,10,15363823.773327012
1435,2005.0,Au,Simulated,10,15051728.311836652
1436,2006.0,Au,Simulated,10,14712716.28258126
1437,2007.0,Au,Simulated,10,14463232.478884695
1438,2008.0,Au,Simulated,10,14212010.024385888
1439,2009.0,Au,Simulated,10,13909216.415906169
1440,2010.0,Au,Simulated,10,13647682.880615128
1441,2011.0,Au,Simulated,10,13310604.834836291
1442,2012.0,Au,Simulated,10,13039182.308199955
1443,2013.0,Au,Simulated,10,12738063.235852234
1444,2014.0,Au,Simulated,10,12436986.637346676
1445,2015.0,Au,Simulated,10,12146518.504351398
1446,2016.0,Au,Simulated,10,11816057.140220348
1447,2017.0,Au,Simulated,10,11523861.831414292
1448,2018.0,Au,Simulated,10,11236956.97080973
1449,2019.0,Au,Simulated,10,10939230.900645148
1450,2001.0,Au,Simulated,11,15342719.887230383
1451,2002.0,Au,Simulated,11,15382516.925327407
1452,2003.0,Au,Simulated,11,15427146.692930546
1453,2004.0,Au,Simulated,11,15503531.608612228
1454,2005.0,Au,Simulated,11,15566639.050023288
1455,2006.0,Au,Simulated,11,15622329.117160942
1456,2007.0,Au,Simulated,11,15708364.267753614
1457,2008.0,Au,Simulated,11,15822018.082856037
1458,2009.0,Au,Simulated,11,15957570.246556822
1459,2010.0,Au,Simulated,11,16117953.800664896
1460,2011.0,Au,Simulated,11,16305557.987704871
1461,2012.0,Au,Simulated,11,16495684.91036808
1462,2013.0,Au,Simulated,11,16701106.984898724
1463,2014.0,Au,Simulated,11,16906922.39555979
1464,2015.0,Au,Simulated,11,17097918.964663986
1465,2016.0,Au,Simulated,11,17272278.660778448
1466,2017.0,Au,Simulated,11,17430482.269368667
1467,2018.0,Au,Simulated,11,17575042.691741407
1468,2019.0,Au,Simulated,11,17711269.96656264
1469,2001.0,Au,Simulated,12,17405340.544660486
1470,2002.0,Au,Simulated,12,16453918.415954389
1471,2003.0,Au,Simulated,12,15980766.910695007
1472,2004.0,Au,Simulated,12,15934418.146479435
1473,2005.0,Au,Simulated,12,15892203.3287397
1474,2006.0,Au,Simulated,12,15857757.5852613
1475,2007.0,Au,Simulated,12,15850451.219009094
1476,2008.0,Au,Simulated,12,15819379.136392498
1477,2009.0,Au,Simulated,12,15796394.572101494
1478,2010.0,Au,Simulated,12,15775614.26073134
1479,2011.0,Au,Simulated,12,15724865.291179655
1480,2012.0,Au,Simulated,12,15683932.849961186
1481,2013.0,Au,Simulated,12,15698776.624244934
1482,2014.0,Au,Simulated,12,15678877.07196126
1483,2015.0,Au,Simulated,12,15657408.495679151
1484,2016.0,Au,Simulated,12,15655283.337599404
1485,2017.0,Au,Simulated,12,15620237.969908902
1486,2018.0,Au,Simulated,12,15608261.791069692
1487,2019.0,Au,Simulated,12,15563449.427209835
1488,2001.0,Au,Simulated,13,18614927.50637127
1489,2002.0,Au,Simulated,13,18079350.5402206
1490,2003.0,Au,Simulated,13,17370316.923802
1491,2004.0,Au,Simulated,13,16819761.641887017
1492,2005.0,Au,Simulated,13,16274398.467576653
1493,2006.0,Au,Simulated,13,15626070.075003607
1494,2007.0,Au,Simulated,13,15191880.349409364
1495,2008.0,Au,Simulated,13,14561146.244938193
1496,2009.0,Au,Simulated,13,13894692.316240724
1497,2010.0,Au,Simulated,13,13360000.109838678
1498,2011.0,Au,Simulated,13,12895742.940781545
1499,2012.0,Au,Simulated,13,12417906.210256496
1500,2013.0,Au,Simulated,13,11913016.196380569
1501,2014.0,Au,Simulated,13,11464323.031722706
1502,2015.0,Au,Simulated,13,11017079.313905405
1503,2016.0,Au,Simulated,13,10489029.750778005
1504,2017.0,Au,Simulated,13,10024521.585621169
1505,2018.0,Au,Simulated,13,9586712.604485843
1506,2019.0,Au,Simulated,13,9226201.370932048
1507,2001.0,Au,Simulated,14,15775926.560652452
1508,2002.0,Au,Simulated,14,16226156.153294316
1509,2003.0,Au,Simulated,14,16533823.1053164
1510,2004.0,Au,Simulated,14,16755153.333168425
1511,2005.0,Au,Simulated,14,17008911.019592017
1512,2006.0,Au,Simulated,14,17329382.805794097
1513,2007.0,Au,Simulated,14,17605637.18962221
1514,2008.0,Au,Simulated,14,17969220.759190742
1515,2009.0,Au,Simulated,14,18388402.421311025
1516,2010.0,Au,Simulated,14,18805980.077902712
1517,2011.0,Au,Simulated,14,19300804.74733894
1518,2012.0,Au,Simulated,14,19756209.932688598
1519,2013.0,Au,Simulated,14,20237236.221679974
1520,2014.0,Au,Simulated,14,20713819.162354093
1521,2015.0,Au,Simulated,14,21139739.90617953
1522,2016.0,Au,Simulated,14,21490784.64243835
1523,2017.0,Au,Simulated,14,21794551.021310996
1524,2018.0,Au,Simulated,14,22061222.48268838
1525,2019.0,Au,Simulated,14,22346887.221205715
1526,2001.0,Au,Simulated,15,16014374.754493594
1527,2002.0,Au,Simulated,15,15503745.799520478
1528,2003.0,Au,Simulated,15,15212523.370669616
1529,2004.0,Au,Simulated,15,15091700.136603938
1530,2005.0,Au,Simulated,15,14951376.643769456
1531,2006.0,Au,Simulated,15,14812790.76552528
1532,2007.0,Au,Simulated,15,14681300.591221515
1533,2008.0,Au,Simulated,15,14510687.811586931
1534,2009.0,Au,Simulated,15,14359503.458917536
1535,2010.0,Au,Simulated,15,14260467.034509571
1536,2011.0,Au,Simulated,15,14106525.366693703
1537,2012.0,Au,Simulated,15,13958664.88305785
1538,2013.0,Au,Simulated,15,13826224.764689058
1539,2014.0,Au,Simulated,15,13724293.74731864
1540,2015.0,Au,Simulated,15,13622229.54293756
1541,2016.0,Au,Simulated,15,13441945.104168192
1542,2017.0,Au,Simulated,15,13347952.940269858
1543,2018.0,Au,Simulated,15,13200733.976466056
1544,2019.0,Au,Simulated,15,13052076.677248
1545,2001.0,Au,Simulated,16,16197333.60735925
1546,2002.0,Au,Simulated,16,16018472.53388405
1547,2003.0,Au,Simulated,16,16360582.35909596
1548,2004.0,Au,Simulated,16,16839740.93384841
1549,2005.0,Au,Simulated,16,17352781.809555355
1550,2006.0,Au,Simulated,16,17878033.297989927
1551,2007.0,Au,Simulated,16,18395970.75389621
1552,2008.0,Au,Simulated,16,18893012.4476281
1553,2009.0,Au,Simulated,16,19375226.72242568
1554,2010.0,Au,Simulated,16,19841356.75192981
1555,2011.0,Au,Simulated,16,20324215.911440425
1556,2012.0,Au,Simulated,16,20938256.228950758
1557,2013.0,Au,Simulated,16,21593426.347181916
1558,2014.0,Au,Simulated,16,22288601.49004439
1559,2015.0,Au,Simulated,16,23043343.420622475
1560,2016.0,Au,Simulated,16,23779685.55038973
1561,2017.0,Au,Simulated,16,24594133.53126711
1562,2018.0,Au,Simulated,16,25324178.606072634
1563,2019.0,Au,Simulated,16,25998606.333959702
1564,2001.0,Au,Simulated,17,16166833.159501532
1565,2002.0,Au,Simulated,17,16394930.664686613
1566,2003.0,Au,Simulated,17,16614121.555266447
1567,2004.0,Au,Simulated,17,16905550.492647868
1568,2005.0,Au,Simulated,17,17179557.888574664
1569,2006.0,Au,Simulated,17,17466210.134636637
1570,2007.0,Au,Simulated,17,17765123.18974505
1571,2008.0,Au,Simulated,17,18080060.553743582
1572,2009.0,Au,Simulated,17,18390495.886456717
1573,2010.0,Au,Simulated,17,18707872.270302087
1574,2011.0,Au,Simulated,17,19023863.63172004
1575,2012.0,Au,Simulated,17,19345034.236194883
1576,2013.0,Au,Simulated,17,19672894.596046746
1577,2014.0,Au,Simulated,17,20004084.053720005
1578,2015.0,Au,Simulated,17,20329731.798805043
1579,2016.0,Au,Simulated,17,20646338.04947514
1580,2017.0,Au,Simulated,17,20952252.939580534
1581,2018.0,Au,Simulated,17,21247511.08512212
1582,2019.0,Au,Simulated,17,21514249.06518309
1583,2001.0,Au,Simulated,18,15874054.557117045
1584,2002.0,Au,Simulated,18,15306859.21964424
1585,2003.0,Au,Simulated,18,14775302.607854154
1586,2004.0,Au,Simulated,18,14236344.459992286
1587,2005.0,Au,Simulated,18,13814707.142475342
1588,2006.0,Au,Simulated,18,13358381.369252006
1589,2007.0,Au,Simulated,18,12953039.781450748
1590,2008.0,Au,Simulated,18,12523434.36404378
1591,2009.0,Au,Simulated,18,12086252.973323269
1592,2010.0,Au,Simulated,18,11671462.698284676
1593,2011.0,Au,Simulated,18,11266230.842733849
1594,2012.0,Au,Simulated,18,10897156.064547203
1595,2013.0,Au,Simulated,18,10501978.39825162
1596,2014.0,Au,Simulated,18,10190228.54884464
1597,2015.0,Au,Simulated,18,9866757.373696014
1598,2016.0,Au,Simulated,18,9568301.529772636
1599,2017.0,Au,Simulated,18,9267988.73942211
1600,2018.0,Au,Simulated,18,8962389.94197531
1601,2019.0,Au,Simulated,18,8659573.627875598
1602,2001.0,Au,Simulated,19,16445984.482085569
1603,2002.0,Au,Simulated,19,17040975.703561004
1604,2003.0,Au,Simulated,19,17366256.491782952
1605,2004.0,Au,Simulated,19,17645115.143265046
1606,2005.0,Au,Simulated,19,17954118.34614828
1607,2006.0,Au,Simulated,19,18256348.85177921
1608,2007.0,Au,Simulated,19,18495969.816922985
1609,2008.0,Au,Simulated,19,18739945.77294312
1610,2009.0,Au,Simulated,19,19061332.116948403
1611,2010.0,Au,Simulated,19,18981989.99227542
1612,2011.0,Au,Simulated,19,19108632.10797132
1613,2012.0,Au,Simulated,19,19320025.100462
1614,2013.0,Au,Simulated,19,19499639.11921062
1615,2014.0,Au,Simulated,19,19641862.58070494
1616,2015.0,Au,Simulated,19,20089917.503721915
1617,2016.0,Au,Simulated,19,19913595.980339825
1618,2017.0,Au,Simulated,19,20163614.85396076
1619,2018.0,Au,Simulated,19,20358855.93228634
1620,2019.0,Au,Simulated,19,20576322.10013229
1621,2001.0,Au,Simulated,20,15461996.645041898
1622,2002.0,Au,Simulated,20,15149530.219510648
1623,2003.0,Au,Simulated,20,15022534.840381298
1624,2004.0,Au,Simulated,20,14947863.97287142
1625,2005.0,Au,Simulated,20,14899710.099743877
1626,2006.0,Au,Simulated,20,14829907.454355909
1627,2007.0,Au,Simulated,20,14733033.915535709
1628,2008.0,Au,Simulated,20,14695376.66348211
1629,2009.0,Au,Simulated,20,14634560.503488494
1630,2010.0,Au,Simulated,20,14579580.97575029
1631,2011.0,Au,Simulated,20,14512388.085837
1632,2012.0,Au,Simulated,20,14472927.823574066
1633,2013.0,Au,Simulated,20,14461281.525429113
1634,2014.0,Au,Simulated,20,14423193.039242191
1635,2015.0,Au,Simulated,20,14388929.463799415
1636,2016.0,Au,Simulated,20,14332444.379883831
1637,2017.0,Au,Simulated,20,14282886.954004472
1638,2018.0,Au,Simulated,20,14137875.438678578
1639,2019.0,Au,Simulated,20,14092451.12624629
1640,2001.0,Au,Simulated,21,18456882.14596063
1641,2002.0,Au,Simulated,21,17370667.138205092
1642,2003.0,Au,Simulated,21,16831869.618333783
1643,2004.0,Au,Simulated,21,16403486.662887972
1644,2005.0,Au,Simulated,21,15694272.384076633
1645,2006.0,Au,Simulated,21,15162901.802438552
1646,2007.0,Au,Simulated,21,14550256.386818487
1647,2008.0,Au,Simulated,21,14005481.746005531
1648,2009.0,Au,Simulated,21,13405868.672938025
1649,2010.0,Au,Simulated,21,12836640.348835824
1650,2011.0,Au,Simulated,21,12336529.7431051
1651,2012.0,Au,Simulated,21,11915377.543512352
1652,2013.0,Au,Simulated,21,11478689.159309084
1653,2014.0,Au,Simulated,21,10947726.67634458
1654,2015.0,Au,Simulated,21,10565693.719875077
1655,2016.0,Au,Simulated,21,10193520.845506756
1656,2017.0,Au,Simulated,21,9777167.038651828
1657,2018.0,Au,Simulated,21,9448220.356020227
1658,2019.0,Au,Simulated,21,9137229.736561248
1659,2001.0,Au,Simulated,22,14569313.308935892
1660,2002.0,Au,Simulated,22,14632852.966763938
1661,2003.0,Au,Simulated,22,14757081.057533905
1662,2004.0,Au,Simulated,22,14942771.650770988
1663,2005.0,Au,Simulated,22,15155312.081861624
1664,2006.0,Au,Simulated,22,15407038.012079168
1665,2007.0,Au,Simulated,22,15685935.362706007
1666,2008.0,Au,Simulated,22,15963158.225480132
1667,2009.0,Au,Simulated,22,16247731.764624136
1668,2010.0,Au,Simulated,22,16554409.415864917
1669,2011.0,Au,Simulated,22,16845514.642552145
1670,2012.0,Au,Simulated,22,17138818.65484845
1671,2013.0,Au,Simulated,22,17422970.818734225
1672,2014.0,Au,Simulated,22,17739795.241015226
1673,2015.0,Au,Simulated,22,18032062.23328328
1674,2016.0,Au,Simulated,22,18298863.934107177
1675,2017.0,Au,Simulated,22,18580685.074819367
1676,2018.0,Au,Simulated,22,18837044.64796204
1677,2019.0,Au,Simulated,22,19084151.007077537
1678,2001.0,Au,Simulated,23,18503748.828266937
1679,2002.0,Au,Simulated,23,19038340.15847074
1680,2003.0,Au,Simulated,23,21480534.16071664
1681,2004.0,Au,Simulated,23,24367971.99668396
1682,2005.0,Au,Simulated,23,25007737.82223329
