,Year,Commodity,Historical or simulated,Scenario,Mean mine grade
1188,2005.0,Al,Simulated,23,52.238499458189885
1189,2006.0,Al,Simulated,23,40.26491963088887
1190,2007.0,Al,Simulated,23,46.374881694264495
1191,2008.0,Al,Simulated,23,49.87037370354627
1192,2009.0,Al,Simulated,23,32.77415404517252
1193,2010.0,Al,Simulated,23,57.38619501407143
1194,2011.0,Al,Simulated,23,46.26473653228578
1195,2012.0,Al,Simulated,23,57.90458537348636
1196,2013.0,Al,Simulated,23,54.8407110557579
1197,2014.0,Al,Simulated,23,49.31818241253194
1198,2015.0,Al,Simulated,23,47.46197039459124
1199,2016.0,Al,Simulated,23,39.10264263081742
1200,2017.0,Al,Simulated,23,52.64578869735421
1201,2018.0,Al,Simulated,23,54.11219553305163
1202,2019.0,Al,Simulated,23,47.356200679616734
1203,2001.0,Al,Simulated,24,21.25800294113869
1204,2002.0,Al,Simulated,24,21.031430602276583
1205,2003.0,Al,Simulated,24,20.982085073590994
1206,2004.0,Al,Simulated,24,20.958499167528345
1207,2005.0,Al,Simulated,24,20.90538435551392
1208,2006.0,Al,Simulated,24,20.661925493486365
1209,2007.0,Al,Simulated,24,20.65807144464793
1210,2008.0,Al,Simulated,24,20.658736012154527
1211,2009.0,Al,Simulated,24,20.44749858281889
1212,2010.0,Al,Simulated,24,20.33945198918307
1213,2011.0,Al,Simulated,24,20.27131121208656
1214,2012.0,Al,Simulated,24,20.17079585688102
1215,2013.0,Al,Simulated,24,19.875284698718392
1216,2014.0,Al,Simulated,24,19.869255865345483
1217,2015.0,Al,Simulated,24,19.80324764144652
1218,2016.0,Al,Simulated,24,19.823881147965587
1219,2017.0,Al,Simulated,24,19.903990575887207
1220,2018.0,Al,Simulated,24,20.111517871069942
1221,2019.0,Al,Simulated,24,20.095416041195023
1222,2001.0,Al,Simulated,25,28.762744374637112
1223,2002.0,Al,Simulated,25,28.527732190025297
1224,2003.0,Al,Simulated,25,28.62447800374444
1225,2004.0,Al,Simulated,25,30.963972760714523
1226,2005.0,Al,Simulated,25,33.93067064746397
1227,2006.0,Al,Simulated,25,29.53802501908374
1228,2007.0,Al,Simulated,25,35.16472921200796
1229,2008.0,Al,Simulated,25,29.8933238000797
1230,2009.0,Al,Simulated,25,29.63760764340821
1231,2010.0,Al,Simulated,25,30.475022213206746
1232,2011.0,Al,Simulated,25,28.673335401141944
1233,2012.0,Al,Simulated,25,25.0285984857723
1234,2013.0,Al,Simulated,25,26.86811164358594
1235,2014.0,Al,Simulated,25,27.98946564457738
1236,2015.0,Al,Simulated,25,29.519859368051144
1237,2016.0,Al,Simulated,25,26.43392759818709
1238,2017.0,Al,Simulated,25,25.61869825056286
1239,2018.0,Al,Simulated,25,26.621505691030844
1240,2019.0,Al,Simulated,25,24.436380658568066
1241,2001.0,Au,Simulated,0,0.0004126444772907
1242,2002.0,Au,Simulated,0,0.0004139054559817
1243,2003.0,Au,Simulated,0,0.0004055885391604
1244,2004.0,Au,Simulated,0,0.0004174137007052
1245,2005.0,Au,Simulated,0,0.0004135305936669
1246,2006.0,Au,Simulated,0,0.0004063108478946
1247,2007.0,Au,Simulated,0,0.0004132085047364
1248,2008.0,Au,Simulated,0,0.0004140073527236
1249,2009.0,Au,Simulated,0,0.0004139312316101
1250,2010.0,Au,Simulated,0,0.0004147992039158
1251,2011.0,Au,Simulated,0,0.0004144663338266
1252,2012.0,Au,Simulated,0,0.0004115518207755
1253,2013.0,Au,Simulated,0,0.0004141107749883
1254,2014.0,Au,Simulated,0,0.0004142535613082
1255,2015.0,Au,Simulated,0,0.0004120691473873
1256,2016.0,Au,Simulated,0,0.0004077169803012
1257,2017.0,Au,Simulated,0,0.0004097798034348
1258,2018.0,Au,Simulated,0,0.0004055387646024
1259,2019.0,Au,Simulated,0,0.0004060731824145
1260,2001.0,Au,Simulated,1,0.0004566277789363
1261,2002.0,Au,Simulated,1,0.000451012625192
1262,2003.0,Au,Simulated,1,0.0004400393982401
1263,2004.0,Au,Simulated,1,0.0004316435349508
1264,2005.0,Au,Simulated,1,0.0004167988858164
1265,2006.0,Au,Simulated,1,0.0004164423310745
1266,2007.0,Au,Simulated,1,0.0004321561884866
1267,2008.0,Au,Simulated,1,0.0004139726999104
1268,2009.0,Au,Simulated,1,0.0004112187420376
1269,2010.0,Au,Simulated,1,0.0004090240692526
1270,2011.0,Au,Simulated,1,0.0004053322665803
1271,2012.0,Au,Simulated,1,0.0004127818158308
1272,2013.0,Au,Simulated,1,0.0004082994175156
1273,2014.0,Au,Simulated,1,0.0004054633835116
1274,2015.0,Au,Simulated,1,0.0004009292454748
1275,2016.0,Au,Simulated,1,0.0004002479915299
1276,2017.0,Au,Simulated,1,0.0003949583611772
1277,2018.0,Au,Simulated,1,0.0003979386258533
1278,2019.0,Au,Simulated,1,0.0004035312453083
1279,2001.0,Au,Simulated,2,0.0005602359542006
1280,2002.0,Au,Simulated,2,0.0005324126621975
1281,2003.0,Au,Simulated,2,0.0005264638035233
1282,2004.0,Au,Simulated,2,0.0005010474909789
1283,2005.0,Au,Simulated,2,0.0004777879314956
1284,2006.0,Au,Simulated,2,0.0004724670086313
1285,2007.0,Au,Simulated,2,0.0004645008815814
1286,2008.0,Au,Simulated,2,0.0004463898378154
1287,2009.0,Au,Simulated,2,0.0004379414184287
1288,2010.0,Au,Simulated,2,0.0004219775936307
1289,2011.0,Au,Simulated,2,0.0004106891372703
1290,2012.0,Au,Simulated,2,0.0004007578910471
1291,2013.0,Au,Simulated,2,0.0004170248513876
1292,2014.0,Au,Simulated,2,0.0004046443952113
1293,2015.0,Au,Simulated,2,0.0004111562167637
1294,2016.0,Au,Simulated,2,0.0004016500875774
1295,2017.0,Au,Simulated,2,0.0003936656361599
1296,2018.0,Au,Simulated,2,0.0003899372883123
1297,2019.0,Au,Simulated,2,0.0003829242650864
1298,2001.0,Au,Simulated,3,0.0006975152634243
1299,2002.0,Au,Simulated,3,0.0005896405737527
1300,2003.0,Au,Simulated,3,0.0005438921596006
1301,2004.0,Au,Simulated,3,0.0005296627640019
1302,2005.0,Au,Simulated,3,0.0005333769943448
1303,2006.0,Au,Simulated,3,0.0005004629922465
1304,2007.0,Au,Simulated,3,0.0004980023025878
1305,2008.0,Au,Simulated,3,0.0005012826649654
1306,2009.0,Au,Simulated,3,0.0004955451195453
1307,2010.0,Au,Simulated,3,0.0004827601857264
1308,2011.0,Au,Simulated,3,0.0005830493718313
1309,2012.0,Au,Simulated,3,0.0004914195372015
1310,2013.0,Au,Simulated,3,0.000490226629639
1311,2014.0,Au,Simulated,3,0.000464385113125
1312,2015.0,Au,Simulated,3,0.0004449031918891
1313,2016.0,Au,Simulated,3,0.0004386771486899
1314,2017.0,Au,Simulated,3,0.0004134197446813
1315,2018.0,Au,Simulated,3,0.0004034995937443
1316,2019.0,Au,Simulated,3,0.0004062440931473
1317,2001.0,Au,Simulated,4,0.0006055631083321
1318,2002.0,Au,Simulated,4,0.0005649027115808
1319,2003.0,Au,Simulated,4,0.0005312578528262
1320,2004.0,Au,Simulated,4,0.0005720947986339
1321,2005.0,Au,Simulated,4,0.0005668649036081
1322,2006.0,Au,Simulated,4,0.0005244202641314
1323,2007.0,Au,Simulated,4,0.0005014444868053
1324,2008.0,Au,Simulated,4,0.0005194789126685
1325,2009.0,Au,Simulated,4,0.0005556157615624
1326,2010.0,Au,Simulated,4,0.0006058040075381
1327,2011.0,Au,Simulated,4,0.0006117743448998
1328,2012.0,Au,Simulated,4,0.0006699863828667
1329,2013.0,Au,Simulated,4,0.0005542453761578
1330,2014.0,Au,Simulated,4,0.0005385048845677
1331,2015.0,Au,Simulated,4,0.0005754956582461
1332,2016.0,Au,Simulated,4,0.000568398158551
1333,2017.0,Au,Simulated,4,0.0005240180586484
1334,2018.0,Au,Simulated,4,0.0005293993958652
1335,2019.0,Au,Simulated,4,0.0005281997971033
1336,2001.0,Au,Simulated,5,0.0007083945955732
1337,2002.0,Au,Simulated,5,0.0006459309920796
1338,2003.0,Au,Simulated,5,0.0006362594580434
1339,2004.0,Au,Simulated,5,0.0006300017853491
1340,2005.0,Au,Simulated,5,0.0006471938837721
1341,2006.0,Au,Simulated,5,0.0006097418909196
1342,2007.0,Au,Simulated,5,0.000593709167009
1343,2008.0,Au,Simulated,5,0.0005721882787123
1344,2009.0,Au,Simulated,5,0.0005471098906131
1345,2010.0,Au,Simulated,5,0.0005241996923264
1346,2011.0,Au,Simulated,5,0.0005051480998939
1347,2012.0,Au,Simulated,5,0.0004865502554472
1348,2013.0,Au,Simulated,5,0.0004711835961337
1349,2014.0,Au,Simulated,5,0.0004681507207555
1350,2015.0,Au,Simulated,5,0.0004519405602459
1351,2016.0,Au,Simulated,5,0.0004409556979998
1352,2017.0,Au,Simulated,5,0.0004286222824067
1353,2018.0,Au,Simulated,5,0.0004215804624163
1354,2019.0,Au,Simulated,5,0.0004140536270037
1355,2001.0,Au,Simulated,6,0.0005445812407431
1356,2002.0,Au,Simulated,6,0.0005007974903897
1357,2003.0,Au,Simulated,6,0.0005030001252678
1358,2004.0,Au,Simulated,6,0.0004876272730246
1359,2005.0,Au,Simulated,6,0.000478550808137
1360,2006.0,Au,Simulated,6,0.0004834412564112
1361,2007.0,Au,Simulated,6,0.0004498549779054
1362,2008.0,Au,Simulated,6,0.0004828143236705
1363,2009.0,Au,Simulated,6,0.0004737132163146
1364,2010.0,Au,Simulated,6,0.000548793187023
1365,2011.0,Au,Simulated,6,0.0004740035731467
1366,2012.0,Au,Simulated,6,0.0004626974018271
1367,2013.0,Au,Simulated,6,0.0004308504401901
1368,2014.0,Au,Simulated,6,0.0005369249187743
1369,2015.0,Au,Simulated,6,0.0004375648288575
1370,2016.0,Au,Simulated,6,0.0004631731584003
1371,2017.0,Au,Simulated,6,0.0004391826014798
1372,2018.0,Au,Simulated,6,0.0004603487358173
1373,2019.0,Au,Simulated,6,0.0004351866518307
1374,2001.0,Au,Simulated,7,0.0005597486411119
1375,2002.0,Au,Simulated,7,0.0005710702679062
1376,2003.0,Au,Simulated,7,0.0005311377075645
1377,2004.0,Au,Simulated,7,0.0005580359746208
1378,2005.0,Au,Simulated,7,0.0005153753894959
1379,2006.0,Au,Simulated,7,0.0005097680913851
1380,2007.0,Au,Simulated,7,0.0005030483010435
1381,2008.0,Au,Simulated,7,0.0005011805858589
1382,2009.0,Au,Simulated,7,0.0004837972350187
1383,2010.0,Au,Simulated,7,0.0004610494277185
1384,2011.0,Au,Simulated,7,0.0004538357542149
1385,2012.0,Au,Simulated,7,0.0004393313371443
1386,2013.0,Au,Simulated,7,0.0004305677532705
1387,2014.0,Au,Simulated,7,0.0004186978224679
1388,2015.0,Au,Simulated,7,0.0004162609586767
1389,2016.0,Au,Simulated,7,0.0004007792113426
1390,2017.0,Au,Simulated,7,0.0004070995041593
1391,2018.0,Au,Simulated,7,0.0003892336528061
1392,2019.0,Au,Simulated,7,0.0003929363416405
1393,2001.0,Au,Simulated,8,0.0008429130275387
1394,2002.0,Au,Simulated,8,0.0008049228853004
1395,2003.0,Au,Simulated,8,0.0007480863207482
1396,2004.0,Au,Simulated,8,0.0007133777044866
1397,2005.0,Au,Simulated,8,0.0007222652656951
1398,2006.0,Au,Simulated,8,0.0006755883484066
1399,2007.0,Au,Simulated,8,0.000681906427296
1400,2008.0,Au,Simulated,8,0.0006440659711493
1401,2009.0,Au,Simulated,8,0.0006351014780494
1402,2010.0,Au,Simulated,8,0.0006080078743106
1403,2011.0,Au,Simulated,8,0.0005901173692878
1404,2012.0,Au,Simulated,8,0.0005783575531492
1405,2013.0,Au,Simulated,8,0.0005478768581887
1406,2014.0,Au,Simulated,8,0.0005481213000425
1407,2015.0,Au,Simulated,8,0.0005207762314568
1408,2016.0,Au,Simulated,8,0.0005389432425265
1409,2017.0,Au,Simulated,8,0.0005359802421595
1410,2018.0,Au,Simulated,8,0.0005063473174154
1411,2019.0,Au,Simulated,8,0.0005105137957249
1412,2001.0,Au,Simulated,9,0.0005955792584512
1413,2002.0,Au,Simulated,9,0.0005571977400883
1414,2003.0,Au,Simulated,9,0.0005390766802432
1415,2004.0,Au,Simulated,9,0.0005228793032727
1416,2005.0,Au,Simulated,9,0.000500998649168
1417,2006.0,Au,Simulated,9,0.0004763295331269
1418,2007.0,Au,Simulated,9,0.0004574627545387
1419,2008.0,Au,Simulated,9,0.000433333202126
1420,2009.0,Au,Simulated,9,0.0004239233702148
1421,2010.0,Au,Simulated,9,0.000409029790676
1422,2011.0,Au,Simulated,9,0.0003996396364783
1423,2012.0,Au,Simulated,9,0.0003996847558488
1424,2013.0,Au,Simulated,9,0.0003888958872012
1425,2014.0,Au,Simulated,9,0.0003828266928016
1426,2015.0,Au,Simulated,9,0.0003800795320805
1427,2016.0,Au,Simulated,9,0.0003750913792619
1428,2017.0,Au,Simulated,9,0.0003730069660064
1429,2018.0,Au,Simulated,9,0.0003681806824018
1430,2019.0,Au,Simulated,9,0.0003647180585413
1431,2001.0,Au,Simulated,10,0.0005504718647123
1432,2002.0,Au,Simulated,10,0.0005732161577832
1433,2003.0,Au,Simulated,10,0.000553490558735
1434,2004.0,Au,Simulated,10,0.0005819891294882
1435,2005.0,Au,Simulated,10,0.0005654769087747
1436,2006.0,Au,Simulated,10,0.0005600975390761
1437,2007.0,Au,Simulated,10,0.0005449737938661
1438,2008.0,Au,Simulated,10,0.000521021996004
1439,2009.0,Au,Simulated,10,0.0005142590253279
1440,2010.0,Au,Simulated,10,0.0004949453903705
1441,2011.0,Au,Simulated,10,0.0004909924420578
1442,2012.0,Au,Simulated,10,0.0004752226063097
1443,2013.0,Au,Simulated,10,0.0004652354532833
1444,2014.0,Au,Simulated,10,0.0004528025760197
1445,2015.0,Au,Simulated,10,0.0004445568483399
1446,2016.0,Au,Simulated,10,0.0004374061852338
1447,2017.0,Au,Simulated,10,0.0004295769565478
1448,2018.0,Au,Simulated,10,0.0004217387487736
1449,2019.0,Au,Simulated,10,0.0004171482437464
1450,2001.0,Au,Simulated,11,0.000483986796844
1451,2002.0,Au,Simulated,11,0.0004760639074777
1452,2003.0,Au,Simulated,11,0.000470316641389
1453,2004.0,Au,Simulated,11,0.0004737420173744
1454,2005.0,Au,Simulated,11,0.0004785063346907
1455,2006.0,Au,Simulated,11,0.0004804026536889
1456,2007.0,Au,Simulated,11,0.0004796091414323
1457,2008.0,Au,Simulated,11,0.000475472053828
1458,2009.0,Au,Simulated,11,0.0004680629353413
1459,2010.0,Au,Simulated,11,0.0004566441288895
1460,2011.0,Au,Simulated,11,0.0004427064894181
1461,2012.0,Au,Simulated,11,0.0004310962696187
1462,2013.0,Au,Simulated,11,0.0004178005264438
1463,2014.0,Au,Simulated,11,0.000405481796501
1464,2015.0,Au,Simulated,11,0.0003965888593737
1465,2016.0,Au,Simulated,11,0.0003903857353191
1466,2017.0,Au,Simulated,11,0.0003870301158097
1467,2018.0,Au,Simulated,11,0.0003829311254245
1468,2019.0,Au,Simulated,11,0.0003811180294315
1469,2001.0,Au,Simulated,12,0.0004288058115489
1470,2002.0,Au,Simulated,12,0.0004463931641586
1471,2003.0,Au,Simulated,12,0.0004381856513689
1472,2004.0,Au,Simulated,12,0.0004299817907536
1473,2005.0,Au,Simulated,12,0.0004313450975776
1474,2006.0,Au,Simulated,12,0.0004282524879706
1475,2007.0,Au,Simulated,12,0.0004257859343229
1476,2008.0,Au,Simulated,12,0.000423864879776
1477,2009.0,Au,Simulated,12,0.0004209864572233
1478,2010.0,Au,Simulated,12,0.0004182426920025
1479,2011.0,Au,Simulated,12,0.0004155599662831
1480,2012.0,Au,Simulated,12,0.0004136371271562
1481,2013.0,Au,Simulated,12,0.0004117118916877
1482,2014.0,Au,Simulated,12,0.0004095239718329
1483,2015.0,Au,Simulated,12,0.000405503157458
1484,2016.0,Au,Simulated,12,0.0004054693631605
1485,2017.0,Au,Simulated,12,0.0004049878547246
1486,2018.0,Au,Simulated,12,0.0004024259298221
1487,2019.0,Au,Simulated,12,0.0004015809727291
1488,2001.0,Au,Simulated,13,0.0007307683876366
1489,2002.0,Au,Simulated,13,0.000635132110782
1490,2003.0,Au,Simulated,13,0.0005873989453429
1491,2004.0,Au,Simulated,13,0.0006001810197189
1492,2005.0,Au,Simulated,13,0.0005567143557571
1493,2006.0,Au,Simulated,13,0.0005449914464107
1494,2007.0,Au,Simulated,13,0.0005164868824446
1495,2008.0,Au,Simulated,13,0.0005137956753246
1496,2009.0,Au,Simulated,13,0.0005278044566456
1497,2010.0,Au,Simulated,13,0.0006131902737754
1498,2011.0,Au,Simulated,13,0.0004997790067389
1499,2012.0,Au,Simulated,13,0.0005111838141376
1500,2013.0,Au,Simulated,13,0.0004822682409868
1501,2014.0,Au,Simulated,13,0.0004817891190675
1502,2015.0,Au,Simulated,13,0.0004598531824805
1503,2016.0,Au,Simulated,13,0.0004731556430078
1504,2017.0,Au,Simulated,13,0.0004561988016815
1505,2018.0,Au,Simulated,13,0.0004789662554538
1506,2019.0,Au,Simulated,13,0.0004596599570894
1507,2001.0,Au,Simulated,14,0.000563138955745
1508,2002.0,Au,Simulated,14,0.0005655860883063
1509,2003.0,Au,Simulated,14,0.0005572862711534
1510,2004.0,Au,Simulated,14,0.0006022645196273
1511,2005.0,Au,Simulated,14,0.0005943806203617
1512,2006.0,Au,Simulated,14,0.0005975453336106
1513,2007.0,Au,Simulated,14,0.0005948949711772
1514,2008.0,Au,Simulated,14,0.0005913649787691
1515,2009.0,Au,Simulated,14,0.0005779036072476
1516,2010.0,Au,Simulated,14,0.0005735906124446
1517,2011.0,Au,Simulated,14,0.0005561793708971
1518,2012.0,Au,Simulated,14,0.0005537343560548
1519,2013.0,Au,Simulated,14,0.0005425686988646
1520,2014.0,Au,Simulated,14,0.000533254969612
1521,2015.0,Au,Simulated,14,0.0005271646030757
1522,2016.0,Au,Simulated,14,0.0005232188617352
1523,2017.0,Au,Simulated,14,0.0005291846472236
1524,2018.0,Au,Simulated,14,0.0005244036365816
1525,2019.0,Au,Simulated,14,0.000525508693852
1526,2001.0,Au,Simulated,15,0.0004314688205064
1527,2002.0,Au,Simulated,15,0.0004295324795586
1528,2003.0,Au,Simulated,15,0.0004263120845807
1529,2004.0,Au,Simulated,15,0.0004210229756377
1530,2005.0,Au,Simulated,15,0.000418226026165
1531,2006.0,Au,Simulated,15,0.0004155040195868
1532,2007.0,Au,Simulated,15,0.0004151635546488
1533,2008.0,Au,Simulated,15,0.00041661136484
1534,2009.0,Au,Simulated,15,0.0004122114098524
1535,2010.0,Au,Simulated,15,0.0004044121664586
1536,2011.0,Au,Simulated,15,0.0004070032985104
1537,2012.0,Au,Simulated,15,0.0004038530641688
1538,2013.0,Au,Simulated,15,0.0003973327070429
1539,2014.0,Au,Simulated,15,0.0003938162638458
1540,2015.0,Au,Simulated,15,0.0003881090368166
1541,2016.0,Au,Simulated,15,0.0003906662088855
1542,2017.0,Au,Simulated,15,0.0003797842545286
1543,2018.0,Au,Simulated,15,0.0003799254213041
1544,2019.0,Au,Simulated,15,0.0003771014785838
1545,2001.0,Au,Simulated,16,0.0004177574843837
1546,2002.0,Au,Simulated,16,0.0004188977316017
1547,2003.0,Au,Simulated,16,0.0004112886883687
1548,2004.0,Au,Simulated,16,0.0004169590273322
1549,2005.0,Au,Simulated,16,0.0004151289420917
1550,2006.0,Au,Simulated,16,0.0004140822033795
1551,2007.0,Au,Simulated,16,0.0004138957190321
1552,2008.0,Au,Simulated,16,0.0004179351387928
1553,2009.0,Au,Simulated,16,0.0004188274347994
1554,2010.0,Au,Simulated,16,0.0004212512697818
1555,2011.0,Au,Simulated,16,0.0004178066670631
1556,2012.0,Au,Simulated,16,0.0004145039166369
1557,2013.0,Au,Simulated,16,0.0004148954383089
1558,2014.0,Au,Simulated,16,0.0004141203338514
1559,2015.0,Au,Simulated,16,0.0004079353598975
1560,2016.0,Au,Simulated,16,0.0004048746745874
1561,2017.0,Au,Simulated,16,0.0003982766606758
1562,2018.0,Au,Simulated,16,0.000401020750343
1563,2019.0,Au,Simulated,16,0.0004072334084935
1564,2001.0,Au,Simulated,17,0.0005074284529331
1565,2002.0,Au,Simulated,17,0.0005011472255027
1566,2003.0,Au,Simulated,17,0.0004969108528282
1567,2004.0,Au,Simulated,17,0.0004946839162164
1568,2005.0,Au,Simulated,17,0.0004927150066404
1569,2006.0,Au,Simulated,17,0.0004879665340168
1570,2007.0,Au,Simulated,17,0.0004816788659326
1571,2008.0,Au,Simulated,17,0.0004740146585605
1572,2009.0,Au,Simulated,17,0.0004667493110921
1573,2010.0,Au,Simulated,17,0.0004589388999297
1574,2011.0,Au,Simulated,17,0.0004514604616246
1575,2012.0,Au,Simulated,17,0.0004449948529787
1576,2013.0,Au,Simulated,17,0.0004378224301351
1577,2014.0,Au,Simulated,17,0.0004315286821996
1578,2015.0,Au,Simulated,17,0.0004244968228585
1579,2016.0,Au,Simulated,17,0.0004209060109482
1580,2017.0,Au,Simulated,17,0.0004176616751157
1581,2018.0,Au,Simulated,17,0.0004153005759749
1582,2019.0,Au,Simulated,17,0.0004144839376252
1583,2001.0,Au,Simulated,18,0.0004843483065738
1584,2002.0,Au,Simulated,18,0.0004612014520357
1585,2003.0,Au,Simulated,18,0.0004480661720173
1586,2004.0,Au,Simulated,18,0.0004567585659037
1587,2005.0,Au,Simulated,18,0.0004424555493671
1588,2006.0,Au,Simulated,18,0.000437485416257
1589,2007.0,Au,Simulated,18,0.0004270057703241
1590,2008.0,Au,Simulated,18,0.0004206062496988
1591,2009.0,Au,Simulated,18,0.0004202558094633
1592,2010.0,Au,Simulated,18,0.0004167357885463
1593,2011.0,Au,Simulated,18,0.0004129869064211
1594,2012.0,Au,Simulated,18,0.0004110508614192
1595,2013.0,Au,Simulated,18,0.0004115621764005
1596,2014.0,Au,Simulated,18,0.0003988314981086
1597,2015.0,Au,Simulated,18,0.0003918296257398
1598,2016.0,Au,Simulated,18,0.0003824176891625
1599,2017.0,Au,Simulated,18,0.0003756785234973
1600,2018.0,Au,Simulated,18,0.0003728653968212
1601,2019.0,Au,Simulated,18,0.0003684003824962
1602,2001.0,Au,Simulated,19,0.0007350265267492
1603,2002.0,Au,Simulated,19,0.0006566292888638
1604,2003.0,Au,Simulated,19,0.0006316108463525
1605,2004.0,Au,Simulated,19,0.0006408113529841
1606,2005.0,Au,Simulated,19,0.0006047364654709
1607,2006.0,Au,Simulated,19,0.0006096478394228
1608,2007.0,Au,Simulated,19,0.0005908996490871
1609,2008.0,Au,Simulated,19,0.0005886016393687
1610,2009.0,Au,Simulated,19,0.0005848746101033
1611,2010.0,Au,Simulated,19,0.0006418374375273
1612,2011.0,Au,Simulated,19,0.0006739591908492
1613,2012.0,Au,Simulated,19,0.0007099253230319
1614,2013.0,Au,Simulated,19,0.0006357722045885
1615,2014.0,Au,Simulated,19,0.0006340304994219
1616,2015.0,Au,Simulated,19,0.0006263593411943
1617,2016.0,Au,Simulated,19,0.0006723620267569
1618,2017.0,Au,Simulated,19,0.0006559050137706
1619,2018.0,Au,Simulated,19,0.0006783825807248
1620,2019.0,Au,Simulated,19,0.0007011985605474
1621,2001.0,Au,Simulated,20,0.000463900607914
1622,2002.0,Au,Simulated,20,0.000442480372236
1623,2003.0,Au,Simulated,20,0.0004329045601305
1624,2004.0,Au,Simulated,20,0.0004348661847514
1625,2005.0,Au,Simulated,20,0.0004062826682105
1626,2006.0,Au,Simulated,20,0.000404636878727
1627,2007.0,Au,Simulated,20,0.0004164784044267
1628,2008.0,Au,Simulated,20,0.0004016195094735
1629,2009.0,Au,Simulated,20,0.0003978164388964
1630,2010.0,Au,Simulated,20,0.0003823036518926
1631,2011.0,Au,Simulated,20,0.0003750128305054
1632,2012.0,Au,Simulated,20,0.000374471151193
1633,2013.0,Au,Simulated,20,0.0003618619790034
1634,2014.0,Au,Simulated,20,0.0003535096916081
1635,2015.0,Au,Simulated,20,0.0003467825915704
1636,2016.0,Au,Simulated,20,0.0003438689189308
1637,2017.0,Au,Simulated,20,0.0003378675458597
1638,2018.0,Au,Simulated,20,0.000347948149122
1639,2019.0,Au,Simulated,20,0.0003481652443591
1640,2001.0,Au,Simulated,21,0.0005815319590059
1641,2002.0,Au,Simulated,21,0.000549639172019
1642,2003.0,Au,Simulated,21,0.000495463969664
1643,2004.0,Au,Simulated,21,0.0004981734702286
1644,2005.0,Au,Simulated,21,0.0004908477318576
1645,2006.0,Au,Simulated,21,0.0004967819175291
1646,2007.0,Au,Simulated,21,0.0004678607993772
1647,2008.0,Au,Simulated,21,0.0004680101308128
1648,2009.0,Au,Simulated,21,0.0004802021481823
1649,2010.0,Au,Simulated,21,0.0004553368448853
1650,2011.0,Au,Simulated,21,0.0004803580809076
1651,2012.0,Au,Simulated,21,0.0004739736920209
1652,2013.0,Au,Simulated,21,0.0004521934823835
1653,2014.0,Au,Simulated,21,0.0004480703051735
1654,2015.0,Au,Simulated,21,0.0004338541237233
1655,2016.0,Au,Simulated,21,0.0004213120340508
1656,2017.0,Au,Simulated,21,0.0004121894882662
1657,2018.0,Au,Simulated,21,0.0003995810694763
1658,2019.0,Au,Simulated,21,0.0003873806731308
1659,2001.0,Au,Simulated,22,0.0004660808586181
1660,2002.0,Au,Simulated,22,0.0004789134916184
1661,2003.0,Au,Simulated,22,0.0004777216724273
1662,2004.0,Au,Simulated,22,0.0004837756281509
1663,2005.0,Au,Simulated,22,0.0004864604449995
1664,2006.0,Au,Simulated,22,0.0004840933540241
1665,2007.0,Au,Simulated,22,0.0004792250144457
1666,2008.0,Au,Simulated,22,0.0004742889365965
1667,2009.0,Au,Simulated,22,0.0004731633799717
1668,2010.0,Au,Simulated,22,0.0004661980087362
1669,2011.0,Au,Simulated,22,0.0004648266946289
1670,2012.0,Au,Simulated,22,0.0004631565734763
1671,2013.0,Au,Simulated,22,0.0004603000641163
1672,2014.0,Au,Simulated,22,0.0004602704978687
1673,2015.0,Au,Simulated,22,0.0004551562554612
1674,2016.0,Au,Simulated,22,0.0004571524834093
1675,2017.0,Au,Simulated,22,0.0004585477722902
1676,2018.0,Au,Simulated,22,0.0004632165395799
1677,2019.0,Au,Simulated,22,0.0004681789731486
1678,2001.0,Au,Simulated,23,0.0037812171403675
1679,2002.0,Au,Simulated,23,0.0028396611661515
1680,2003.0,Au,Simulated,23,0.0027410057169336
1681,2004.0,Au,Simulated,23,0.0020539213310092
1682,2005.0,Au,Simulated,23,0.0024403912468478
1683,2006.0,Au,Simulated,23,0.0028298400754296
1684,2007.0,Au,Simulated,23,0.0097629035400882
1685,2008.0,Au,Simulated,23,0.0088549346121425
1686,2009.0,Au,Simulated,23,0.0029529919172989
1687,2010.0,Au,Simulated,23,0.0021316033953185
1688,2011.0,Au,Simulated,23,0.0087034869252775
1689,2012.0,Au,Simulated,23,0.0036643495386695
1690,2013.0,Au,Simulated,23,0.002429438498459
1691,2014.0,Au,Simulated,23,0.0019924632939479
1692,2015.0,Au,Simulated,23,0.0018411947648073
1693,2016.0,Au,Simulated,23,0.0017972999299527
1694,2017.0,Au,Simulated,23,0.0015398006964851
1695,2018.0,Au,Simulated,23,0.0015951991653079
1696,2019.0,Au,Simulated,23,0.0015099975420562
1697,2001.0,Au,Simulated,24,0.000466841972307
1698,2002.0,Au,Simulated,24,0.0004667081645283
1699,2003.0,Au,Simulated,24,0.0004771435364328
1700,2004.0,Au,Simulated,24,0.0004902499094913
1701,2005.0,Au,Simulated,24,0.0005079405354646
1702,2006.0,Au,Simulated,24,0.0005233732227968
1703,2007.0,Au,Simulated,24,0.0005401210692549
1704,2008.0,Au,Simulated,24,0.0005651534464894
1705,2009.0,Au,Simulated,24,0.0005792962697604
1706,2010.0,Au,Simulated,24,0.0005912141818106
1707,2011.0,Au,Simulated,24,0.0005926081644253
