,Year,Commodity,Historical or simulated,Scenario,Mean mine grade
2497,2003.0,Ni,Simulated,14,1.4649362660492309
2498,2004.0,Ni,Simulated,14,1.467307930125064
2499,2005.0,Ni,Simulated,14,1.4669036720829425
2500,2006.0,Ni,Simulated,14,1.4670363629181893
2501,2007.0,Ni,Simulated,14,1.4671665536222869
2502,2008.0,Ni,Simulated,14,1.4657671631242442
2503,2009.0,Ni,Simulated,14,1.4596540384499817
2504,2010.0,Ni,Simulated,14,1.436913094657995
2505,2011.0,Ni,Simulated,14,1.4349257745929138
2506,2012.0,Ni,Simulated,14,1.4294446232620213
2507,2013.0,Ni,Simulated,14,1.4121885770714413
2508,2014.0,Ni,Simulated,14,1.407165686941798
2509,2015.0,Ni,Simulated,14,1.3975114902955208
2510,2016.0,Ni,Simulated,14,1.3732857143421064
2511,2017.0,Ni,Simulated,14,1.3836006258268658
2512,2018.0,Ni,Simulated,14,1.3799829608880352
2513,2019.0,Ni,Simulated,14,1.3706123639531465
2514,2001.0,Ni,Simulated,15,1.626976288766955
2515,2002.0,Ni,Simulated,15,1.6335530627748729
2516,2003.0,Ni,Simulated,15,1.655875113012239
2517,2004.0,Ni,Simulated,15,1.626506846934455
2518,2005.0,Ni,Simulated,15,1.8661225865659543
2519,2006.0,Ni,Simulated,15,1.6400762031452571
2520,2007.0,Ni,Simulated,15,1.6450862072801766
2521,2008.0,Ni,Simulated,15,1.664685254883624
2522,2009.0,Ni,Simulated,15,1.6256391838600444
2523,2010.0,Ni,Simulated,15,1.6915334647653169
2524,2011.0,Ni,Simulated,15,1.687765835242964
2525,2012.0,Ni,Simulated,15,1.7029806427732015
2526,2013.0,Ni,Simulated,15,1.612674593878288
2527,2014.0,Ni,Simulated,15,1.695871083208512
2528,2015.0,Ni,Simulated,15,1.6550195756151889
2529,2016.0,Ni,Simulated,15,1.6625887022700836
2530,2017.0,Ni,Simulated,15,1.6448492405274762
2531,2018.0,Ni,Simulated,15,1.633578938376656
2532,2019.0,Ni,Simulated,15,1.6188712297200558
2533,2001.0,Ni,Simulated,16,1.5377208527746065
2534,2002.0,Ni,Simulated,16,1.5444109593855306
2535,2003.0,Ni,Simulated,16,1.5361437650280507
2536,2004.0,Ni,Simulated,16,1.520896813271327
2537,2005.0,Ni,Simulated,16,1.5785991520721507
2538,2006.0,Ni,Simulated,16,1.5310622558530758
2539,2007.0,Ni,Simulated,16,1.5122345813622948
2540,2008.0,Ni,Simulated,16,1.4972078819850565
2541,2009.0,Ni,Simulated,16,1.4826790877045457
2542,2010.0,Ni,Simulated,16,1.434858338858501
2543,2011.0,Ni,Simulated,16,1.4287332997586533
2544,2012.0,Ni,Simulated,16,1.4225709907529585
2545,2013.0,Ni,Simulated,16,1.394343942558414
2546,2014.0,Ni,Simulated,16,1.3913371410501398
2547,2015.0,Ni,Simulated,16,1.3762973936426162
2548,2016.0,Ni,Simulated,16,1.374274695138498
2549,2017.0,Ni,Simulated,16,1.3921202076184354
2550,2018.0,Ni,Simulated,16,1.3929377025978849
2551,2019.0,Ni,Simulated,16,1.3608846299571546
2552,2001.0,Ni,Simulated,17,1.6032983629643294
2553,2002.0,Ni,Simulated,17,1.5585840203319596
2554,2003.0,Ni,Simulated,17,1.575936069256454
2555,2004.0,Ni,Simulated,17,1.539555623531534
2556,2005.0,Ni,Simulated,17,1.5385400588762208
2557,2006.0,Ni,Simulated,17,1.5119223633671204
2558,2007.0,Ni,Simulated,17,1.5043326162563049
2559,2008.0,Ni,Simulated,17,1.486411412465992
2560,2009.0,Ni,Simulated,17,1.4562146621640533
2561,2010.0,Ni,Simulated,17,1.43664092481012
2562,2011.0,Ni,Simulated,17,1.4344984406931924
2563,2012.0,Ni,Simulated,17,1.4633241210970496
2564,2013.0,Ni,Simulated,17,1.4363278443593233
2565,2014.0,Ni,Simulated,17,1.4480003564730413
2566,2015.0,Ni,Simulated,17,1.4146386764765222
2567,2016.0,Ni,Simulated,17,1.3907474167538283
2568,2017.0,Ni,Simulated,17,1.3905222780855566
2569,2018.0,Ni,Simulated,17,1.4145443279855612
2570,2019.0,Ni,Simulated,17,1.4617858454297197
2571,2001.0,Ni,Simulated,18,1.426080629228217
2572,2002.0,Ni,Simulated,18,1.381892397801901
2573,2003.0,Ni,Simulated,18,1.3650053159098885
2574,2004.0,Ni,Simulated,18,1.3745871987080247
2575,2005.0,Ni,Simulated,18,1.375905774529323
2576,2006.0,Ni,Simulated,18,1.3646469047280465
2577,2007.0,Ni,Simulated,18,1.400859075816661
2578,2008.0,Ni,Simulated,18,1.361612451961547
2579,2009.0,Ni,Simulated,18,1.390092136116981
2580,2010.0,Ni,Simulated,18,1.3907311473184687
2581,2011.0,Ni,Simulated,18,1.3908768468989263
2582,2012.0,Ni,Simulated,18,1.3936948636631623
2583,2013.0,Ni,Simulated,18,1.439968983126696
2584,2014.0,Ni,Simulated,18,1.4149098850303163
2585,2015.0,Ni,Simulated,18,1.4187506668206091
2586,2016.0,Ni,Simulated,18,1.400741301812062
2587,2017.0,Ni,Simulated,18,1.4108148431212872
2588,2018.0,Ni,Simulated,18,1.399588959095566
2589,2019.0,Ni,Simulated,18,1.3836711565856306
2590,2001.0,Ni,Simulated,19,1.4049535126328996
2591,2002.0,Ni,Simulated,19,1.4273278371278253
2592,2003.0,Ni,Simulated,19,1.389228579525411
2593,2004.0,Ni,Simulated,19,1.4034420197181932
2594,2005.0,Ni,Simulated,19,1.3997616336646057
2595,2006.0,Ni,Simulated,19,1.3804289898863589
2596,2007.0,Ni,Simulated,19,1.377153049976818
2597,2008.0,Ni,Simulated,19,1.3348175855579396
2598,2009.0,Ni,Simulated,19,1.3391744031999826
2599,2010.0,Ni,Simulated,19,1.3180162388225682
2600,2011.0,Ni,Simulated,19,1.2909716271280098
2601,2012.0,Ni,Simulated,19,1.2705527173307374
2602,2013.0,Ni,Simulated,19,1.267377304210833
2603,2014.0,Ni,Simulated,19,1.2300468855882596
2604,2015.0,Ni,Simulated,19,1.2209720993153748
2605,2016.0,Ni,Simulated,19,1.2029173530054655
2606,2017.0,Ni,Simulated,19,1.1886159064335815
2607,2018.0,Ni,Simulated,19,1.1819479299932312
2608,2019.0,Ni,Simulated,19,1.1662403881044323
2609,2001.0,Ni,Simulated,20,1.390693132799037
2610,2002.0,Ni,Simulated,20,1.3195380554542817
2611,2003.0,Ni,Simulated,20,1.3337516402780636
2612,2004.0,Ni,Simulated,20,1.310758302586175
2613,2005.0,Ni,Simulated,20,1.309446327102597
2614,2006.0,Ni,Simulated,20,1.2914249155249231
2615,2007.0,Ni,Simulated,20,1.2808828327079704
2616,2008.0,Ni,Simulated,20,1.2704054397848543
2617,2009.0,Ni,Simulated,20,1.2669660254915842
2618,2010.0,Ni,Simulated,20,1.2419129130193691
2619,2011.0,Ni,Simulated,20,1.2627271411795238
2620,2012.0,Ni,Simulated,20,1.246628433763743
2621,2013.0,Ni,Simulated,20,1.2526520406759676
2622,2014.0,Ni,Simulated,20,1.2472367592604603
2623,2015.0,Ni,Simulated,20,1.2363134652109948
2624,2016.0,Ni,Simulated,20,1.240531597816757
2625,2017.0,Ni,Simulated,20,1.2340341587188806
2626,2018.0,Ni,Simulated,20,1.2278050543836805
2627,2019.0,Ni,Simulated,20,1.22373413071932
2628,2001.0,Ni,Simulated,21,1.4236308881239133
2629,2002.0,Ni,Simulated,21,1.4428025099675077
2630,2003.0,Ni,Simulated,21,1.4620179788187293
2631,2004.0,Ni,Simulated,21,1.4468810086290445
2632,2005.0,Ni,Simulated,21,1.4672032804841115
2633,2006.0,Ni,Simulated,21,1.44895134568091
2634,2007.0,Ni,Simulated,21,1.4643806862975266
2635,2008.0,Ni,Simulated,21,1.468130583137359
2636,2009.0,Ni,Simulated,21,1.4478592172529738
2637,2010.0,Ni,Simulated,21,1.4629632842904552
2638,2011.0,Ni,Simulated,21,1.4660280694200694
2639,2012.0,Ni,Simulated,21,1.4337909960148167
2640,2013.0,Ni,Simulated,21,1.454807236155119
2641,2014.0,Ni,Simulated,21,1.4464755249720584
2642,2015.0,Ni,Simulated,21,1.456594937405997
2643,2016.0,Ni,Simulated,21,1.4580762723692822
2644,2017.0,Ni,Simulated,21,1.4543072731189235
2645,2018.0,Ni,Simulated,21,1.466604652332267
2646,2019.0,Ni,Simulated,21,1.4786442348437672
2647,2001.0,Ni,Simulated,22,1.7116946422501498
2648,2002.0,Ni,Simulated,22,1.6388883541241368
2649,2003.0,Ni,Simulated,22,1.6946055804433449
2650,2004.0,Ni,Simulated,22,1.64032870901865
2651,2005.0,Ni,Simulated,22,1.5945851003146774
2652,2006.0,Ni,Simulated,22,1.542479230907774
2653,2007.0,Ni,Simulated,22,1.5505757150103994
2654,2008.0,Ni,Simulated,22,1.5209536347210797
2655,2009.0,Ni,Simulated,22,1.5902315629513477
2656,2010.0,Ni,Simulated,22,1.5098918731148965
2657,2011.0,Ni,Simulated,22,1.5300419713084978
2658,2012.0,Ni,Simulated,22,1.5678966396877287
2659,2013.0,Ni,Simulated,22,1.5758187437351694
2660,2014.0,Ni,Simulated,22,1.5221752032430838
2661,2015.0,Ni,Simulated,22,1.547636965442426
2662,2016.0,Ni,Simulated,22,1.519449741411974
2663,2017.0,Ni,Simulated,22,1.687422642527923
2664,2018.0,Ni,Simulated,22,1.6546844844923694
2665,2019.0,Ni,Simulated,22,1.556473868483903
2666,2001.0,Ni,Simulated,23,1.4401570413095002
2667,2002.0,Ni,Simulated,23,1.4326048261188462
2668,2003.0,Ni,Simulated,23,1.37412921990116
2669,2004.0,Ni,Simulated,23,1.3940514855459838
2670,2005.0,Ni,Simulated,23,1.4742047310022162
2671,2006.0,Ni,Simulated,23,1.3788905106491438
2672,2007.0,Ni,Simulated,23,1.400100742264321
2673,2008.0,Ni,Simulated,23,1.384744119969163
2674,2009.0,Ni,Simulated,23,1.3864095278309818
2675,2010.0,Ni,Simulated,23,1.3939468733400653
2676,2011.0,Ni,Simulated,23,1.3816503036313244
2677,2012.0,Ni,Simulated,23,1.378034174516989
2678,2013.0,Ni,Simulated,23,1.3922925834546551
2679,2014.0,Ni,Simulated,23,1.3980597086927262
2680,2015.0,Ni,Simulated,23,1.3877914977111363
2681,2016.0,Ni,Simulated,23,1.4013396205379294
2682,2017.0,Ni,Simulated,23,1.3632887336121782
2683,2018.0,Ni,Simulated,23,1.3841786784057155
2684,2019.0,Ni,Simulated,23,1.402310702483147
2685,2001.0,Ni,Simulated,24,1.4278177762282849
2686,2002.0,Ni,Simulated,24,1.4556224370359636
2687,2003.0,Ni,Simulated,24,1.4144434800024357
2688,2004.0,Ni,Simulated,24,1.408779641627144
2689,2005.0,Ni,Simulated,24,1.4243721624395915
2690,2006.0,Ni,Simulated,24,1.4032669615246878
2691,2007.0,Ni,Simulated,24,1.411379359980624
2692,2008.0,Ni,Simulated,24,1.3877869639673983
2693,2009.0,Ni,Simulated,24,1.3928076250582777
2694,2010.0,Ni,Simulated,24,1.3927240543101902
2695,2011.0,Ni,Simulated,24,1.3795237296976697
2696,2012.0,Ni,Simulated,24,1.3821085426285071
2697,2013.0,Ni,Simulated,24,1.3657619292506613
2698,2014.0,Ni,Simulated,24,1.347096198563993
2699,2015.0,Ni,Simulated,24,1.3240757789638926
2700,2016.0,Ni,Simulated,24,1.3208877454674404
2701,2017.0,Ni,Simulated,24,1.3110229427159543
2702,2018.0,Ni,Simulated,24,1.293306406770964
2703,2019.0,Ni,Simulated,24,1.280945336626962
2704,2001.0,Ni,Simulated,25,1.5676465942951836
2705,2002.0,Ni,Simulated,25,1.5433407377545425
2706,2003.0,Ni,Simulated,25,1.5202928562203188
2707,2004.0,Ni,Simulated,25,1.532211965751341
2708,2005.0,Ni,Simulated,25,1.5271992921285835
2709,2006.0,Ni,Simulated,25,1.4879030096661112
2710,2007.0,Ni,Simulated,25,1.4947985736420983
2711,2008.0,Ni,Simulated,25,1.4687347799570445
2712,2009.0,Ni,Simulated,25,1.4626604349819128
2713,2010.0,Ni,Simulated,25,1.4326714445795723
2714,2011.0,Ni,Simulated,25,1.439226978505366
2715,2012.0,Ni,Simulated,25,1.415240848711793
2716,2013.0,Ni,Simulated,25,1.3873820393331755
2717,2014.0,Ni,Simulated,25,1.400400421602308
2718,2015.0,Ni,Simulated,25,1.3799710065830646
2719,2016.0,Ni,Simulated,25,1.3623594755006778
2720,2017.0,Ni,Simulated,25,1.3521946076144389
2721,2018.0,Ni,Simulated,25,1.345031900576107
2722,2019.0,Ni,Simulated,25,1.3327559199083876
2723,2001.0,Pb,Simulated,0,2.6820019730979223
2724,2002.0,Pb,Simulated,0,2.650210009574655
2725,2003.0,Pb,Simulated,0,2.682596007518318
2726,2004.0,Pb,Simulated,0,2.58833560915232
2727,2005.0,Pb,Simulated,0,2.555944369005816
2728,2006.0,Pb,Simulated,0,2.308652939572298
2729,2007.0,Pb,Simulated,0,2.275662645042796
2730,2008.0,Pb,Simulated,0,2.4019348411586803
2731,2009.0,Pb,Simulated,0,2.265228644423529
2732,2010.0,Pb,Simulated,0,2.3272276811976083
2733,2011.0,Pb,Simulated,0,2.378615075956106
2734,2012.0,Pb,Simulated,0,2.302479884560731
2735,2013.0,Pb,Simulated,0,2.314638787179382
2736,2014.0,Pb,Simulated,0,2.3665851760823933
2737,2015.0,Pb,Simulated,0,2.330997075678583
2738,2016.0,Pb,Simulated,0,2.303194553640298
2739,2017.0,Pb,Simulated,0,2.2971686529540287
2740,2018.0,Pb,Simulated,0,2.3231587960011866
2741,2019.0,Pb,Simulated,0,2.2793508435230305
2742,2001.0,Pb,Simulated,1,3.379655550844627
2743,2002.0,Pb,Simulated,1,3.607093322609327
2744,2003.0,Pb,Simulated,1,3.412178224630176
2745,2004.0,Pb,Simulated,1,3.6380224118079
2746,2005.0,Pb,Simulated,1,3.684872426781124
2747,2006.0,Pb,Simulated,1,3.669481915069986
2748,2007.0,Pb,Simulated,1,3.67177374442916
2749,2008.0,Pb,Simulated,1,3.573065692050427
2750,2009.0,Pb,Simulated,1,3.5391876011505303
2751,2010.0,Pb,Simulated,1,3.5152459297744465
2752,2011.0,Pb,Simulated,1,3.3971420161714017
2753,2012.0,Pb,Simulated,1,3.41458094131344
2754,2013.0,Pb,Simulated,1,3.3242790148444783
2755,2014.0,Pb,Simulated,1,3.2999318482626165
2756,2015.0,Pb,Simulated,1,3.271870660190692
2757,2016.0,Pb,Simulated,1,3.2357613816658013
2758,2017.0,Pb,Simulated,1,3.184436507608461
2759,2018.0,Pb,Simulated,1,3.1478445418157377
2760,2019.0,Pb,Simulated,1,3.103942411102232
2761,2001.0,Pb,Simulated,2,2.6802390053071496
2762,2002.0,Pb,Simulated,2,2.9273116192484623
2763,2003.0,Pb,Simulated,2,2.798162402450316
2764,2004.0,Pb,Simulated,2,2.887558177863929
2765,2005.0,Pb,Simulated,2,2.66098883382108
2766,2006.0,Pb,Simulated,2,2.813416984787302
2767,2007.0,Pb,Simulated,2,2.687323876005649
2768,2008.0,Pb,Simulated,2,2.7728065713919623
2769,2009.0,Pb,Simulated,2,2.515889634673616
2770,2010.0,Pb,Simulated,2,2.643564529543231
2771,2011.0,Pb,Simulated,2,2.5953628475800885
2772,2012.0,Pb,Simulated,2,2.5505693898481367
2773,2013.0,Pb,Simulated,2,2.5216582334301494
2774,2014.0,Pb,Simulated,2,2.4665320337548597
2775,2015.0,Pb,Simulated,2,2.4521372027380446
2776,2016.0,Pb,Simulated,2,2.420193042351104
2777,2017.0,Pb,Simulated,2,2.399331428639456
2778,2018.0,Pb,Simulated,2,2.350078223539782
2779,2019.0,Pb,Simulated,2,2.3515128792138014
2780,2001.0,Pb,Simulated,3,3.019126502193504
2781,2002.0,Pb,Simulated,3,2.860523304743236
2782,2003.0,Pb,Simulated,3,2.8832353422500945
2783,2004.0,Pb,Simulated,3,2.807903077244242
2784,2005.0,Pb,Simulated,3,2.790484898046546
2785,2006.0,Pb,Simulated,3,2.778910789286161
2786,2007.0,Pb,Simulated,3,2.797535077237141
2787,2008.0,Pb,Simulated,3,2.7786098586595087
2788,2009.0,Pb,Simulated,3,2.769605471459142
2789,2010.0,Pb,Simulated,3,2.847825004813004
2790,2011.0,Pb,Simulated,3,2.792434893942414
2791,2012.0,Pb,Simulated,3,2.9410676765681574
2792,2013.0,Pb,Simulated,3,3.087165938751239
2793,2014.0,Pb,Simulated,3,3.273871010736901
2794,2015.0,Pb,Simulated,3,3.0933434120987178
2795,2016.0,Pb,Simulated,3,3.1939350573076988
2796,2017.0,Pb,Simulated,3,3.3148444270592154
2797,2018.0,Pb,Simulated,3,3.350173740930812
2798,2019.0,Pb,Simulated,3,3.5059838175834317
2799,2001.0,Pb,Simulated,4,2.5019723105560057
2800,2002.0,Pb,Simulated,4,2.6652528886364872
2801,2003.0,Pb,Simulated,4,2.817811192405235
2802,2004.0,Pb,Simulated,4,2.731238325982535
2803,2005.0,Pb,Simulated,4,2.661534427049054
2804,2006.0,Pb,Simulated,4,2.6336222770496347
2805,2007.0,Pb,Simulated,4,2.6546124216456013
2806,2008.0,Pb,Simulated,4,2.496043168466425
2807,2009.0,Pb,Simulated,4,2.530713252713192
2808,2010.0,Pb,Simulated,4,2.4059261542927626
2809,2011.0,Pb,Simulated,4,2.518601692070834
2810,2012.0,Pb,Simulated,4,2.425917373054721
2811,2013.0,Pb,Simulated,4,2.5412999372831298
2812,2014.0,Pb,Simulated,4,2.41832825943809
2813,2015.0,Pb,Simulated,4,2.550653437692203
2814,2016.0,Pb,Simulated,4,2.6042904454327207
2815,2017.0,Pb,Simulated,4,2.6496794483128023
2816,2018.0,Pb,Simulated,4,2.7085532802517607
2817,2019.0,Pb,Simulated,4,2.8192607064170363
2818,2001.0,Pb,Simulated,5,2.6989347376564434
2819,2002.0,Pb,Simulated,5,2.7445232092884715
2820,2003.0,Pb,Simulated,5,2.692205193364934
2821,2004.0,Pb,Simulated,5,2.6545960003208062
2822,2005.0,Pb,Simulated,5,2.549787008785248
2823,2006.0,Pb,Simulated,5,2.447711798172528
2824,2007.0,Pb,Simulated,5,2.5304982240480185
2825,2008.0,Pb,Simulated,5,2.6504972464386336
2826,2009.0,Pb,Simulated,5,2.599372918509468
2827,2010.0,Pb,Simulated,5,2.6373258266699637
2828,2011.0,Pb,Simulated,5,2.616760566175595
2829,2012.0,Pb,Simulated,5,2.576205325344077
2830,2013.0,Pb,Simulated,5,2.632639113510853
2831,2014.0,Pb,Simulated,5,2.6314596150231906
2832,2015.0,Pb,Simulated,5,2.6348736306512244
2833,2016.0,Pb,Simulated,5,2.68511350175321
2834,2017.0,Pb,Simulated,5,2.6999275397171165
2835,2018.0,Pb,Simulated,5,2.707735107349299
2836,2019.0,Pb,Simulated,5,2.740439532595558
2837,2001.0,Pb,Simulated,6,5.003565060168547
2838,2002.0,Pb,Simulated,6,5.400924990814684
2839,2003.0,Pb,Simulated,6,7.936535075307155
2840,2004.0,Pb,Simulated,6,5.4907369334871845
2841,2005.0,Pb,Simulated,6,5.563101791102156
2842,2006.0,Pb,Simulated,6,5.091998506523154
2843,2007.0,Pb,Simulated,6,4.45000346930966
2844,2008.0,Pb,Simulated,6,4.026246640873695
2845,2009.0,Pb,Simulated,6,3.834014973248251
2846,2010.0,Pb,Simulated,6,3.578454555868095
2847,2011.0,Pb,Simulated,6,3.766440669536298
2848,2012.0,Pb,Simulated,6,3.337127704471627
2849,2013.0,Pb,Simulated,6,3.5599543753201783
2850,2014.0,Pb,Simulated,6,3.5268606584780207
2851,2015.0,Pb,Simulated,6,3.729868667462797
2852,2016.0,Pb,Simulated,6,3.4414092968797085
2853,2017.0,Pb,Simulated,6,3.930570156366348
2854,2018.0,Pb,Simulated,6,4.138390152280156
2855,2019.0,Pb,Simulated,6,4.4642336348063125
2856,2001.0,Pb,Simulated,7,2.8946569255723777
2857,2002.0,Pb,Simulated,7,3.1197451727109984
2858,2003.0,Pb,Simulated,7,3.241744829137094
2859,2004.0,Pb,Simulated,7,2.9859944497035538
2860,2005.0,Pb,Simulated,7,3.200972726656829
2861,2006.0,Pb,Simulated,7,2.9565241104270883
2862,2007.0,Pb,Simulated,7,2.9335918166678487
2863,2008.0,Pb,Simulated,7,3.010820475267038
2864,2009.0,Pb,Simulated,7,3.136696749514573
2865,2010.0,Pb,Simulated,7,2.904870752742985
2866,2011.0,Pb,Simulated,7,3.0613679718647138
2867,2012.0,Pb,Simulated,7,3.1652259642466265
2868,2013.0,Pb,Simulated,7,2.966032826215528
2869,2014.0,Pb,Simulated,7,3.0862745946945576
2870,2015.0,Pb,Simulated,7,3.204176819696152
2871,2016.0,Pb,Simulated,7,3.1930201659170243
2872,2017.0,Pb,Simulated,7,3.2775531137185285
2873,2018.0,Pb,Simulated,7,3.425804296511304
2874,2019.0,Pb,Simulated,7,3.5046437541978106
2875,2001.0,Pb,Simulated,8,2.911959648515211
2876,2002.0,Pb,Simulated,8,2.867393291744012
2877,2003.0,Pb,Simulated,8,2.8160996338274424
2878,2004.0,Pb,Simulated,8,2.7652560869770286
2879,2005.0,Pb,Simulated,8,2.714221609237416
2880,2006.0,Pb,Simulated,8,2.7200201715414463
2881,2007.0,Pb,Simulated,8,2.6682955476505046
2882,2008.0,Pb,Simulated,8,2.674455342213985
2883,2009.0,Pb,Simulated,8,2.6271679660308047
2884,2010.0,Pb,Simulated,8,2.6503492495553083
2885,2011.0,Pb,Simulated,8,2.577090190544878
2886,2012.0,Pb,Simulated,8,2.4708656721489994
2887,2013.0,Pb,Simulated,8,2.4301101938137184
2888,2014.0,Pb,Simulated,8,2.3227525636994204
2889,2015.0,Pb,Simulated,8,2.295740431720864
2890,2016.0,Pb,Simulated,8,2.26282077273386
2891,2017.0,Pb,Simulated,8,2.233752103339183
2892,2018.0,Pb,Simulated,8,2.227960555144071
2893,2019.0,Pb,Simulated,8,2.2517549501463825
2894,2001.0,Pb,Simulated,9,3.885109625024501
2895,2002.0,Pb,Simulated,9,3.988297953920159
2896,2003.0,Pb,Simulated,9,4.347260809373726
2897,2004.0,Pb,Simulated,9,3.815422476154611
2898,2005.0,Pb,Simulated,9,3.830046513169024
2899,2006.0,Pb,Simulated,9,3.93723310032746
2900,2007.0,Pb,Simulated,9,3.8481461135088617
2901,2008.0,Pb,Simulated,9,3.575991292003099
2902,2009.0,Pb,Simulated,9,3.542963127977189
2903,2010.0,Pb,Simulated,9,3.869035087787792
2904,2011.0,Pb,Simulated,9,3.6469569539944673
2905,2012.0,Pb,Simulated,9,3.652595511839941
2906,2013.0,Pb,Simulated,9,3.711233511746401
2907,2014.0,Pb,Simulated,9,3.2620455211932105
2908,2015.0,Pb,Simulated,9,3.4472343963656296
2909,2016.0,Pb,Simulated,9,3.287528992253693
2910,2017.0,Pb,Simulated,9,3.4209984416937247
2911,2018.0,Pb,Simulated,9,3.6443185522338166
2912,2019.0,Pb,Simulated,9,3.4232741921618417
2913,2001.0,Pb,Simulated,10,2.7302730249142035
2914,2002.0,Pb,Simulated,10,2.767295095558252
2915,2003.0,Pb,Simulated,10,2.9065784706991136
2916,2004.0,Pb,Simulated,10,2.712541960961938
2917,2005.0,Pb,Simulated,10,2.68209001382565
2918,2006.0,Pb,Simulated,10,2.6895707760136776
2919,2007.0,Pb,Simulated,10,2.719839370496348
2920,2008.0,Pb,Simulated,10,2.945563081142869
2921,2009.0,Pb,Simulated,10,2.829664574583666
2922,2010.0,Pb,Simulated,10,2.906966362198484
2923,2011.0,Pb,Simulated,10,2.9166030883067537
2924,2012.0,Pb,Simulated,10,2.760710233322404
2925,2013.0,Pb,Simulated,10,2.8126405333444904
2926,2014.0,Pb,Simulated,10,2.567762301005468
2927,2015.0,Pb,Simulated,10,2.6624341254480477
2928,2016.0,Pb,Simulated,10,2.57330197266158
2929,2017.0,Pb,Simulated,10,2.60517067548404
2930,2018.0,Pb,Simulated,10,2.5584879067438058
2931,2019.0,Pb,Simulated,10,2.568780285251916
2932,2001.0,Pb,Simulated,11,3.5127151913662527
2933,2002.0,Pb,Simulated,11,3.8000869821582346
2934,2003.0,Pb,Simulated,11,3.5286173368329954
2935,2004.0,Pb,Simulated,11,3.4366118024416004
2936,2005.0,Pb,Simulated,11,3.216177268594912
2937,2006.0,Pb,Simulated,11,3.2146762440567502
2938,2007.0,Pb,Simulated,11,3.369984517745829
2939,2008.0,Pb,Simulated,11,3.0937701512358218
2940,2009.0,Pb,Simulated,11,3.094447635993032
2941,2010.0,Pb,Simulated,11,3.078657697619121
2942,2011.0,Pb,Simulated,11,3.033781698513626
2943,2012.0,Pb,Simulated,11,2.816585314990992
2944,2013.0,Pb,Simulated,11,2.8681030187893786
2945,2014.0,Pb,Simulated,11,2.627815359806431
2946,2015.0,Pb,Simulated,11,2.5877265011315638
2947,2016.0,Pb,Simulated,11,2.4354161629055566
2948,2017.0,Pb,Simulated,11,2.278407743795548
2949,2018.0,Pb,Simulated,11,2.278184759531838
2950,2019.0,Pb,Simulated,11,2.157920159595096
2951,2001.0,Pb,Simulated,12,3.161086327240989
2952,2002.0,Pb,Simulated,12,3.50368306712253
2953,2003.0,Pb,Simulated,12,3.29589224135392
2954,2004.0,Pb,Simulated,12,3.5478211787411675
2955,2005.0,Pb,Simulated,12,3.645832770091026
2956,2006.0,Pb,Simulated,12,3.4187000544063504
2957,2007.0,Pb,Simulated,12,3.419627789906629
2958,2008.0,Pb,Simulated,12,3.515746168725198
2959,2009.0,Pb,Simulated,12,3.071082948837698
2960,2010.0,Pb,Simulated,12,3.1603264497893493
2961,2011.0,Pb,Simulated,12,2.88458465541686
2962,2012.0,Pb,Simulated,12,2.764361227203231
2963,2013.0,Pb,Simulated,12,2.7512865658090333
2964,2014.0,Pb,Simulated,12,2.662383708849932
2965,2015.0,Pb,Simulated,12,2.5981481921015104
2966,2016.0,Pb,Simulated,12,2.488466368013663
2967,2017.0,Pb,Simulated,12,2.499737060622169
2968,2018.0,Pb,Simulated,12,2.4530899256958096
2969,2019.0,Pb,Simulated,12,2.411449306802332
2970,2001.0,Pb,Simulated,13,2.9866961143715884
2971,2002.0,Pb,Simulated,13,2.9232153121105915
2972,2003.0,Pb,Simulated,13,2.8309435216580576
2973,2004.0,Pb,Simulated,13,2.8231222270892644
2974,2005.0,Pb,Simulated,13,2.791815110369026
2975,2006.0,Pb,Simulated,13,2.589507049671482
2976,2007.0,Pb,Simulated,13,2.667886938190975
2977,2008.0,Pb,Simulated,13,2.555817929945788
2978,2009.0,Pb,Simulated,13,2.496582756840928
2979,2010.0,Pb,Simulated,13,2.521659550399819
2980,2011.0,Pb,Simulated,13,2.557423003733418
2981,2012.0,Pb,Simulated,13,2.471975273293191
2982,2013.0,Pb,Simulated,13,2.6247894803935807
2983,2014.0,Pb,Simulated,13,2.5077044002305797
2984,2015.0,Pb,Simulated,13,2.5322474674538653
2985,2016.0,Pb,Simulated,13,2.633595533381229
2986,2017.0,Pb,Simulated,13,2.6576185607113505
2987,2018.0,Pb,Simulated,13,2.75930555016992
2988,2019.0,Pb,Simulated,13,2.971091157288405
2989,2001.0,Pb,Simulated,14,2.491946299804762
2990,2002.0,Pb,Simulated,14,2.5400624827838487
2991,2003.0,Pb,Simulated,14,2.5965017464360347
2992,2004.0,Pb,Simulated,14,2.4891672624375545
2993,2005.0,Pb,Simulated,14,2.529665518904596
2994,2006.0,Pb,Simulated,14,2.588585731027633
2995,2007.0,Pb,Simulated,14,2.6086656634018905
2996,2008.0,Pb,Simulated,14,2.6875071931476717
2997,2009.0,Pb,Simulated,14,2.6431711419272923
2998,2010.0,Pb,Simulated,14,2.7202367415433963
2999,2011.0,Pb,Simulated,14,2.558387613516004
3000,2012.0,Pb,Simulated,14,2.584189921842332
3001,2013.0,Pb,Simulated,14,2.580422130351392
3002,2014.0,Pb,Simulated,14,2.500271150124563
