,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,1.0,0.8214285714285713,0.7857142857142857,0.75,0.7142857142857142,0.7142857142857142,0.75,0.6428571428571429,0.6551270438029348,,,,,,,,,,,,,,,,,,,
1,1.0,0.875,0.7083333333333334,0.8125000000000001,0.9791666666666666,1.0833333333333335,0.9583333333333334,0.75,0.8333333333333334,1.4791666666666667,1.3846604166666667,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.5208333333333334,0.5208333333333334,0.9375000000000001,0.875,0.8125000000000001,0.8125000000000001,0.8125000000000001
2,1.0,1.0546875,0.9791666666666666,1.0130208333333333,1.1197916666666665,1.0286458333333333,1.0416666666666667,1.171875,,,,,,,,,,,,,,,,,,,,
3,1.0,0.9710144927536233,0.9710144927536233,0.9420289855072465,0.9275362318840581,1.0144927536231885,1.0434782608695652,0.9855072463768118,0.9855072463768118,1.028985507246377,1.1304347826086958,,,,,,,,,,,,,,,,,
4,1.0,1.0,1.0,0.8974358974358974,0.8205128205128205,0.7435897435897435,0.7435897435897435,0.6666666666666666,0.7435897435897435,0.7435897435897435,0.7435897435897435,0.8205128205128205,0.7435897435897435,0.641025641025641,0.5641025641025641,0.5769230769230769,0.6153846153846153,0.7692307692307692,0.717948717948718,0.641025641025641,0.6923076923076923,0.5897435897435898,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.641025641025641,0.6666666666666666,0.6666666666666666
5,1.0,0.8820869458055645,0.9444863789199205,0.8869533677740638,0.8524206773219134,0.9460058229014519,0.954212220810921,0.848514936064318,0.7937547351336062,0.8903899719498038,0.8962618877235929,0.8962618877235929,0.9802864396976797,0.9802864396976797,0.9382741637106363,0.9382741637106363,0.9382741637106363,0.9382741637106363,0.8402455197408683,0.8402455197408683,0.7562209677667815,0.7086070549814656,0.5839706362199034,0.5797694086211991,0.6441882318013324,0.5402946741037732,0.5402946741037732,0.5402946741037732
6,1.0,0.916542473919523,0.9105812220566318,0.9031296572280179,0.9090909090909091,0.8420268256333828,0.8626825633383011,0.992548435171386,0.923994038748137,,,,,,,,,,,,,,,,,,,
7,1.0,0.8897009825289223,0.7978538181344477,0.7580102912514343,0.8361817152419748,0.8774907684368222,0.8225222584637276,0.8907894802767716,0.8380706158216719,0.7816415898831086,0.8957672593906418,1.1545303551834538,0.8814163748139909,0.7403325366882613,0.7782696267792993,0.711748510674543,0.6652174239805198,0.6137285995580875,0.5326499220891141,0.5621846613256375,0.546127753811621,0.7653304072910561,0.7878769659346552,0.7064588374994363,0.4997820499331119,0.6250407090642176,0.6262932956555287,0.6262932956555287
8,1.0,0.9545454545454545,1.272727272727273,0.9545454545454545,0.8636363636363636,0.8863636363636364,0.9772727272727273,0.9090909090909092,0.9545454545454545,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9318181818181818,0.9090909090909092,0.6363636363636365,0.7727272727272728,0.75,0.8181818181818181,0.7727272727272728,0.8181818181818181,0.8181818181818181,0.7954545454545454,0.8409090909090909,0.7954545454545454,0.7727272727272728,0.7727272727272728,0.7727272727272728
9,1.0,0.9003322259136214,1.0033222591362125,0.8704318936877077,0.7973421926910299,0.8637873754152825,0.7973421926910299,0.7973421926910299,0.7973421926910299,0.8305647840531561,0.7641196013289037,0.7308970099667774,0.7641196013289037,0.7641196013289037,0.7641196013289037,0.8305647840531561,0.8305647840531561,0.7973421926910299,0.7641196013289037,0.7221029900332225,0.6602857142857144,0.6157109634551495,0.5763920265780731,0.5604485049833887,0.5610863787375415,,,
