,Commodity,Year,Construction,Electrical,Jewelry,Other,Bar and coin,Industrial,Transport
0,Ag,2001.0,955.7640760915353,0.0016430809169398482,1019.6587430769597,101.6651727827374,952.6976405242948,,
1,Ag,2002.0,914.0369623058706,0.0015709529540847153,974.8977655835719,97.20227522819027,910.8761291800155,,
2,Ag,2003.0,952.6089704360155,0.0016436549796227842,1015.877451132847,101.28340882824591,949.063989139905,,
3,Ag,2004.0,980.0834587446279,0.001705995204427851,1045.1130353568385,104.1886102705149,976.1203491514693,,
4,Ag,2005.0,1038.067488645385,0.0018020199857800695,1106.9985398118456,110.3404748041956,1033.505030725105,,
5,Ag,2006.0,1088.7030041711832,0.001846744950777628,1161.2434463511852,115.71466529569848,1083.4660332608414,,
6,Ag,2007.0,1148.2591240707939,0.001890181735194125,1225.2792690651015,122.04009916261195,1142.1287905699087,,
7,Ag,2008.0,1199.536061124264,0.0019101154885652098,1280.8763363229923,127.48973263519423,1192.3152230189419,,
8,Ag,2009.0,1245.179363250968,0.0019102671098908531,1331.0121580055663,132.34382288279593,1236.6291845330122,,
9,Ag,2010.0,1289.0467659496758,0.0019145094397867081,1379.9841968539079,137.00548398669827,1278.8173316708721,,
10,Ag,2011.0,1321.9580224125793,0.0019216509105483926,1418.1501119858224,140.4778521465415,1309.7070042792645,,
11,Ag,2012.0,1361.015147104493,0.001956214433512,1464.01704496469,144.53167707788953,1346.1480278816075,,
12,Ag,2013.0,1400.3788512445008,0.0020008125348991586,1511.611921135895,148.46881923823213,1382.2350644505132,,
13,Ag,2014.0,1437.6810236328836,0.0020483543933338105,1558.6832735339076,151.92200692973876,1415.4432900492445,,
14,Ag,2015.0,1471.4186928155118,0.002100205955178318,1603.956523692422,154.58653275676505,1444.144576806031,,
15,Ag,2016.0,1506.5865731629885,0.0021535727636629847,1653.2759089416531,156.84690353206759,1473.0652557161598,,
16,Ag,2017.0,1536.0274996278144,0.0021726455629092266,1699.2338478525437,157.84740769194565,1495.000689165213,,
17,Ag,2018.0,1563.8506282706905,0.0021673269615347917,1746.7936203436168,157.9913014457753,1513.7753360035638,,
18,Ag,2019.0,1591.4573129702023,0.002163078907873686,1798.0613931270702,157.4867037686017,1530.53322257042,,
19,Al,2001.0,1.190489695962804,1.6087803938855125,,2.510297121718005,,1.834719814165233,4.5854565104347556
20,Al,2002.0,1.2269529181122896,1.6578564154140512,,2.5868740094378517,,1.8906881423727542,4.725336361829991
21,Al,2003.0,1.2693348238422262,1.71499708052755,,2.675982453115482,,1.9558370301277936,4.888562858474124
22,Al,2004.0,1.379221610938168,1.8515642144528481,,2.9074524918102522,,2.096787318999801,5.26017759915185
23,Al,2005.0,1.3978660660999744,1.8775278903121946,,2.9465755334590886,,2.127857556661761,5.338469336478432
24,Al,2006.0,1.4791610267649598,1.9820939947967586,,3.117704350394992,,2.2414624214087895,5.635144883318057
25,Al,2007.0,1.5350384429877306,2.0562067012478225,,3.2351574168242547,,2.3212245936797546,5.847159155094828
26,Al,2008.0,1.6027455077977515,2.1447012377247727,,3.377492810985252,,2.410348251720604,6.089393095293824
27,Al,2009.0,1.6811466532322576,2.241999415587131,,3.5424755077234025,,2.516781669427967,6.373883240737779
28,Al,2010.0,1.7262217216884932,2.302512084532965,,3.6375128772610905,,2.585568686491675,6.570376212802874
29,Al,2011.0,1.7654408578365988,2.356607236644626,,3.720715627973452,,2.649001965503624,6.759508284569254
30,Al,2012.0,1.8674016309757642,2.493687893146353,,3.9370574911685767,,2.803889180604199,7.1962381920584235
31,Al,2013.0,1.9315994991477772,2.5778898148730605,,4.075719748894887,,2.903913242102411,7.507984357065302
32,Al,2014.0,2.0237509788702353,2.69718688262143,,4.277560731056566,,3.045066881287606,7.944310699462452
33,Al,2015.0,2.0981019474353375,2.793573891367938,,4.451106053182428,,3.1627250166025966,8.339335195336783
34,Al,2016.0,2.187998899389202,2.9144920807445223,,4.666795551131682,,3.3076683037730543,8.832902941460524
35,Al,2017.0,2.2654236110003425,3.0222688184424618,,4.861500927549995,,3.4367112985297763,9.306560328704924
36,Al,2018.0,2.38242078904656,3.176726537317799,,5.158621573452659,,3.622325166181606,9.950763028751359
37,Al,2019.0,2.466193456730019,3.2939796088966324,,5.39419669167856,,3.770459726568779,10.503116828112056
38,Au,2001.0,0.0011130137689313788,26.875003372849903,331.6962646754504,38.6806246904806,465.9604438115845,,
39,Au,2002.0,0.0011745350979472176,28.350967164608104,349.9128829118578,40.804948200088525,491.5507999839524,,
40,Au,2003.0,0.0012387506794168963,29.704640186378853,368.9524919335321,43.02502975904657,518.2569176288175,,
41,Au,2004.0,0.0012602882107988903,29.550384754949008,375.31359293554453,43.76478092392745,527.0831860315661,,
42,Au,2005.0,0.0012914828850328949,29.368663377564122,384.58906086473047,44.8415107565799,539.935264104423,,
43,Au,2006.0,0.001327011778214284,29.543196195156288,395.2142603452987,46.06963638400622,554.5659795170354,,
44,Au,2007.0,0.0013588366284992535,29.92545996036493,404.81574215614756,47.168143949788146,567.5892659799994,,
45,Au,2008.0,0.0013867458808610516,30.229542835645564,413.3607364067529,48.12591780593233,578.893325637857,,
46,Au,2009.0,0.0014145933888247545,30.384706098793533,422.03835955216323,49.06849427484494,590.0740141607386,,
47,Au,2010.0,0.0014497296890451593,30.606095322865727,433.0963429080237,50.23472459432586,604.1593227130614,,
