,,,Head Grade (%)
48,Copper,42,1.083078
48,Copper,33,0.946269
48,Copper,30,0.927794
48,Copper,20,0.960247
48,Copper,26,0.960247
48,Copper,27,0.960247
48,Copper,47,0.960247
48,Copper,11,0.960247
48,Copper,8,0.960247
48,Copper,36,0.960247
48,Copper,49,0.960247
48,Copper,9,0.960247
48,Copper,0,0.960247
48,Copper,34,0.960247
48,Copper,43,0.960247
649,Zinc,44,7.51
649,Zinc,25,7.82
649,Zinc,38,8.19
649,Zinc,17,8.51
649,Zinc,37,8.54
649,Zinc,39,8.18
649,Zinc,16,8.23
649,Zinc,46,7.89
649,Zinc,10,7.89
649,Zinc,21,7.38
649,Zinc,35,7.31
649,Zinc,1,7.06
649,Zinc,19,6.16
649,Zinc,40,6.145854
649,Zinc,5,6.18
649,Zinc,45,6.15
649,Zinc,48,5.41
649,Zinc,4,4.52
649,Zinc,29,4.58
649,Zinc,6,4.06
649,Zinc,28,3.3
649,Zinc,13,3.58
649,Zinc,3,3.23
649,Zinc,14,2.076356
649,Zinc,42,1.381921
649,Zinc,33,0.411297
649,Zinc,30,1.041999
649,Zinc,20,1.179533
399,Gold,4,0.00022970060000000001
399,Gold,29,0.0001285368
399,Gold,6,0.000116
399,Gold,28,0.00010800000000000001
399,Gold,13,0.00011000000000000002
399,Gold,3,9.77185e-05
399,Gold,14,0.0001051626
399,Gold,42,0.0001253256
399,Gold,33,0.0001159331
399,Gold,30,0.00013097410000000002
399,Gold,20,0.00014419120000000002
399,Gold,26,0.00013000000000000002
399,Gold,27,0.00013000000000000002
347,Nickel,25,1.9
347,Nickel,38,1.9
347,Nickel,17,1.9
347,Nickel,37,1.9
347,Nickel,39,1.9
347,Nickel,16,1.8
347,Nickel,46,1.75
347,Nickel,10,1.75
347,Nickel,21,1.8
347,Nickel,35,1.7
347,Nickel,1,1.77
347,Nickel,19,1.91
347,Nickel,40,1.85
347,Nickel,5,1.84
347,Nickel,45,1.9
347,Nickel,48,1.9
347,Nickel,4,2.1
347,Nickel,29,2.02
347,Nickel,6,2.0
347,Nickel,28,1.95
347,Nickel,13,2.02
347,Nickel,3,2.0
347,Nickel,14,1.99
347,Nickel,42,1.99
347,Nickel,33,1.93
347,Nickel,30,1.89
347,Nickel,20,1.9
347,Nickel,26,1.9
347,Nickel,27,1.89
347,Nickel,47,1.81
347,Nickel,11,1.85
347,Nickel,8,1.85
347,Nickel,36,1.85
347,Nickel,49,1.85
347,Nickel,9,1.85
347,Nickel,0,1.85
347,Nickel,34,1.8
347,Nickel,43,1.8
347,Nickel,32,1.75
347,Nickel,12,1.75
347,Nickel,31,1.7
347,Nickel,23,1.7
347,Nickel,2,1.65
347,Nickel,41,1.65
347,Nickel,15,1.6
347,Nickel,22,1.6
347,Nickel,24,1.6
347,Nickel,18,1.6
347,Nickel,7,1.6
1004,Platinum,46,0.00020112000000000003
1004,Platinum,10,0.00019232100000000002
1004,Platinum,21,0.000181427
1004,Platinum,35,0.000183522
1004,Platinum,1,0.00014790700000000002
1004,Platinum,19,0.000167181
1004,Platinum,40,0.000172628
1004,Platinum,5,0.00016885699999999999
1004,Platinum,45,0.00016341
1004,Platinum,48,0.000146231
1004,Platinum,4,0.000116482
1004,Platinum,29,0.00011354900000000002
1004,Platinum,6,0.00010894
1004,Platinum,28,0.000121929
1004,Platinum,13,0.000117739
1004,Platinum,3,0.00012151000000000001
1004,Platinum,14,0.00012695700000000002
1004,Platinum,42,0.000129471
1004,Platinum,33,0.00012653800000000001
1004,Platinum,30,0.000129471
1004,Platinum,20,0.00013408000000000002
1004,Platinum,26,0.000143298
1004,Platinum,27,0.00013408000000000002
1004,Platinum,47,0.00013408000000000002
1004,Platinum,11,0.00013408000000000002
1004,Platinum,8,0.00013408000000000002
1004,Platinum,36,0.000131985
1004,Platinum,49,0.000131985
1004,Platinum,9,0.000131985
1004,Platinum,0,0.000131985
1004,Platinum,34,0.000131985
1004,Platinum,43,0.00012989
1004,Platinum,32,0.00012989
1004,Platinum,12,0.00012989
1004,Platinum,31,0.00012989
1004,Platinum,23,0.00012989
1004,Platinum,2,0.0001257
1004,Platinum,41,0.0001257
1004,Platinum,15,0.0001257
1004,Platinum,22,0.0001257
1004,Platinum,24,0.0001257
1004,Platinum,18,0.0001257
1004,Platinum,7,0.0001257
838,Nickel,16,2.25
838,Nickel,46,2.25
838,Nickel,10,2.25
838,Nickel,21,2.25
838,Nickel,35,2.2
838,Nickel,1,2.0
838,Nickel,19,1.8
838,Nickel,40,1.65
838,Nickel,5,1.27
838,Nickel,45,1.1
838,Nickel,48,1.1
838,Nickel,4,1.1
838,Nickel,29,1.1
838,Nickel,6,1.1
838,Nickel,28,1.1
838,Nickel,13,1.1
838,Nickel,3,1.1
679,Zinc,45,4.08
679,Zinc,48,4.08
679,Zinc,4,4.08
679,Zinc,29,4.14
679,Zinc,6,3.81
679,Zinc,28,3.43
679,Zinc,13,3.35
679,Zinc,3,3.47
679,Zinc,14,3.48
679,Zinc,42,3.52
679,Zinc,33,3.41
679,Zinc,30,3.18
679,Zinc,20,3.31
679,Zinc,26,3.24
679,Zinc,27,3.18
679,Zinc,47,3.1
679,Zinc,11,3.06
679,Zinc,8,3.04
679,Zinc,36,3.03
679,Zinc,49,3.02
679,Zinc,9,3.0
679,Zinc,0,3.0
679,Zinc,34,3.0
679,Zinc,43,3.0
679,Zinc,32,3.0
679,Zinc,12,3.0
679,Zinc,31,3.0
679,Zinc,23,3.0
679,Zinc,2,3.0
679,Zinc,41,3.0
679,Zinc,15,3.0
679,Zinc,22,3.0
2,Zinc,44,9.36
2,Zinc,25,10.11
2,Zinc,38,11.15
2,Zinc,17,10.8
2,Zinc,37,10.8
2,Zinc,39,9.781172
2,Zinc,16,10.399572
2,Zinc,46,10.752154
2,Zinc,10,9.49709
2,Zinc,21,10.906568
2,Zinc,35,8.35
2,Zinc,1,7.17
2,Zinc,19,9.33
2,Zinc,40,9.1
2,Zinc,5,9.4
2,Zinc,45,10.3
2,Zinc,48,8.3
2,Zinc,4,7.9
2,Zinc,29,7.5
2,Zinc,6,8.04
2,Zinc,28,7.386655
2,Zinc,13,7.945582
2,Zinc,3,6.853403
2,Zinc,14,7.07846
2,Zinc,42,7.336771
2,Zinc,33,7.286841
2,Zinc,30,6.891574
2,Zinc,20,6.557813
2,Zinc,26,6.6
2,Zinc,27,7.0
2,Zinc,47,6.5
2,Zinc,11,6.0
2,Zinc,8,6.0
2,Zinc,36,6.0
2,Zinc,49,5.5
2,Zinc,9,5.0
923,Copper,39,0.4
923,Copper,16,0.4
923,Copper,46,0.4
923,Copper,10,0.4
923,Copper,21,0.4
923,Copper,35,0.4
923,Copper,1,0.4
923,Copper,19,0.4
923,Copper,40,0.4
923,Copper,5,0.4
923,Copper,45,0.38
923,Copper,48,0.4
923,Copper,4,0.4
923,Copper,29,0.4
923,Copper,6,0.4
923,Copper,28,0.4
923,Copper,13,0.4
923,Copper,3,0.4
923,Copper,14,0.4
923,Copper,42,0.4
923,Copper,33,0.404988
923,Copper,30,0.404997
923,Copper,20,0.414357
923,Copper,26,0.404997
923,Copper,27,0.404997
923,Copper,47,0.404997
923,Copper,11,0.404997
923,Copper,8,0.404997
923,Copper,36,0.404997
923,Copper,49,0.404997
923,Copper,9,0.404997
923,Copper,0,0.404997
923,Copper,34,0.404997
923,Copper,43,0.404997
923,Copper,32,0.404997
923,Copper,12,0.404997
923,Copper,31,0.404997
923,Copper,23,0.404997
923,Copper,2,0.404997
923,Copper,41,0.404997
923,Copper,15,0.404997
923,Copper,22,0.404997
923,Copper,24,0.404997
923,Copper,18,0.404997
923,Copper,7,0.404997
565,Zinc,46,15.973834
565,Zinc,10,15.794413
565,Zinc,21,14.58
565,Zinc,35,14.97
565,Zinc,1,15.14
565,Zinc,19,15.04
565,Zinc,40,15.1
565,Zinc,5,14.43
565,Zinc,45,15.67
565,Zinc,48,15.33
565,Zinc,4,14.61
565,Zinc,29,15.12
565,Zinc,6,15.37
565,Zinc,28,13.03
565,Zinc,13,10.61
565,Zinc,3,10.5
565,Zinc,14,10.68
565,Zinc,42,11.32
565,Zinc,33,11.35
565,Zinc,30,12.3
565,Zinc,20,12.13
565,Zinc,26,11.86
565,Zinc,27,11.130708
565,Zinc,47,10.15
565,Zinc,11,10.41
565,Zinc,8,9.9
565,Zinc,36,10.29
565,Zinc,49,9.71
565,Zinc,9,9.39
565,Zinc,0,10.96
565,Zinc,34,10.96
565,Zinc,43,10.96
152,Copper,37,0.93
152,Copper,39,1.04
152,Copper,16,1.3
152,Copper,46,1.6
152,Copper,10,1.3
152,Copper,21,1.2
152,Copper,35,1.2
152,Copper,1,1.0
152,Copper,19,1.1
152,Copper,40,1.0
152,Copper,5,0.9
152,Copper,45,0.92
152,Copper,48,0.62
152,Copper,4,0.57
152,Copper,29,0.55
152,Copper,6,0.58
152,Copper,28,0.52
152,Copper,13,0.53
152,Copper,3,0.5
152,Copper,14,0.5
152,Copper,42,0.53
152,Copper,33,0.5
152,Copper,30,0.59
152,Copper,20,0.6
152,Copper,26,0.58
152,Copper,27,0.55
152,Copper,47,0.52
152,Copper,11,0.5
152,Copper,8,0.48
152,Copper,36,0.48
152,Copper,49,0.46
152,Copper,9,0.46
152,Copper,0,0.4
152,Copper,34,0.4
152,Copper,43,0.4
152,Copper,32,0.4
152,Copper,12,0.4
603,Copper,21,1.67
603,Copper,35,1.49
603,Copper,1,1.39
603,Copper,19,1.25
603,Copper,40,1.11
603,Copper,5,1.1
603,Copper,45,1.05
603,Copper,48,1.03
603,Copper,4,1.06
603,Copper,29,0.96
603,Copper,6,1.03
603,Copper,28,1.18
603,Copper,13,1.05
603,Copper,3,0.92
603,Copper,14,1.13
603,Copper,42,1.28
446,Gold,5,0.0006247815
446,Gold,45,0.0005476383
446,Gold,48,0.0005143299
446,Gold,4,0.0005485898
446,Gold,29,0.0006360754000000001
446,Gold,6,0.0006207249
446,Gold,28,0.0006864222
446,Gold,13,0.0006261343000000001
446,Gold,3,0.000746
446,Gold,14,0.000714
446,Gold,42,0.0006390871
446,Gold,33,0.0006406858
446,Gold,30,0.0006395055
446,Gold,20,0.0006644814000000001
446,Gold,26,0.000562
446,Gold,27,0.000554
446,Gold,47,0.000554
7,Gold,13,0.000147
7,Gold,3,0.0001178318
7,Gold,14,0.0001026546
7,Gold,42,0.0001028505
7,Gold,33,9.11143e-05
7,Gold,30,0.00010700000000000001
7,Gold,20,0.000117
7,Gold,26,9.8e-05
7,Gold,27,9.8e-05
7,Gold,47,9.8e-05
7,Gold,11,9.8e-05
7,Gold,8,9.8e-05
7,Gold,36,9.8e-05
33,Zinc,25,3.8
33,Zinc,38,3.8
33,Zinc,17,3.8
33,Zinc,37,3.8
33,Zinc,39,3.8
33,Zinc,16,3.83
33,Zinc,46,3.87
33,Zinc,10,4.39
33,Zinc,21,4.15
33,Zinc,35,4.15
480,Zinc,44,6.7
480,Zinc,25,7.1
480,Zinc,38,7.4
480,Zinc,17,7.4
480,Zinc,37,7.5
480,Zinc,39,7.9
480,Zinc,16,7.2
480,Zinc,46,6.0
480,Zinc,10,6.2
480,Zinc,21,6.6
480,Zinc,35,6.4
405,Gold,47,0.000987
405,Gold,11,0.0008210000000000001
405,Gold,8,0.000724
405,Gold,36,0.000714
405,Gold,49,0.000672
405,Gold,9,0.000476
252,Copper,33,0.684101
252,Copper,30,0.684
252,Copper,20,0.65
252,Copper,26,0.757515
252,Copper,27,0.757515
252,Copper,47,0.757515
252,Copper,11,0.757515
252,Copper,8,0.757515
252,Copper,36,0.757515
252,Copper,49,0.757515
252,Copper,9,0.757515
252,Copper,0,0.757515
252,Copper,34,0.757515
252,Copper,43,0.757515
252,Copper,32,0.757515
252,Copper,12,0.757515
252,Copper,31,0.757515
252,Copper,23,0.757515
252,Copper,2,0.757515
252,Copper,41,0.757515
252,Copper,15,0.757515
252,Copper,22,0.757515
252,Copper,24,0.757515
252,Copper,18,0.757515
252,Copper,7,0.757515
378,Gold,44,0.00026000000000000003
378,Gold,25,0.00026000000000000003
378,Gold,38,0.00026000000000000003
378,Gold,17,0.00026000000000000003
378,Gold,37,0.0001950268
378,Gold,39,0.0001959297
378,Gold,16,0.0001947285
378,Gold,46,0.0001951998
378,Gold,10,0.0001956408
378,Gold,21,0.0001940127
378,Gold,35,0.00019541370000000002
378,Gold,1,0.0001967517
378,Gold,19,0.00019476530000000003
378,Gold,40,0.0001959458
378,Gold,5,0.00019679860000000002
378,Gold,45,0.0001970215
378,Gold,48,0.00019724250000000001
378,Gold,4,0.0001951142
378,Gold,29,0.0001953223
378,Gold,6,0.00019603720000000002
378,Gold,28,0.0001970235
378,Gold,13,0.0001974845
378,Gold,3,0.0001990484
378,Gold,14,0.00019962190000000001
378,Gold,42,0.00019966880000000002
378,Gold,33,0.0002002814
378,Gold,30,0.0001998058
378,Gold,20,0.00019857460000000001
378,Gold,26,0.0001998058
378,Gold,27,0.0001998058
378,Gold,47,0.0001998058
378,Gold,11,0.0001998058
378,Gold,8,0.0001998058
378,Gold,36,0.0001998058
378,Gold,49,0.0001998058
378,Gold,9,0.00019173320000000002
378,Gold,0,0.00019173320000000002
378,Gold,34,0.00019173320000000002
378,Gold,43,0.00019173320000000002
378,Gold,32,0.00019173320000000002
378,Gold,12,0.00019173320000000002
378,Gold,31,0.00019173320000000002
1050,Gold,44,0.00066
1050,Gold,25,0.00066
1050,Gold,38,0.00066
1050,Gold,17,0.00066
1050,Gold,37,0.00066
1050,Gold,39,0.00066
1050,Gold,16,0.00066
1050,Gold,46,0.00066
1050,Gold,10,0.00066
1050,Gold,21,0.00066
1050,Gold,35,0.00066
1050,Gold,1,0.00066
1050,Gold,19,0.00066
1050,Gold,40,0.00066
1050,Gold,5,0.00066
1050,Gold,45,0.00066
1050,Gold,48,0.00045000000000000004
1050,Gold,4,0.00038
1050,Gold,29,0.00030000000000000003
1050,Gold,6,0.000265
1050,Gold,28,0.000262
1050,Gold,13,0.00024700000000000004
1050,Gold,3,0.00022700000000000002
1050,Gold,14,0.00023300000000000003
1050,Gold,42,0.00023300000000000003
1050,Gold,33,0.000236
1050,Gold,30,0.00023700000000000001
1050,Gold,20,0.00022463989999999998
1050,Gold,26,0.000265
1050,Gold,27,0.00039700000000000005
1050,Gold,47,0.000281
1050,Gold,11,0.00023700000000000001
1050,Gold,8,0.00029
1050,Gold,36,0.000349
1050,Gold,49,0.000317
1050,Gold,9,0.00040300000000000004
1050,Gold,0,0.00034700000000000003
1050,Gold,34,0.000286
363,Copper,37,0.73
363,Copper,39,0.679567
363,Copper,16,0.7
363,Copper,46,0.7
363,Copper,10,0.7
363,Copper,21,0.69
363,Copper,35,0.68
363,Copper,1,0.65
363,Copper,19,0.66
363,Copper,40,0.65
363,Copper,5,0.64
363,Copper,45,0.63
363,Copper,48,0.62
363,Copper,4,0.588
363,Copper,29,0.594
363,Copper,6,0.548
363,Copper,28,0.5465
363,Copper,13,0.545
363,Copper,3,0.5435
363,Copper,14,0.542
363,Copper,42,0.5405
363,Copper,33,0.539
363,Copper,30,0.5375
363,Copper,20,0.536
363,Copper,26,0.5345
363,Copper,27,0.533
363,Copper,47,0.5315
363,Copper,11,0.53
363,Copper,8,0.5285
363,Copper,36,0.527
363,Copper,49,0.5255
363,Copper,9,0.524
363,Copper,0,0.5225
363,Copper,34,0.521
363,Copper,43,0.5195
363,Copper,32,0.518
363,Copper,12,0.5165
363,Copper,31,0.515
363,Copper,23,0.5135
363,Copper,2,0.512
363,Copper,41,0.5105
363,Copper,15,0.509
363,Copper,22,0.5075
363,Copper,24,0.506
363,Copper,18,0.5045
363,Copper,7,0.503
1078,Platinum,46,0.00038745
1078,Platinum,10,0.00038115
1078,Platinum,21,0.0003671664
1078,Platinum,35,0.0003300979
1078,Platinum,1,0.0003310512
1078,Platinum,19,0.0003294276
1078,Platinum,40,0.00034047730000000005
1078,Platinum,5,0.0003392223
1078,Platinum,45,0.00032287490000000005
1078,Platinum,48,0.0003095064
1078,Platinum,4,0.00030220370000000004
1078,Platinum,29,0.0003075043
1078,Platinum,6,0.0003122331
1078,Platinum,28,0.00029373200000000005
1078,Platinum,13,0.0003066894
1078,Platinum,3,0.0002951989
1078,Platinum,14,0.0003017654
1078,Platinum,42,0.0002997753
1078,Platinum,33,0.000292503
1078,Platinum,30,0.000288755
1078,Platinum,20,0.00029703020000000006
1078,Platinum,26,0.000297693
1078,Platinum,27,0.000294686
1078,Platinum,47,0.00029167900000000004
1078,Platinum,11,0.00029167900000000004
1078,Platinum,8,0.000288672
1078,Platinum,36,0.000288672
1078,Platinum,49,0.00028566500000000005
1078,Platinum,9,0.00028566500000000005
1078,Platinum,0,0.000282658
1078,Platinum,34,0.000282658
1078,Platinum,43,0.000279651
1078,Platinum,32,0.000276644
1078,Platinum,12,0.000276644
1078,Platinum,31,0.00027063
1078,Platinum,23,0.00027063
1078,Platinum,2,0.00027063
1078,Platinum,41,0.00027063
1078,Platinum,15,0.00027063
1078,Platinum,22,0.00027063
1078,Platinum,24,0.00027063
1078,Platinum,18,0.00027063
1078,Platinum,7,0.00027063
631,Gold,28,0.00042348090000000004
631,Gold,13,0.0004298251
631,Gold,3,0.000444898
631,Gold,14,0.0004309598
631,Gold,42,0.0004054983
878,Copper,44,1.88
878,Copper,25,1.95
878,Copper,38,1.99
878,Copper,17,1.83
878,Copper,37,1.806
878,Copper,39,1.67
878,Copper,16,1.8339
878,Copper,46,1.827198
878,Copper,10,1.682729
878,Copper,21,1.62
878,Copper,35,1.585257
878,Copper,1,1.6
878,Copper,19,1.38
878,Copper,40,1.458126
878,Copper,5,1.432373
878,Copper,45,1.35
878,Copper,48,1.44
878,Copper,4,1.38
878,Copper,29,1.39
878,Copper,6,1.14
878,Copper,28,1.22
878,Copper,13,0.68
878,Copper,3,0.6
878,Copper,26,0.85
878,Copper,27,0.85
878,Copper,47,0.85
864,Platinum,46,0.0003532637
864,Platinum,10,0.0003517012
864,Platinum,21,0.0003302656
864,Platinum,35,0.00033383980000000006
864,Platinum,1,0.0002778235
864,Platinum,19,0.00025932369999999996
864,Platinum,40,0.0002640497
864,Platinum,5,0.0002641569
864,Platinum,45,0.0002622892
864,Platinum,48,0.0002562178
864,Platinum,4,0.0002843599
864,Platinum,29,0.0002932413
864,Platinum,6,0.0002728817
864,Platinum,28,0.00026260810000000004
864,Platinum,13,0.00025204890000000003
864,Platinum,3,0.0002559398
864,Platinum,14,0.0002497401
864,Platinum,42,0.0002153172
864,Platinum,33,0.00019873590000000002
864,Platinum,30,0.00020870890000000003
864,Platinum,20,0.0002031263
864,Platinum,26,0.00020870890000000003
864,Platinum,27,0.00020870890000000003
864,Platinum,47,0.00020870890000000003
864,Platinum,11,0.00020870890000000003
864,Platinum,8,0.00020870890000000003
864,Platinum,36,0.00020870890000000003
864,Platinum,49,0.00020870890000000003
864,Platinum,9,0.00020870890000000003
864,Platinum,0,0.00020870890000000003
864,Platinum,34,0.00020870890000000003
864,Platinum,43,0.00020870890000000003
864,Platinum,32,0.0002143497
864,Platinum,12,0.0002143497
864,Platinum,31,0.0002143497
864,Platinum,23,0.0002143497
864,Platinum,2,0.0002143497
864,Platinum,41,0.0002143497
864,Platinum,15,0.0002143497
864,Platinum,22,0.0002143497
864,Platinum,24,0.0002143497
864,Platinum,18,0.0002143497
864,Platinum,7,0.0002143497
946,Platinum,46,0.000304241
946,Platinum,10,0.0002831304
946,Platinum,21,0.00024825490000000003
946,Platinum,35,0.00023020100000000003
946,Platinum,1,0.00024100860000000004
946,Platinum,19,0.00024813740000000003
946,Platinum,40,0.0002389321
946,Platinum,5,0.0002468789
946,Platinum,45,0.00024148350000000003
946,Platinum,48,0.0002447912
946,Platinum,4,0.00023804620000000002
946,Platinum,29,0.00023594
946,Platinum,6,0.0002278739
946,Platinum,28,0.00021300279999999998
946,Platinum,13,0.0002328696
946,Platinum,3,0.00021954020000000002
946,Platinum,14,0.000223121
946,Platinum,42,0.0002250324
946,Platinum,33,0.0002225853
946,Platinum,30,0.00022029740000000002
14,Copper,16,0.72
14,Copper,46,0.71
14,Copper,10,0.69
14,Copper,21,0.68
14,Copper,35,0.65
14,Copper,1,0.6
14,Copper,19,0.6
14,Copper,40,0.63
14,Copper,5,0.62
14,Copper,45,0.68
14,Copper,48,0.694
14,Copper,4,0.694
14,Copper,29,0.68
14,Copper,6,0.66
14,Copper,28,0.72
14,Copper,13,0.69
14,Copper,3,0.7
14,Copper,14,0.7
14,Copper,42,0.68
14,Copper,33,0.586
14,Copper,30,0.55
14,Copper,20,0.554
14,Copper,26,0.5
14,Copper,27,0.5
14,Copper,47,0.5
14,Copper,11,0.5
14,Copper,8,0.5
14,Copper,36,0.5
14,Copper,49,0.5
332,Copper,44,1.17
332,Copper,25,1.26
332,Copper,38,1.3
332,Copper,17,1.3
332,Copper,37,1.39
332,Copper,39,1.37
332,Copper,16,1.32
332,Copper,46,1.34
332,Copper,10,1.3
332,Copper,21,1.3
332,Copper,35,1.2
332,Copper,1,1.05
332,Copper,19,1.1
332,Copper,40,1.09
332,Copper,5,1.13
332,Copper,45,1.06
332,Copper,48,1.04
332,Copper,4,1.07
332,Copper,29,1.05
332,Copper,6,0.913722
332,Copper,28,0.884084
332,Copper,13,0.85
332,Copper,3,0.779365
332,Copper,14,0.8
332,Copper,42,0.8
332,Copper,33,0.75
332,Copper,30,0.75
332,Copper,20,0.75
332,Copper,26,0.75
332,Copper,27,0.75
332,Copper,47,0.75
332,Copper,11,0.75
332,Copper,8,0.75
332,Copper,36,0.75
332,Copper,49,0.75
332,Copper,9,0.75
332,Copper,0,0.75
332,Copper,34,0.75
332,Copper,43,0.75
332,Copper,32,0.75
332,Copper,12,0.75
332,Copper,31,0.75
332,Copper,23,0.75
332,Copper,2,0.75
332,Copper,41,0.75
332,Copper,15,0.75
332,Copper,22,0.75
332,Copper,24,0.75
332,Copper,18,0.75
332,Copper,7,0.75
39,Copper,6,0.45
39,Copper,28,0.51
39,Copper,13,0.52
39,Copper,3,0.48
39,Copper,14,0.44
39,Copper,42,0.446
39,Copper,33,0.44
39,Copper,30,0.47
39,Copper,20,0.4
39,Copper,26,0.33
39,Copper,27,0.35
39,Copper,47,0.355
39,Copper,11,0.36
39,Copper,8,0.34
39,Copper,36,0.32
39,Copper,49,0.32
39,Copper,9,0.3
39,Copper,0,0.3
39,Copper,34,0.3
39,Copper,43,0.3
39,Copper,32,0.3
39,Copper,12,0.3
39,Copper,31,0.3
39,Copper,23,0.3
39,Copper,2,0.3
39,Copper,41,0.3
243,Nickel,3,2.715895
243,Nickel,14,1.9
243,Nickel,42,2.2
243,Nickel,33,1.93
67,Zinc,44,9.6
67,Zinc,25,8.98
67,Zinc,38,8.7
67,Zinc,17,8.6
67,Zinc,37,7.4
67,Zinc,39,7.96
67,Zinc,16,7.85
67,Zinc,46,7.44
67,Zinc,10,7.750051
67,Zinc,21,7.159014
67,Zinc,35,7.309345
67,Zinc,1,6.988888
67,Zinc,19,8.680056
67,Zinc,40,7.189373
67,Zinc,5,7.81
67,Zinc,45,6.886694
67,Zinc,48,5.592564
67,Zinc,4,5.529674
67,Zinc,29,5.26873
67,Zinc,6,4.402827
67,Zinc,28,4.4
67,Zinc,13,5.0
67,Zinc,3,4.698715
67,Zinc,14,5.0
67,Zinc,42,5.2
67,Zinc,33,5.4
67,Zinc,30,5.6
67,Zinc,20,5.8
67,Zinc,26,6.0
67,Zinc,27,6.2
67,Zinc,47,6.2
67,Zinc,11,6.2
67,Zinc,8,6.2
974,Silver,44,0.010100000000000001
974,Silver,25,0.0085400002
974,Silver,38,0.009300000000000001
974,Silver,17,0.0111
974,Silver,37,0.0089
974,Silver,39,0.008400000000000001
974,Silver,16,0.0086679825
974,Silver,46,0.0059700001
974,Silver,10,0.0066699997
974,Silver,21,0.0056116402
974,Silver,35,0.0055930878
974,Silver,1,0.005472013100000001
974,Silver,19,0.005
974,Silver,40,0.0050743446
974,Silver,5,0.0058000000000000005
974,Silver,45,0.0037119209
974,Silver,48,0.0046982822
974,Silver,4,0.0048412552
974,Silver,29,0.005726966900000001
974,Silver,6,0.0067199997
974,Silver,28,0.006274285900000001
974,Silver,13,0.007748571800000001
974,Silver,3,0.006342857
974,Silver,14,0.0055885715
974,Silver,42,0.0064114212
974,Silver,33,0.008502847300000001
974,Silver,30,0.0127512901
974,Silver,20,0.00663377
974,Silver,26,0.00663377
974,Silver,27,0.00663377
171,Zinc,44,11.1
171,Zinc,25,9.57
171,Zinc,38,9.88
171,Zinc,17,10.6
171,Zinc,37,10.72
171,Zinc,39,10.5
171,Zinc,16,9.9
171,Zinc,46,9.95
171,Zinc,10,12.401381
171,Zinc,21,11.071351
171,Zinc,35,11.884435
171,Zinc,1,10.880319
171,Zinc,19,11.8
171,Zinc,40,14.829389
171,Zinc,5,13.254916
171,Zinc,45,14.217944
171,Zinc,48,12.352509
171,Zinc,4,11.1
171,Zinc,29,12.1
171,Zinc,6,12.7
171,Zinc,28,11.36
171,Zinc,13,9.7
171,Zinc,3,11.1
171,Zinc,14,10.7
171,Zinc,42,11.4
171,Zinc,33,9.87
171,Zinc,30,8.9
171,Zinc,20,8.7
171,Zinc,26,8.8
171,Zinc,27,8.75
171,Zinc,47,8.7
171,Zinc,11,8.68
171,Zinc,8,8.6
843,Silver,5,0.0538549988
843,Silver,45,0.0536619995
843,Silver,48,0.056003997800000004
843,Silver,4,0.057100000000000005
843,Silver,29,0.050300000000000004
843,Silver,6,0.0439
843,Silver,28,0.031200000000000002
843,Silver,13,0.027100000000000003
843,Silver,3,0.0217
843,Silver,14,0.0286
843,Silver,42,0.0323
843,Silver,33,0.0337
843,Silver,30,0.0308
843,Silver,20,0.032100000000000004
999,Copper,9,2.366999
999,Copper,0,1.894737
999,Copper,34,1.309276
999,Copper,43,1.613252
999,Copper,32,1.858167
999,Copper,12,2.107772
999,Copper,31,2.068458
999,Copper,23,1.615425
999,Copper,2,1.213878
999,Copper,41,1.077028
999,Copper,15,1.119547
999,Copper,22,1.669078
999,Copper,24,1.376106
999,Copper,18,1.37054
999,Copper,7,1.252825
113,Gold,5,0.00027298990000000005
113,Gold,45,0.0002438724
113,Gold,48,0.00025934520000000003
113,Gold,4,0.00021817570000000003
113,Gold,29,0.0002225059
113,Gold,6,0.0002544924
113,Gold,28,0.0002211388
113,Gold,13,0.0001903909
113,Gold,3,0.000158947
113,Gold,14,0.00013880250000000003
113,Gold,42,0.0001450294
113,Gold,33,0.0001473819
113,Gold,30,0.0001301907
113,Gold,20,0.0001406124
113,Gold,26,0.000145
113,Gold,27,0.00016
113,Gold,47,0.00016
113,Gold,11,0.00015083120000000002
113,Gold,8,0.000145
113,Gold,36,0.000145
113,Gold,49,0.000145
113,Gold,9,0.00014
113,Gold,0,0.00014
113,Gold,34,0.00014
113,Gold,43,0.0001285
113,Gold,32,0.0001202453
113,Gold,12,0.00012
107,Zinc,20,18.969118
107,Zinc,26,12.14
107,Zinc,27,12.14
107,Zinc,47,12.14
107,Zinc,11,12.14
107,Zinc,8,12.14
107,Zinc,36,12.14
107,Zinc,49,12.14
107,Zinc,9,12.14
107,Zinc,0,12.14
107,Zinc,34,12.14
107,Zinc,43,12.14
107,Zinc,32,12.14
107,Zinc,12,12.14
107,Zinc,31,12.14
107,Zinc,23,12.14
107,Zinc,2,12.14
107,Zinc,41,12.14
107,Zinc,15,12.14
107,Zinc,22,12.14
866,Platinum,46,0.000253395
866,Platinum,10,0.0002538862
866,Platinum,21,0.00025406800000000003
866,Platinum,35,0.0002543573
866,Platinum,1,0.0002548496
866,Platinum,19,0.00025861410000000004
866,Platinum,40,0.0002628751
866,Platinum,5,0.0002544232
866,Platinum,45,0.0002535913
866,Platinum,48,0.0002580932
866,Platinum,4,0.0002442564
