,,,Head Grade (%)
121,Nickel,9,1.0
121,Nickel,0,1.0
121,Nickel,34,1.0
121,Nickel,43,1.0
121,Nickel,32,1.0
121,Nickel,12,1.0
121,Nickel,31,1.0
121,Nickel,23,1.0
121,Nickel,2,1.0
121,Nickel,41,1.0
121,Nickel,15,1.0
121,Nickel,22,1.0
121,Nickel,24,1.0
121,Nickel,18,1.0
121,Nickel,7,1.0
949,Silver,35,0.059800000000000006
949,Silver,1,0.0442
949,Silver,19,0.043500000000000004
949,Silver,40,0.0489
949,Silver,5,0.0524
949,Silver,45,0.054
949,Silver,48,0.0437
949,Silver,4,0.0371
949,Silver,29,0.038400000000000004
949,Silver,6,0.0378
949,Silver,28,0.038900000000000004
949,Silver,13,0.0374
949,Silver,3,0.0352
949,Silver,14,0.0366
949,Silver,42,0.0379
949,Silver,33,0.038400000000000004
949,Silver,30,0.037200000000000004
949,Silver,20,0.0358
949,Silver,26,0.0379253876
949,Silver,27,0.0365032928
949,Silver,47,0.0365032928
949,Silver,11,0.0365032928
949,Silver,8,0.0365032928
949,Silver,36,0.0365032928
949,Silver,49,0.0365032928
949,Silver,9,0.0365032928
949,Silver,0,0.0365032928
949,Silver,34,0.0365032928
949,Silver,43,0.0365032928
280,Nickel,13,0.220511
280,Nickel,3,0.225324
280,Nickel,14,0.230427
280,Nickel,42,0.197
280,Nickel,33,0.220121
280,Nickel,30,0.25
280,Nickel,20,0.26
280,Nickel,26,0.23
280,Nickel,27,0.22
280,Nickel,47,0.22
280,Nickel,11,0.22
280,Nickel,8,0.22
280,Nickel,36,0.22
280,Nickel,49,0.22
280,Nickel,9,0.22
280,Nickel,0,0.22
280,Nickel,34,0.22
280,Nickel,43,0.22
280,Nickel,32,0.22
280,Nickel,12,0.22
280,Nickel,31,0.22
142,Zinc,45,6.732472
142,Zinc,48,6.732472
142,Zinc,4,6.732472
142,Zinc,29,6.459751
142,Zinc,6,4.55159
142,Zinc,28,2.862454
142,Zinc,13,3.828014
142,Zinc,3,4.793574
142,Zinc,14,5.759133
142,Zinc,42,6.724693
142,Zinc,33,7.690252
142,Zinc,30,8.655812
142,Zinc,20,9.621371
142,Zinc,26,10.586931
142,Zinc,27,11.552491
142,Zinc,47,12.51805
142,Zinc,11,13.48361
142,Zinc,8,14.44917
142,Zinc,36,15.414729
142,Zinc,49,15.414729
142,Zinc,9,15.414729
142,Zinc,0,15.414729
142,Zinc,34,15.414729
142,Zinc,43,15.414729
142,Zinc,32,15.414729
142,Zinc,12,15.414729
142,Zinc,31,15.414729
142,Zinc,23,15.414729
142,Zinc,2,15.414729
142,Zinc,41,15.414729
142,Zinc,15,15.414729
142,Zinc,22,15.414729
300,Gold,45,6.7e-05
300,Gold,48,5.4000000000000005e-05
300,Gold,4,5.300000000000001e-05
300,Gold,29,5.6999999999999996e-05
300,Gold,6,4.7e-05
300,Gold,28,6.6e-05
300,Gold,13,5.8e-05
300,Gold,3,6.500000000000001e-05
300,Gold,14,6.7e-05
300,Gold,42,5.6000000000000006e-05
300,Gold,33,5.4000000000000005e-05
300,Gold,30,6.500000000000001e-05
230,Platinum,19,0.00015975980000000001
230,Platinum,40,0.00015652060000000001
230,Platinum,5,0.0001616801
230,Platinum,45,0.0001686826
230,Platinum,48,0.0001693825
230,Platinum,4,0.0001590723
230,Platinum,29,0.00017281930000000002
230,Platinum,6,0.0001747831
230,Platinum,28,0.00017404670000000002
230,Platinum,13,0.0001737978
230,Platinum,3,0.0001711228
230,Platinum,14,0.000159714
230,Platinum,42,0.0001581936
230,Platinum,33,0.0001590723
230,Platinum,30,0.00015919000000000003
230,Platinum,20,0.0001512824
230,Platinum,26,0.00015116400000000002
230,Platinum,27,0.00015116400000000002
230,Platinum,47,0.00015116400000000002
230,Platinum,11,0.00015116400000000002
230,Platinum,8,0.00015116400000000002
230,Platinum,36,0.00015116400000000002
230,Platinum,49,0.00015116400000000002
230,Platinum,9,0.00014835600000000001
230,Platinum,0,0.00014835600000000001
230,Platinum,34,0.00014835600000000001
230,Platinum,43,0.00014835600000000001
230,Platinum,32,0.00014835600000000001
230,Platinum,12,0.00014835600000000001
230,Platinum,31,0.00014835600000000001
230,Platinum,23,0.00014835600000000001
230,Platinum,2,0.00014835600000000001
230,Platinum,41,0.00014835600000000001
230,Platinum,15,0.00014835600000000001
230,Platinum,22,0.00014835600000000001
230,Platinum,24,0.00014835600000000001
230,Platinum,18,0.00014835600000000001
230,Platinum,7,0.00014835600000000001
646,Gold,13,5.1000000000000006e-05
646,Gold,3,5.4000000000000005e-05
646,Gold,14,5.1000000000000006e-05
646,Gold,42,5e-05
646,Gold,33,5.1000000000000006e-05
646,Gold,30,5.1000000000000006e-05
646,Gold,20,5.2000000000000004e-05
646,Gold,26,5.300000000000001e-05
646,Gold,27,5.28361e-05
697,Gold,13,0.0001785305
697,Gold,3,0.0002540145
697,Gold,14,0.0002724773
697,Gold,42,0.0002631215
697,Gold,33,0.00026514880000000005
697,Gold,30,0.00026000000000000003
697,Gold,20,0.0002634994
697,Gold,26,0.00026000000000000003
697,Gold,27,0.00026000000000000003
697,Gold,47,0.00026000000000000003
697,Gold,11,0.00025
697,Gold,8,0.00025
697,Gold,36,0.00024
697,Gold,49,0.00024
697,Gold,9,0.00022999999999999998
697,Gold,0,0.00022999999999999998
697,Gold,34,0.00022000000000000003
697,Gold,43,0.00022000000000000003
697,Gold,32,0.00022000000000000003
697,Gold,12,0.0002
697,Gold,31,0.0002
697,Gold,23,0.0002
697,Gold,2,0.0002
697,Gold,41,0.0002
697,Gold,15,0.0002
697,Gold,22,0.0002
697,Gold,24,0.0002
697,Gold,18,0.0002
697,Gold,7,0.0002
1093,Gold,35,0.0002
1093,Gold,1,0.000337
1093,Gold,19,0.00038
1093,Gold,40,0.00035600000000000003
1093,Gold,5,0.00037400000000000004
1093,Gold,45,0.00034
1093,Gold,48,0.000334
1093,Gold,4,0.000348
1093,Gold,29,0.000295
1093,Gold,6,0.000236
1093,Gold,28,0.000167
1093,Gold,13,0.00015900000000000002
1093,Gold,3,0.000174
1093,Gold,14,0.0001567839
1093,Gold,42,0.00014531
1093,Gold,33,0.0001326407
1093,Gold,30,0.0001133924
1093,Gold,20,0.00010285390000000001
1093,Gold,26,0.000105849
1093,Gold,27,0.0001092884
1093,Gold,47,0.0001092884
1093,Gold,11,0.0001098647
1093,Gold,8,0.00011275790000000001
1093,Gold,36,0.0001132425
1093,Gold,49,0.0001139195
1093,Gold,9,0.0001149317
1093,Gold,0,0.00011661010000000002
1093,Gold,34,0.00017700000000000002
1093,Gold,43,0.00017700000000000002
1093,Gold,32,0.00017700000000000002
1093,Gold,12,0.00017700000000000002
1093,Gold,31,0.00017700000000000002
1093,Gold,23,0.00017700000000000002
1093,Gold,2,0.00017700000000000002
1093,Gold,41,0.00017700000000000002
1093,Gold,15,0.00017700000000000002
1093,Gold,22,0.00017700000000000002
1093,Gold,24,0.00017700000000000002
1093,Gold,18,0.00017700000000000002
141,Copper,40,0.92
141,Copper,5,0.919913
141,Copper,45,0.811688
141,Copper,48,0.730519
141,Copper,4,0.689935
141,Copper,29,0.79816
141,Copper,6,0.974026
141,Copper,28,0.92
141,Copper,13,0.92
141,Copper,3,0.92
141,Copper,14,0.92
141,Copper,42,0.92
141,Copper,33,0.944655
141,Copper,30,0.92
141,Copper,20,0.9
141,Copper,26,0.92
141,Copper,27,0.92
141,Copper,47,0.92
141,Copper,11,0.92
141,Copper,8,0.92
141,Copper,36,0.92
141,Copper,49,0.92
141,Copper,9,0.92
141,Copper,0,0.92
141,Copper,34,0.92
141,Copper,43,0.92
141,Copper,32,0.92
141,Copper,12,0.92
141,Copper,31,0.92
141,Copper,23,0.92
141,Copper,2,0.92
141,Copper,41,0.92
141,Copper,15,0.92
141,Copper,22,0.92
141,Copper,24,0.92
141,Copper,18,0.92
141,Copper,7,0.92
834,Copper,33,0.9
834,Copper,30,0.9
834,Copper,20,0.84127
834,Copper,26,0.85
834,Copper,27,0.85
834,Copper,47,0.85
834,Copper,11,0.85
834,Copper,8,0.85
834,Copper,36,0.85
521,Gold,21,0.001318
521,Gold,35,0.001487
521,Gold,1,0.001533
521,Gold,19,0.001462
521,Gold,40,0.0011960000000000002
521,Gold,5,0.001113
521,Gold,45,0.00081
521,Gold,48,0.000764
521,Gold,4,0.0006730000000000001
521,Gold,29,0.0005780000000000001
521,Gold,6,0.0005740000000000001
521,Gold,28,0.000705
521,Gold,13,0.000747
521,Gold,3,0.0007940000000000001
521,Gold,14,0.0006360000000000001
521,Gold,42,0.000532
521,Gold,33,0.0005110000000000001
521,Gold,30,0.000505
521,Gold,20,0.00045339090000000006
521,Gold,26,0.0005587856000000001
521,Gold,27,0.0005400000000000001
521,Gold,47,0.00059
521,Gold,11,0.0004900000000000001
521,Gold,8,0.0005
1072,Gold,28,0.000935
1072,Gold,13,0.0006540000000000001
1072,Gold,3,0.000629
1072,Gold,14,0.000768
1072,Gold,42,0.0007650000000000001
1072,Gold,33,0.0007230000000000001
1072,Gold,30,0.00066
1072,Gold,20,0.0007400000000000001
1072,Gold,26,0.00066
1072,Gold,27,0.00066
1072,Gold,47,0.00066
1072,Gold,11,0.00066
473,Gold,26,0.0008881573
473,Gold,27,0.0009113272
473,Gold,47,0.0008639854
473,Gold,11,0.0009586688000000001
473,Gold,8,0.000599168
473,Gold,36,0.000599168
473,Gold,49,0.000599168
473,Gold,9,0.000599168
473,Gold,0,0.000599168
473,Gold,34,0.000599168
473,Gold,43,0.000599168
473,Gold,32,0.000599168
473,Gold,12,0.000599168
473,Gold,31,0.000599168
473,Gold,23,0.000599168
473,Gold,2,0.0005529507
1025,Copper,33,0.584829
1025,Copper,30,0.496128
1025,Copper,20,0.429813
1025,Copper,26,0.52
1025,Copper,27,0.6
1025,Copper,47,0.55
1025,Copper,11,0.55
1025,Copper,8,0.4
1025,Copper,36,0.4
1025,Copper,49,0.3
1025,Copper,9,0.3
1025,Copper,0,0.2
1025,Copper,34,0.208575
1025,Copper,43,0.204795
1025,Copper,32,0.200759
1025,Copper,12,0.196422
1025,Copper,31,0.191729
1025,Copper,23,0.186603
1025,Copper,2,0.180941
1025,Copper,41,0.174596
1025,Copper,15,0.167343
1025,Copper,22,0.158817
1025,Copper,24,0.148356
1025,Copper,18,0.13454
1025,Copper,7,0.113163
592,Nickel,10,1.49
592,Nickel,21,1.388743
592,Nickel,35,1.8
592,Nickel,1,1.6
592,Nickel,19,1.5
592,Nickel,40,1.4
592,Nickel,5,1.5
592,Nickel,45,1.5
592,Nickel,48,0.62
592,Nickel,4,0.69
616,Zinc,21,3.878883
616,Zinc,35,4.211856
616,Zinc,1,5.417341
616,Zinc,19,6.26071
616,Zinc,40,8.388704
616,Zinc,5,9.023255
616,Zinc,45,9.0
616,Zinc,48,9.12
616,Zinc,4,9.12
616,Zinc,29,9.12
616,Zinc,6,9.12
616,Zinc,28,9.12
616,Zinc,13,9.12
616,Zinc,3,9.12
616,Zinc,14,9.12
616,Zinc,42,9.12
616,Zinc,33,12.049644
616,Zinc,30,7.49028
616,Zinc,20,7.662088
616,Zinc,26,7.7
616,Zinc,27,7.7
616,Zinc,47,7.7
616,Zinc,11,7.7
616,Zinc,8,7.7
616,Zinc,36,7.7
616,Zinc,49,7.7
616,Zinc,9,7.7
616,Zinc,0,7.7
616,Zinc,34,7.7
616,Zinc,43,7.7
616,Zinc,32,7.7
616,Zinc,12,7.7
616,Zinc,31,7.7
616,Zinc,23,7.7
636,Copper,44,3.14238
636,Copper,25,2.891728
636,Copper,38,3.175012
636,Copper,17,2.960798
636,Copper,37,3.044392
636,Copper,39,3.059632
636,Copper,16,3.079871
636,Copper,46,3.059741
636,Copper,10,3.059741
636,Copper,21,3.250975
636,Copper,35,2.992679
636,Copper,1,3.109628
636,Copper,19,3.120936
636,Copper,40,3.120936
636,Copper,5,2.78655
636,Copper,45,2.78655
636,Copper,48,2.78655
636,Copper,4,2.78655
636,Copper,29,2.78655
636,Copper,6,2.848474
636,Copper,28,2.745268
636,Copper,13,2.641418
636,Copper,3,2.50075
636,Copper,14,2.75353
636,Copper,42,2.818309
636,Copper,33,2.915061
636,Copper,30,2.915061
636,Copper,20,2.915061
636,Copper,26,2.5
636,Copper,27,2.6
636,Copper,47,2.5
636,Copper,11,2.45
636,Copper,8,2.45
636,Copper,36,2.45
636,Copper,49,2.25
636,Copper,9,2.25
636,Copper,0,2.25
636,Copper,34,2.25
636,Copper,43,2.25
636,Copper,32,2.25
636,Copper,12,2.25
636,Copper,31,2.25
636,Copper,23,2.25
636,Copper,2,2.25
636,Copper,41,2.25
636,Copper,15,2.25
636,Copper,22,2.25
636,Copper,24,2.25
636,Copper,18,2.25
636,Copper,7,2.25
758,Copper,48,0.48
758,Copper,4,0.47
758,Copper,29,0.43
758,Copper,6,0.41
758,Copper,28,0.42
758,Copper,13,0.39
758,Copper,3,0.35
758,Copper,14,0.37
758,Copper,42,0.37
758,Copper,33,0.34
758,Copper,30,0.31
758,Copper,20,0.310149
758,Copper,26,0.314998
758,Copper,27,0.35
758,Copper,47,0.35
758,Copper,11,0.35
758,Copper,8,0.35
758,Copper,36,0.35
758,Copper,49,0.35
758,Copper,9,0.35
758,Copper,0,0.35
758,Copper,34,0.34
758,Copper,43,0.34
758,Copper,32,0.34
758,Copper,12,0.34
758,Copper,31,0.34
758,Copper,23,0.34
758,Copper,2,0.34
758,Copper,41,0.34
758,Copper,15,0.34
758,Copper,22,0.25
758,Copper,24,0.2
758,Copper,18,0.2
758,Copper,7,0.2
1049,Gold,26,0.00010800000000000001
1049,Gold,27,0.0001082139
1049,Gold,47,0.0001082139
1049,Gold,11,0.0001082139
1049,Gold,8,0.0001082139
1049,Gold,36,0.0001082139
1049,Gold,49,0.0001082139
1049,Gold,9,0.0001082139
1049,Gold,0,0.0001082139
1049,Gold,34,0.0001082139
1049,Gold,43,0.0001082139
1049,Gold,32,0.00010800000000000001
200,Copper,33,1.000571
200,Copper,30,0.9
200,Copper,20,0.903529
200,Copper,26,0.903529
200,Copper,27,0.903529
200,Copper,47,0.903529
200,Copper,11,0.903529
200,Copper,8,0.903529
200,Copper,36,0.903529
200,Copper,49,0.903529
200,Copper,9,0.903529
200,Copper,0,0.903529
200,Copper,34,0.903529
200,Copper,43,0.903529
200,Copper,32,0.903529
200,Copper,12,0.903529
200,Copper,31,0.903529
200,Copper,23,0.903529
200,Copper,2,0.903529
200,Copper,41,0.903529
200,Copper,15,0.903529
200,Copper,22,0.903529
200,Copper,24,0.903529
200,Copper,18,0.903529
200,Copper,7,0.903529
823,Gold,30,9.4e-05
823,Gold,20,0.000125
823,Gold,26,0.0001009126
823,Gold,27,0.000127
823,Gold,47,0.00017700000000000002
823,Gold,11,0.00010800000000000001
823,Gold,8,0.000122
823,Gold,36,9.8e-05
823,Gold,49,0.00019
823,Gold,9,0.00011399999999999999
823,Gold,0,7.1e-05
823,Gold,34,6.800000000000001e-05
823,Gold,43,6.800000000000001e-05
823,Gold,32,7e-05
823,Gold,12,7.1e-05
823,Gold,31,6.334050000000001e-05
393,Gold,3,0.000711
393,Gold,14,0.00087
393,Gold,42,0.0006714070000000001
393,Gold,33,0.000531412
393,Gold,30,0.0005877627
393,Gold,20,0.0007093251
393,Gold,26,0.0005700000000000001
393,Gold,27,0.0006900000000000001
393,Gold,47,0.0006900000000000001
393,Gold,11,0.0006900000000000001
393,Gold,8,0.0006900000000000001
393,Gold,36,0.00071
393,Gold,49,0.00071
393,Gold,9,0.00071
393,Gold,0,0.00071
393,Gold,34,0.00071
887,Zinc,4,8.26
887,Zinc,29,10.01
887,Zinc,6,8.35
887,Zinc,28,7.83
887,Zinc,13,6.93
887,Zinc,3,5.81
887,Zinc,14,4.58
887,Zinc,20,4.05
887,Zinc,26,5.2
887,Zinc,27,5.2
887,Zinc,47,5.2
887,Zinc,11,5.0
887,Zinc,8,5.0
887,Zinc,36,4.7
887,Zinc,49,3.3
887,Zinc,9,2.8
887,Zinc,0,2.8
887,Zinc,34,3.4
887,Zinc,43,3.3
453,Nickel,16,9.1
453,Nickel,46,9.2
453,Nickel,10,9.7
453,Nickel,21,4.7
453,Nickel,35,4.6
453,Nickel,1,4.3
453,Nickel,19,5.4
453,Nickel,40,3.7
453,Nickel,5,2.0
453,Nickel,45,1.2
453,Nickel,48,0.83
453,Nickel,4,0.84
453,Nickel,29,0.64
326,Silver,29,0.0262
326,Silver,6,0.0233310654
326,Silver,28,0.0253
326,Silver,13,0.0217
326,Silver,3,0.0217
326,Silver,14,0.0221
326,Silver,42,0.025
326,Silver,33,0.0235
326,Silver,30,0.0152
326,Silver,20,0.0114
326,Silver,26,0.0193453445
326,Silver,27,0.0100092896
326,Silver,47,0.0100092896
326,Silver,11,0.0100092896
326,Silver,8,0.0100092896
326,Silver,36,0.0100092896
326,Silver,49,0.0100092896
326,Silver,9,0.0100092896
326,Silver,0,0.0100092896
900,Cobalt,47,0.786
900,Cobalt,11,0.773
900,Cobalt,8,0.705
900,Cobalt,36,0.605
900,Cobalt,49,0.454
900,Cobalt,9,0.466
900,Cobalt,0,0.389
900,Cobalt,34,0.361
900,Cobalt,43,0.301
900,Cobalt,32,0.274
900,Cobalt,12,0.299
900,Cobalt,31,0.267
900,Cobalt,23,0.55254
369,Copper,5,1.07
369,Copper,45,4.780832
369,Copper,48,3.559574
369,Copper,4,2.134146
369,Copper,29,0.91606
369,Copper,6,1.165356
369,Copper,28,0.911161
369,Copper,13,0.815034
369,Copper,3,0.852229
369,Copper,14,0.87
369,Copper,42,0.88856
369,Copper,33,0.88856
369,Copper,30,0.88856
369,Copper,20,0.88856
369,Copper,26,0.88856
369,Copper,27,0.88856
369,Copper,47,0.88856
369,Copper,11,0.88856
369,Copper,8,0.88856
369,Copper,36,0.88856
369,Copper,49,0.88856
369,Copper,9,0.88856
369,Copper,0,0.88856
369,Copper,34,0.88856
369,Copper,43,0.88856
369,Copper,32,0.88856
369,Copper,12,0.88856
369,Copper,31,0.88856
369,Copper,23,0.88856
369,Copper,2,1.429349
369,Copper,41,1.63
369,Copper,15,1.63
369,Copper,22,1.630553
553,Zinc,16,3.3
553,Zinc,46,3.3
553,Zinc,10,3.3
553,Zinc,21,3.3
553,Zinc,35,3.3
553,Zinc,1,3.3
553,Zinc,19,3.3
553,Zinc,40,2.43
553,Zinc,5,2.28
553,Zinc,45,2.11
553,Zinc,48,2.18
553,Zinc,4,2.37
553,Zinc,29,2.49
553,Zinc,6,2.53
553,Zinc,28,2.36
553,Zinc,13,2.41
553,Zinc,3,2.52
553,Zinc,14,2.5
553,Zinc,42,2.45
553,Zinc,33,2.4
553,Zinc,30,2.4
553,Zinc,20,2.4
553,Zinc,26,2.4
553,Zinc,27,2.4
553,Zinc,47,2.4
553,Zinc,11,2.4
553,Zinc,8,2.4
553,Zinc,36,2.4
553,Zinc,49,2.4
553,Zinc,9,2.4
553,Zinc,0,2.4
553,Zinc,34,2.4
553,Zinc,43,2.4
553,Zinc,32,2.4
553,Zinc,12,2.4
553,Zinc,31,2.4
553,Zinc,23,2.4
417,Zinc,16,3.0
417,Zinc,46,3.0
417,Zinc,10,3.0
417,Zinc,21,3.0
417,Zinc,35,3.0
417,Zinc,1,3.0
417,Zinc,19,3.0
417,Zinc,40,2.21
417,Zinc,5,2.03
417,Zinc,45,2.17
417,Zinc,48,1.76
939,Silver,10,0.0476571442
939,Silver,21,0.054857141100000006
939,Silver,35,0.05989714360000001
939,Silver,1,0.058079998800000004
939,Silver,19,0.058971429400000004
939,Silver,40,0.0572228577
939,Silver,5,0.058045715299999995
939,Silver,45,0.058045715299999995
939,Silver,48,0.05492571410000001
939,Silver,4,0.054857141100000006
939,Silver,29,0.047931430100000005
939,Silver,6,0.0443314301
939,Silver,28,0.04470857240000001
939,Silver,13,0.0445850006
939,Silver,3,0.044139999400000005
939,Silver,14,0.0452866608
939,Silver,42,0.046033145100000006
939,Silver,33,0.047370999100000005
939,Silver,30,0.0458149994
939,Silver,20,0.038817099
939,Silver,26,0.0283560272
939,Silver,27,0.03869736940000001
939,Silver,47,0.0462595581
939,Silver,11,0.0462595581
939,Silver,8,0.0462595581
939,Silver,36,0.0462595581
449,Copper,29,6.457686
449,Copper,6,6.925858
449,Copper,28,6.497221
449,Copper,13,7.1
449,Copper,3,6.2
449,Copper,14,5.1
449,Copper,42,5.2
449,Copper,33,5.2
449,Copper,30,5.1
449,Copper,20,4.95
449,Copper,26,4.22
449,Copper,27,4.22
461,Gold,19,0.0002537142
461,Gold,40,0.00011657139999999999
461,Gold,5,0.0001542856
461,Gold,45,0.00011657139999999999
461,Gold,48,0.00011657139999999999
461,Gold,4,9.25714e-05
461,Gold,29,6.85714e-05
461,Gold,6,7.2e-05
461,Gold,28,5.485710000000001e-05
461,Gold,13,5.485710000000001e-05
461,Gold,3,4.867310000000001e-05
461,Gold,14,5.2625000000000005e-05
461,Gold,42,6e-05
461,Gold,33,5e-05
461,Gold,30,6e-05
461,Gold,20,6e-05
461,Gold,26,6e-05
65,Zinc,48,4.4
65,Zinc,4,4.1
65,Zinc,29,3.5
65,Zinc,6,3.2
65,Zinc,28,3.2
65,Zinc,13,3.1
65,Zinc,3,3.1
65,Zinc,14,3.1
65,Zinc,42,3.0
65,Zinc,33,2.702781
65,Zinc,30,2.334008
65,Zinc,20,2.073943
65,Zinc,26,2.3
65,Zinc,27,2.3
65,Zinc,47,2.3
65,Zinc,11,1.865044
65,Zinc,8,2.129338
65,Zinc,36,2.129338
65,Zinc,49,2.129338
661,Gold,16,0.0007655632
661,Gold,46,0.0008357199
661,Gold,10,0.00106
661,Gold,21,0.00111
661,Gold,35,0.0010500000000000002
661,Gold,1,0.0010800000000000002
661,Gold,19,0.00101
661,Gold,40,0.0009300000000000002
661,Gold,5,0.0009199999999999999
661,Gold,45,0.0009300000000000002
661,Gold,48,0.0009000000000000001
661,Gold,4,0.0008300000000000001
661,Gold,29,0.0007900000000000001
661,Gold,6,0.0006900000000000001
661,Gold,28,0.0006500000000000001
661,Gold,13,0.0005
661,Gold,3,0.000472
661,Gold,14,0.000558
661,Gold,42,0.000518
661,Gold,33,0.00047800000000000007
661,Gold,30,0.0003621399
661,Gold,20,0.00036658320000000004
661,Gold,26,0.00036658320000000004
661,Gold,27,0.00036658320000000004
661,Gold,47,0.00036658320000000004
661,Gold,11,0.00036658320000000004
261,Gold,5,0.0003811241
261,Gold,45,0.00047000000000000004
261,Gold,48,0.0004650000000000001
261,Gold,4,0.00042800000000000005
261,Gold,29,0.000317
261,Gold,6,0.00024500000000000005
261,Gold,28,0.00016
261,Gold,13,0.00013600000000000003
261,Gold,3,0.00014
261,Gold,14,0.000117
499,Copper,5,2.754134
499,Copper,45,3.1
499,Copper,48,2.718138
499,Copper,4,2.46
499,Copper,29,2.686544
499,Copper,6,2.45
499,Copper,28,2.059335
499,Copper,13,2.3
499,Copper,3,1.87
499,Copper,14,1.790573
499,Copper,42,1.934979
499,Copper,33,1.746412
499,Copper,30,1.67545
499,Copper,20,1.782353
499,Copper,26,1.65
499,Copper,27,1.6
47,Gold,6,0.00011499999999999999
47,Gold,28,0.00013000000000000002
47,Gold,13,0.000121
47,Gold,3,0.000143
47,Gold,14,0.000131
47,Gold,42,0.00014900000000000002
47,Gold,26,0.00014900000000000002
47,Gold,27,0.00015000000000000001
47,Gold,47,0.000166
47,Gold,11,0.000165
47,Gold,8,0.000143
47,Gold,36,0.000143
47,Gold,49,0.00014843630000000002
1027,Gold,29,0.0005107131
1027,Gold,6,0.0002010417
1027,Gold,28,0.00023209870000000002
1027,Gold,13,0.0001589797
1027,Gold,3,0.0001458549
1027,Gold,14,0.0001730566
1027,Gold,42,0.0001385033
1027,Gold,33,0.00012
1027,Gold,30,0.00021
1027,Gold,20,0.00011000000000000002
1027,Gold,26,9.33442e-05
1027,Gold,27,8.77705e-05
1027,Gold,47,8.77705e-05
739,Gold,48,0.0014753229
739,Gold,4,0.0017361460000000003
739,Gold,29,0.0016278519
739,Gold,6,0.0015490016000000001
739,Gold,28,0.0013415326
739,Gold,13,0.0013793091
739,Gold,3,0.0014650525
739,Gold,14,0.0013626956000000001
739,Gold,42,0.0011934378000000002
739,Gold,33,0.0011387341
739,Gold,30,0.0010828259
739,Gold,20,0.0009715086
739,Gold,26,0.001
739,Gold,27,0.0012000000000000001
739,Gold,47,0.0012000000000000001
739,Gold,11,0.0012000000000000001
797,Gold,4,8.38748e-05
797,Gold,29,0.0001090846
797,Gold,6,0.0001102098
797,Gold,28,0.00011274979999999999
797,Gold,13,0.00012
797,Gold,3,0.0001257267
797,Gold,14,0.0001137014
797,Gold,42,8.551050000000001e-05
797,Gold,33,0.0001054358
797,Gold,30,0.0001468269
797,Gold,20,0.00016244670000000003
797,Gold,26,0.0001542186
797,Gold,27,0.00014710460000000002
797,Gold,47,0.00014710460000000002
797,Gold,11,0.00014710460000000002
797,Gold,8,0.0001528442
797,Gold,36,0.0001528442
797,Gold,49,0.0001593172
797,Gold,9,0.0001602329
797,Gold,0,0.0001602329
797,Gold,34,0.00015405750000000001
797,Gold,43,0.0001532757
797,Gold,32,0.00017531370000000002
797,Gold,12,0.00019315750000000002
797,Gold,31,0.00019315750000000002
352,Zinc,25,4.1
352,Zinc,38,4.26
352,Zinc,17,4.3
352,Zinc,37,4.3
352,Zinc,39,4.52
352,Zinc,16,4.31
352,Zinc,46,4.41
352,Zinc,10,4.11
352,Zinc,21,3.86
352,Zinc,35,3.9
352,Zinc,1,4.0
352,Zinc,19,4.6
352,Zinc,40,5.6
352,Zinc,5,5.8
352,Zinc,45,5.7
352,Zinc,48,6.3
352,Zinc,4,6.9
352,Zinc,29,7.3
352,Zinc,6,6.6
352,Zinc,28,6.2
352,Zinc,13,5.6
352,Zinc,3,5.2
352,Zinc,14,5.1
352,Zinc,42,5.0
352,Zinc,33,4.4
352,Zinc,30,4.3
352,Zinc,20,4.1
352,Zinc,26,4.3
352,Zinc,27,4.16
352,Zinc,47,4.08
352,Zinc,11,3.6
352,Zinc,8,3.56
352,Zinc,36,3.52
352,Zinc,49,3.48
352,Zinc,9,3.44
352,Zinc,0,3.4
352,Zinc,34,3.36
352,Zinc,43,3.32
352,Zinc,32,3.28
352,Zinc,12,3.24
352,Zinc,31,3.2
352,Zinc,23,3.16
352,Zinc,2,3.12
352,Zinc,41,3.08
352,Zinc,15,3.04
352,Zinc,22,3.0
352,Zinc,24,2.96
352,Zinc,18,2.92
352,Zinc,7,2.88
732,Gold,5,0.0001977035
732,Gold,45,0.0001880637
732,Gold,48,0.00022082760000000003
732,Gold,4,0.0001851894
732,Gold,29,0.00022999999999999998
732,Gold,6,0.00022742810000000004
732,Gold,28,0.00024700000000000004
732,Gold,13,0.000291
732,Gold,3,0.00027100000000000003
732,Gold,14,0.000308
732,Gold,42,0.0002505968
732,Gold,33,0.00020950859999999997
732,Gold,30,0.000236
732,Gold,20,0.000218
732,Gold,26,0.0001917102
732,Gold,27,0.0001770882
732,Gold,47,0.00015573220000000002
763,Gold,33,8.7e-05
763,Gold,30,6.1e-05
763,Gold,20,5.8e-05
763,Gold,26,4.9571200000000004e-05
763,Gold,27,4.54377e-05
763,Gold,47,4.54377e-05
763,Gold,11,4.54377e-05
763,Gold,8,4.54377e-05
763,Gold,36,4.54377e-05
763,Gold,49,4.54377e-05
763,Gold,9,4.54377e-05
763,Gold,0,4.54377e-05
763,Gold,34,4.54377e-05
108,Zinc,19,12.0
108,Zinc,40,12.3
108,Zinc,5,12.4
108,Zinc,45,11.8
108,Zinc,48,11.7
108,Zinc,4,11.7
108,Zinc,29,11.5
108,Zinc,6,11.2
108,Zinc,28,10.0
108,Zinc,13,9.75
108,Zinc,3,10.0
108,Zinc,14,8.925
108,Zinc,42,7.310316
108,Zinc,33,7.379521
