,,,Actual,Predicted,Commodity
0,Gold,666,-4.083658813951051,-4.5870539283696665,Gold
0,Gold,559,-7.483791531180695,-6.0749329713485745,Gold
0,Gold,22,-2.738038877293562,-5.330993668051197,Gold
0,Gold,388,-5.40913427976657,-5.436468135536089,Gold
0,Gold,265,-3.6884031504705113,-3.6902114742814907,Gold
0,Gold,454,-5.626433125083169,-6.011359080047487,Gold
0,Gold,671,-5.224914216959967,-5.510365864029391,Gold
0,Gold,685,-5.070892818023589,-5.8615448844611855,Gold
0,Gold,760,-4.412974994951445,-4.193167389082728,Gold
0,Gold,750,-5.243790234295138,-6.031495836415544,Gold
0,Gold,41,-4.617794699847574,-4.9851088325267,Gold
0,Gold,891,-4.68001197977061,-4.0153052414436186,Gold
0,Gold,423,-4.285604639263465,-5.91149692804788,Gold
0,Gold,43,-4.264576077046421,-5.3421642114806875,Gold
0,Gold,481,-4.328255464878022,-5.38587062133847,Gold
0,Gold,794,-4.952126198187949,-5.272652141811251,Gold
0,Gold,243,-6.422621217124639,-5.731140236673504,Gold
0,Gold,813,-5.368564366983186,-5.614103870092632,Gold
0,Gold,669,-5.602429980395914,-5.6324088253341635,Gold
0,Gold,741,-6.2107925663187595,-5.66585726732426,Gold
0,Gold,208,-3.987694370985269,-5.6423378599323435,Gold
0,Gold,874,-5.761767854213494,-5.3118798860273015,Gold
0,Gold,343,-3.9534313761382758,-3.929677399179481,Gold
0,Gold,904,-2.627056570681668,-3.6371209220320186,Gold
0,Gold,21,-4.79973726472815,-5.351028281096784,Gold
0,Gold,475,-6.298949246855942,-5.032507394922991,Gold
0,Gold,566,-6.09009362406721,-5.096281941967694,Gold
0,Gold,500,-5.8595789144431505,-6.434231206281286,Gold
0,Gold,550,-3.782396653038813,-4.2432507776114505,Gold
0,Gold,470,-4.714869666719406,-5.4418681987322515,Gold
0,Gold,446,-5.1811895293007035,-4.218953274965756,Gold
0,Gold,289,-4.084186668287006,-5.254026804571596,Gold
0,Gold,357,-6.069392556707461,-5.864677113729906,Gold
0,Gold,158,-6.058886837521869,-5.344172460267632,Gold
0,Gold,320,-5.265873905544694,-5.626436685009699,Gold
0,Gold,20,-7.270909027558274,-6.288448282107817,Gold
0,Gold,636,-5.3778371484710785,-5.3760734140525965,Gold
0,Gold,279,-5.5640205322810425,-5.407959855843649,Gold
0,Gold,662,-6.518661865682149,-6.372882840024203,Gold
0,Gold,474,-4.9289364707965335,-5.5091135937010005,Gold
0,Gold,802,-3.831249772305166,-4.160329408897551,Gold
0,Gold,66,-3.5766929638619005,-3.475039547709549,Gold
0,Gold,743,-4.581792237085171,-5.049148836002912,Gold
0,Gold,342,-6.740482895071063,-6.107766115323041,Gold
0,Gold,846,-6.223987325281818,-5.688524578601093,Gold
0,Gold,223,-6.325835140999261,-5.863630997693323,Gold
0,Gold,15,-3.854311931671328,-4.180579917868968,Gold
0,Gold,312,-3.8988145711111346,-3.8516836334431326,Gold
0,Gold,398,-6.463650488957515,-6.189094911855801,Gold
0,Gold,159,-3.783778195936732,-3.9384903468615673,Gold
0,Gold,238,-3.0767380875423256,-3.4826642361171722,Gold
0,Gold,834,-5.375265462267957,-4.411903770565921,Gold
0,Gold,456,-5.069155901285088,-5.94469383039789,Gold
0,Gold,458,-4.883268428812053,-5.799929589552872,Gold
0,Gold,736,-2.958511065201263,-4.223120522579972,Gold
0,Gold,176,-7.986782190842002,-6.2490029821416675,Gold
0,Gold,594,-8.931649292078632,-6.755878449754957,Gold
0,Gold,98,-4.421017291765772,-3.5359716421531737,Gold
0,Gold,638,-8.117520831194783,-5.247895228054762,Gold
0,Gold,370,-5.484746882798767,-4.990099826401464,Gold
0,Gold,520,-4.436587069714569,-5.936503932416495,Gold
0,Gold,811,-3.7991152878943355,-4.015680430982586,Gold
0,Gold,187,-3.351078475661275,-2.8650197373961706,Gold
0,Gold,635,-4.7138461618363925,-5.5386876940663665,Gold
0,Gold,529,-6.811291963789006,-5.699156209500279,Gold
0,Gold,67,-6.330318992674499,-6.1551544691679565,Gold
0,Gold,91,-6.974731441347032,-5.544562859849407,Gold
0,Gold,196,-3.5481372438985512,-4.355543417234404,Gold
0,Gold,797,-4.962582846360242,-5.665060525334283,Gold
0,Gold,901,-4.054256783405872,-4.3834116826467096,Gold
0,Gold,283,-5.26445266706654,-6.203069330071513,Gold
0,Gold,123,-6.522979035021304,-5.404889019209416,Gold
0,Gold,101,-5.362861562224716,-5.158561061723877,Gold
0,Gold,72,-3.917019395192616,-3.2331820519470127,Gold
0,Gold,315,-4.133262181090222,-4.108090304421845,Gold
0,Gold,363,-5.8942657606258155,-4.83928217420525,Gold
0,Gold,465,-6.722072437404942,-5.643166697118972,Gold
0,Gold,776,-6.082340129844441,-5.219429119227619,Gold
0,Gold,416,-7.357168797937098,-5.524896825779326,Gold
0,Gold,897,-6.282502351261439,-5.276564413036093,Gold
0,Gold,773,-6.797678629061511,-5.773095207240494,Gold
0,Gold,655,-6.297925550751903,-5.342660748551243,Gold
0,Gold,510,-8.249268003342502,-5.9283812808441585,Gold
0,Gold,114,-2.4518353581757957,-4.382743682284797,Gold
0,Gold,129,-5.495027660794091,-5.653831470651967,Gold
0,Gold,507,-6.902651367063961,-6.664090673580806,Gold
0,Gold,496,-6.57139094103892,-6.196357831786102,Gold
0,Gold,88,-4.732292193427431,-5.446335579819433,Gold
0,Gold,626,-6.073971975987408,-6.033789336431264,Gold
0,Gold,869,-2.7845903044814317,-4.27024469760834,Gold
0,Gold,727,-5.139153866211559,-4.9937468420293545,Gold
0,Gold,334,-5.009302739160268,-5.032998992899952,Gold
0,Gold,648,-6.029132430162579,-5.942619388865667,Gold
0,Gold,905,-3.0265039322207445,-4.272993114839325,Gold
0,Gold,777,-6.697696967216583,-4.384475893128464,Gold
0,Gold,756,-5.129310202352795,-5.869264875307638,Gold
0,Gold,246,-6.85155504597914,-6.153954519323434,Gold
0,Gold,307,-6.647657330670165,-6.035842602439114,Gold
0,Gold,379,-2.9625816408307215,-3.5202418594172884,Gold
0,Gold,859,-6.443543092203095,-5.808005255322787,Gold
0,Gold,910,-6.610032223845596,-5.470916809206268,Gold
0,Gold,690,-6.614491090082494,-6.076511906820584,Gold
0,Gold,282,-4.895218845488092,-4.920685588220259,Gold
0,Gold,668,-4.2248364437791635,-4.959341083765883,Gold
0,Gold,643,-6.245372014063367,-5.641653737564274,Gold
0,Gold,817,-4.148915350841863,-3.7339956303887347,Gold
0,Gold,364,-6.236640271209502,-6.171395325968004,Gold
0,Gold,914,-6.372659820764347,-5.7422959789391275,Gold
0,Gold,199,-7.454038837373445,-5.516218220299622,Gold
0,Gold,396,-5.758737969112196,-5.479639990299558,Gold
0,Gold,36,-5.578862433684673,-5.328235717828909,Gold
0,Gold,241,-2.527262212480182,-4.144782190343788,Gold
0,Gold,740,-4.537794783515321,-4.552806421147171,Gold
0,Gold,418,-6.3932414990715785,-6.716408208641144,Gold
0,Gold,524,-6.449036480658772,-6.092535209045365,Gold
0,Gold,218,-4.950684276006197,-4.751776144998351,Gold
0,Gold,568,-4.583764362704922,-5.261686784023113,Gold
0,Gold,134,-4.291406386944614,-5.010038021499211,Gold
0,Gold,858,-3.2663412248896884,-3.712635055720028,Gold
0,Gold,526,-8.707539030738015,-7.465976740484303,Gold
0,Gold,610,-4.702662206652119,-3.998818212358716,Gold
0,Gold,692,-6.369582033697909,-5.420329531716371,Gold
0,Gold,651,-4.3964004988651935,-4.347448527743728,Gold
0,Gold,1,-5.261650834454416,-4.961050157050085,Gold
0,Gold,219,-5.614573649539463,-3.7806442251000205,Gold
0,Gold,221,-7.656767592383478,-6.104813542084669,Gold
0,Gold,482,-6.642715039008941,-4.899445022705961,Gold
0,Gold,401,-3.8531654295276145,-4.749490872518991,Gold
0,Gold,440,-4.8968547327409295,-4.782023981915187,Gold
0,Gold,528,-5.949026706770015,-5.894044312538132,Gold
0,Gold,310,-5.733438010326273,-4.657326438354099,Gold
0,Lead,83,-7.425679250267521,-6.276339090073062,Lead
0,Lead,571,-7.4718704803337,-6.211602883535065,Lead
0,Lead,50,-5.990160361564147,-5.458061544223197,Lead
0,Lead,417,-5.425120165384308,-5.677646457263794,Lead
0,Lead,687,-7.945720969604703,-6.372729129111695,Lead
0,Lead,849,-7.7867140995975355,-5.463641087821024,Lead
0,Lead,556,-4.720377074014068,-5.140344108152178,Lead
0,Lead,493,-6.581511056335911,-6.052636855290803,Lead
0,Lead,840,-4.8375046542023,-6.9932988645669685,Lead
0,Lead,862,-4.391224462442813,-5.9052623480560875,Lead
0,Lead,531,-5.504335324623362,-6.534391470522121,Lead
0,Lead,839,-6.877991449216482,-5.437241339777902,Lead
0,Lead,325,-4.418353004724603,-5.288643366361729,Lead
0,Lead,171,-5.8350795573294665,-6.289069568657601,Lead
0,Lead,441,-5.959876921288689,-6.79732425330054,Lead
0,Lead,503,-5.755263418227706,-6.595498559979304,Lead
0,Lead,80,-6.699423279130955,-6.831627548639224,Lead
0,Lead,373,-6.628747325302989,-6.751206036912078,Lead
0,Lead,790,-6.266901893143326,-7.091167859368039,Lead
0,Lead,722,-5.926220025247581,-6.508244235332514,Lead
0,Lead,451,-6.288768379636316,-5.50348853670744,Lead
0,Lead,816,-6.503490891450491,-5.32215131825222,Lead
0,Lead,300,-6.412144821022626,-7.865237194921797,Lead
0,Lead,508,-7.501812419431916,-7.021900119524767,Lead
0,Lead,259,-6.326416606451069,-7.064300134528518,Lead
0,Lead,912,-6.841699159978958,-6.477871277342219,Lead
0,Molybdenum,916,-6.4374613497332565,-5.564508496334156,Molybdenum
0,Molybdenum,641,-7.04759482345426,-6.4446491669581984,Molybdenum
0,Molybdenum,53,-7.836611916802572,-6.6001261904139215,Molybdenum
0,Molybdenum,324,-8.501215157845657,-6.939486698695503,Molybdenum
0,Molybdenum,31,-5.9418833538931946,-4.488571958160344,Molybdenum
0,Nickel,664,-6.1649403604462565,-6.614065132476256,Nickel
0,Nickel,409,-3.2475564290632533,-4.204804163723132,Nickel
0,Nickel,745,-5.766733593272976,-4.63219358843034,Nickel
0,Nickel,266,-4.41625125050739,-5.352525491826345,Nickel
0,Nickel,630,-3.6511434469269557,-4.970221609741094,Nickel
0,Nickel,295,-4.218564236767206,-4.651435877262497,Nickel
0,Nickel,408,-5.233294734669806,-5.180652499475978,Nickel
0,Nickel,825,-4.153220695650289,-4.082780133239691,Nickel
0,Nickel,73,-5.146767468420836,-5.699582294207277,Nickel
0,Nickel,190,-6.107917567626749,-4.453083389837067,Nickel
0,Nickel,34,-4.980277971669808,-4.593445555033249,Nickel
0,Nickel,477,-4.279714320064056,-4.4651002159921465,Nickel
0,Nickel,823,-4.880094179679395,-5.103526047180427,Nickel
0,Nickel,757,-8.39852344142346,-6.313169851697168,Nickel
0,Nickel,729,-4.272257392175496,-4.554768094053269,Nickel
0,Nickel,684,-4.670781364641334,-5.4629539841439225,Nickel
0,Nickel,93,-3.522139664990285,-4.152880751208228,Nickel
0,Nickel,509,-5.59517499853606,-5.769581331946601,Nickel
0,Nickel,747,-4.4842169679756765,-4.970581292165881,Nickel
0,Nickel,390,-4.419920220202082,-4.6242833302212745,Nickel
0,Nickel,688,-4.0669991354135675,-5.228913023762642,Nickel
0,Nickel,888,-3.9072268331646534,-4.863876608601357,Nickel
0,Nickel,173,-5.032584961476423,-4.497943224215808,Nickel
0,Nickel,376,-5.398034342028912,-5.192106660490078,Nickel
0,Nickel,592,-4.441954113003405,-4.849544884628335,Nickel
0,Nickel,308,-4.36976204506359,-4.7849611432301735,Nickel
0,Nickel,269,-6.42391632350493,-4.256493296255524,Nickel
0,Nickel,385,-6.29904149026813,-5.830583651695303,Nickel
0,Nickel,534,-5.041405494920491,-6.7909777765716095,Nickel
0,Nickel,836,-5.381698975487088,-5.382239019171071,Nickel
0,Nickel,85,-6.05310884979446,-4.745129083064423,Nickel
0,Nickel,193,-4.915325114291931,-4.783244153157012,Nickel
0,Nickel,675,-4.941939544523427,-3.3270725429782737,Nickel
0,Nickel,286,-4.741371247377772,-5.269244315935875,Nickel
0,Nickel,103,-5.088865638582154,-4.7500682324904195,Nickel
0,Nickel,461,-5.985351695525824,-5.314895178591658,Nickel
0,Nickel,397,-5.677657011391522,-4.737624614697859,Nickel
0,Nickel,742,-5.703782474656201,-3.7226002525675637,Nickel
0,Nickel,263,-4.213237579562643,-3.8863287672183,Nickel
0,Nickel,341,-3.329076939460639,-3.856143895297938,Nickel
0,Nickel,798,-3.8583069633338867,-4.262173949077949,Nickel
0,Nickel,606,-5.187667300972666,-6.113438602438281,Nickel
0,Nickel,807,-7.411724991640854,-5.192704521597145,Nickel
0,Nickel,255,-4.338027824061604,-4.640254805631056,Nickel
0,Nickel,873,-5.064985857170696,-4.55007529237435,Nickel
0,Palladium,565,-5.613884162667304,-5.122596644479236,Palladium
0,Platinum,861,-4.623532594734287,-5.197262476725364,Platinum
0,Platinum,26,-4.48333082813478,-4.648147170581083,Platinum
0,Platinum,723,-5.410673419863872,-4.0431641856232154,Platinum
0,Platinum,367,-4.582529958781848,-4.468600985963571,Platinum
0,Platinum,560,-4.558834963747799,-4.837762948437707,Platinum
0,Platinum,752,-4.619658046861209,-4.088652785706342,Platinum
0,Platinum,128,-5.217404183466561,-4.389020001401191,Platinum
0,Platinum,653,-4.737586849399216,-4.49522041471039,Platinum
0,Platinum,306,-5.46221540905012,-5.662117445509239,Platinum
0,Platinum,492,-4.605733578460126,-4.531036857324244,Platinum
0,Platinum,678,-4.9443679447674755,-5.001571308093293,Platinum
0,Platinum,292,-5.310272281948359,-4.2240954721077095,Platinum
0,Platinum,625,-5.077262336472439,-3.986654035305015,Platinum
0,Platinum,871,-5.493852118172607,-4.103404460423123,Platinum
0,Platinum,4,-8.233417511718402,-6.546162482485476,Platinum
0,Platinum,890,-7.3359299253611985,-6.045277517135079,Platinum
0,Platinum,538,-5.596404324182935,-4.400806027399138,Platinum
0,Platinum,331,-6.06483613803527,-5.616193723565315,Platinum
0,Platinum,787,-5.579357314506027,-4.2428471901145315,Platinum
0,Platinum,387,-6.498051002193026,-4.890053788935024,Platinum
0,Platinum,421,-5.5575199676779485,-4.993693873094108,Platinum
0,Silver,235,-7.887099667144706,-7.238249643727333,Silver
0,Silver,191,-3.245483942761157,-4.351430102567283,Silver
0,Silver,911,-3.7339285420529857,-4.423478098987221,Silver
0,Silver,302,-3.422680921107107,-4.4725224978193765,Silver
0,Silver,206,-5.888879728578245,-7.184969342855734,Silver
0,Silver,588,-3.5395155829264273,-4.440892243774227,Silver
0,Silver,799,-4.331221892983612,-5.228261547385342,Silver
0,Silver,256,-5.124542338620713,-6.002138283500324,Silver
0,Silver,640,-3.2483007717109142,-4.2974930882422,Silver
0,Silver,541,-3.925625220181326,-4.328743428257294,Silver
0,Silver,710,-5.498392639396395,-4.785447238100748,Silver
0,Silver,484,-4.6718076826645545,-4.920580138117122,Silver
0,Silver,623,-4.651713262519588,-4.546736973033006,Silver
0,Silver,247,-5.798270976001717,-6.061678224117744,Silver
0,Silver,136,-4.910327467654321,-4.351729580177963,Silver
0,Silver,426,-5.175701860004935,-6.42780074859162,Silver
0,Silver,502,-3.4286410152085027,-4.955066513243951,Silver
0,Silver,12,-4.149220316854342,-4.402288548631724,Silver
0,Silver,106,-4.830632622147043,-5.647859840997009,Silver
0,Silver,580,-5.719849494739408,-4.312437237615901,Silver
0,Silver,332,-4.2657376749662745,-5.560339697892095,Silver
0,Silver,42,-4.864574991577226,-4.445910127486419,Silver
0,Silver,348,-4.907290046675414,-4.89006703001915,Silver
0,Silver,182,-4.695442956071622,-5.251699340938908,Silver
0,Silver,803,-2.6240522864854974,-4.2120996055009705,Silver
0,Silver,8,-6.271489677919943,-5.88842255525172,Silver
0,Silver,384,-6.18462359783983,-6.801472109228964,Silver
0,Silver,400,-3.822313544006327,-4.962896730830673,Silver
0,Silver,87,-4.175131193798693,-4.874921216500798,Silver
0,Silver,732,-5.789637242711492,-6.071478807100755,Silver
0,Silver,628,-3.3644087855195797,-4.469658736495894,Silver
0,Silver,252,-3.943957984167543,-5.402794540646751,Silver
0,Silver,711,-4.03874647868466,-4.620498186892053,Silver
0,Silver,164,-3.788570420014001,-5.670503117317164,Silver
0,Silver,207,-9.70761302933747,-6.585410189963618,Silver
0,Silver,730,-4.347599758739088,-5.003047210392497,Silver
0,Silver,498,-3.148383812036226,-4.436952181451375,Silver
0,Silver,855,-3.7451469617612667,-4.602819050917912,Silver
0,Silver,489,-4.781565326231745,-4.996146101770334,Silver
0,Silver,889,-5.758989814689247,-6.080022355439432,Silver
0,Silver,575,-4.229554848070052,-4.87730323141702,Silver
0,Silver,733,-4.063090642767174,-4.870392571287887,Silver
0,Silver,447,-5.047078104490733,-5.454114566590546,Silver
0,Silver,391,-3.4251138051806027,-5.056122458900427,Silver
0,Silver,715,-4.697309468526995,-4.426086762985035,Silver
0,Silver,74,-4.743667589124772,-4.54803006487742,Silver
0,Zinc,38,-5.560590824086908,-5.721992478951867,Zinc
0,Zinc,305,-5.6181857513965205,-5.676935445290322,Zinc
0,Zinc,109,-5.312357346202215,-5.002512677484264,Zinc
0,Zinc,581,-4.279461578039132,-5.182671893874819,Zinc
0,Zinc,351,-3.480022891074322,-5.454724949975551,Zinc
0,Zinc,318,-4.842037887020429,-5.08296055458068,Zinc
0,Zinc,225,-5.274817862400807,-5.16074131061829,Zinc
0,Zinc,124,-6.463647027962906,-5.117290518702374,Zinc
0,Zinc,921,-5.051015771094657,-5.485837969688557,Zinc
0,Zinc,419,-3.82934737923628,-4.809694847270142,Zinc
0,Zinc,810,-4.296327792014032,-5.171808601719016,Zinc
0,Zinc,415,-7.30020185426649,-7.287273302589423,Zinc
0,Zinc,596,-4.46793909316604,-4.465052845530474,Zinc
0,Zinc,783,-6.585818181980037,-6.390156966352497,Zinc
0,Zinc,323,-4.966119204053641,-4.954405696570637,Zinc
0,Zinc,515,-5.066165170659905,-5.220816214623577,Zinc
0,Zinc,184,-6.599861638797544,-5.81646403425362,Zinc
0,Zinc,64,-6.440317242744879,-5.505558849708358,Zinc
0,Zinc,163,-5.65997092453907,-5.155841372945163,Zinc
0,Zinc,89,-3.38412263692388,-5.1208398045614505,Zinc
0,Zinc,58,-4.603015610826411,-5.224833522532114,Zinc
0,Zinc,709,-4.722338013196732,-5.215385854040864,Zinc
0,Zinc,649,-5.318870344517654,-4.922717168285878,Zinc
0,Zinc,185,-6.088280523388321,-5.143367494057065,Zinc
0,Zinc,672,-5.293812179151936,-6.386380650176549,Zinc
0,Zinc,276,-5.376502298733363,-5.458494487803565,Zinc
0,Zinc,113,-3.9912951321788244,-4.760800333248181,Zinc
0,Zinc,248,-5.395302297638939,-4.909501717446856,Zinc
0,Zinc,455,-4.9996929830474475,-4.9861471027303015,Zinc
0,Zinc,771,-5.066329230679427,-5.466544130435993,Zinc
0,Zinc,244,-4.111857307845107,-5.450533236859444,Zinc
0,Zinc,278,-4.586860976428739,-5.099523960249568,Zinc
0,Zinc,726,-6.0999871680664475,-5.23793917746249,Zinc
0,Zinc,852,-4.4809302971563385,-5.685068866616673,Zinc
0,Zinc,39,-6.128245901667108,-6.160716441561707,Zinc
0,Zinc,892,-4.296765625309777,-4.990638598755369,Zinc
0,Zinc,277,-5.454590234123617,-4.595236418979496,Zinc
0,Zinc,491,-8.269159583590357,-6.713497452877904,Zinc
0,Zinc,110,-6.407508903493394,-5.545623433867762,Zinc
0,Zinc,762,-4.507698088614212,-5.173491416839713,Zinc
0,Zinc,107,-3.6001168755707402,-4.83570871156026,Zinc
0,Zinc,394,-3.987197418124025,-4.396266604699219,Zinc
0,Zinc,399,-4.704744612281877,-5.644656141268717,Zinc
0,Zinc,267,-4.889062812053111,-5.1174923378426485,Zinc
0,Zinc,471,-5.59147805322419,-4.805907551575908,Zinc
0,Zinc,693,-4.200142656242265,-5.6931142266361565,Zinc
0,Zinc,125,-4.829337969982893,-5.371449131265793,Zinc
0,Zinc,330,-4.908642948108849,-5.596559135153708,Zinc
0,Zinc,40,-3.5374090569147074,-4.701773931825404,Zinc
0,Zinc,772,-7.145322546063636,-5.381102332235498,Zinc
0,Zinc,170,-6.166447619991564,-6.343345558517095,Zinc
0,Zinc,142,-5.808738717231971,-5.428580016776058,Zinc
0,Zinc,898,-6.846168058411618,-5.518266612257472,Zinc
0,Zinc,878,-4.142279700350752,-4.943670796419466,Zinc
0,Zinc,487,-4.539191765470863,-5.728791697543933,Zinc
0,Zinc,133,-6.537104620373473,-5.087921170495459,Zinc
0,Zinc,561,-5.752113324264022,-5.6308484127614715,Zinc
0,Zinc,759,-4.057673466299511,-4.894936033511167,Zinc
0,Zinc,79,-5.362860200595222,-5.35763217489095,Zinc
0,Zinc,145,-7.560775887517643,-7.128716007308662,Zinc
0,Zinc,600,-4.918386906991863,-5.173794614194378,Zinc
0,Zinc,720,-5.809779130880144,-5.623677460214438,Zinc
0,Zinc,380,-5.645043407097972,-5.310665759019855,Zinc
0,Zinc,698,-4.598274304068049,-5.210307869453226,Zinc
0,Zinc,165,-4.63910738485085,-5.511239233029658,Zinc
0,Zinc,222,-5.946754484098737,-5.396404760352963,Zinc
0,Zinc,227,-3.4199563588599817,-4.529883374872998,Zinc
0,Zinc,900,-6.308552903585308,-4.86165907368861,Zinc
0,Zinc,211,-4.6770007350369855,-5.074196663427594,Zinc
0,Zinc,609,-5.70689669311042,-5.671964346260648,Zinc
0,Zinc,779,-6.013685336774865,-5.981396086396083,Zinc
0,Zinc,519,-6.397177908090345,-5.543282851671972,Zinc
0,Zinc,681,-4.252808274961049,-5.33663166567935,Zinc
0,Zinc,435,-5.071320950163907,-5.0905073898817905,Zinc
0,Zinc,705,-6.564646040838611,-6.08814180005475,Zinc
0,Zinc,383,-5.6596028433126095,-5.632298561083621,Zinc
0,Zinc,595,-5.691199255689703,-6.7141529849606325,Zinc
0,Zinc,177,-5.563673883526945,-6.3656359164046314,Zinc
0,Zinc,619,-4.654780767376945,-5.690679485884377,Zinc
0,Zinc,140,-4.162599643700747,-5.903201312122318,Zinc
0,Zinc,425,-5.9738961064261344,-6.1230021821087695,Zinc
0,Zinc,754,-6.497608093369969,-5.686925402451273,Zinc
0,Zinc,782,-6.194664569132841,-6.1370083704800065,Zinc
0,Zinc,317,-5.256223803195795,-4.857942035278542,Zinc
0,Zinc,90,-4.174508683087838,-5.208115451990523,Zinc
0,Zinc,618,-5.833698486454948,-5.038275856065775,Zinc
0,Zinc,587,-7.103964829056266,-6.280418087309217,Zinc
0,Zinc,657,-6.046812754713254,-4.766531441231054,Zinc
0,Zinc,178,-4.3632636325680645,-5.023853500357882,Zinc
0,Zinc,866,-5.2032752996058305,-5.7402368494819145,Zinc
0,Zinc,234,-6.101127957748397,-6.355049304036873,Zinc
0,Zinc,166,-6.049204541797999,-5.7279615074084935,Zinc
0,Zinc,412,-6.056323250217285,-6.302743866878369,Zinc
0,Zinc,725,-8.002095456127575,-5.089522043589991,Zinc
0,Zinc,146,-5.476283086644922,-5.612321598524971,Zinc
0,Zinc,32,-5.634246877744068,-5.240292089693091,Zinc
0,Zinc,864,-6.322534124411376,-6.017735369221406,Zinc
0,Zinc,694,-5.455123018677623,-5.637465610900058,Zinc
0,Zinc,909,-4.612523029199942,-5.24852492277221,Zinc
0,Zinc,449,-5.672569115272252,-6.3020972859371405,Zinc
0,Zinc,236,-6.085353599097724,-6.542376048683993,Zinc
0,Zinc,366,-6.19038176691863,-5.0388375034068815,Zinc
0,Zinc,55,-7.7812024712922145,-6.3442538968238456,Zinc
0,Zinc,299,-6.281137170821626,-6.529949422822174,Zinc
0,Zinc,203,-7.742946938255781,-5.7796667770282975,Zinc
0,Zinc,514,-6.488986343452681,-6.175417176943958,Zinc
0,Zinc,523,-6.404138721057537,-5.514587865593336,Zinc
0,Zinc,775,-6.850000129643989,-6.448821402238082,Zinc
0,Zinc,656,-7.724087189813974,-5.935931863331421,Zinc
0,Zinc,629,-6.852671469349796,-5.532641752706516,Zinc
0,Zinc,29,-6.831019130857414,-5.633171364807113,Zinc
0,Zinc,751,-5.854617604367774,-6.359961774976286,Zinc
0,Zinc,536,-6.938942946787742,-5.612370175012968,Zinc
0,Zinc,530,-4.551265830190203,-5.772930462507771,Zinc
0,Zinc,160,-4.7148041971384025,-6.2738399240210665,Zinc
0,Zinc,479,-6.021235037468161,-5.954109581701684,Zinc
0,Zinc,156,-6.276593548088729,-6.187262957497892,Zinc
0,Zinc,105,-6.846702983925059,-6.98778897999244,Zinc
0,Zinc,422,-7.252943394317293,-6.0671269506551315,Zinc
0,Zinc,262,-6.932534086953891,-5.815598519732695,Zinc
0,Zinc,242,-6.498090919277246,-5.673799712410476,Zinc
0,Zinc,229,-5.917427876543777,-6.1113253299610015,Zinc
0,Zinc,472,-7.576324585241214,-5.9678552519245445,Zinc
0,Zinc,270,-5.467543148548832,-5.995553890051109,Zinc
0,Zinc,392,-5.979219820691545,-5.600130702179977,Zinc
0,Zinc,827,-6.579950736620401,-6.003223780589393,Zinc
0,Zinc,650,-6.422938691054363,-6.524318509595779,Zinc
0,Zinc,71,-6.405324291789416,-6.201465169501088,Zinc
0,Zinc,843,-6.053279567644105,-5.768803560659091,Zinc
0,Zinc,7,-5.271902660376585,-5.9147338217452985,Zinc
0,Zinc,613,-6.179152706962014,-5.8832332686490565,Zinc
0,Zinc,287,-6.678749180694472,-6.075289785085625,Zinc
0,Zinc,917,-6.275663170011696,-6.014946604656663,Zinc
0,Zinc,239,-6.973403749218699,-5.716099975913835,Zinc
0,Zinc,746,-6.159852105121914,-5.593101609386949,Zinc
0,Zinc,212,-6.00699171009838,-6.029130384316041,Zinc
0,Zinc,615,-5.969866023284615,-5.589300573324289,Zinc
0,Zinc,620,-6.021972323927946,-6.180628070609677,Zinc
0,Zinc,420,-7.708292546614838,-5.755368285114932,Zinc
0,Zinc,69,-6.01636063345896,-6.5693258498187195,Zinc
0,Zinc,876,-6.824275024908677,-6.586379189266299,Zinc
0,Zinc,453,-6.235646689206663,-6.998827223912976,Zinc
0,Zinc,457,-6.9760467893374605,-6.6750924526400865,Zinc
0,Zinc,896,-10.224243932717338,-7.0243983621631605,Zinc
0,Zinc,213,-5.028957554818789,-6.0028317101995095,Zinc
0,Zinc,155,-7.55918558107788,-6.416911090822509,Zinc
0,Zinc,168,-6.0936127673980796,-5.8364428424185935,Zinc
0,Zinc,264,-6.0280068238101805,-6.140225596433025,Zinc
0,Zinc,303,-5.763844275719287,-5.997375007395018,Zinc
0,Zinc,450,-6.133854105310591,-5.886107749283298,Zinc
0,Zinc,792,-7.244053530739594,-6.313055112486648,Zinc
0,Zinc,661,-7.191032923767242,-5.9709822564460495,Zinc
0,Zinc,562,-5.9643553446293645,-5.943208387540246,Zinc
0,Zinc,434,-7.327469905972886,-6.848159426720042,Zinc
0,Zinc,52,-6.050266381211785,-5.960033312066143,Zinc
0,Zinc,704,-6.191659281783367,-6.148601348543889,Zinc
0,Zinc,97,-6.728483975545215,-6.212278326909038,Zinc
0,Zinc,913,-6.269491287424245,-5.839482447233347,Zinc
0,Zinc,739,-5.734671832632059,-6.07624432992518,Zinc
0,Zinc,410,-6.585176733286652,-6.134265313912758,Zinc
0,Zinc,555,-6.399037457488993,-6.028598559479154,Zinc
0,Zinc,112,-7.825863137020963,-5.35177961308573,Zinc
0,Zinc,778,-6.165720112950463,-6.010534833537517,Zinc
0,Zinc,646,-7.0263355073121785,-6.100579491169776,Zinc
0,Zinc,793,-6.30870496357012,-5.873628125600899,Zinc
0,Zinc,854,-7.73890423762997,-6.009301160494042,Zinc
0,Zinc,543,-7.717696141020751,-5.363250421598524,Zinc
0,Zinc,293,-7.271095242039654,-4.850777191823308,Zinc
0,Zinc,62,-7.259623895450665,-6.260347096562143,Zinc
