,Year,Commodity,Historical or simulated,Scenario,Mean total cash margin
2414,2015.0,Ni,Simulated,9,7654.657533807487
2415,2016.0,Ni,Simulated,9,7515.484233907655
2416,2017.0,Ni,Simulated,9,7379.114039999189
2417,2018.0,Ni,Simulated,9,7253.350086323869
2418,2019.0,Ni,Simulated,9,7395.4789933010525
2419,2001.0,Ni,Simulated,10,7292.637164143695
2420,2002.0,Ni,Simulated,10,7780.153984457043
2421,2003.0,Ni,Simulated,10,8541.225577839872
2422,2004.0,Ni,Simulated,10,9225.543881006091
2423,2005.0,Ni,Simulated,10,9499.974664580715
2424,2006.0,Ni,Simulated,10,9560.50266726983
2425,2007.0,Ni,Simulated,10,9654.268500780565
2426,2008.0,Ni,Simulated,10,9674.451539222438
2427,2009.0,Ni,Simulated,10,9555.49692955793
2428,2010.0,Ni,Simulated,10,9261.249234012514
2429,2011.0,Ni,Simulated,10,9336.83555018572
2430,2012.0,Ni,Simulated,10,9350.21066159488
2431,2013.0,Ni,Simulated,10,9254.5054423121
2432,2014.0,Ni,Simulated,10,9250.881994188789
2433,2015.0,Ni,Simulated,10,9244.339693237089
2434,2016.0,Ni,Simulated,10,9204.248257782408
2435,2017.0,Ni,Simulated,10,9089.467391695078
2436,2018.0,Ni,Simulated,10,9012.290167815156
2437,2019.0,Ni,Simulated,10,8961.459315819386
2438,2001.0,Ni,Simulated,11,7794.190670683214
2439,2002.0,Ni,Simulated,11,9004.423527459487
2440,2003.0,Ni,Simulated,11,11658.362272370956
2441,2004.0,Ni,Simulated,11,12809.729258632382
2442,2005.0,Ni,Simulated,11,13307.178298091128
2443,2006.0,Ni,Simulated,11,13602.681965053784
2444,2007.0,Ni,Simulated,11,12890.729257347848
2445,2008.0,Ni,Simulated,11,12230.869656922954
2446,2009.0,Ni,Simulated,11,11177.41328988336
2447,2010.0,Ni,Simulated,11,9706.15180112098
2448,2011.0,Ni,Simulated,11,8080.9592772477745
2449,2012.0,Ni,Simulated,11,7391.428062188632
2450,2013.0,Ni,Simulated,11,6168.964859362298
2451,2014.0,Ni,Simulated,11,5830.64680246416
2452,2015.0,Ni,Simulated,11,5129.053103032638
2453,2016.0,Ni,Simulated,11,5075.254619287191
2454,2017.0,Ni,Simulated,11,5398.71119104763
2455,2018.0,Ni,Simulated,11,6692.690347535906
2456,2019.0,Ni,Simulated,11,8345.316346906464
2457,2001.0,Ni,Simulated,12,7244.215697825585
2458,2002.0,Ni,Simulated,12,7599.284503122016
2459,2003.0,Ni,Simulated,12,8086.21389416866
2460,2004.0,Ni,Simulated,12,8332.939811295148
2461,2005.0,Ni,Simulated,12,8514.556613493432
2462,2006.0,Ni,Simulated,12,8607.739552955789
2463,2007.0,Ni,Simulated,12,8783.10659301306
2464,2008.0,Ni,Simulated,12,8875.947739471852
2465,2009.0,Ni,Simulated,12,8963.014863758812
2466,2010.0,Ni,Simulated,12,8708.387277318136
2467,2011.0,Ni,Simulated,12,8652.488131204767
2468,2012.0,Ni,Simulated,12,8449.731475660961
2469,2013.0,Ni,Simulated,12,8344.6811833323
2470,2014.0,Ni,Simulated,12,8194.785740866446
2471,2015.0,Ni,Simulated,12,7990.355527555342
2472,2016.0,Ni,Simulated,12,7846.72123516701
2473,2017.0,Ni,Simulated,12,7762.463931961404
2474,2018.0,Ni,Simulated,12,7670.931984958872
2475,2019.0,Ni,Simulated,12,7620.6006351656
2476,2001.0,Ni,Simulated,13,7914.902382428188
2477,2002.0,Ni,Simulated,13,8142.404157236727
2478,2003.0,Ni,Simulated,13,8513.17300333266
2479,2004.0,Ni,Simulated,13,9038.839923159894
2480,2005.0,Ni,Simulated,13,9258.44508228306
2481,2006.0,Ni,Simulated,13,9238.572595974358
2482,2007.0,Ni,Simulated,13,9433.207036220352
2483,2008.0,Ni,Simulated,13,9516.729833170775
2484,2009.0,Ni,Simulated,13,9046.63248936031
2485,2010.0,Ni,Simulated,13,8460.521076881058
2486,2011.0,Ni,Simulated,13,8444.191348339991
2487,2012.0,Ni,Simulated,13,8081.437945937713
2488,2013.0,Ni,Simulated,13,7859.235847873738
2489,2014.0,Ni,Simulated,13,7610.552456222628
2490,2015.0,Ni,Simulated,13,7461.017804577254
2491,2016.0,Ni,Simulated,13,7201.710509413482
2492,2017.0,Ni,Simulated,13,7146.729052846303
2493,2018.0,Ni,Simulated,13,7125.84314474559
2494,2019.0,Ni,Simulated,13,7162.292767083779
2495,2001.0,Ni,Simulated,14,7474.097036525985
2496,2002.0,Ni,Simulated,14,8137.508906267704
2497,2003.0,Ni,Simulated,14,8785.70848896242
2498,2004.0,Ni,Simulated,14,9214.997385575824
2499,2005.0,Ni,Simulated,14,9423.788464295703
2500,2006.0,Ni,Simulated,14,9547.594401471428
2501,2007.0,Ni,Simulated,14,9826.065543779952
2502,2008.0,Ni,Simulated,14,10100.575770762794
2503,2009.0,Ni,Simulated,14,9906.249171405236
2504,2010.0,Ni,Simulated,14,9550.09679791766
2505,2011.0,Ni,Simulated,14,10347.067053973038
2506,2012.0,Ni,Simulated,14,10152.659667663218
2507,2013.0,Ni,Simulated,14,10128.73971562579
2508,2014.0,Ni,Simulated,14,10364.156756788096
2509,2015.0,Ni,Simulated,14,10472.91042491641
2510,2016.0,Ni,Simulated,14,10504.238510398853
2511,2017.0,Ni,Simulated,14,10733.16735734859
2512,2018.0,Ni,Simulated,14,10960.958657361269
2513,2019.0,Ni,Simulated,14,11176.457282613212
2514,2001.0,Ni,Simulated,15,7050.930184270471
2515,2002.0,Ni,Simulated,15,7546.312071690496
2516,2003.0,Ni,Simulated,15,7802.074536695942
2517,2004.0,Ni,Simulated,15,7282.105637677216
2518,2005.0,Ni,Simulated,15,7042.069511931084
2519,2006.0,Ni,Simulated,15,6752.097585555475
2520,2007.0,Ni,Simulated,15,6404.218422316839
2521,2008.0,Ni,Simulated,15,6727.49224192472
2522,2009.0,Ni,Simulated,15,6286.723857335869
2523,2010.0,Ni,Simulated,15,5613.737450583774
2524,2011.0,Ni,Simulated,15,6182.640085585628
2525,2012.0,Ni,Simulated,15,5952.687914096944
2526,2013.0,Ni,Simulated,15,5621.146832803305
2527,2014.0,Ni,Simulated,15,5772.933234052177
2528,2015.0,Ni,Simulated,15,5409.082794602052
2529,2016.0,Ni,Simulated,15,5491.475125862555
2530,2017.0,Ni,Simulated,15,5336.013662937872
2531,2018.0,Ni,Simulated,15,5420.052989174782
2532,2019.0,Ni,Simulated,15,5176.952857203838
2533,2001.0,Ni,Simulated,16,7925.411848495873
2534,2002.0,Ni,Simulated,16,8613.777645113405
2535,2003.0,Ni,Simulated,16,9256.104619721742
2536,2004.0,Ni,Simulated,16,9819.873470448225
2537,2005.0,Ni,Simulated,16,10138.863607842084
2538,2006.0,Ni,Simulated,16,10325.029273556896
2539,2007.0,Ni,Simulated,16,10399.574934770651
2540,2008.0,Ni,Simulated,16,10502.457829722103
2541,2009.0,Ni,Simulated,16,10169.408039493454
2542,2010.0,Ni,Simulated,16,9624.595693003504
2543,2011.0,Ni,Simulated,16,9449.173071779707
2544,2012.0,Ni,Simulated,16,9069.933832206563
2545,2013.0,Ni,Simulated,16,8729.116369967594
2546,2014.0,Ni,Simulated,16,8433.908960579634
2547,2015.0,Ni,Simulated,16,8103.197366204704
2548,2016.0,Ni,Simulated,16,7737.686577509485
2549,2017.0,Ni,Simulated,16,7429.274619023959
2550,2018.0,Ni,Simulated,16,7219.476817546462
2551,2019.0,Ni,Simulated,16,7037.556148173277
2552,2001.0,Ni,Simulated,17,7224.088707358042
2553,2002.0,Ni,Simulated,17,8002.442152534956
2554,2003.0,Ni,Simulated,17,9583.022053069984
2555,2004.0,Ni,Simulated,17,8875.19869318335
2556,2005.0,Ni,Simulated,17,8546.274591579157
2557,2006.0,Ni,Simulated,17,8571.460307967296
2558,2007.0,Ni,Simulated,17,8218.821387544638
2559,2008.0,Ni,Simulated,17,8236.301056554455
2560,2009.0,Ni,Simulated,17,8177.013027320313
2561,2010.0,Ni,Simulated,17,7904.592536624242
2562,2011.0,Ni,Simulated,17,8853.886658939464
2563,2012.0,Ni,Simulated,17,8760.427021284779
2564,2013.0,Ni,Simulated,17,8927.154378774541
2565,2014.0,Ni,Simulated,17,9437.350145704928
2566,2015.0,Ni,Simulated,17,9367.055360054565
2567,2016.0,Ni,Simulated,17,9535.80338054884
2568,2017.0,Ni,Simulated,17,9808.73274229772
2569,2018.0,Ni,Simulated,17,10009.97888270783
2570,2019.0,Ni,Simulated,17,10155.001606166374
2571,2001.0,Ni,Simulated,18,6902.103962658697
2572,2002.0,Ni,Simulated,18,7648.669164382156
2573,2003.0,Ni,Simulated,18,8508.669772036195
2574,2004.0,Ni,Simulated,18,8692.562892446904
2575,2005.0,Ni,Simulated,18,8776.211392086114
2576,2006.0,Ni,Simulated,18,8823.06892459516
2577,2007.0,Ni,Simulated,18,9158.559765302944
2578,2008.0,Ni,Simulated,18,9413.317574211706
2579,2009.0,Ni,Simulated,18,9081.057741737724
2580,2010.0,Ni,Simulated,18,8004.278051815203
2581,2011.0,Ni,Simulated,18,8046.157525934674
2582,2012.0,Ni,Simulated,18,7701.0791300148285
2583,2013.0,Ni,Simulated,18,7483.37118781476
2584,2014.0,Ni,Simulated,18,7362.4429894470195
2585,2015.0,Ni,Simulated,18,7157.81350707486
2586,2016.0,Ni,Simulated,18,6876.264407514479
2587,2017.0,Ni,Simulated,18,6544.426148923954
2588,2018.0,Ni,Simulated,18,6526.448086850034
2589,2019.0,Ni,Simulated,18,6538.817595372955
2590,2001.0,Ni,Simulated,19,7000.179590938137
2591,2002.0,Ni,Simulated,19,7855.322431651855
2592,2003.0,Ni,Simulated,19,8268.834426520596
2593,2004.0,Ni,Simulated,19,8071.820925387718
2594,2005.0,Ni,Simulated,19,8320.76798275186
2595,2006.0,Ni,Simulated,19,8177.188728776538
2596,2007.0,Ni,Simulated,19,8192.706034834086
2597,2008.0,Ni,Simulated,19,8222.245714105567
2598,2009.0,Ni,Simulated,19,7909.7431067951875
2599,2010.0,Ni,Simulated,19,7370.414286827047
2600,2011.0,Ni,Simulated,19,7577.875623402271
2601,2012.0,Ni,Simulated,19,7600.277505745648
2602,2013.0,Ni,Simulated,19,7544.722885437822
2603,2014.0,Ni,Simulated,19,7458.93670791824
2604,2015.0,Ni,Simulated,19,7450.496250625952
2605,2016.0,Ni,Simulated,19,7281.476309037718
2606,2017.0,Ni,Simulated,19,7178.716443012717
2607,2018.0,Ni,Simulated,19,7177.806576329127
2608,2019.0,Ni,Simulated,19,7100.9770903800045
2609,2001.0,Ni,Simulated,20,6840.478964624199
2610,2002.0,Ni,Simulated,20,7576.571725261637
2611,2003.0,Ni,Simulated,20,7948.72662254826
2612,2004.0,Ni,Simulated,20,7790.793455423577
2613,2005.0,Ni,Simulated,20,7515.375244913379
2614,2006.0,Ni,Simulated,20,7145.973008906192
2615,2007.0,Ni,Simulated,20,7523.111631129747
2616,2008.0,Ni,Simulated,20,7566.020165740774
2617,2009.0,Ni,Simulated,20,6766.387024832774
2618,2010.0,Ni,Simulated,20,6214.492003793286
2619,2011.0,Ni,Simulated,20,6688.296523531011
2620,2012.0,Ni,Simulated,20,6224.769518485452
2621,2013.0,Ni,Simulated,20,6281.934429066258
2622,2014.0,Ni,Simulated,20,6346.965311941707
2623,2015.0,Ni,Simulated,20,6178.254372114007
2624,2016.0,Ni,Simulated,20,6171.755858099342
2625,2017.0,Ni,Simulated,20,6075.429164191492
2626,2018.0,Ni,Simulated,20,6082.132276648126
2627,2019.0,Ni,Simulated,20,6026.568759404414
2628,2001.0,Ni,Simulated,21,8052.438560648983
2629,2002.0,Ni,Simulated,21,8650.955069200016
2630,2003.0,Ni,Simulated,21,9317.92812254472
2631,2004.0,Ni,Simulated,21,9170.537362272864
2632,2005.0,Ni,Simulated,21,8600.807835671696
2633,2006.0,Ni,Simulated,21,8173.319468771157
2634,2007.0,Ni,Simulated,21,8241.677736243117
2635,2008.0,Ni,Simulated,21,8297.209400188036
2636,2009.0,Ni,Simulated,21,7982.302891843637
2637,2010.0,Ni,Simulated,21,7956.653909836264
2638,2011.0,Ni,Simulated,21,7927.082592880743
2639,2012.0,Ni,Simulated,21,7856.646874631309
2640,2013.0,Ni,Simulated,21,8076.449628152211
2641,2014.0,Ni,Simulated,21,7893.412299721539
2642,2015.0,Ni,Simulated,21,7871.937954275445
2643,2016.0,Ni,Simulated,21,7746.062010990707
2644,2017.0,Ni,Simulated,21,7524.14993234319
2645,2018.0,Ni,Simulated,21,7471.428315977922
2646,2019.0,Ni,Simulated,21,7388.919023058003
2647,2001.0,Ni,Simulated,22,7330.657018517225
2648,2002.0,Ni,Simulated,22,7837.877945105322
2649,2003.0,Ni,Simulated,22,11192.621595896346
2650,2004.0,Ni,Simulated,22,9862.294244781917
2651,2005.0,Ni,Simulated,22,11329.081559802527
2652,2006.0,Ni,Simulated,22,10239.216716553152
2653,2007.0,Ni,Simulated,22,11025.131297461554
2654,2008.0,Ni,Simulated,22,10374.0944363011
2655,2009.0,Ni,Simulated,22,8830.434869633018
2656,2010.0,Ni,Simulated,22,8951.993932673313
2657,2011.0,Ni,Simulated,22,8447.541558717758
2658,2012.0,Ni,Simulated,22,7639.5849947781635
2659,2013.0,Ni,Simulated,22,7386.562891752928
2660,2014.0,Ni,Simulated,22,6562.170445856084
2661,2015.0,Ni,Simulated,22,7369.452955975233
2662,2016.0,Ni,Simulated,22,6573.481391377021
2663,2017.0,Ni,Simulated,22,9990.363651057964
2664,2018.0,Ni,Simulated,22,8990.36968511417
2665,2019.0,Ni,Simulated,22,13782.243970965848
2666,2001.0,Ni,Simulated,23,6409.368215649233
2667,2002.0,Ni,Simulated,23,6833.315760888874
2668,2003.0,Ni,Simulated,23,7013.081912265168
2669,2004.0,Ni,Simulated,23,6840.222619322507
2670,2005.0,Ni,Simulated,23,6617.003029881051
2671,2006.0,Ni,Simulated,23,6400.044156859109
2672,2007.0,Ni,Simulated,23,6112.123325404366
2673,2008.0,Ni,Simulated,23,5911.686616936533
2674,2009.0,Ni,Simulated,23,5525.619590126013
2675,2010.0,Ni,Simulated,23,4873.460317063573
2676,2011.0,Ni,Simulated,23,4839.15257729495
2677,2012.0,Ni,Simulated,23,4657.5057314322
2678,2013.0,Ni,Simulated,23,4469.304274816984
2679,2014.0,Ni,Simulated,23,4492.788217815308
2680,2015.0,Ni,Simulated,23,4391.569390338989
2681,2016.0,Ni,Simulated,23,4300.144648030313
2682,2017.0,Ni,Simulated,23,4214.8561412217605
2683,2018.0,Ni,Simulated,23,4212.026929372393
2684,2019.0,Ni,Simulated,23,4219.146616818569
2685,2001.0,Ni,Simulated,24,7140.855188618695
2686,2002.0,Ni,Simulated,24,7532.815239530546
2687,2003.0,Ni,Simulated,24,8496.420134860202
2688,2004.0,Ni,Simulated,24,7641.416603460438
2689,2005.0,Ni,Simulated,24,7113.472827502792
2690,2006.0,Ni,Simulated,24,6542.900398899144
2691,2007.0,Ni,Simulated,24,6344.946813309337
2692,2008.0,Ni,Simulated,24,6428.386841161565
2693,2009.0,Ni,Simulated,24,6588.971632657484
2694,2010.0,Ni,Simulated,24,6520.335476488843
2695,2011.0,Ni,Simulated,24,7048.762067774869
2696,2012.0,Ni,Simulated,24,7569.072699960616
2697,2013.0,Ni,Simulated,24,7833.606727890766
2698,2014.0,Ni,Simulated,24,8347.476635366696
2699,2015.0,Ni,Simulated,24,8621.535711541523
2700,2016.0,Ni,Simulated,24,9040.864441882106
2701,2017.0,Ni,Simulated,24,8918.078364575154
2702,2018.0,Ni,Simulated,24,8937.652079893269
2703,2019.0,Ni,Simulated,24,9073.205448745111
2704,2001.0,Ni,Simulated,25,7728.747299221506
2705,2002.0,Ni,Simulated,25,8232.953519182478
2706,2003.0,Ni,Simulated,25,8963.61486728251
2707,2004.0,Ni,Simulated,25,9269.364969550632
2708,2005.0,Ni,Simulated,25,9373.87389595568
2709,2006.0,Ni,Simulated,25,9556.987480916809
2710,2007.0,Ni,Simulated,25,9999.866979715687
2711,2008.0,Ni,Simulated,25,10516.881178993308
2712,2009.0,Ni,Simulated,25,10895.450099229898
2713,2010.0,Ni,Simulated,25,10955.07244336693
2714,2011.0,Ni,Simulated,25,11488.872981921762
2715,2012.0,Ni,Simulated,25,11839.39657876952
2716,2013.0,Ni,Simulated,25,12223.762408193385
2717,2014.0,Ni,Simulated,25,12775.94415319046
2718,2015.0,Ni,Simulated,25,13042.773613028268
2719,2016.0,Ni,Simulated,25,13490.470402974748
2720,2017.0,Ni,Simulated,25,13714.856100453326
2721,2018.0,Ni,Simulated,25,14217.680961792705
2722,2019.0,Ni,Simulated,25,10681.716175902213
2723,2001.0,Pb,Simulated,0,202.2315105589628
2724,2002.0,Pb,Simulated,0,248.41274227342697
2725,2003.0,Pb,Simulated,0,361.1439181938434
2726,2004.0,Pb,Simulated,0,518.8424513907897
2727,2005.0,Pb,Simulated,0,732.3778755503573
2728,2006.0,Pb,Simulated,0,900.0864332886562
2729,2007.0,Pb,Simulated,0,1241.9655723982212
2730,2008.0,Pb,Simulated,0,1307.039392441365
2731,2009.0,Pb,Simulated,0,1434.1770353634397
2732,2010.0,Pb,Simulated,0,1470.1021572977656
2733,2011.0,Pb,Simulated,0,1607.8228442205386
2734,2012.0,Pb,Simulated,0,1652.5197823952833
2735,2013.0,Pb,Simulated,0,1746.3765412221185
2736,2014.0,Pb,Simulated,0,1782.0555595376168
2737,2015.0,Pb,Simulated,0,1832.981710109088
2738,2016.0,Pb,Simulated,0,1814.8072884138212
2739,2017.0,Pb,Simulated,0,1864.9313288464184
2740,2018.0,Pb,Simulated,0,1865.0999232729027
2741,2019.0,Pb,Simulated,0,1913.0019755191115
2742,2001.0,Pb,Simulated,1,467.7551148051437
2743,2002.0,Pb,Simulated,1,577.149200256305
2744,2003.0,Pb,Simulated,1,831.2977612298911
2745,2004.0,Pb,Simulated,1,1006.0960090114852
2746,2005.0,Pb,Simulated,1,1305.3431901490278
2747,2006.0,Pb,Simulated,1,1549.708861585461
2748,2007.0,Pb,Simulated,1,1635.2318320796985
2749,2008.0,Pb,Simulated,1,1588.533866878376
2750,2009.0,Pb,Simulated,1,1407.7996058544009
2751,2010.0,Pb,Simulated,1,1533.341798046884
2752,2011.0,Pb,Simulated,1,1807.881873846424
2753,2012.0,Pb,Simulated,1,1499.2173775543347
2754,2013.0,Pb,Simulated,1,2073.716970161492
2755,2014.0,Pb,Simulated,1,1880.544537139958
2756,2015.0,Pb,Simulated,1,2092.5827330175084
2757,2016.0,Pb,Simulated,1,2354.143573053313
2758,2017.0,Pb,Simulated,1,2325.0086573975022
2759,2018.0,Pb,Simulated,1,2618.9537334262163
2760,2019.0,Pb,Simulated,1,2531.823846301241
2761,2001.0,Pb,Simulated,2,431.5426903715722
2762,2002.0,Pb,Simulated,2,542.800653388973
2763,2003.0,Pb,Simulated,2,595.994934098077
2764,2004.0,Pb,Simulated,2,634.8102367162032
2765,2005.0,Pb,Simulated,2,750.5508371632598
2766,2006.0,Pb,Simulated,2,852.6705635215402
2767,2007.0,Pb,Simulated,2,1050.5511328435427
2768,2008.0,Pb,Simulated,2,1254.8705770216245
2769,2009.0,Pb,Simulated,2,1304.1422178688413
2770,2010.0,Pb,Simulated,2,1506.3189581166455
2771,2011.0,Pb,Simulated,2,1599.101620913135
2772,2012.0,Pb,Simulated,2,1537.8190426430087
2773,2013.0,Pb,Simulated,2,1595.064110606612
2774,2014.0,Pb,Simulated,2,1536.6912665661362
2775,2015.0,Pb,Simulated,2,1476.2610344220082
2776,2016.0,Pb,Simulated,2,1452.4172265127584
2777,2017.0,Pb,Simulated,2,1472.2176389040806
2778,2018.0,Pb,Simulated,2,1447.3483933116102
2779,2019.0,Pb,Simulated,2,1475.169101646145
2780,2001.0,Pb,Simulated,3,431.5116691884247
2781,2002.0,Pb,Simulated,3,388.6409899435816
2782,2003.0,Pb,Simulated,3,624.0658337128865
2783,2004.0,Pb,Simulated,3,264.23832955987706
2784,2005.0,Pb,Simulated,3,474.5078131523801
2785,2006.0,Pb,Simulated,3,585.0119547312014
2786,2007.0,Pb,Simulated,3,837.0889490062044
2787,2008.0,Pb,Simulated,3,837.6551140121766
2788,2009.0,Pb,Simulated,3,668.4251279826882
2789,2010.0,Pb,Simulated,3,564.2030587354338
2790,2011.0,Pb,Simulated,3,638.9717174816811
2791,2012.0,Pb,Simulated,3,667.1735379128094
2792,2013.0,Pb,Simulated,3,665.0678461010152
2793,2014.0,Pb,Simulated,3,778.1413155963147
2794,2015.0,Pb,Simulated,3,914.1399446304364
2795,2016.0,Pb,Simulated,3,935.6518359486488
2796,2017.0,Pb,Simulated,3,701.1290829025804
2797,2018.0,Pb,Simulated,3,605.8953444864957
2798,2019.0,Pb,Simulated,3,618.1609978838638
2799,2001.0,Pb,Simulated,4,436.8433326331737
2800,2002.0,Pb,Simulated,4,412.7572021563067
2801,2003.0,Pb,Simulated,4,421.2651443268596
2802,2004.0,Pb,Simulated,4,455.6800784903288
2803,2005.0,Pb,Simulated,4,566.6735712558296
2804,2006.0,Pb,Simulated,4,495.2115237058176
2805,2007.0,Pb,Simulated,4,485.2520921696681
2806,2008.0,Pb,Simulated,4,564.0234979843281
2807,2009.0,Pb,Simulated,4,345.495114353942
2808,2010.0,Pb,Simulated,4,367.2778446633844
2809,2011.0,Pb,Simulated,4,562.6730244862038
2810,2012.0,Pb,Simulated,4,413.73462144716586
2811,2013.0,Pb,Simulated,4,818.646688196232
2812,2014.0,Pb,Simulated,4,759.1794068658389
2813,2015.0,Pb,Simulated,4,1020.4530772034344
2814,2016.0,Pb,Simulated,4,1028.9916578862146
2815,2017.0,Pb,Simulated,4,1087.9046502983936
2816,2018.0,Pb,Simulated,4,855.9427624231289
2817,2019.0,Pb,Simulated,4,600.4585445403651
2818,2001.0,Pb,Simulated,5,392.96105838919016
2819,2002.0,Pb,Simulated,5,343.8165472497641
2820,2003.0,Pb,Simulated,5,442.694378109791
2821,2004.0,Pb,Simulated,5,420.007550707172
2822,2005.0,Pb,Simulated,5,567.3737876641422
2823,2006.0,Pb,Simulated,5,609.3704399078747
2824,2007.0,Pb,Simulated,5,771.4581283678133
2825,2008.0,Pb,Simulated,5,846.301168264206
2826,2009.0,Pb,Simulated,5,954.795680265231
2827,2010.0,Pb,Simulated,5,964.5107013988774
2828,2011.0,Pb,Simulated,5,1123.067599584411
2829,2012.0,Pb,Simulated,5,1112.238199998028
2830,2013.0,Pb,Simulated,5,1123.4085159396964
2831,2014.0,Pb,Simulated,5,1067.211200497419
2832,2015.0,Pb,Simulated,5,1083.1595665800724
2833,2016.0,Pb,Simulated,5,997.9045232150032
2834,2017.0,Pb,Simulated,5,990.663786902839
2835,2018.0,Pb,Simulated,5,968.8495692504334
2836,2019.0,Pb,Simulated,5,983.1598282849868
2837,2001.0,Pb,Simulated,6,510.65692619017545
2838,2002.0,Pb,Simulated,6,624.8166397791938
2839,2003.0,Pb,Simulated,6,694.6067005812616
2840,2004.0,Pb,Simulated,6,794.6456989134009
2841,2005.0,Pb,Simulated,6,951.2923675098084
2842,2006.0,Pb,Simulated,6,1156.5683796794694
2843,2007.0,Pb,Simulated,6,1310.5118744392803
2844,2008.0,Pb,Simulated,6,1418.879378378418
2845,2009.0,Pb,Simulated,6,1488.164673413482
2846,2010.0,Pb,Simulated,6,1524.2146055115545
2847,2011.0,Pb,Simulated,6,1540.8684540081774
2848,2012.0,Pb,Simulated,6,1506.8445255428687
2849,2013.0,Pb,Simulated,6,1446.518338238811
2850,2014.0,Pb,Simulated,6,1405.4274385609492
2851,2015.0,Pb,Simulated,6,1357.9696746557684
2852,2016.0,Pb,Simulated,6,1288.578116002849
2853,2017.0,Pb,Simulated,6,1221.7497891625308
2854,2018.0,Pb,Simulated,6,1173.4549073850487
2855,2019.0,Pb,Simulated,6,1068.2809695457136
2856,2001.0,Pb,Simulated,7,455.313116159508
2857,2002.0,Pb,Simulated,7,501.1616270490888
2858,2003.0,Pb,Simulated,7,520.3594625150675
2859,2004.0,Pb,Simulated,7,515.7026690757242
2860,2005.0,Pb,Simulated,7,582.0514949419708
2861,2006.0,Pb,Simulated,7,588.4707646319914
2862,2007.0,Pb,Simulated,7,650.2142486099877
2863,2008.0,Pb,Simulated,7,700.2211422017307
2864,2009.0,Pb,Simulated,7,748.0999178677425
2865,2010.0,Pb,Simulated,7,815.7294583834813
2866,2011.0,Pb,Simulated,7,916.7287606105966
2867,2012.0,Pb,Simulated,7,939.6864052590472
2868,2013.0,Pb,Simulated,7,1016.395035980682
2869,2014.0,Pb,Simulated,7,1038.493957192061
2870,2015.0,Pb,Simulated,7,1026.66799644161
2871,2016.0,Pb,Simulated,7,995.113664365136
2872,2017.0,Pb,Simulated,7,921.3963347508208
2873,2018.0,Pb,Simulated,7,835.4739604544652
2874,2019.0,Pb,Simulated,7,776.722445080731
2875,2001.0,Pb,Simulated,8,326.41981301591886
2876,2002.0,Pb,Simulated,8,315.21833437392985
2877,2003.0,Pb,Simulated,8,584.5299688940265
2878,2004.0,Pb,Simulated,8,447.5369064097199
2879,2005.0,Pb,Simulated,8,920.6826896333458
2880,2006.0,Pb,Simulated,8,748.6373756192297
2881,2007.0,Pb,Simulated,8,1254.6716505749796
2882,2008.0,Pb,Simulated,8,1248.728431169787
2883,2009.0,Pb,Simulated,8,1391.9503145734932
2884,2010.0,Pb,Simulated,8,1337.6572031685912
2885,2011.0,Pb,Simulated,8,1744.0314325264194
2886,2012.0,Pb,Simulated,8,1565.454998305962
2887,2013.0,Pb,Simulated,8,1915.972633979728
2888,2014.0,Pb,Simulated,8,1684.826654350494
2889,2015.0,Pb,Simulated,8,1973.2079144530053
2890,2016.0,Pb,Simulated,8,1639.243469016293
2891,2017.0,Pb,Simulated,8,2176.103399629754
2892,2018.0,Pb,Simulated,8,1853.9340270760383
2893,2019.0,Pb,Simulated,8,2336.790411193342
2894,2001.0,Pb,Simulated,9,340.3384421505982
2895,2002.0,Pb,Simulated,9,368.4066024102223
2896,2003.0,Pb,Simulated,9,774.2308932805465
2897,2004.0,Pb,Simulated,9,354.8582052217577
2898,2005.0,Pb,Simulated,9,1012.4827525171615
2899,2006.0,Pb,Simulated,9,590.0620945028559
2900,2007.0,Pb,Simulated,9,1258.4042494149512
2901,2008.0,Pb,Simulated,9,901.470997480901
2902,2009.0,Pb,Simulated,9,1185.2415296882623
2903,2010.0,Pb,Simulated,9,929.1022801134882
2904,2011.0,Pb,Simulated,9,1201.6699491910726
2905,2012.0,Pb,Simulated,9,834.1824956104557
2906,2013.0,Pb,Simulated,9,999.115544283086
2907,2014.0,Pb,Simulated,9,761.1623513678529
2908,2015.0,Pb,Simulated,9,783.9212054649569
2909,2016.0,Pb,Simulated,9,702.1701418122133
2910,2017.0,Pb,Simulated,9,823.3836053296575
2911,2018.0,Pb,Simulated,9,670.9968499112949
2912,2019.0,Pb,Simulated,9,892.3882209969668
2913,2001.0,Pb,Simulated,10,471.50813749078367
2914,2002.0,Pb,Simulated,10,510.6778674999761
2915,2003.0,Pb,Simulated,10,673.7408029265949
2916,2004.0,Pb,Simulated,10,551.8657938429993
2917,2005.0,Pb,Simulated,10,729.6336471599811
2918,2006.0,Pb,Simulated,10,706.4711609611389
2919,2007.0,Pb,Simulated,10,787.0110089485822
2920,2008.0,Pb,Simulated,10,884.0419611270363
2921,2009.0,Pb,Simulated,10,820.4305558126918
2922,2010.0,Pb,Simulated,10,947.00238316761
2923,2011.0,Pb,Simulated,10,1137.2747976886703
2924,2012.0,Pb,Simulated,10,896.7512001473025
2925,2013.0,Pb,Simulated,10,1118.3883153762197
2926,2014.0,Pb,Simulated,10,908.14859549332
2927,2015.0,Pb,Simulated,10,931.3313450513402
2928,2016.0,Pb,Simulated,10,804.7032387925788
