,Year,Commodity,Historical or simulated,Scenario,Mean total cash margin
962,2007.0,Al,Simulated,11,794.0449187222856
963,2008.0,Al,Simulated,11,806.3035162002928
964,2009.0,Al,Simulated,11,753.776932733322
965,2010.0,Al,Simulated,11,677.1177038136133
966,2011.0,Al,Simulated,11,722.9258608592256
967,2012.0,Al,Simulated,11,773.6263451377092
968,2013.0,Al,Simulated,11,845.4906610438753
969,2014.0,Al,Simulated,11,904.8603981959244
970,2015.0,Al,Simulated,11,948.3909616565128
971,2016.0,Al,Simulated,11,1012.1985106960324
972,2017.0,Al,Simulated,11,1072.6466410451685
973,2018.0,Al,Simulated,11,1101.0396593973755
974,2019.0,Al,Simulated,11,1052.300232143176
975,2001.0,Al,Simulated,12,950.5495330092822
976,2002.0,Al,Simulated,12,1002.0408375630112
977,2003.0,Al,Simulated,12,1028.6140114483442
978,2004.0,Al,Simulated,12,1038.86750638144
979,2005.0,Al,Simulated,12,1059.474439914445
980,2006.0,Al,Simulated,12,1064.806000396765
981,2007.0,Al,Simulated,12,1062.5659492553598
982,2008.0,Al,Simulated,12,1069.5655985082813
983,2009.0,Al,Simulated,12,1064.9627480886172
984,2010.0,Al,Simulated,12,1058.5303200249589
985,2011.0,Al,Simulated,12,1052.9104831224386
986,2012.0,Al,Simulated,12,1045.4355933458892
987,2013.0,Al,Simulated,12,1036.6669949719308
988,2014.0,Al,Simulated,12,1027.43877921872
989,2015.0,Al,Simulated,12,1016.3527150242636
990,2016.0,Al,Simulated,12,1005.9314382646836
991,2017.0,Al,Simulated,12,993.4271211891931
992,2018.0,Al,Simulated,12,981.2768854463302
993,2019.0,Al,Simulated,12,970.7829103127164
994,2001.0,Al,Simulated,13,940.9476496315776
995,2002.0,Al,Simulated,13,924.0570776146164
996,2003.0,Al,Simulated,13,1051.8775204231624
997,2004.0,Al,Simulated,13,1057.739542784235
998,2005.0,Al,Simulated,13,1135.368341628042
999,2006.0,Al,Simulated,13,1180.7730071679823
1000,2007.0,Al,Simulated,13,1192.0147271684868
1001,2008.0,Al,Simulated,13,1219.5114801767816
1002,2009.0,Al,Simulated,13,1155.209530583407
1003,2010.0,Al,Simulated,13,1049.0512226700498
1004,2011.0,Al,Simulated,13,1146.2231223852918
1005,2012.0,Al,Simulated,13,1123.4592630117138
1006,2013.0,Al,Simulated,13,1109.0431270549614
1007,2014.0,Al,Simulated,13,1154.107617760988
1008,2015.0,Al,Simulated,13,1120.6401915692902
1009,2016.0,Al,Simulated,13,1021.4070058767932
1010,2017.0,Al,Simulated,13,1022.9909548387648
1011,2018.0,Al,Simulated,13,985.4882181079251
1012,2019.0,Al,Simulated,13,964.2274798865452
1013,2001.0,Al,Simulated,14,857.0885085180605
1014,2002.0,Al,Simulated,14,870.7668891549291
1015,2003.0,Al,Simulated,14,928.31198145524
1016,2004.0,Al,Simulated,14,969.5791030536246
1017,2005.0,Al,Simulated,14,1055.9031302184992
1018,2006.0,Al,Simulated,14,1129.4163677281765
1019,2007.0,Al,Simulated,14,1237.2837810855558
1020,2008.0,Al,Simulated,14,1319.7449796377591
1021,2009.0,Al,Simulated,14,1233.394156337932
1022,2010.0,Al,Simulated,14,1088.591004593391
1023,2011.0,Al,Simulated,14,1222.5667737830315
1024,2012.0,Al,Simulated,14,1171.8121075895344
1025,2013.0,Al,Simulated,14,1196.2645648467285
1026,2014.0,Al,Simulated,14,1221.4209080146422
1027,2015.0,Al,Simulated,14,1175.3614647942727
1028,2016.0,Al,Simulated,14,1092.0917140242072
1029,2017.0,Al,Simulated,14,1123.4792598274955
1030,2018.0,Al,Simulated,14,1094.4041501894349
1031,2019.0,Al,Simulated,14,1113.3946011242317
1032,2001.0,Al,Simulated,15,930.8874412524686
1033,2002.0,Al,Simulated,15,939.9207761728564
1034,2003.0,Al,Simulated,15,1058.1156884178088
1035,2004.0,Al,Simulated,15,1023.136419775994
1036,2005.0,Al,Simulated,15,1095.2380467502371
1037,2006.0,Al,Simulated,15,1048.2420341628392
1038,2007.0,Al,Simulated,15,1095.017955943043
1039,2008.0,Al,Simulated,15,1088.1725268919624
1040,2009.0,Al,Simulated,15,1039.1728504669225
1041,2010.0,Al,Simulated,15,1059.687721323202
1042,2011.0,Al,Simulated,15,1006.0759813291468
1043,2012.0,Al,Simulated,15,1049.8412307280023
1044,2013.0,Al,Simulated,15,1066.8245923180623
1045,2014.0,Al,Simulated,15,1043.6375703195454
1046,2015.0,Al,Simulated,15,1029.5499022607744
1047,2016.0,Al,Simulated,15,925.4194109150768
1048,2017.0,Al,Simulated,15,983.1873812572152
1049,2018.0,Al,Simulated,15,974.6699526544046
1050,2019.0,Al,Simulated,15,1040.8368011358218
1051,2001.0,Al,Simulated,16,941.2879650569988
1052,2002.0,Al,Simulated,16,957.4048236805507
1053,2003.0,Al,Simulated,16,1007.8135431977544
1054,2004.0,Al,Simulated,16,1032.4773193540411
1055,2005.0,Al,Simulated,16,1087.1751785062884
1056,2006.0,Al,Simulated,16,1110.9876478399738
1057,2007.0,Al,Simulated,16,1136.3756409770338
1058,2008.0,Al,Simulated,16,1160.028467619739
1059,2009.0,Al,Simulated,16,1165.5327591963771
1060,2010.0,Al,Simulated,16,1150.440818271454
1061,2011.0,Al,Simulated,16,1206.150329193675
1062,2012.0,Al,Simulated,16,1212.6621978831663
1063,2013.0,Al,Simulated,16,1227.5935225566895
1064,2014.0,Al,Simulated,16,1245.5237726900912
1065,2015.0,Al,Simulated,16,1256.585106572616
1066,2016.0,Al,Simulated,16,1249.653557390414
1067,2017.0,Al,Simulated,16,1267.4777976507369
1068,2018.0,Al,Simulated,16,1276.4550217390786
1069,2019.0,Al,Simulated,16,1280.6325037508377
1070,2001.0,Al,Simulated,17,916.5833623935902
1071,2002.0,Al,Simulated,17,936.7221109169736
1072,2003.0,Al,Simulated,17,972.3409621488051
1073,2004.0,Al,Simulated,17,1001.8398327159542
1074,2005.0,Al,Simulated,17,1050.3377052140793
1075,2006.0,Al,Simulated,17,1082.8775788120074
1076,2007.0,Al,Simulated,17,1117.3130360721532
1077,2008.0,Al,Simulated,17,1162.97844607647
1078,2009.0,Al,Simulated,17,1187.4029121654269
1079,2010.0,Al,Simulated,17,1210.7536009328828
1080,2011.0,Al,Simulated,17,1267.1241720415885
1081,2012.0,Al,Simulated,17,1302.5629973636817
1082,2013.0,Al,Simulated,17,1347.4337246828622
1083,2014.0,Al,Simulated,17,1391.7129197340173
1084,2015.0,Al,Simulated,17,1430.7802280874523
1085,2016.0,Al,Simulated,17,1464.9421679371046
1086,2017.0,Al,Simulated,17,1505.8369822285983
1087,2018.0,Al,Simulated,17,1544.7214951445692
1088,2019.0,Al,Simulated,17,1581.220718488618
1089,2001.0,Al,Simulated,18,923.0098690747328
1090,2002.0,Al,Simulated,18,959.5743469266008
1091,2003.0,Al,Simulated,18,976.9755589532942
1092,2004.0,Al,Simulated,18,983.6326295707056
1093,2005.0,Al,Simulated,18,995.9737177652764
1094,2006.0,Al,Simulated,18,996.0951259526952
1095,2007.0,Al,Simulated,18,993.3554394079543
1096,2008.0,Al,Simulated,18,996.000077084708
1097,2009.0,Al,Simulated,18,996.6815687879944
1098,2010.0,Al,Simulated,18,982.2896539993632
1099,2011.0,Al,Simulated,18,975.1815327102424
1100,2012.0,Al,Simulated,18,969.585060792765
1101,2013.0,Al,Simulated,18,963.8816630667096
1102,2014.0,Al,Simulated,18,960.3661108123256
1103,2015.0,Al,Simulated,18,958.0566831811642
1104,2016.0,Al,Simulated,18,952.3229214980024
1105,2017.0,Al,Simulated,18,952.4973460163288
1106,2018.0,Al,Simulated,18,951.7682565329084
1107,2019.0,Al,Simulated,18,954.9285710831172
1108,2001.0,Al,Simulated,19,962.3411663710478
1109,2002.0,Al,Simulated,19,943.8053274745506
1110,2003.0,Al,Simulated,19,1231.1305777354228
1111,2004.0,Al,Simulated,19,1282.856050228889
1112,2005.0,Al,Simulated,19,1353.1668108502292
1113,2006.0,Al,Simulated,19,1322.566473834431
1114,2007.0,Al,Simulated,19,1162.5062975383266
1115,2008.0,Al,Simulated,19,1189.2127478635775
1116,2009.0,Al,Simulated,19,1250.0526569953047
1117,2010.0,Al,Simulated,19,1074.133350207748
1118,2011.0,Al,Simulated,19,1179.150682339175
1119,2012.0,Al,Simulated,19,1235.6616172808306
1120,2013.0,Al,Simulated,19,1274.705521506716
1121,2014.0,Al,Simulated,19,1314.407166610643
1122,2015.0,Al,Simulated,19,1367.978496604329
1123,2016.0,Al,Simulated,19,1375.109269771647
1124,2017.0,Al,Simulated,19,1461.3060841359566
1125,2018.0,Al,Simulated,19,1526.3252878595076
1126,2019.0,Al,Simulated,19,1578.8668114752868
1127,2001.0,Al,Simulated,20,917.5895996720964
1128,2002.0,Al,Simulated,20,947.5071578910862
1129,2003.0,Al,Simulated,20,930.7183050978732
1130,2004.0,Al,Simulated,20,922.7172892185638
1131,2005.0,Al,Simulated,20,938.655051146756
1132,2006.0,Al,Simulated,20,916.1048978180808
1133,2007.0,Al,Simulated,20,911.8832326959224
1134,2008.0,Al,Simulated,20,900.970237238665
1135,2009.0,Al,Simulated,20,892.5798600060639
1136,2010.0,Al,Simulated,20,885.0503137788688
1137,2011.0,Al,Simulated,20,871.9945919429305
1138,2012.0,Al,Simulated,20,858.814827235297
1139,2013.0,Al,Simulated,20,849.3973077970792
1140,2014.0,Al,Simulated,20,833.5988433765159
1141,2015.0,Al,Simulated,20,832.8901455792383
1142,2016.0,Al,Simulated,20,820.5545659747901
1143,2017.0,Al,Simulated,20,813.8500235480914
1144,2018.0,Al,Simulated,20,799.7431340918309
1145,2019.0,Al,Simulated,20,791.6820738399979
1146,2001.0,Al,Simulated,21,930.3661971123854
1147,2002.0,Al,Simulated,21,959.0698693226556
1148,2003.0,Al,Simulated,21,1089.4701065576578
1149,2004.0,Al,Simulated,21,1188.1455155597175
1150,2005.0,Al,Simulated,21,1283.6717551847082
1151,2006.0,Al,Simulated,21,1366.1416648662494
1152,2007.0,Al,Simulated,21,1422.7158425466012
1153,2008.0,Al,Simulated,21,1468.752802864035
1154,2009.0,Al,Simulated,21,1508.9879770997986
1155,2010.0,Al,Simulated,21,1548.010747674737
1156,2011.0,Al,Simulated,21,1606.166508512319
1157,2012.0,Al,Simulated,21,1635.5878671479934
1158,2013.0,Al,Simulated,21,1676.396947508347
1159,2014.0,Al,Simulated,21,1703.5563020199152
1160,2015.0,Al,Simulated,21,1741.624681458981
1161,2016.0,Al,Simulated,21,1760.4043696530855
1162,2017.0,Al,Simulated,21,1776.721773706111
1163,2018.0,Al,Simulated,21,1834.3457984678705
1164,2019.0,Al,Simulated,21,1872.227483581465
1165,2001.0,Al,Simulated,22,908.562908842164
1166,2002.0,Al,Simulated,22,914.0389798298298
1167,2003.0,Al,Simulated,22,1197.312292697824
1168,2004.0,Al,Simulated,22,916.0904688531904
1169,2005.0,Al,Simulated,22,1040.9985212770298
1170,2006.0,Al,Simulated,22,993.489764889682
1171,2007.0,Al,Simulated,22,1065.609631732728
1172,2008.0,Al,Simulated,22,1126.6226298382703
1173,2009.0,Al,Simulated,22,1046.5905469120862
1174,2010.0,Al,Simulated,22,973.6882143293708
1175,2011.0,Al,Simulated,22,1028.9904708382285
1176,2012.0,Al,Simulated,22,1020.3553319265396
1177,2013.0,Al,Simulated,22,1042.9743433234223
1178,2014.0,Al,Simulated,22,1017.927220672682
1179,2015.0,Al,Simulated,22,961.5959087675558
1180,2016.0,Al,Simulated,22,918.9131018640098
1181,2017.0,Al,Simulated,22,955.2018961283492
1182,2018.0,Al,Simulated,22,932.3187848914204
1183,2019.0,Al,Simulated,22,1034.672848843978
1184,2001.0,Al,Simulated,23,848.0717337976761
1185,2002.0,Al,Simulated,23,970.3704167976064
1186,2003.0,Al,Simulated,23,1098.539563371164
1187,2004.0,Al,Simulated,23,926.8546074412682
1188,2005.0,Al,Simulated,23,948.728354601999
1189,2006.0,Al,Simulated,23,855.2291659927403
1190,2007.0,Al,Simulated,23,832.1560989099366
1191,2008.0,Al,Simulated,23,887.3172920954505
1192,2009.0,Al,Simulated,23,796.4660061849819
1193,2010.0,Al,Simulated,23,752.1489078081411
1194,2011.0,Al,Simulated,23,907.5855412836056
1195,2012.0,Al,Simulated,23,760.8607320747739
1196,2013.0,Al,Simulated,23,822.1044268764817
1197,2014.0,Al,Simulated,23,736.7313814404454
1198,2015.0,Al,Simulated,23,707.2200756991843
1199,2016.0,Al,Simulated,23,692.3156158584326
1200,2017.0,Al,Simulated,23,690.986084766387
1201,2018.0,Al,Simulated,23,732.7527984155777
1202,2019.0,Al,Simulated,23,679.812595261194
1203,2001.0,Al,Simulated,24,896.5203865958542
1204,2002.0,Al,Simulated,24,907.997735891788
1205,2003.0,Al,Simulated,24,1006.761864294788
1206,2004.0,Al,Simulated,24,988.8917209337604
1207,2005.0,Al,Simulated,24,1067.230546202565
1208,2006.0,Al,Simulated,24,1096.739950586266
1209,2007.0,Al,Simulated,24,1085.862688166491
1210,2008.0,Al,Simulated,24,1117.1868884390658
1211,2009.0,Al,Simulated,24,1070.6879291054174
1212,2010.0,Al,Simulated,24,1088.858410349319
1213,2011.0,Al,Simulated,24,1088.3306513724474
1214,2012.0,Al,Simulated,24,1006.2700941613164
1215,2013.0,Al,Simulated,24,1056.5981799590152
1216,2014.0,Al,Simulated,24,991.6902035065426
1217,2015.0,Al,Simulated,24,982.67985247458
1218,2016.0,Al,Simulated,24,964.5381819486664
1219,2017.0,Al,Simulated,24,951.4379659245564
1220,2018.0,Al,Simulated,24,955.9979719058348
1221,2019.0,Al,Simulated,24,929.119967196358
1222,2001.0,Al,Simulated,25,837.3280892932256
1223,2002.0,Al,Simulated,25,830.5030900688179
1224,2003.0,Al,Simulated,25,875.2341810618726
1225,2004.0,Al,Simulated,25,896.7256453845474
1226,2005.0,Al,Simulated,25,958.7471224337723
1227,2006.0,Al,Simulated,25,935.7880196929788
1228,2007.0,Al,Simulated,25,970.0676890676192
1229,2008.0,Al,Simulated,25,972.8440796725934
1230,2009.0,Al,Simulated,25,901.3750480218364
1231,2010.0,Al,Simulated,25,871.6440355410897
1232,2011.0,Al,Simulated,25,926.7243712993773
1233,2012.0,Al,Simulated,25,847.4807621962091
1234,2013.0,Al,Simulated,25,855.6242215349026
1235,2014.0,Al,Simulated,25,850.8817118481231
1236,2015.0,Al,Simulated,25,819.4321822435423
1237,2016.0,Al,Simulated,25,777.0714837385561
1238,2017.0,Al,Simulated,25,789.869967259334
1239,2018.0,Al,Simulated,25,785.7082322122636
1240,2019.0,Al,Simulated,25,765.2490065188997
1241,2001.0,Au,Simulated,0,16675370.885286532
1242,2002.0,Au,Simulated,0,18307223.26908192
1243,2003.0,Au,Simulated,0,18634648.63474086
1244,2004.0,Au,Simulated,0,18932065.31637401
1245,2005.0,Au,Simulated,0,19509277.136412896
1246,2006.0,Au,Simulated,0,20129914.4151847
1247,2007.0,Au,Simulated,0,20641523.89999565
1248,2008.0,Au,Simulated,0,20943635.387047943
1249,2009.0,Au,Simulated,0,21262923.173408907
1250,2010.0,Au,Simulated,0,21409155.310047843
1251,2011.0,Au,Simulated,0,21781150.5380132
1252,2012.0,Au,Simulated,0,22016752.557711765
1253,2013.0,Au,Simulated,0,22126152.436782423
1254,2014.0,Au,Simulated,0,21750871.05020247
1255,2015.0,Au,Simulated,0,21298803.600228224
1256,2016.0,Au,Simulated,0,20494361.505235564
1257,2017.0,Au,Simulated,0,19629496.012053635
1258,2018.0,Au,Simulated,0,18709199.819996245
1259,2019.0,Au,Simulated,0,17882909.70301887
1260,2001.0,Au,Simulated,1,15108202.702981252
1261,2002.0,Au,Simulated,1,20226326.0988043
1262,2003.0,Au,Simulated,1,17025686.867059983
1263,2004.0,Au,Simulated,1,16961792.134884845
1264,2005.0,Au,Simulated,1,18910175.874626696
1265,2006.0,Au,Simulated,1,18691296.734984983
1266,2007.0,Au,Simulated,1,18198129.126211856
1267,2008.0,Au,Simulated,1,17678361.903181486
1268,2009.0,Au,Simulated,1,17707831.29838194
1269,2010.0,Au,Simulated,1,17287801.262015846
1270,2011.0,Au,Simulated,1,18019882.42105151
1271,2012.0,Au,Simulated,1,18140360.485241964
1272,2013.0,Au,Simulated,1,17951593.61176868
1273,2014.0,Au,Simulated,1,16716664.638608964
1274,2015.0,Au,Simulated,1,16125051.384935962
1275,2016.0,Au,Simulated,1,14778596.366412433
1276,2017.0,Au,Simulated,1,13795450.997383976
1277,2018.0,Au,Simulated,1,13307134.441142185
1278,2019.0,Au,Simulated,1,13106125.967104416
1279,2001.0,Au,Simulated,2,15685529.029646425
1280,2002.0,Au,Simulated,2,23130725.22766397
1281,2003.0,Au,Simulated,2,24598480.68536196
1282,2004.0,Au,Simulated,2,26880067.470259547
1283,2005.0,Au,Simulated,2,25626782.207172632
1284,2006.0,Au,Simulated,2,27266067.48368387
1285,2007.0,Au,Simulated,2,27363525.26679821
1286,2008.0,Au,Simulated,2,27685495.819944143
1287,2009.0,Au,Simulated,2,28242482.394488063
1288,2010.0,Au,Simulated,2,29011208.19141445
1289,2011.0,Au,Simulated,2,31184427.16695709
1290,2012.0,Au,Simulated,2,32269200.780270867
1291,2013.0,Au,Simulated,2,33925131.15852188
1292,2014.0,Au,Simulated,2,34568730.599109456
1293,2015.0,Au,Simulated,2,33995453.60989749
1294,2016.0,Au,Simulated,2,33179276.62195622
1295,2017.0,Au,Simulated,2,31545886.580023933
1296,2018.0,Au,Simulated,2,30006998.829102904
1297,2019.0,Au,Simulated,2,28163820.575719133
1298,2001.0,Au,Simulated,3,16597991.484711492
1299,2002.0,Au,Simulated,3,20379649.17647012
1300,2003.0,Au,Simulated,3,20785108.69867398
1301,2004.0,Au,Simulated,3,21847834.07703129
1302,2005.0,Au,Simulated,3,23151926.25600588
1303,2006.0,Au,Simulated,3,24024364.13542931
1304,2007.0,Au,Simulated,3,24542912.920326438
1305,2008.0,Au,Simulated,3,25335077.44428256
1306,2009.0,Au,Simulated,3,26435982.11025853
1307,2010.0,Au,Simulated,3,26403496.71733465
1308,2011.0,Au,Simulated,3,26668835.237841383
1309,2012.0,Au,Simulated,3,27401548.000559542
1310,2013.0,Au,Simulated,3,27968252.101998363
1311,2014.0,Au,Simulated,3,27180730.044237185
1312,2015.0,Au,Simulated,3,26566764.00438173
1313,2016.0,Au,Simulated,3,24994528.15886977
1314,2017.0,Au,Simulated,3,24145045.914285462
1315,2018.0,Au,Simulated,3,23475551.94350976
1316,2019.0,Au,Simulated,3,22905327.19079833
1317,2001.0,Au,Simulated,4,15450795.587239947
1318,2002.0,Au,Simulated,4,18890265.63088536
1319,2003.0,Au,Simulated,4,15777328.219988186
1320,2004.0,Au,Simulated,4,16811142.31428663
1321,2005.0,Au,Simulated,4,16247881.209332252
1322,2006.0,Au,Simulated,4,15709082.739459855
1323,2007.0,Au,Simulated,4,15387019.0082181
1324,2008.0,Au,Simulated,4,14757068.647154637
1325,2009.0,Au,Simulated,4,16220201.279986735
1326,2010.0,Au,Simulated,4,16128950.432444718
1327,2011.0,Au,Simulated,4,16808813.46500458
1328,2012.0,Au,Simulated,4,18559504.013333563
1329,2013.0,Au,Simulated,4,18167432.90353122
1330,2014.0,Au,Simulated,4,17447538.77203312
1331,2015.0,Au,Simulated,4,19747344.37963492
1332,2016.0,Au,Simulated,4,18125309.2360706
1333,2017.0,Au,Simulated,4,15700711.52357131
1334,2018.0,Au,Simulated,4,15699685.192678634
1335,2019.0,Au,Simulated,4,14915716.33914728
1336,2001.0,Au,Simulated,5,19077165.52499916
1337,2002.0,Au,Simulated,5,19234013.729884654
1338,2003.0,Au,Simulated,5,19794232.84036473
1339,2004.0,Au,Simulated,5,20436262.318329528
1340,2005.0,Au,Simulated,5,21325156.63032957
1341,2006.0,Au,Simulated,5,22157279.62247648
1342,2007.0,Au,Simulated,5,22815845.106147103
1343,2008.0,Au,Simulated,5,23340187.18280956
1344,2009.0,Au,Simulated,5,23908210.757494528
1345,2010.0,Au,Simulated,5,24305278.36441381
1346,2011.0,Au,Simulated,5,24716442.908635046
1347,2012.0,Au,Simulated,5,24959105.223483548
1348,2013.0,Au,Simulated,5,25211410.779714584
1349,2014.0,Au,Simulated,5,25187331.000939667
1350,2015.0,Au,Simulated,5,25112831.33500246
1351,2016.0,Au,Simulated,5,24935064.64992583
1352,2017.0,Au,Simulated,5,24734701.051446088
1353,2018.0,Au,Simulated,5,24536462.28970292
1354,2019.0,Au,Simulated,5,24402534.033566263
1355,2001.0,Au,Simulated,6,17668701.791142013
1356,2002.0,Au,Simulated,6,18115521.23933193
1357,2003.0,Au,Simulated,6,18536900.546145305
1358,2004.0,Au,Simulated,6,18795643.94687417
1359,2005.0,Au,Simulated,6,19012865.05634812
1360,2006.0,Au,Simulated,6,19200464.335268077
1361,2007.0,Au,Simulated,6,19277167.29026132
1362,2008.0,Au,Simulated,6,19466606.50344731
1363,2009.0,Au,Simulated,6,19678253.715765517
1364,2010.0,Au,Simulated,6,19817247.3401481
1365,2011.0,Au,Simulated,6,19902366.56371175
1366,2012.0,Au,Simulated,6,20004434.770273294
1367,2013.0,Au,Simulated,6,20167474.382179394
1368,2014.0,Au,Simulated,6,20263774.306218844
1369,2015.0,Au,Simulated,6,20236004.35522689
1370,2016.0,Au,Simulated,6,20145797.379807167
1371,2017.0,Au,Simulated,6,19806223.662101865
1372,2018.0,Au,Simulated,6,19506296.558561664
1373,2019.0,Au,Simulated,6,18989117.976844016
1374,2001.0,Au,Simulated,7,16437189.467105577
1375,2002.0,Au,Simulated,7,17664131.99321441
1376,2003.0,Au,Simulated,7,19026302.01794549
1377,2004.0,Au,Simulated,7,20028658.023894195
1378,2005.0,Au,Simulated,7,21012257.92876732
1379,2006.0,Au,Simulated,7,22546924.678861976
1380,2007.0,Au,Simulated,7,23979300.844624773
1381,2008.0,Au,Simulated,7,25285394.169077687
1382,2009.0,Au,Simulated,7,26479701.57552664
1383,2010.0,Au,Simulated,7,27381218.85764544
1384,2011.0,Au,Simulated,7,28404670.123756297
1385,2012.0,Au,Simulated,7,28976303.26542233
1386,2013.0,Au,Simulated,7,29355618.66954296
1387,2014.0,Au,Simulated,7,29148463.75588221
1388,2015.0,Au,Simulated,7,28504994.86089002
1389,2016.0,Au,Simulated,7,27230208.752638087
1390,2017.0,Au,Simulated,7,25744691.365495395
1391,2018.0,Au,Simulated,7,23917089.51808639
1392,2019.0,Au,Simulated,7,21955431.58633477
1393,2001.0,Au,Simulated,8,16752832.11524284
1394,2002.0,Au,Simulated,8,21951318.37636449
1395,2003.0,Au,Simulated,8,17278853.627965707
1396,2004.0,Au,Simulated,8,19136615.729063965
1397,2005.0,Au,Simulated,8,18890699.679443512
1398,2006.0,Au,Simulated,8,24473203.876031727
1399,2007.0,Au,Simulated,8,24771574.91708381
1400,2008.0,Au,Simulated,8,22219663.58160344
1401,2009.0,Au,Simulated,8,22264568.41624508
1402,2010.0,Au,Simulated,8,21332395.28409376
1403,2011.0,Au,Simulated,8,20993595.0402852
1404,2012.0,Au,Simulated,8,22765953.615648232
1405,2013.0,Au,Simulated,8,21525717.16890476
1406,2014.0,Au,Simulated,8,18672264.54536856
1407,2015.0,Au,Simulated,8,20576015.07663709
1408,2016.0,Au,Simulated,8,21139645.19603145
1409,2017.0,Au,Simulated,8,22158474.761068065
1410,2018.0,Au,Simulated,8,19144699.446673054
1411,2019.0,Au,Simulated,8,20833079.711148866
1412,2001.0,Au,Simulated,9,18891890.07490221
1413,2002.0,Au,Simulated,9,21462340.88035073
1414,2003.0,Au,Simulated,9,22623984.785192
1415,2004.0,Au,Simulated,9,24179023.62916692
1416,2005.0,Au,Simulated,9,25539851.09003108
1417,2006.0,Au,Simulated,9,26500047.87538412
1418,2007.0,Au,Simulated,9,27020352.93191067
1419,2008.0,Au,Simulated,9,27268256.393554803
1420,2009.0,Au,Simulated,9,27788911.45446513
1421,2010.0,Au,Simulated,9,28065231.05711607
1422,2011.0,Au,Simulated,9,28838736.833397985
1423,2012.0,Au,Simulated,9,29615277.38992945
1424,2013.0,Au,Simulated,9,30643118.825393103
1425,2014.0,Au,Simulated,9,31088805.87422188
1426,2015.0,Au,Simulated,9,31576703.288522124
1427,2016.0,Au,Simulated,9,31688513.323992576
1428,2017.0,Au,Simulated,9,31708539.97395594
1429,2018.0,Au,Simulated,9,31742596.33147928
1430,2019.0,Au,Simulated,9,31941352.33710781
1431,2001.0,Au,Simulated,10,17642912.275719654
1432,2002.0,Au,Simulated,10,22582377.21462887
1433,2003.0,Au,Simulated,10,14724252.973704604
1434,2004.0,Au,Simulated,10,22786089.636119343
1435,2005.0,Au,Simulated,10,22168719.949305773
1436,2006.0,Au,Simulated,10,24663554.8577978
1437,2007.0,Au,Simulated,10,25272225.89051296
1438,2008.0,Au,Simulated,10,24528319.04218815
1439,2009.0,Au,Simulated,10,24893135.04481964
1440,2010.0,Au,Simulated,10,24179097.37440605
1441,2011.0,Au,Simulated,10,24781202.29693352
1442,2012.0,Au,Simulated,10,25010433.714973256
1443,2013.0,Au,Simulated,10,25260628.93755868
1444,2014.0,Au,Simulated,10,24682409.58234292
1445,2015.0,Au,Simulated,10,25015595.325090617
1446,2016.0,Au,Simulated,10,24502275.179044683
1447,2017.0,Au,Simulated,10,24336832.9415575
1448,2018.0,Au,Simulated,10,24055125.117059942
1449,2019.0,Au,Simulated,10,24542197.54486308
1450,2001.0,Au,Simulated,11,18068121.045427456
1451,2002.0,Au,Simulated,11,18610405.639105987
1452,2003.0,Au,Simulated,11,19059987.45490757
1453,2004.0,Au,Simulated,11,19701280.02569506
1454,2005.0,Au,Simulated,11,20557190.534427524
1455,2006.0,Au,Simulated,11,21643363.850197
1456,2007.0,Au,Simulated,11,22950463.657839622
1457,2008.0,Au,Simulated,11,24374717.892722983
1458,2009.0,Au,Simulated,11,25727781.00501853
1459,2010.0,Au,Simulated,11,27097205.58306076
1460,2011.0,Au,Simulated,11,28531701.14819725
1461,2012.0,Au,Simulated,11,29854047.29428699
1462,2013.0,Au,Simulated,11,31033810.65511641
1463,2014.0,Au,Simulated,11,31772649.96936592
1464,2015.0,Au,Simulated,11,32266139.85560388
1465,2016.0,Au,Simulated,11,32339953.71218772
1466,2017.0,Au,Simulated,11,32131175.07731923
1467,2018.0,Au,Simulated,11,31815290.73892149
1468,2019.0,Au,Simulated,11,31550174.38327366
1469,2001.0,Au,Simulated,12,16062190.031001143
1470,2002.0,Au,Simulated,12,19610471.461558
1471,2003.0,Au,Simulated,12,19369780.80821075
1472,2004.0,Au,Simulated,12,19185037.631175917
1473,2005.0,Au,Simulated,12,19009334.94759043
1474,2006.0,Au,Simulated,12,18517226.09918188
1475,2007.0,Au,Simulated,12,18257499.031755485
1476,2008.0,Au,Simulated,12,18009463.9424558
1477,2009.0,Au,Simulated,12,18335067.58873205
1478,2010.0,Au,Simulated,12,18837652.25371021
1479,2011.0,Au,Simulated,12,19179344.250185348
1480,2012.0,Au,Simulated,12,19634329.254876185
1481,2013.0,Au,Simulated,12,20080963.273603488
1482,2014.0,Au,Simulated,12,19614015.56814045
1483,2015.0,Au,Simulated,12,19115212.679605715
1484,2016.0,Au,Simulated,12,18353644.457935035
1485,2017.0,Au,Simulated,12,17235941.22402114
1486,2018.0,Au,Simulated,12,16295317.57522418
1487,2019.0,Au,Simulated,12,15653990.254367104
1488,2001.0,Au,Simulated,13,14894735.303662756
1489,2002.0,Au,Simulated,13,18252971.46211987
1490,2003.0,Au,Simulated,13,19049253.351920497
1491,2004.0,Au,Simulated,13,21428819.83554073
1492,2005.0,Au,Simulated,13,24594037.6588814
1493,2006.0,Au,Simulated,13,27446999.230082236
1494,2007.0,Au,Simulated,13,29521431.424056765
1495,2008.0,Au,Simulated,13,30701500.95383679
1496,2009.0,Au,Simulated,13,32676452.146340907
