,Parameter,General source,Source,Commodity,Value,"Commodity, source"
1180,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 19,Ni,-0.0932980507343654,"Ni, this study"
1181,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 20,Ni,-0.6985525758248323,"Ni, this study"
1182,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 21,Ni,-0.5849093079985977,"Ni, this study"
1183,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 22,Ni,-0.6026420297285685,"Ni, this study"
1184,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 23,Ni,-0.8889163945949252,"Ni, this study"
1185,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 24,Ni,-0.0588958563741844,"Ni, this study"
1186,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 0,Ni,0.2516592417798944,"Ni, this study"
1187,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 1,Ni,0.2699878684381344,"Ni, this study"
1188,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 2,Ni,0.2086461453490082,"Ni, this study"
1189,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 3,Ni,0.1581611449985894,"Ni, this study"
1190,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 4,Ni,0.1647726522646004,"Ni, this study"
1191,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 5,Ni,0.185267538383877,"Ni, this study"
1192,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 6,Ni,0.2910766541389604,"Ni, this study"
1193,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 7,Ni,0.1502202313381734,"Ni, this study"
1194,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 8,Ni,0.1398389860598582,"Ni, this study"
1195,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 9,Ni,0.2806735493314624,"Ni, this study"
1196,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 10,Ni,0.035015771175728,"Ni, this study"
1197,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 11,Ni,0.2842805801320844,"Ni, this study"
1198,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 12,Ni,0.1091192327009752,"Ni, this study"
1199,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 13,Ni,0.1114427110371836,"Ni, this study"
1200,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 14,Ni,0.0113673817030166,"Ni, this study"
1201,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 15,Ni,0.2885198376683586,"Ni, this study"
1202,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 16,Ni,0.1138177568317496,"Ni, this study"
1203,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 17,Ni,0.2347557475233656,"Ni, this study"
1204,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 18,Ni,0.0844446079618958,"Ni, this study"
1205,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 19,Ni,0.0704384257788188,"Ni, this study"
1206,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 20,Ni,0.0478152240778696,"Ni, this study"
1207,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 21,Ni,0.0024100865831486,"Ni, this study"
1208,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 22,Ni,0.28025512671199,"Ni, this study"
1209,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 23,Ni,0.1881038932961856,"Ni, this study"
1210,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 24,Ni,0.1071514963330528,"Ni, this study"
1211,"Intensity elasticity to
price (***), n=35",Literature,Evans and Lewis (2005) - from demand,Ni,-0.1034,"Ni, literature"
1212,"Intensity elasticity to
price (***), n=35",Literature,Fernandez (2018) - from demand,Ni,0.036,"Ni, literature"
1213,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), a - from demand",Ni,-0.448,"Ni, literature"
1214,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), a - from demand",Ni,-0.061,"Ni, literature"
1215,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), a - from demand",Ni,-0.448,"Ni, literature"
1216,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), b - from demand",Ni,-0.142,"Ni, literature"
1217,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), b - from demand",Ni,-0.043,"Ni, literature"
1218,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), b - from demand",Ni,-0.142,"Ni, literature"
1219,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), c - from demand",Ni,-0.043,"Ni, literature"
1220,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), d - from demand",Ni,-0.061,"Ni, literature"
1221,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), e - from demand",Ni,-0.102,"Ni, literature"
1222,"Intensity elasticity to
price (***), n=35",Literature,"Fernandez (2018), f - from demand",Ni,-0.081,"Ni, literature"
1223,"Intensity elasticity to
price (***), n=35",Literature,Pei (1999) - from demand,Ni,-0.506,"Ni, literature"
1224,"Intensity elasticity to
price (***), n=35",Literature,Pei (1999) - from demand,Ni,0.339,"Ni, literature"
1225,"Intensity elasticity to
price (***), n=35",Literature,"Pei and Tilton (1999), a - from demand",Ni,-0.03,"Ni, literature"
1226,"Intensity elasticity to
price (***), n=35",Literature,"Pei and Tilton (1999), b - from demand",Ni,-0.151,"Ni, literature"
1227,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.055,"Ni, literature"
1228,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.132,"Ni, literature"
1229,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,0.036,"Ni, literature"
1230,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.08,"Ni, literature"
1231,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,0.087,"Ni, literature"
1232,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.045,"Ni, literature"
1233,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.028,"Ni, literature"
1234,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.018,"Ni, literature"
1235,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), a - from demand",Ni,-0.047,"Ni, literature"
1236,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.058,"Ni, literature"
1237,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.139,"Ni, literature"
1238,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,0.037,"Ni, literature"
1239,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.078,"Ni, literature"
1240,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,0.069,"Ni, literature"
1241,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.044,"Ni, literature"
1242,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.025,"Ni, literature"
1243,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.019,"Ni, literature"
1244,"Intensity elasticity to
price (***), n=35",Literature,"Tcha (2002), b - from demand",Ni,-0.049,"Ni, literature"
1245,"Intensity elasticity to
price (***), n=35",Literature,Tcha and Takashina (2002) - from demand,Ni,-0.047,"Ni, literature"
1246,"10 x Intensity
elasticity to time ( ), n=2",Literature,"Pei and Tilton (1999), a - from demand",Ni,-0.3,"Ni, literature"
1247,"10 x Intensity
elasticity to time ( ), n=2",Literature,"Pei and Tilton (1999), b - from demand",Ni,0.01,"Ni, literature"
1248,"Mine CU elasticity
to TCM ( ), n=1",Literature,Choe (1990),Ni,0.133,"Ni, literature"
1249,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",Literature,Bartos (2007),Ni,-0.22999999999999998,"Ni, literature"
1250,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",Literature,Lala (2014),Ni,0.35,"Ni, literature"
1251,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",Literature,This study,Ni,-0.066,"Ni, literature"
1252,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",Literature,"Topp (2008), a",Ni,1.04,"Ni, literature"
1253,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",Literature,"Topp (2008), b",Ni,-0.38,"Ni, literature"
1254,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",Literature,"Topp (2008), c",Ni,0.2,"Ni, literature"
1255,"Mine cost elasticity
to ore grade ( ), n=1",Literature,This study,Ni,-0.5084,"Ni, literature"
1256,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",Literature,"This study, a",Ni,-0.33149999999999996,"Ni, literature"
1257,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",Literature,"This study, b",Ni,0.1972,"Ni, literature"
1258,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",Literature,"This study, c",Ni,0.22,"Ni, literature"
1259,"Collection elasticity to
scrap price ( ), n=3",This study,This study 0,Pb,0.7558933428614335,"Pb, this study"
1260,"Collection elasticity to
scrap price ( ), n=3",This study,This study 1,Pb,0.0521998256866713,"Pb, this study"
1261,"Collection elasticity to
scrap price ( ), n=3",This study,This study 2,Pb,0.5956983763913721,"Pb, this study"
1262,"Collection elasticity to
scrap price ( ), n=3",This study,This study 3,Pb,0.1465832424119084,"Pb, this study"
1263,"Collection elasticity to
scrap price ( ), n=3",This study,This study 4,Pb,0.0824245366514394,"Pb, this study"
1264,"Collection elasticity to
scrap price ( ), n=3",This study,This study 5,Pb,0.5257052825067384,"Pb, this study"
1265,"Collection elasticity to
scrap price ( ), n=3",This study,This study 6,Pb,0.6345992587765837,"Pb, this study"
1266,"Collection elasticity to
scrap price ( ), n=3",This study,This study 7,Pb,0.0252597881732929,"Pb, this study"
1267,"Collection elasticity to
scrap price ( ), n=3",This study,This study 8,Pb,0.1972006296627644,"Pb, this study"
1268,"Collection elasticity to
scrap price ( ), n=3",This study,This study 9,Pb,0.7043558702417139,"Pb, this study"
1269,"Collection elasticity to
scrap price ( ), n=3",This study,This study 10,Pb,0.6185940547157666,"Pb, this study"
1270,"Collection elasticity to
scrap price ( ), n=3",This study,This study 11,Pb,0.4072843322543543,"Pb, this study"
1271,"Collection elasticity to
scrap price ( ), n=3",This study,This study 12,Pb,0.4198823823175556,"Pb, this study"
1272,"Collection elasticity to
scrap price ( ), n=3",This study,This study 13,Pb,0.301660795248534,"Pb, this study"
1273,"Collection elasticity to
scrap price ( ), n=3",This study,This study 14,Pb,0.7484165425233005,"Pb, this study"
1274,"Collection elasticity to
scrap price ( ), n=3",This study,This study 15,Pb,0.0032432712653718,"Pb, this study"
1275,"Collection elasticity to
scrap price ( ), n=3",This study,This study 16,Pb,0.6193036446428168,"Pb, this study"
1276,"Collection elasticity to
scrap price ( ), n=3",This study,This study 17,Pb,0.0071985805977457,"Pb, this study"
1277,"Collection elasticity to
scrap price ( ), n=3",This study,This study 18,Pb,0.3758826130220844,"Pb, this study"
1278,"Collection elasticity to
scrap price ( ), n=3",This study,This study 19,Pb,0.7353999375297043,"Pb, this study"
1279,"Collection elasticity to
scrap price ( ), n=3",This study,This study 20,Pb,0.506695792875795,"Pb, this study"
1280,"Collection elasticity to
scrap price ( ), n=3",This study,This study 21,Pb,0.0989269528911208,"Pb, this study"
1281,"Collection elasticity to
scrap price ( ), n=3",This study,This study 22,Pb,0.5359370084601731,"Pb, this study"
1282,"Collection elasticity to
scrap price ( ), n=3",This study,This study 23,Pb,0.1670208634994465,"Pb, this study"
1283,"Collection elasticity to
scrap price ( ), n=3",This study,This study 24,Pb,0.9538669865584828,"Pb, this study"
1284,"Intensity elasticity to
price (***), n=40",This study,This study 0,Pb,-0.0853671726854816,"Pb, this study"
1285,"Intensity elasticity to
price (***), n=40",This study,This study 1,Pb,-0.4631455721792405,"Pb, this study"
1286,"Intensity elasticity to
price (***), n=40",This study,This study 2,Pb,-0.4805781557650152,"Pb, this study"
1287,"Intensity elasticity to
price (***), n=40",This study,This study 3,Pb,-0.401898653110995,"Pb, this study"
1288,"Intensity elasticity to
price (***), n=40",This study,This study 4,Pb,-0.2305607576069595,"Pb, this study"
1289,"Intensity elasticity to
price (***), n=40",This study,This study 5,Pb,-0.1346580889265942,"Pb, this study"
1290,"Intensity elasticity to
price (***), n=40",This study,This study 6,Pb,-0.3776688477442074,"Pb, this study"
1291,"Intensity elasticity to
price (***), n=40",This study,This study 7,Pb,-0.4021704038493538,"Pb, this study"
1292,"Intensity elasticity to
price (***), n=40",This study,This study 8,Pb,-0.225102582251077,"Pb, this study"
1293,"Intensity elasticity to
price (***), n=40",This study,This study 9,Pb,-0.4671413200304491,"Pb, this study"
1294,"Intensity elasticity to
price (***), n=40",This study,This study 10,Pb,-0.3027934272754976,"Pb, this study"
1295,"Intensity elasticity to
price (***), n=40",This study,This study 11,Pb,-0.3930883899564323,"Pb, this study"
1296,"Intensity elasticity to
price (***), n=40",This study,This study 12,Pb,-0.3786750831261652,"Pb, this study"
1297,"Intensity elasticity to
price (***), n=40",This study,This study 13,Pb,-0.4630553118635581,"Pb, this study"
1298,"Intensity elasticity to
price (***), n=40",This study,This study 14,Pb,-0.069514125201485,"Pb, this study"
1299,"Intensity elasticity to
price (***), n=40",This study,This study 15,Pb,-0.1043451803887453,"Pb, this study"
1300,"Intensity elasticity to
price (***), n=40",This study,This study 16,Pb,-0.2797514492487001,"Pb, this study"
1301,"Intensity elasticity to
price (***), n=40",This study,This study 17,Pb,-0.1769398457794599,"Pb, this study"
1302,"Intensity elasticity to
price (***), n=40",This study,This study 18,Pb,-0.1637085891769834,"Pb, this study"
1303,"Intensity elasticity to
price (***), n=40",This study,This study 19,Pb,-0.0154617066341972,"Pb, this study"
1304,"Intensity elasticity to
price (***), n=40",This study,This study 20,Pb,-0.3954236086920454,"Pb, this study"
1305,"Intensity elasticity to
price (***), n=40",This study,This study 21,Pb,-0.1169674970574687,"Pb, this study"
1306,"Intensity elasticity to
price (***), n=40",This study,This study 22,Pb,-0.2233129044141757,"Pb, this study"
1307,"Intensity elasticity to
price (***), n=40",This study,This study 23,Pb,-0.5183412484238186,"Pb, this study"
1308,"Intensity elasticity to
price (***), n=40",This study,This study 24,Pb,-0.1893782907320891,"Pb, this study"
1309,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 0,Pb,-0.061884145317996,"Pb, this study"
1310,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 1,Pb,0.315261776862385,"Pb, this study"
1311,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 2,Pb,0.097470495109197,"Pb, this study"
1312,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 3,Pb,0.254428692872618,"Pb, this study"
1313,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 4,Pb,-0.228940333880783,"Pb, this study"
1314,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 5,Pb,0.033091446305795996,"Pb, this study"
1315,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 6,Pb,-0.08327647147446399,"Pb, this study"
1316,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 7,Pb,0.129890575240057,"Pb, this study"
1317,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 8,Pb,0.261462115415368,"Pb, this study"
1318,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 9,Pb,0.221800886494187,"Pb, this study"
1319,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 10,Pb,-0.084105632926664,"Pb, this study"
1320,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 11,Pb,-0.212618868264145,"Pb, this study"
1321,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 12,Pb,-0.210961589461828,"Pb, this study"
1322,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 13,Pb,-0.14390917501942,"Pb, this study"
1323,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 14,Pb,-0.054114318352215,"Pb, this study"
1324,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 15,Pb,-0.140567795309548,"Pb, this study"
1325,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 16,Pb,0.320314952751819,"Pb, this study"
1326,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 17,Pb,-0.342217292061073,"Pb, this study"
1327,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 18,Pb,-0.080124030251639,"Pb, this study"
1328,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 19,Pb,-0.369977970910434,"Pb, this study"
1329,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 20,Pb,0.292537131927171,"Pb, this study"
1330,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 21,Pb,-0.013899549545302,"Pb, this study"
1331,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 22,Pb,-0.185323926062678,"Pb, this study"
1332,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 23,Pb,-0.30108737090695803,"Pb, this study"
1333,"10 x Intensity
elasticity to time ( ), n=3",This study,This study 24,Pb,-0.41946951515312697,"Pb, this study"
1334,"Mine CU elasticity
to TCM (**), n=4",This study,This study 0,Pb,0.0922914424117666,"Pb, this study"
1335,"Mine CU elasticity
to TCM (**), n=4",This study,This study 1,Pb,0.9472275969014248,"Pb, this study"
1336,"Mine CU elasticity
to TCM (**), n=4",This study,This study 2,Pb,0.7793694360333372,"Pb, this study"
1337,"Mine CU elasticity
to TCM (**), n=4",This study,This study 3,Pb,0.4498717784750598,"Pb, this study"
1338,"Mine CU elasticity
to TCM (**), n=4",This study,This study 4,Pb,0.5185768777431028,"Pb, this study"
1339,"Mine CU elasticity
to TCM (**), n=4",This study,This study 5,Pb,0.3181296854870084,"Pb, this study"
1340,"Mine CU elasticity
to TCM (**), n=4",This study,This study 6,Pb,0.8767693631775816,"Pb, this study"
1341,"Mine CU elasticity
to TCM (**), n=4",This study,This study 7,Pb,0.6586443465152904,"Pb, this study"
1342,"Mine CU elasticity
to TCM (**), n=4",This study,This study 8,Pb,0.2372550493653602,"Pb, this study"
1343,"Mine CU elasticity
to TCM (**), n=4",This study,This study 9,Pb,0.425856890552679,"Pb, this study"
1344,"Mine CU elasticity
to TCM (**), n=4",This study,This study 10,Pb,0.6767107949413569,"Pb, this study"
1345,"Mine CU elasticity
to TCM (**), n=4",This study,This study 11,Pb,0.7650277360144521,"Pb, this study"
1346,"Mine CU elasticity
to TCM (**), n=4",This study,This study 12,Pb,0.8811726854401591,"Pb, this study"
1347,"Mine CU elasticity
to TCM (**), n=4",This study,This study 13,Pb,0.2265013456271912,"Pb, this study"
1348,"Mine CU elasticity
to TCM (**), n=4",This study,This study 14,Pb,0.3275309407269866,"Pb, this study"
1349,"Mine CU elasticity
to TCM (**), n=4",This study,This study 15,Pb,0.905792602616882,"Pb, this study"
1350,"Mine CU elasticity
to TCM (**), n=4",This study,This study 16,Pb,0.8744561635162448,"Pb, this study"
1351,"Mine CU elasticity
to TCM (**), n=4",This study,This study 17,Pb,0.2621876387900823,"Pb, this study"
1352,"Mine CU elasticity
to TCM (**), n=4",This study,This study 18,Pb,0.3934226190971581,"Pb, this study"
1353,"Mine CU elasticity
to TCM (**), n=4",This study,This study 19,Pb,0.3898052667079063,"Pb, this study"
1354,"Mine CU elasticity
to TCM (**), n=4",This study,This study 20,Pb,0.599825209744823,"Pb, this study"
1355,"Mine CU elasticity
to TCM (**), n=4",This study,This study 21,Pb,0.5862632674734161,"Pb, this study"
1356,"Mine CU elasticity
to TCM (**), n=4",This study,This study 22,Pb,0.3049790170631329,"Pb, this study"
1357,"Mine CU elasticity
to TCM (**), n=4",This study,This study 23,Pb,0.0369764677129613,"Pb, this study"
1358,"Mine CU elasticity
to TCM (**), n=4",This study,This study 24,Pb,0.7827663565946328,"Pb, this study"
1359,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 0,Pb,-0.43973588880117065,"Pb, this study"
1360,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 1,Pb,-0.287552141857219,"Pb, this study"
1361,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 2,Pb,-0.1599279178821275,"Pb, this study"
1362,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 3,Pb,0.2961411378860133,"Pb, this study"
1363,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 4,Pb,0.3768955666205162,"Pb, this study"
1364,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 5,Pb,0.3984339267970579,"Pb, this study"
1365,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 6,Pb,-0.2638664713482361,"Pb, this study"
1366,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 7,Pb,0.36674448819660377,"Pb, this study"
1367,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 8,Pb,-0.2503483044250081,"Pb, this study"
1368,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 9,Pb,-0.17081396786105082,"Pb, this study"
1369,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 10,Pb,-0.04250988418218568,"Pb, this study"
1370,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 11,Pb,-0.2421833315561252,"Pb, this study"
1371,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 12,Pb,-0.1580199084468631,"Pb, this study"
1372,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 13,Pb,0.16286792252709512,"Pb, this study"
1373,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 14,Pb,-0.17595052148550433,"Pb, this study"
1374,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 15,Pb,0.25575497991397017,"Pb, this study"
1375,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 16,Pb,0.4070080489967845,"Pb, this study"
1376,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 17,Pb,0.07685265498907742,"Pb, this study"
1377,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 18,Pb,-0.15302634610158874,"Pb, this study"
1378,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 19,Pb,0.17461160379525786,"Pb, this study"
1379,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 20,Pb,-0.1711358907143818,"Pb, this study"
1380,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 21,Pb,-0.20656434812818364,"Pb, this study"
1381,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 22,Pb,0.21923419016506882,"Pb, this study"
1382,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 23,Pb,-0.13955635444921155,"Pb, this study"
1383,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=6",This study,This study 24,Pb,-0.1432119697155719,"Pb, this study"
1384,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 0,Pb,-0.4824348160827684,"Pb, this study"
1385,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 1,Pb,-0.8775608591642569,"Pb, this study"
1386,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 2,Pb,-0.3976004401247915,"Pb, this study"
1387,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 3,Pb,-0.563546245619212,"Pb, this study"
1388,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 4,Pb,-0.2730153625905065,"Pb, this study"
1389,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 5,Pb,-0.8041966574663691,"Pb, this study"
1390,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 6,Pb,-0.0578524521262089,"Pb, this study"
1391,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 7,Pb,-0.382381612818629,"Pb, this study"
1392,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 8,Pb,-0.0637258877451117,"Pb, this study"
1393,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 9,Pb,-0.4971867098771047,"Pb, this study"
1394,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 10,Pb,-0.5817819301215124,"Pb, this study"
1395,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 11,Pb,-0.2294366588102136,"Pb, this study"
1396,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 12,Pb,-0.1110613475863049,"Pb, this study"
1397,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 13,Pb,-0.1657663525822836,"Pb, this study"
1398,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 14,Pb,-0.0275504665927503,"Pb, this study"
1399,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 15,Pb,-0.2708840314031333,"Pb, this study"
1400,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 16,Pb,-0.9369029736788042,"Pb, this study"
1401,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 17,Pb,-0.2009531009381415,"Pb, this study"
1402,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 18,Pb,-0.9827343896659896,"Pb, this study"
1403,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 19,Pb,-0.8364179454013981,"Pb, this study"
1404,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 20,Pb,-0.8090381725650914,"Pb, this study"
1405,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 21,Pb,-0.064713499138228,"Pb, this study"
1406,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 22,Pb,-0.1711065720524629,"Pb, this study"
1407,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 23,Pb,-0.8271239217653774,"Pb, this study"
1408,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 24,Pb,-0.933958762770005,"Pb, this study"
1409,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 0,Pb,0.1642813498062574,"Pb, this study"
1410,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 1,Pb,0.0324283310527222,"Pb, this study"
1411,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 2,Pb,0.0918331816776924,"Pb, this study"
1412,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 3,Pb,0.0265909933619628,"Pb, this study"
1413,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 4,Pb,0.0099144028744878,"Pb, this study"
1414,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 5,Pb,0.0128345860412552,"Pb, this study"
1415,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 6,Pb,0.553412676045538,"Pb, this study"
1416,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 7,Pb,0.0648253792792772,"Pb, this study"
1417,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 8,Pb,0.030740538850317,"Pb, this study"
1418,"2 x Ore grade elasticity to COT
distribution mean ( ), n=3",This study,This study 9,Pb,0.3103681635362644,"Pb, this study"
