,Commodity,Year,Construction,Electrical,Jewelry,Other,Bar and coin,Industrial,Transport
121,Sn,2008.0,57.89982898256653,84.78666296291112,,73.23466372110275,,84.54812382710644,29.0525751146859
122,Sn,2009.0,56.08770707920816,85.0958552915429,,70.55037498734558,,76.28212333751604,28.456559077234758
123,Sn,2010.0,56.113382303583414,87.79715412340008,,73.14898977538857,,82.5466330142004,32.41335462583334
124,Sn,2011.0,57.30960988953745,89.45291110939057,,74.1027010860725,,84.01245270129719,32.31873817889441
125,Sn,2012.0,58.02235465883025,90.4755314307463,,74.12399187506695,,83.13695405118986,33.13563401584408
126,Sn,2013.0,59.5151475142801,93.43985326279162,,74.80878610702041,,82.80277774724806,33.905906516150864
127,Sn,2014.0,61.12173604575704,95.27113407090566,,75.11520584348435,,83.56211898066957,33.13101103211523
128,Sn,2015.0,61.14552262723658,93.63928997126959,,75.18240012458509,,83.04702015499097,31.56475764068135
129,Sn,2016.0,61.80724604028941,92.30641393518401,,75.45451647061626,,83.05227794504488,32.19924982146401
130,Sn,2017.0,63.52233352222804,92.07809850988868,,76.5715094953007,,85.33023585337376,32.21717112136222
131,Sn,2018.0,64.33821738068818,91.46267383448532,,77.25377940343303,,87.00039562159469,32.343552665609586
132,Sn,2019.0,64.96650225161007,89.99927683083709,,77.69883647508745,,88.40646235668731,32.18664667378263
133,Steel,2001.0,416.5857578742669,31.72460771504032,,20.205947419700248,,241.53642241549997,147.94726457548367
134,Steel,2002.0,434.5453899094178,33.89158422248952,,21.33980370699062,,256.0426498908684,163.92050357158217
135,Steel,2003.0,445.7208254886313,34.82312807921413,,21.826159784142,,276.8405389328216,170.37461069652375
136,Steel,2004.0,468.85045396375784,36.12821212589242,,22.8413619479092,,293.23261512038044,183.90933646985653
137,Steel,2005.0,500.258064692596,38.739660537992805,,23.993839430423364,,309.52159605989823,195.11171594712675
138,Steel,2006.0,537.9177556289216,40.667228941644346,,25.254350615643084,,331.53877291990096,207.90082488531056
139,Steel,2007.0,560.6231422941387,42.32662097452614,,26.538462680599284,,352.57076221850434,226.19892330222748
140,Steel,2008.0,569.0594561438861,44.0858011654255,,27.347132087468523,,358.26979472853577,227.46851911390218
141,Steel,2009.0,572.9521214712636,45.971451181486785,,27.38045178679531,,335.75956758880125,231.45623159767237
142,Steel,2010.0,592.307346274987,49.00839308165752,,29.33858930328178,,375.29251832385273,272.18918243093503
143,Steel,2011.0,618.6617482934693,51.07607131104214,,30.404115844340005,,390.6034549762986,277.34604274787324
144,Steel,2012.0,644.4254311521172,53.165503410448125,,31.3039791427405,,397.62062943237174,292.48994849752086
145,Steel,2013.0,680.3963191910061,56.51940609914,,32.52809642393542,,407.56745886990507,307.99180013944857
146,Steel,2014.0,716.1953445764484,59.0783186787515,,33.48611419162329,,421.5161063078683,308.48125274331665
147,Steel,2015.0,738.5792992435526,59.85740053108086,,34.55615579227806,,431.73390477021167,302.8867862133499
148,Steel,2016.0,769.8017264897898,60.85490537728286,,35.76619560983142,,445.0912541338599,318.3249372096163
149,Steel,2017.0,808.5302104370612,62.06452005795897,,37.10383185536065,,467.3389901750985,325.47382619398275
150,Steel,2018.0,837.2278566244019,63.05439922136388,,38.28497260744098,,487.08152655252405,333.862554986999
151,Steel,2019.0,870.8567050826284,63.97120158992884,,39.6914872087898,,509.761212154291,341.9566739956439
152,Zn,2001.0,3.131732117809841,2.037523896041736,,1.4751540145979594,,0.8690651527895576,2.352873661644598
153,Zn,2002.0,3.258605737021134,2.172288089992039,,1.5541518426322787,,0.9178951467188258,2.597923457495652
154,Zn,2003.0,3.27914053883332,2.190834794606187,,1.5599477083018405,,0.9699279781124902,2.643371847558875
155,Zn,2004.0,3.331146025183614,2.1939603335082483,,1.576326677079861,,0.9917179764024215,2.7529733672760317
156,Zn,2005.0,3.4839564841019945,2.305377984930594,,1.6236354048197852,,1.0252988075154024,2.860329672930969
157,Zn,2006.0,3.684139344389088,2.376545242515131,,1.6808944168169118,,1.0788423911707095,2.9894192326763327
158,Zn,2007.0,3.8113351092020182,2.4540729318066155,,1.7541471058313332,,1.1377208752853276,3.2171959721434784
159,Zn,2008.0,3.8446174268038313,2.543845420307665,,1.7997072347967802,,1.1491713816193552,3.2111192490052898
160,Zn,2009.0,3.8632981867678153,2.661990753499157,,1.806854845423779,,1.0740408504353183,3.2442009831092857
161,Zn,2010.0,3.9295617572779062,2.8003429472464387,,1.9114055797488716,,1.1862834603908121,3.7519974805329346
162,Zn,2011.0,3.962330602529589,2.8229886010277596,,1.9166833425149148,,1.1913420878288334,3.6980149073087056
163,Zn,2012.0,4.00896715236483,2.8574896125070963,,1.919220948549851,,1.178123138514336,3.8036686184796054
164,Zn,2013.0,4.1696409417616405,2.993493222444197,,1.964976717584707,,1.1894685257510904,3.9330321412698224
165,Zn,2014.0,4.335587058438972,3.0925680012566366,,1.9985746479363773,,1.2150980291352922,3.8991643383356576
166,Zn,2015.0,4.381380267174519,3.065095842291598,,2.018324280758516,,1.218911205097431,3.7430447217609735
167,Zn,2016.0,4.56756572151085,3.1187484114384723,,2.088405451388817,,1.2559107464094914,3.9180094379465498
168,Zn,2017.0,4.900473293999202,3.2565171132423147,,2.215826510224251,,1.3485150401349428,4.094164473814894
169,Zn,2018.0,5.136716782473912,3.3523733483485363,,2.315721391564032,,1.4229805924322023,4.241164000443925
170,Zn,2019.0,5.3556064273054735,3.4155118232675954,,2.4076311506949297,,1.4930614917810077,4.352894075016361
