,Commodity,Year,Construction,Electrical,Jewelry,Other,Bar and coin,Industrial,Transport
0,Ag,2001.0,12.746217185632991,3.0960166707233726e-05,4.629797681668548,1.565662852388207,4.830894206874246,,
1,Ag,2002.0,13.07509409466133,3.270288351325142e-05,5.12686257203411,1.6270942392845549,4.36315105191814,,
2,Ag,2003.0,12.986610461724027,3.267885367735938e-05,5.4915936211967615,1.6161516706797345,3.5452589446465765,,
3,Ag,2004.0,13.033558341478397,3.215251325171338e-05,5.910847009644118,1.6101159083263554,3.4354583849170606,,
4,Ag,2005.0,13.04631670157234,3.2274265328220356e-05,6.650407813120057,1.5903283042558118,3.192481196033421,,
5,Ag,2006.0,13.247312061855506,3.162691323162404e-05,7.4804697793107815,1.5814616398586976,2.785614271250364,,
6,Ag,2007.0,13.06263181832352,3.10627684198629e-05,8.349252419023943,1.5759171989270297,2.2520923246042868,,
7,Ag,2008.0,12.542307163371357,3.0893402436241575e-05,9.350456416461085,1.5533715947383642,1.9828120728716774,,
8,Ag,2009.0,11.823647059841862,3.116139486208131e-05,10.343085170604768,1.4951919422567845,1.5416883732046527,,
9,Ag,2010.0,11.456007143809261,3.167802245202192e-05,11.341919863161039,1.5302047637942322,1.4045524475875886,,
10,Ag,2011.0,11.60387369362167,3.2286266494469886e-05,11.931020830803993,1.5521935187773541,1.4184623845640345,,
11,Ag,2012.0,11.74305573545019,3.283450015329193e-05,12.326192457393892,1.561114978791947,1.60929519259704,,
12,Ag,2013.0,12.00012732437993,3.388139264214937e-05,12.43498111157259,1.571329121550425,1.443438642299978,,
13,Ag,2014.0,12.389274177775489,3.4847386701010935e-05,12.58703207492825,1.5883839370961763,1.4137002954491518,,
14,Ag,2015.0,12.633218039828746,3.458981356695767e-05,12.54855742256294,1.6077008814471565,1.3515275847345563,,
15,Ag,2016.0,12.924783835751935,3.457922942517618e-05,12.476517210308062,1.6260874193988408,1.2654085670617565,,
16,Ag,2017.0,13.26784973708744,3.484140464886962e-05,12.596031710737458,1.6583370563278237,1.1420614493450427,,
