,,Demand response,Demand response,Demand response,Demand response,Mining production,Mining production,Mining production,Mining production,Price formation,Price formation,Price formation,Price formation,Price formation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Reserve development,Reserve development,Reserve development,Reserve development,Secondary supply
,,Direct melt fraction elasticity to scrap spread,Intensity elasticity to GDPPC,Intensity elasticity to price,Intensity elasticity to time,Mine CU elasticity to TCM,Mine cost change per year,Mine cost elasticity to ore grade,Ore grade elasticity to COT distribution mean,Refined price elasticity to SD,Scrap spread elasticity to SD,Scrap spread elasticity to price,TCRC elasticity to SD,TCRC elasticity to price,Primary refinery CU elasticity to TCRC,Primary refinery CU elasticity to price,Ref. cap. growth frac. from mine prod. growth,Refinery SR elasticity to TCRC,Refinery SR elasticity to scrap spread,Secondary refinery CU elasticity to TCRC,Secondary refinery CU elasticity to price,Fraction of viable mines that open,Incentive mine cost change per year,Incentive ore grade elasticity to COT,Incentive tonnage elasticity to price,Collection elasticity to scrap price
9,Ag,0.11607056856155396,0.08141378313302994,0.05376674788258949,0.0009999999999998899,0.08078745063351381,0.24358057975769043,0.6502655456959858,0.01,0.16518354372303037,0.07531383354021744,0.26019486272843523,0.053346239030361176,0.5556605899073386,0.15,0.08871294874752733,0.13153318818671256,0.18437577491317794,0.0005386464026987145,0.5317863567868397,0.08182550606401745,1.6850420031323185e-12,0.24358057975769043,0.7244973727797086,0.27819904685020447,0.4375164296954984
9,Al,0.1,0.023316219505513134,0.0059208565539814,0.006303987691315996,0.6530353530171491,0.19860541478244378,0.01,0.01,0.41771901043679216,0.26599523425102234,0.15,0.3727798961931791,0.1,0.13699176817599718,0.34894256635684406,0.04196026548743248,,,,,4.2497501859597483e-07,0.19860541478244378,0.10973974696530495,0.05279803276062012,0.14019055000951708
9,Au,0.12210809067256825,0.12280897051095963,0.00939123127076802,0.0005080681766201304,0.004620973309639598,0.23338911463935083,0.05970333007224325,0.0019010086371331655,0.5175095200538635,0.0011144147499692865,0.0577819001512974,0.0750776082277298,0.021945174783468246,0.1,0.38534029417255156,0.24041545108265677,0.5055087288001384,0.08817560278192971,0.4798548973527873,0.1,1.3152847449791327e-06,0.23338911463935083,0.4400070616631573,0.09446837454499665,0.4554383922425608
9,Cu,0.7337663863233189,0.04337416247371338,0.04057919161021836,0.01,0.04781629097920568,0.04100418619092547,0.08522789696684724,0.01,0.04592260732368937,0.07710138324531352,0.34201253380178886,0.002920182012418886,0.05851666097958988,0.0432870768339173,0.6075508279827013,0.05,0.4948023557662964,0.248276025056839,0.08817371775577688,0.4774465189846332,7.908591340390121e-05,0.04100418619092547,0.016332026571035385,0.38638466358321316,0.47911953926086426
9,Ni,,0.6688444549630703,0.0004844605007688551,0.008612284448446864,0.18762131334121987,0.030824854548781002,0.05,0.0009999999999998899,0.08343551846508399,0.019813018629192086,0.0637579607786798,0.23569898307323456,0.1795826469733251,0.4252372353371495,0.01959095413102774,0.3944627250271631,0.4412262061195218,0.0527543184141944,0.2842654055800835,0.09724349617329764,6.15658136712189e-11,0.030824854548781002,0.6980158017427419,0.03066645448230918,0.025
9,Pb,,0.060670824854136815,0.16960689646087507,0.0009999999999998899,0.6861546855653613,0.07654608499000687,0.46363356150127,0.01,0.05,0.10111130028963089,0.10774138517329002,0.014207610292823096,0.3201038660876375,0.01,0.13453425305911737,0.5241693784916792,0.3497394344689654,0.009956383744326938,0.04174089920239497,0.06258264183998108,0.0016933609643216203,0.07654608499000687,0.5628029994894612,0.20549959020125028,0.14254223383151998
9,Sn,,0.05499818619178083,0.5720053065017168,0.003281029145160453,0.13368682607528912,0.3082060421407649,0.1,0.01,0.07847413420677185,0.6059186177703326,0.2567114230732421,0.17592236399650574,0.2609272481488918,0.27003462992776733,0.15,0.0009999999999998899,0.15,0.30093913220471447,0.08069959622319048,0.025,0.33231459069350244,0.3082060421407649,0.16306240856647491,0.45902851065194894,0.017071551518708913
9,Steel,,0.4202669167512315,0.1,0.0009999999999998899,0.06712089461760141,0.025,0.6120141036854957,0.01,0.07992822562865111,0.3571797057239788,0.1292283547738719,0.0521676564671421,0.03110322785609116,0.15,0.3584083569878878,0.08025270027448146,0.7821665595232417,0.15,0.0312807594008145,0.29687940548369224,0.3228666831259844,0.025,0.025557455118318775,0.14956993617704678,0.6345766537602113
9,Zn,0.13720965815732533,0.034287069193776186,0.01,0.0009999999999998899,0.09158007144474721,4.877645940924244e-05,0.22353361286947215,0.01,0.07835546890459594,0.4595727026462555,0.4879195800685344,0.009613023602535522,0.17912943174575163,0.015622813424246698,0.013065248217307526,0.0193628286761181,0.4685353085920173,0.20229798541839802,0.06789281964302063,0.023481570951524672,0.00971012762190339,4.877645940924244e-05,0.4525948277076757,0.03350524617703057,0.9167038696415268
10,Ag,0.3465210005603865,0.05682197958230972,0.07901459339293511,0.0007493365446558598,0.3125900548761842,0.3363772928714752,0.29106015816040004,0.01,0.17875501934379862,0.04893943110086357,0.3683201919067849,0.035461246967315674,0.5632990002632141,0.298555850982666,0.15371621298221508,0.07336598086360427,0.45131591819824823,0.0006851828154243632,0.4348408514402614,0.09204876920844657,9.427012333994858e-14,0.3363772928714752,0.30679422140833423,0.18145327270030975,0.24457521464995813
10,Al,0.08227087642919026,0.008416209201418218,0.011206180189933879,0.002001700752759907,0.472455651228086,0.37225608637846674,0.01,0.003910231930904957,0.5898424518045711,0.3528242208202843,0.1,0.602016379753086,0.025,0.09871763990741945,0.2273319176395979,0.0368146151304245,,,,,1.2874151702357427e-07,0.37225608637846674,0.052510396078045266,0.023169796926736427,0.08136052959801729
10,Au,0.1619434042729217,0.20505061745643616,0.01,0.0003665283005456265,0.01,0.22686460037636152,0.15917596871054354,0.004954590317959493,0.15,0.0007710072799973377,0.052951197627577586,0.06869550794363022,0.04099494218826294,0.07412601316357677,0.5463420430994572,0.33539456684627245,0.4989063355341151,0.13386558410881974,0.469421142476136,0.15,2.5956787024926305e-07,0.22686460037636152,0.48128948420844897,0.030983406057018437,0.31015927217376854
10,Cu,0.6129684252516042,0.01783294717269008,0.07232208392658025,0.01,0.06387838709884115,0.06058620634522325,0.06512246396410508,0.01,0.03923731347355688,0.170586643073074,0.28941869735717773,0.0009999999999998899,0.09160301029991796,0.14596852538280836,0.3837801579410067,0.04594717699405533,0.43975773453712463,0.23167233169078827,0.21318545051925358,0.3063465502334213,2.4601915555065705e-05,0.06058620634522325,0.04161955043673515,0.22316124348011285,0.430904755324067
10,Ni,,0.15,0.010596417642463146,0.006164461433301937,0.09196085381868596,0.014933023205448674,0.05,0.0010233672188217995,0.07466995845145781,0.0076829624326948415,0.22893361690083744,0.1315859705209732,0.089389398424065,0.355877242432282,0.020947416785308766,0.23453668788906998,0.31566545984429273,0.1345254615690339,0.34549993353926745,0.15,2.054982384767627e-10,0.014933023205448674,0.5564344758549219,0.0498007946613994,0.041754051508192364
10,Pb,,0.02888403224766089,0.17474066506234057,0.0009999999999998899,0.5754414727072605,0.15,0.38519529342986014,0.01,0.01641988059021092,0.06812376651003535,0.30921141823311965,0.00918749612748106,0.4939285566624081,0.01,0.2228311880537791,0.6887293515331209,0.15772921595169098,0.1544891283041726,0.07009217742219907,0.06881172209978104,0.0012863874924223455,0.15,0.561508109813688,0.1525173219902574,0.07390994297864836
10,Sn,,0.12010032612275301,0.2786935161256042,0.0016969886498528425,0.12138860123463456,0.4328356082436321,0.12694512679797232,0.01,0.08579544723033905,0.707709810981275,0.14092517822589098,0.09725858271121979,0.21846312993943812,0.18311687714684557,0.43726756604365996,0.0009999999999998899,0.15744731811507728,0.18868038680243984,0.12568137359038933,0.01,0.24100457910046946,0.4328356082436321,0.06539250165224075,0.33945789413532823,0.004681996355436781
10,Steel,,0.25392523407936096,0.08874819049904975,0.0009999999999998899,0.08915057979695291,0.04077959433197975,0.7459780976916406,0.01,0.04062144539466922,0.24527735074020804,0.21181047419046825,0.03309752817273641,0.014746239388015291,0.23601807117224058,0.25926193673136877,0.13379865884780884,0.37099228384197064,0.26918052762069167,0.0738124752688974,0.19684599412288686,0.23065807248046344,0.04077959433197975,0.01099322303274747,0.1174537719875548,0.4210011045136064
10,Zn,0.22707262084967608,0.02219032222891582,0.008030520067431745,0.0009999999999998899,0.07423260103709756,0.003383142873644829,0.35459801230009785,0.01,0.2470340363057737,0.41616585850715637,0.7687198387919186,0.08975289110459415,0.3801384691506989,0.18337089601328108,0.025190280776338694,0.021595168415206197,0.2922682675860836,0.21919392583770952,0.15,0.012017395905003773,0.029295741425360653,0.003383142873644829,0.29857531899175194,0.20481240955466162,0.7273208490449949
11,Ag,0.4505640184984333,0.15,0.03758260240508204,0.0009999999999998899,0.3011929097373591,0.2476166933774948,0.5123944070776638,0.01,0.1561882048845291,0.08973895648802167,0.24981468597599035,0.04689032584428787,0.4368569088950177,0.4855782389640808,0.2858931496392035,0.14005173091903006,0.3341623544692993,0.0352351400513222,0.29106877801132175,0.05955493805623694,6.558366905367711e-15,0.2476166933774948,0.17796306874708168,0.15937361121177673,0.448179389792723
11,Al,0.03279077101584624,0.0030868120988507375,0.012546033647399596,0.0009999999999998899,0.5040691937805817,0.3763453317729848,0.01,0.01,0.4294623158538712,0.2967884136945217,0.15,0.15,0.025,0.1449881247294246,0.19767764925297557,0.028379835188388824,,,,,1.1646059863946873e-07,0.3763453317729848,0.16951993920307395,0.07313241064548492,0.10727684672598586
11,Au,0.15,0.18943244218826294,0.025,0.00012660652945529788,0.025,0.24853962516903855,0.1252199890556252,0.01,0.15,0.025862360424053942,0.021451711775398098,0.039013367146253586,0.0624174140393734,0.03983112192070919,0.3446397128852018,0.5764594091533999,0.31499664916933023,0.07407217215147874,0.4117632065752975,0.1,4.206320996320686e-07,0.24853962516903855,0.6079517260012606,0.021916404708948536,0.17718168334338202
11,Cu,0.33936315666568717,0.009883148597108505,0.04589626607616501,0.01,0.06947214955748619,0.0740077210800861,0.040399440039355625,0.01,0.021229287430667876,0.2893615479262097,0.1,0.0016814938484100593,0.05686554867124717,0.13789026098459606,0.2194946364174307,0.05,0.33495503664016724,0.15,0.3758558639297234,0.4380556696477994,0.0005519717988052048,0.0740077210800861,0.08648448437452316,0.2656382832121462,0.24047143757343292
11,Ni,,0.5149206645246214,0.018299611825691266,0.002505292375561431,0.21644322725743423,0.03338132595723176,0.05,0.0009999999999998899,0.09379126648810208,0.023338156575030227,0.44421769251964727,0.07353297621011734,0.13688511471149284,0.34429692747137397,0.017763808961909544,0.21709659276012996,0.38647225936066043,0.0657965823860201,0.35676906719701384,0.15,6.131927011521003e-11,0.03338132595723176,0.5351042623732416,0.097854625727326,0.07824766967358861
11,Pb,,0.06909318839746229,0.1070866823233814,0.0009999999999998899,0.42880736785415907,0.05,0.2940207319530842,0.01,0.025,0.08017518964478798,0.5907463546896289,0.0054438655705749414,0.29606470465660095,0.01,0.3418860137462616,0.7035795270450034,0.21436203448031993,0.12849356990474858,0.04259329642308828,0.028796203434467316,0.0005163788149125589,0.05,0.5643105135042419,0.08863107527969413,0.15040571172606315
11,Sn,,0.05838694357413467,0.1771008578649904,0.000861912286967565,0.18312334181564946,0.762144562326301,0.12783141441433862,0.01,0.12450385838747025,0.6618453023884261,0.2852069861341473,0.11976228654384613,0.37112884094378584,0.3269545426654449,0.555811505581485,0.0020118107212405943,0.07853381614025245,0.465033800035596,0.054558009799190364,0.002864210327782502,0.1781576149843832,0.762144562326301,0.10443059355020523,0.1741666473225488,0.0017068548423428975
11,Steel,,0.26532286405563354,0.18269248321917353,0.0009999999999998899,0.04885927546161038,0.07702424377202988,0.7502434952191953,0.01,0.030986377696489684,0.516383095668626,0.31116851577125737,0.01883884868690716,0.012381243684972166,0.15,0.2113407584743717,0.24332544065412082,0.05,0.3860793889514236,0.24403843636971848,0.20620162785053253,0.2284278110103551,0.07702424377202988,0.007175963787742811,0.07828841258055069,0.40624591006859156
11,Zn,0.27818071811336875,0.05269007278091164,0.01,0.0009999999999998899,0.0944362962464309,0.004495046412242969,0.24118711521787384,0.01,0.19918140034225632,0.34402719140052795,0.6124632620375702,0.08475035331384799,0.3178665863718356,0.10342208400585304,0.03521981290721093,0.009463518704999365,0.2745314514554683,0.2188139318841928,0.16407125097788824,0.0190716915842883,0.03850144141520915,0.004495046412242969,0.6860920704122582,0.34202135978165304,0.719403771700585
12,Ag,0.2239682452580655,0.09399685263633728,0.013346201084088237,0.0006760151104306468,0.28041781569931123,0.21331673860549927,0.3997591584439425,0.01,0.08426649800795273,0.06625528171585739,0.20288944797083952,0.03470741957426071,0.42483651861799865,0.28483907814875836,0.23483848571777344,0.10625187650357484,0.21531667036096291,0.04324915948464773,0.2643451853397422,0.061888614158162956,2.7035699456280453e-16,0.21331673860549927,0.12437485380622426,0.2359994649887085,0.4105004688113305
12,Al,0.08538542822788946,0.0017865801525818257,0.021554800020727398,0.001463267657978751,0.4576825729144616,0.4866078794002533,0.01,0.0029159077789073927,0.4711513930135759,0.2090368559959261,0.28000639416930617,0.325608058587998,0.04356381572149284,0.10625829055883225,0.11012867997029273,0.009717154845850421,,,,,2.6423037712649413e-08,0.4866078794002533,0.20133035086957518,0.05,0.10478125418746251
12,Au,0.1166851863595974,0.13018321990966797,0.044883383693320913,8.384785337785953e-05,0.01,0.2501362324258091,0.09002259783490406,0.01,0.31933826208114624,0.015118770500626119,0.009828713289211812,0.07748811691999435,0.03428317606449127,0.05,0.42489132921433304,0.7841724157333374,0.19789974042531003,0.03573640706663922,0.26008275133952324,0.1,8.147679838360448e-08,0.2501362324258091,0.3992670759629723,0.02014633899774374,0.17535037282159555
12,Cu,0.17159351968379843,0.03745587660832216,0.03907162217966647,0.008240919560194016,0.05,0.0423083324846691,0.020236261996831418,0.01,0.010820996862380323,0.42196476751898926,0.1,0.0009999999999998899,0.08055138574827071,0.11875146674421991,0.29849229242009895,0.025,0.38339555263519287,0.12262353301048279,0.4876656764924402,0.31912716307772426,0.0001845064717720555,0.0423083324846691,0.05189831205282398,0.4058340315369955,0.15
12,Ni,,0.3525485242229668,0.0741695065161518,0.0009999999999998899,0.0759519785849157,0.02103904964898657,0.1,0.003872954983692665,0.04850624218003539,0.02403810155523129,0.6215521641178543,0.14538761973381042,0.3425530458209394,0.388706735401112,0.008688137258231782,0.27442701680101567,0.4897360161082024,0.0669886141037411,0.2765777273038055,0.31820815801620483,1.0833390738299368e-11,0.02103904964898657,0.15,0.20251926310809956,0.1201527106344738
12,Pb,,0.05994230183477459,0.0432914787942692,0.0009999999999998899,0.264695686042334,0.031749865265953796,0.22069052052368499,0.01,0.007655830174967512,0.12150123492672975,0.3509767948458269,0.003309875329261552,0.19836083192081064,0.01,0.19510424137115479,0.6003064294982589,0.22805556026189458,0.2988082038855759,0.06842670811474807,0.1526926816512415,0.00017298614418644355,0.031749865265953796,0.6034062315832569,0.1,0.13304156105879508
12,Sn,,0.032035896308552525,0.15214796027466346,0.0002990416331739615,0.14869100078071387,0.6403919832538555,0.21855971635426683,0.01,0.09179878234863281,0.5294945876818726,0.2474194880863296,0.22267702221870422,0.29901811606143336,0.3586144834640914,0.7398607758693636,0.0009999999999998899,0.05243147901080832,0.5476967308984615,0.15073489848613875,0.004940870391371181,0.12792895417669287,0.6403919832538555,0.12314073741436005,0.09870704779741081,0.005363350937029793
12,Steel,,0.32821339305023167,0.1347385998898042,0.0009999999999998899,0.112126985135591,0.30333627841469923,0.7587807460815068,0.01,0.014528874750205902,0.5429091852693064,0.26108386780134984,0.010001645164627683,0.005663003683625367,0.05,0.07301830606703841,0.1841491384879124,0.025,0.2220249069016611,0.4245834542437288,0.36047038435935974,0.23447231780705619,0.30333627841469923,0.004821835076052725,0.037812997274181664,0.31639633917854904
12,Zn,0.2320461907265007,0.029148211728115346,0.01,0.0009999999999998899,0.04601746548091172,0.002220160560682416,0.13715466460170317,0.01,0.16871373571400056,0.15,0.46176707242518344,0.045907765995265276,0.19888942997247305,0.3559286940765299,0.026082886543620846,0.007154448514930305,0.26789860462425147,0.14443369587489038,0.10629704485673752,0.024024255119022862,0.08130027357272503,0.002220160560682416,0.4816621336427812,0.23979022220334112,0.7775748771087275
13,Ag,0.25695544481277466,0.15,0.037438608364534,0.00024150222953207067,0.1460279760528686,0.16947302222251892,0.3554545122946085,0.01,0.07754324078468572,0.06198201749307694,0.2949920081119305,0.049093201756477356,0.33249606865185843,0.23696812296262101,0.5429233979854062,0.13809760135927773,0.1752878576517105,0.09017611898554599,0.3775020185668725,0.034549598038168705,1.4237860295012853e-17,0.16947302222251892,0.11889846993862535,0.17570894956588745,0.3244336320688356
13,Al,0.1984878928332044,0.005353552026732647,0.010326615110013015,0.0009999999999998899,0.24357269131997628,0.39140234725483203,0.01,0.009648572091624282,0.4831259658150206,0.1216245390387618,0.4789776043976388,0.48829060715541645,0.020765385307297612,0.05239624749848965,0.06809631212599238,0.00406852157417528,,,,,4.403866571016394e-09,0.39140234725483203,0.13232610733296207,0.0622231662273407,0.08574948864516956
13,Au,0.1,0.05,0.05,2.622430529150866e-05,0.008577191084368217,0.12408670150818364,0.10068489846030719,0.01,0.4280434250831604,0.008327103972573906,0.0038349264998692014,0.12068962305784225,0.03575238212943077,0.05,0.440269753793584,0.5322792090930009,0.2960677557769036,0.017385675003019782,0.17394549151161992,0.29602805467935317,1.4486038155268511e-08,0.12408670150818364,0.6699267253868926,0.019280036793088956,0.15494609878369953
13,Cu,0.14775918152260453,0.09454936739193404,0.03566435746150764,0.007196678010451263,0.035903714909046196,0.021273420622391293,0.009397633534840152,0.01,0.03863184896670051,0.5078394438282086,0.05,0.0013350144448665408,0.20532944773618647,0.20199973386287207,0.3382066630912163,0.04142783811395595,0.3521180748939514,0.12375494837760925,0.23599553531827236,0.29407020726785443,0.00017492980260053903,0.021273420622391293,0.06341895732638933,0.3864866276825572,0.2986313867208005
13,Ni,,0.5295561709717101,0.04410808663877084,0.0009999999999998899,0.09710300759710423,0.03489819258206775,0.01,0.0017209305805867485,0.03650032866465893,0.025,0.6518634718770858,0.068124920129776,0.1520931924268824,0.20323252141287015,0.004216457663429595,0.17189635300785636,0.5979144243845924,0.2461271190256448,0.477048288142611,0.43872013688087463,1.0257924145296042e-12,0.03489819258206775,0.15,0.32152630445000663,0.0927455192135705
13,Pb,,0.03938501228678017,0.031480551887888744,0.0009999999999998899,0.3971659625542542,0.06047925562786925,0.1380323021139505,0.01,0.00219368798066607,0.17940972340039113,0.5102376102225962,0.003643491139142086,0.1,0.01,0.20438049851634799,0.46925558639845566,0.23469037204600524,0.2415590117252424,0.037415141947059936,0.14875161212661794,0.0002779853895021032,0.06047925562786925,0.6034302115440369,0.25980545563759755,0.0986548744779947
13,Sn,,0.057801893501748455,0.15679683529675478,0.00033586652044510686,0.12025851467287361,0.6949197508860208,0.19237639366783787,0.01,0.05,0.5481777734994746,0.13361743597370832,0.16816957294940948,0.12823406730505044,0.2988501243461801,0.5143859338433622,0.0009999999999998899,0.024151798394761975,0.6301958704788496,0.2921246818407185,0.01,0.06918525936010657,0.6949197508860208,0.054357461631298065,0.09908032451878662,0.002383282928542007
13,Steel,,0.23646276174270675,0.2330309183700119,0.0009999999999998899,0.13118197733955927,0.2257691817783377,0.6505241252181022,0.01,0.010463062150874412,0.6010094590208384,0.2033761405371778,0.007672142500047021,0.005044164851389171,0.025,0.04309043596215795,0.1,0.01,0.12509834817929608,0.3158680895875245,0.19546402990818024,0.15304626897331908,0.2257691817783377,0.002315392859778737,0.054225670508741615,0.5156757638947262
13,Zn,0.41369127869610056,0.021433515411219285,0.01,0.0009999999999998899,0.11353538293412888,0.0009577419841662049,0.232582090551253,0.01,0.16053883886103343,0.1,0.44176019186580257,0.022538430972625426,0.16387756966990463,0.3920679148359162,0.01150913043049934,0.005906781947493737,0.27007141301295595,0.1516427007429227,0.07892249184412684,0.06310873730903557,0.15,0.0009577419841662049,0.6254027446145404,0.3479817377379687,0.6385005059924171
14,Ag,0.18396104177225156,0.30732259154319763,0.06417999731782517,0.0001271950193121309,0.155828733785149,0.1,0.2565839823103523,0.01,0.06761262210134802,0.03504996117923916,0.3127919072114352,0.02956455945968628,0.23577656771872071,0.15,0.693194639515179,0.13870832835995472,0.3314296007156372,0.12926374622519585,0.4022024727683845,0.09908161104152129,5.442212118642654e-19,0.1,0.07124954333140693,0.1,0.4216302637099739
14,Al,0.11506305803391348,0.0022235949752068625,0.0615641380797982,0.0009999999999998899,0.2873139977455139,0.28390294313430786,0.01,0.01,0.3689408422954349,0.11964248953791859,0.5568889704724306,0.15,0.03325150039800427,0.03699502797653121,0.054153370903669076,0.002388196866195802,,,,,7.527560875840701e-10,0.28390294313430786,0.12121638540902767,0.048611048549826334,0.07938211922984705
14,Au,0.15,0.09609398990869522,0.0854341081828297,1.0269984246520001e-05,0.01,0.16541839641867886,0.12654807587026307,0.01,0.34242844581604004,0.02310645747655534,0.01654715281933485,0.06742468476295471,0.04515785723924637,0.025,0.6486592445329058,0.6580133312371284,0.2068906822215843,0.01576983806352517,0.09500674714123349,0.1,3.0342299644810748e-09,0.16541839641867886,0.7063194654477221,0.04408901020299521,0.09790763739787786
14,Cu,0.15,0.13083448808025716,0.067935118837278,0.004255811827741367,0.01935377002588662,0.016636648458974536,0.006804222961632076,0.01,0.050244630421921614,0.4016218305286108,0.15,0.0009999999999998899,0.25123910669906707,0.14454945921897888,0.3078216391483437,0.019789219766433264,0.24073846316849717,0.1,0.4113053600828298,0.21406334490448423,8.410576940607819e-05,0.016636648458974536,0.04241329159604997,0.286921478794254,0.17031801192507756
14,Ni,,0.8343780102612396,0.08018058917112919,0.0009999999999998899,0.03523182701130865,0.0402159762887054,0.01,0.004922536087711478,0.051694952483255674,0.05,0.527757098373421,0.029852647334337234,0.050308673299005895,0.21801362833872195,0.002592911860646555,0.10535205664146646,0.2969559214731031,0.18751049744551723,0.6267947013449506,0.3568481206893921,3.5548760655215525e-11,0.0402159762887054,0.05,0.34482433496500553,0.05305215802548434
14,Pb,,0.09251801711000701,0.023905237599324235,0.0009999999999998899,0.4820161285302452,0.018672928198725288,0.06934410958999755,0.01,0.0009999999999998899,0.21875776053552098,0.42989046768976913,0.0031941060791272503,0.15,0.025,0.2701808512210846,0.5463982508811103,0.42711090853477207,0.3218418402345917,0.021422606955221586,0.14332804153604878,0.0001827024217892408,0.018672928198725288,0.597436173684355,0.4215671578549566,0.1587542306806302
14,Sn,,0.042287238924286444,0.07840118228983824,0.0001516958247474954,0.10658371486076477,0.6254305019161149,0.23316218094018545,0.01,0.055270008742809296,0.7234853869710042,0.13166785061763034,0.3001854717731476,0.1311394175750844,0.3462263746668899,0.6465460923007821,0.0012230781520363497,0.041039586129412366,0.6080481674220738,0.3409769643822468,0.01,0.029227045501518247,0.6254305019161149,0.07599490135908127,0.07661154679720507,0.0009999999999998899
