,,Demand response,Demand response,Demand response,Demand response,Mining production,Mining production,Mining production,Mining production,Price formation,Price formation,Price formation,Price formation,Price formation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Refinery operation,Reserve development,Reserve development,Reserve development,Reserve development,Secondary supply
,,Direct melt fraction elasticity to scrap spread,Intensity elasticity to GDPPC,Intensity elasticity to price,Intensity elasticity to time,Mine CU elasticity to TCM,Mine cost change per year,Mine cost elasticity to ore grade,Ore grade elasticity to COT distribution mean,Refined price elasticity to SD,Scrap spread elasticity to SD,Scrap spread elasticity to price,TCRC elasticity to SD,TCRC elasticity to price,Primary refinery CU elasticity to TCRC,Primary refinery CU elasticity to price,Ref. cap. growth frac. from mine prod. growth,Refinery SR elasticity to TCRC,Refinery SR elasticity to scrap spread,Secondary refinery CU elasticity to TCRC,Secondary refinery CU elasticity to price,Fraction of viable mines that open,Incentive mine cost change per year,Incentive ore grade elasticity to COT,Incentive tonnage elasticity to price,Collection elasticity to scrap price
14,Steel,,0.19003743478939514,0.28477519508509425,0.0009999999999998899,0.04254391738569128,0.2457694785778636,0.6312467946361405,0.01,0.025,0.5485748020715087,0.3022151588832818,0.0036591653959586845,0.0022874709265748466,0.01,0.028826583797345227,0.27484183524953487,0.01,0.2941601834593903,0.26614555920404054,0.15888109803199768,0.1063030180537797,0.2457694785778636,0.0018086669238122249,0.04202103333317341,0.5629436622333326
14,Zn,0.21389582069933785,0.03689848704123552,0.01,0.0009999999999998899,0.07488606319523955,0.0009999999999998899,0.39056221045360684,0.01,0.3612242665924509,0.24164429588783476,0.3245946798482988,0.011292758756792476,0.2020023647187536,0.5158675676027864,0.016563491563354637,0.05473998062477112,0.18555115368761624,0.2317240685224533,0.13658471640105668,0.06873843939229114,0.15,0.0009999999999998899,0.4400645749983989,0.2882053418334825,0.701157592985488
15,Ag,0.1376888436225474,0.2315264791250229,0.1,0.0002396449029746682,0.1339010434207501,0.10856357216835022,0.16439770723874464,0.01,0.06885029283795586,0.02175380280776894,0.34291350352857286,0.016053462401032448,0.1575785827960257,0.15,0.6791734533843993,0.10392859902281072,0.3069898202885309,0.12456410416944862,0.2924935685110671,0.06067258249240311,2.0380530197323924e-20,0.10856357216835022,0.1742344643309188,0.13120367632107233,0.37920363534498036
15,Al,0.05030430285077697,0.0011844113531956227,0.05012069743215295,0.0009999999999998899,0.3030652849788835,0.22417998313903809,0.01,0.01,0.2939555666823217,0.17576154659223858,0.4948751270595226,0.25719785063912637,0.029278748274979578,0.02455772144706692,0.10465253085865082,0.004067935232299517,,,,,1.3270036130280602e-10,0.22417998313903809,0.10104370450190342,0.1,0.13421482532129786
15,Au,0.2996545135974884,0.12530196097270999,0.05,3.0356396603218125e-06,0.0070872538770913665,0.14076280540926586,0.10942455456407393,0.01,0.3766005851133523,0.025,0.01279103941967547,0.02203173004090786,0.03435992002276444,0.05,0.6326890397957583,0.47134479880332947,0.1285068877013245,0.008277097710888432,0.0556055352671755,0.15,6.253152844724256e-10,0.14076280540926586,0.6484086448390096,0.04284828242044441,0.05
15,Cu,0.1,0.23489407105426036,0.048500370592108356,0.002246372436706962,0.0971303978961989,0.02021122215119062,0.003192050090072615,0.01,0.026309892699550464,0.5388892889022827,0.1,0.0009999999999998899,0.20513790475102514,0.12864169478416443,0.2637468435702856,0.05421665651920991,0.19845974445343018,0.07656111568212509,0.43528057461933767,0.22784110065786617,5.186761898949025e-05,0.02021122215119062,0.05,0.32288457159385237,0.17097762385230664
15,Ni,,0.7173684544285205,0.052159310626036876,0.0009999999999998899,0.03188638602331259,0.04809566868390556,0.025,0.00398499456522345,0.04727038062051077,0.04858447721125387,0.5804882515361178,0.01828547567129135,0.16915674970394673,0.30424566040750534,0.0031358304826497587,0.05748664738473312,0.43013253966066933,0.12285979855014519,0.4967843891967051,0.18109260499477386,4.706386014043544e-12,0.04809566868390556,0.05,0.4952430872137636,0.19053230547785052
15,Pb,,0.06722483940483637,0.02519994503053382,0.0009999999999998899,0.3039828416896752,0.025345380477346763,0.04859929686734734,0.01,0.0016755613205456153,0.18471186988595042,0.3864989887746966,0.0019072372752162163,0.13620595633983612,0.01,0.3213719129562378,0.3230341361874407,0.45403429865837097,0.22278098080683836,0.015375520335972049,0.1826067657244343,0.0002305328399432571,0.025345380477346763,0.5149700783285613,0.23886227527104628,0.08024332238892982
15,Sn,,0.02057405005191097,0.05666202633458974,8.57603412530117e-05,0.10556525842099214,0.5921548045095582,0.22891251742839813,0.01,0.037162575870752335,0.648050099107487,0.13029938853769968,0.43964684009552,0.14031321917409342,0.2949071776463923,0.6880974505607327,0.0009999999999998899,0.02105881804983734,0.7425800339256138,0.21399008492247923,0.00841818086861453,0.05935079703779825,0.5921548045095582,0.049148526042699814,0.11060817208954232,0.0037328887512712177
15,Steel,,0.1594428214296027,0.15369721142206488,0.0009999999999998899,0.07397979195059826,0.13303822853317732,0.6273174285888672,0.01,0.01,0.706568490658986,0.2822537857411388,0.0018546402395520308,0.011569245847878825,0.0039527219941532625,0.014028979032752204,0.4264953629144205,0.005317290328349392,0.1966190229715953,0.562018375716643,0.2092316746711731,0.1574359419601712,0.13303822853317732,0.0007915035835098265,0.02195942958387149,0.6134284185314873
15,Zn,0.39671045589376597,0.04543287068301983,0.01,0.0009999999999998899,0.26712759701505423,0.00046460918383672833,0.23605243861675262,0.01,0.4430171942012411,0.3698443607688352,0.2228892351753367,0.006415817257259395,0.09292766271894792,0.40131775321381785,0.012065961429192164,0.07294121622308518,0.11996360204962571,0.15,0.20493261722127534,0.025,0.15,0.00046460918383672833,0.685812181335175,0.23465439824837966,0.73645230623406
16,Ag,0.1600015520160006,0.1,0.38582350865111464,0.00038980803419109766,0.14577944922586905,0.14051289856433868,0.2628309473697784,0.01,0.04964861952133458,0.013271644253750842,0.20137161269758577,0.03574458509683609,0.2943604686372859,0.18772963606269197,0.726297875647833,0.1251603465471829,0.25788573082332367,0.21096533491336697,0.2995010547178164,0.20207706658136138,6.602377952963256e-22,0.14051289856433868,0.16680787638152234,0.07686568313109658,0.31999206007994085
16,Al,0.035669781361421626,0.0010699957550203412,0.1108175612715762,0.0009999999999998899,0.15,0.13787312805652618,0.01,0.01,0.30043320779957494,0.3073635787735243,0.277851120320299,0.08928427494586778,0.015257125112855869,0.01193697876084016,0.07351085926251537,0.007203164199661884,,,,,6.410694583111104e-11,0.13787312805652618,0.07842810843774817,0.1241688512769484,0.12561785396051553
16,Au,0.15,0.06645692404670055,0.1,2.334013909117039e-06,0.0031035556245711067,0.25435867420910235,0.09664891667134312,0.01,0.08038455422580403,0.017274977639317513,0.006416974229411296,0.038324981927871704,0.0408517904038428,0.1,0.6816847920417786,0.4798479974269867,0.1135649811582766,0.05673491553400926,0.038551850939132305,0.15,1.135543993820306e-10,0.25435867420910235,0.4981364745070649,0.024378153008124043,0.12602656039965704
16,Cu,0.15,0.20473559200763702,0.08946044334433159,0.0009999999999998899,0.06705256432216264,0.009604298633518991,0.0023335708931816537,0.01,0.015864246683111292,0.3143543154185199,0.1,0.0009999999999998899,0.04664031419630055,0.06639159577849624,0.3512982744668919,0.03170342348660657,0.15,0.05,0.32867791514876543,0.15385373060634452,2.4452183751327334e-05,0.009604298633518991,0.1,0.348683840623642,0.1168753277340728
16,Ni,,0.43229529964598723,0.0710308463268639,0.0009999999999998899,0.06445475530286786,0.03807144646593593,0.025,0.0015595050919597335,0.03555125325056908,0.022857994300897612,0.5198874236578348,0.018503695653614018,0.08453872683511472,0.27699183409642636,0.007881517052938563,0.03192984229817086,0.28432603701881454,0.14149849374341955,0.5047309719441927,0.11285759508609772,6.045417052707508e-13,0.03807144646593593,0.1,0.37613859189593346,0.16092960528290945
16,Pb,,0.13971052351939237,0.058527585257904136,0.0009999999999998899,0.1947056754263135,0.02672520893476055,0.15952361008004695,0.01,0.0011473128622397199,0.15518016606627222,0.26265562609615406,0.0128372419624202,0.13607283323852223,0.025,0.33079496992547985,0.5003713721113046,0.47099242246665174,0.21360420944541275,0.056262819552110876,0.18635956758744246,0.0002652288854810142,0.02672520893476055,0.4388693536201218,0.2912626746792106,0.08448141813278198
16,Sn,,0.05976174821297065,0.06019288596724457,6.972321812670875e-05,0.05696639888642225,0.7058169986254197,0.05,0.01,0.025,0.6630105880764484,0.26202586968618624,0.3987165093421936,0.08648162056694209,0.4114793931334642,0.39236974201689245,0.0009999999999998899,0.03603640109701624,0.6486819164521287,0.3294599972729322,0.01,0.09271010259694161,0.7058169986254197,0.01976729443366428,0.15325625198396017,0.0016330615900133582
16,Steel,,0.15493580420435082,0.07280972394030355,0.0009999999999998899,0.03011359913435392,0.15,0.5755083834859107,0.01,0.01,0.5125417145567032,0.35507137624893814,0.00609193858463069,0.009126726074276132,0.01,0.020959528612238112,0.6376699999692647,0.009049564207339222,0.30062888784421765,0.478636598851068,0.19810517132282257,0.10900512651751049,0.15,0.008748457601326054,0.01083413318792974,0.5336266894327953
16,Zn,0.21319902571164778,0.0038085699467672114,0.01,0.0009999999999998899,0.5106719693521184,0.0011974433436989784,0.18060429394245148,0.01,0.504896686357915,0.20708070771773698,0.40151146054267883,0.0039001129960913863,0.25001969575839866,0.2934370656243003,0.04306184872984886,0.15,0.09310784954677197,0.15,0.0886108527851657,0.025,0.15,0.0011974433436989784,0.8438973831256094,0.3125222487726681,0.7068748939307534
17,Ag,0.09789506193318429,0.09852572530508041,0.4144886741257179,0.0009999999999998899,0.1797960762686967,0.20454305410385132,0.1493007084227096,0.01,0.0455377473040863,0.017662217437037598,0.27194432673585545,0.06374754756689072,0.23011328818305937,0.15,0.7787127946982985,0.09320755537211281,0.363484319418827,0.1382054890332665,0.2057209579101285,0.2930984490149165,2.213361047250873e-23,0.20454305410385132,0.11397088978731265,0.041842128230794945,0.5896816651651889
17,Al,0.1,0.002446400954353289,0.07631973038494501,0.0009999999999998899,0.1,0.13121944665908813,0.01,0.01,0.37702924343976085,0.21241432700149876,0.15,0.10399761427724283,0.019036366247612575,0.005641757993893113,0.03766368103106208,0.007253420240773982,,,,,1.518962482535071e-11,0.13121944665908813,0.04890713669347532,0.06347615258867707,0.10138812636576086
17,Au,0.2305077314376831,0.07222714090074688,0.08444729625745002,7.095223583144826e-07,0.012844762335409526,0.2946543149605595,0.1309408513604306,0.01,0.06606771606966472,0.025245052954151227,0.0056214223809390096,0.019899705424904823,0.028000722758410788,0.1,0.6194379772891938,0.5824291706085205,0.08065692225858165,0.051699847908447616,0.032001045867639556,0.28106308157868315,9.299272030361651e-11,0.2946543149605595,0.6786854143771075,0.023678669526432165,0.08961530804205224
17,Cu,0.1,0.2280597867352215,0.08085453238982165,0.0009999999999998899,0.03966738169295178,0.00749877221699997,0.001061143713231094,0.01,0.011145530073618164,0.47190888634159606,0.1,0.0009999999999998899,0.2034084615736657,0.041646752303573537,0.30243753585684435,0.059890562987417365,0.06264071240785211,0.07649774849414825,0.17447074090426912,0.3970868751511947,8.4374074024102e-06,0.00749877221699997,0.20833238959815298,0.5638496331326617,0.0662612781998693
17,Ni,,0.25526572886037907,0.0541649022816786,0.0009999999999998899,0.03599142622847513,0.020448984091009592,0.025,0.0009999999999998899,0.04937093318003123,0.037030306123675555,0.3768627055399463,0.030089701906752336,0.08902779856706888,0.543969193778254,0.011811751908612906,0.08965060549009031,0.3824242749741663,0.26249875811170553,0.5560401774107973,0.10631082206964493,7.903070627393164e-14,0.020448984091009592,0.15,0.43849048708087635,0.09993430281546456
17,Pb,,0.07416994291229136,0.07426833235378766,0.0009999999999998899,0.2707241056517361,0.05280087057899844,0.11193475319508589,0.01,0.0009999999999998899,0.0816929022604936,0.3245722626739459,0.009442473761737347,0.2291575232114928,0.025,0.3423418402671814,0.4196323062231677,0.3174998785467877,0.22869242362513562,0.0743412317063,0.11662084385854893,0.0001047930288763276,0.05280087057899844,0.5247136571886426,0.20190814869699236,0.048206121098751865
17,Sn,,0.09231494530524756,0.10483158869585546,2.949120569088633e-05,0.22409848212724578,0.8738402159537215,0.08921508491039276,0.01,0.008384643264767042,0.5163760320830542,0.2592393457889557,0.34892281889915466,0.04994583048602443,0.43743159119665076,0.27829338752243427,0.0009999999999998899,0.025867263201342087,0.39343857554087824,0.14426178669623968,0.00283028357017808,0.15,0.8738402159537215,0.020960181951522827,0.1799680049388167,0.0009999999999998899
17,Steel,,0.191184903967413,0.0465564347297498,0.0009999999999998899,0.037109037509457654,0.10706689408252686,0.40523623281263044,0.01,0.0070187587175608,0.3873326313077515,0.3522432131844244,0.027601262863365977,0.004484853823705285,0.01,0.011716243207020537,0.7529118280559944,0.0021982179808881746,0.3833567500901669,0.4452491527541828,0.1867546727636526,0.21673687036601802,0.10706689408252686,0.004204499067118231,0.027378721758579604,0.3161731554798606
17,Zn,0.3172343518389292,0.002628691365548677,0.005830371697457974,0.0009999999999998899,0.5194663973849196,0.0008181873126886785,0.1392347663640976,0.009275789462486507,0.38305519209847905,0.09113978336181768,0.3635965241972095,0.01265038485095917,0.24060270427105077,0.23392333835565404,0.01961711421608925,0.11377257353834996,0.22300134713430067,0.15,0.08720007855545997,0.025,0.1,0.0008181873126886785,0.7572229984145208,0.3136971014356143,0.7220922221149726
18,Ag,0.07987831418413613,0.1,0.320452176998991,0.0009999999999998899,0.2548784476745014,0.22746232151985168,0.18886076481354472,0.01,0.031805393818763454,0.04428830920448859,0.38043966163024556,0.0737639259858589,0.22318135407673806,0.14192773683883184,0.5549228540907867,0.053167854253924444,0.30097165997781966,0.08371267055333313,0.1885069417893288,0.40783795431169134,1.784411444637696e-24,0.22746232151985168,0.13414572262694455,0.021956295294719052,0.6018414497375488
18,Al,0.1,0.001166453441599714,0.04920007713568096,0.0009999999999998899,0.1,0.13827960193157196,0.01,0.01,0.6048466875246747,0.2526667692862072,0.24611855658372536,0.15,0.040713195941170455,0.0052705047579590155,0.025948460555978013,0.014468496602905476,,,,,3.450319457576278e-12,0.13827960193157196,0.028861835209555646,0.043886226476394403,0.12186172977300552
18,Au,0.1330782239339135,0.04467655414081845,0.06482163149716996,3.863421219523183e-07,0.009110732495505081,0.18804902879446925,0.0930332712469027,0.01,0.025,0.02050339565532605,0.004488037431902775,0.03700605779886246,0.03974861651659012,0.1,0.6908302903175354,0.6799208521842957,0.08177047181375302,0.06091914276025084,0.06135041288551156,0.20051426319177273,1.6481655247925833e-11,0.18804902879446925,0.7701569905240742,0.05,0.13210761006447397
18,Cu,0.15,0.21544449031352997,0.08821972157390237,0.0009999999999998899,0.081737788651765,0.009433929809702575,0.0007309624281665982,0.01,0.009442752879391135,0.2527416416356393,0.1,0.0009999999999998899,0.37788326332108907,0.08616424741985973,0.3405853903576899,0.055450571006399614,0.028594228390337244,0.0496503971517086,0.07533577196372293,0.5305615442135172,4.3277866944048865e-06,0.009433929809702575,0.1,0.2969601996158699,0.15248108516881725
18,Ni,,0.10393835061325113,0.03093230828133823,0.0009999999999998899,0.03891704805709171,0.017337534527637744,0.05,0.0033786969557441865,0.06495221443094125,0.018720549381104134,0.32534602036817206,0.013669857043005655,0.04909416796040087,0.6642052007812371,0.01657009076088873,0.12074103605992609,0.23418537536210546,0.23718979580192084,0.7409558952676247,0.07683130069423288,1.1996993098997225e-14,0.017337534527637744,0.15,0.4189343857912685,0.06455576781232622
18,Pb,,0.15713052380743336,0.07744242596940501,0.0009999999999998899,0.30480857729304134,0.02123659722043435,0.34250084617047727,0.01,0.0009999999999998899,0.1341328710869413,0.2382478479168975,0.011200039647519588,0.34696558805352873,0.01,0.24194760620594025,0.37671590891579565,0.47233154306079295,0.14907905855219547,0.07534814011649783,0.06479244929696448,4.665197017234125e-05,0.02123659722043435,0.6195157438709711,0.41924568261525785,0.041296441947706604
18,Sn,,0.12454941595884449,0.1032964239791828,2.5499286818766983e-05,0.15504216470835203,0.6275956957011387,0.1,0.01,0.01,0.5250087892539749,0.44630008935928345,0.18943773210048676,0.02275532402252636,0.38341800527157766,0.28483910521446326,0.002157269294690105,0.03867830698948613,0.4856109035542615,0.22924934457283708,0.0009999999999998899,0.1140414560111305,0.6275956957011387,0.02657334284506891,0.13623364463090037,0.004417936743827631
18,Steel,,0.3440464735031128,0.02051331912904963,0.0009999999999998899,0.017121585916300253,0.21494520648908322,0.44434741903004504,0.01,0.00347513343222117,0.2676242883372606,0.38640128877777585,0.015452819629196922,0.003122950218114019,0.005597087229444348,0.0212709489618364,0.6605456228172202,0.0009999999999998899,0.42216330766677856,0.3305461548506975,0.14158820796737662,0.2246220696390518,0.21494520648908322,0.0025781632759252463,0.04597650216315883,0.2589440742033412
18,Zn,0.18246522727223244,0.003996028899386136,0.002674408668012069,0.0009999999999998899,0.36047832935504276,0.0004515694745350629,0.1261381208896637,0.0069524993165250275,0.4114584539405862,0.18161412526053206,0.3992536327551628,0.00606748514960484,0.21486024205090204,0.18027266175421922,0.017368372529745102,0.07531800982964026,0.2371753561548889,0.13952365767757696,0.07465550750143414,0.05,0.1,0.0004515694745350629,0.5518038275524672,0.24709544525794158,0.8034772390053571
19,Ag,0.20296666026115417,0.05,0.35854242841406253,0.0009999999999998899,0.17519665813133176,0.128640815615654,0.10629423186102024,0.01,0.026638901186575064,0.031184784610571545,0.4266560560875262,0.04293415160023435,0.3495669169864587,0.2604286743883534,0.6246564040295942,0.11031817277993995,0.22509269644745136,0.04890135048598523,0.15364564811794956,0.21090876882643692,6.52981618471443e-26,0.128640815615654,0.10888983669309124,0.011999593254098502,0.41444143652915955
19,Al,0.1,0.001501871395148797,0.06446890945503977,0.0009999999999998899,0.1,0.12587140500545502,0.009738603606820107,0.01,0.4844755890573217,0.15200821432283865,0.24775281817083272,0.22350929619583101,0.020961077472427328,0.0029601655264713993,0.01528919372026709,0.026212395055066177,,,,,1.0059596311493787e-12,0.12587140500545502,0.015977364691324228,0.04305302438954366,0.09261424702316166
19,Au,0.1293670089690727,0.1450110873313646,0.01,6.44417839331405e-07,0.006815365583836126,0.22701598159379285,0.04202089060078648,0.01,0.025,0.011492583481418286,0.014614204888734736,0.05,0.027629729731755894,0.05,0.835370234192756,0.6096329705401571,0.13565262931123,0.07224211023278726,0.054830342077639246,0.1523494053816441,9.929761010263936e-12,0.22701598159379285,0.8717933219072869,0.1,0.06563803440540458
19,Cu,0.3921860574542999,0.1999635599863288,0.07516001142662937,0.0009999999999998899,0.06238790208677142,0.007566095658852671,0.0003434931377372602,0.01,0.004748936343189657,0.2073464598740405,0.08996377140283585,0.0009999999999998899,0.3515500900320562,0.10729350115512887,0.26432848666502207,0.11243962334051161,0.044487657147787664,0.0807342454791069,0.14963634999412148,0.5052993230720848,2.2792364830877577e-06,0.007566095658852671,0.15,0.43004606427115755,0.14261463021401488
19,Ni,,0.16337679278855216,0.04024766206062994,0.0009999999999998899,0.029932667853959805,0.010438770566782584,0.05,0.009797003864991001,0.05130220889880578,0.00939191323090112,0.21568528971021983,0.0057751680102273014,0.09390857428295138,0.5257415726952658,0.04043939942730485,0.07802114849550586,0.2009672440290015,0.14906694161190065,0.6885546336949454,0.08787225931882858,3.804549611560876e-15,0.010438770566782584,0.05,0.15,0.22349233765274043
19,Pb,,0.09095628786470562,0.10779984439965948,0.0009999999999998899,0.34012420637417434,0.03252830556361344,0.4667192856363038,0.01,0.0009999999999998899,0.13335588451232658,0.3421168241200393,0.026438552886247635,0.4707507040872203,0.025,0.17652253806591034,0.36921644399300024,0.3949141866244662,0.15080448985099792,0.062037831819618534,0.03470324090127453,3.581825313931607e-05,0.03252830556361344,0.6588717056153596,0.4100446312057092,0.034773144870996475
19,Sn,,0.11879295282260034,0.29411322006238766,1.806181558119469e-05,0.20669742664991397,0.5197539638538538,0.1,0.01,0.01,0.5300907791135662,0.3644338846206665,0.10025060921907425,0.04998559688950703,0.37410839975043,0.1967312004969142,0.0009999999999998899,0.021730781296155903,0.5718780968339943,0.18724689385750698,0.0010647607541338653,0.18183634005568405,0.5197539638538538,0.018693813984714654,0.09091108991088939,0.010339050013790015
19,Steel,,0.2928817693633815,0.03919323513045015,0.0009999999999998899,0.014864194950839207,0.14721359150497043,0.553534984588623,0.01,0.004269481160599581,0.1,0.4187910065141003,0.02391654844906169,0.0014307488661907148,0.00610333933001442,0.03693832137961117,0.7038593378162119,0.0009999999999998899,0.324394927113706,0.2688820852267266,0.0805075708511834,0.25179217064430226,0.14721359150497043,0.00243327417645392,0.03139418144682504,0.3258103359376554
19,Zn,0.09025140639863301,0.003626278709228836,0.0012048153759916702,0.0009999999999998899,0.2563599020981469,0.0009999999999998899,0.11739921569824219,0.01,0.3354696847022922,0.24941920836600553,0.289035915096938,0.01228974094902993,0.34174605213364456,0.1298906146563757,0.026019029319286346,0.13776144420549544,0.1913293072620893,0.2928351620100989,0.05069927279789743,0.025,0.05,0.0009999999999998899,0.5533857068395382,0.34919868853217473,0.6127742836342409
20,Ag,0.15608237323971183,0.05,0.4753396563854324,0.0009999999999998899,0.09039543724391153,0.09286916255950928,0.07804299951103903,0.01,0.01880743081750528,0.026415698064685193,0.21293887811001672,0.022430123693444257,0.23062182419119173,0.2492973095325962,0.6007175527055074,0.05877699420645363,0.269075870513916,0.033403068141825115,0.18309190545624054,0.3229076804446953,3.090760848858227e-27,0.09286916255950928,0.11612020287402655,0.008820418023565238,0.4807335260057197
20,Al,0.1,0.0021151570153727112,0.06412638633080221,0.0009999999999998899,0.1,0.19210325181484222,0.01,0.01,0.311406535810981,0.40501035377160355,0.16272871706577807,0.0832027200069172,0.01,0.0014143622578952967,0.023449198366828076,0.05241002703761383,,,,,6.150595604066946e-13,0.19210325181484222,0.011826960680658376,0.023752788927834924,0.07612369785605676
20,Au,0.07273000838013256,0.3394400351201242,0.025,7.174596194884845e-07,0.004199289219446826,0.21784590707737087,0.04483917088846691,0.01,0.05,0.006093986393649541,0.008166453165653464,0.025,0.013881169490529383,0.05,0.7968847844574117,0.3698861571726841,0.09680969243056632,0.15921362098849717,0.02988351878348371,0.1362567931342411,2.674565013339699e-12,0.21784590707737087,0.8748007638968167,0.0944811999797821,0.05960391432023089
20,Cu,0.3425564885289576,0.11519828276238211,0.14640658273443924,0.0009999999999998899,0.09670502486942624,0.003929013905587814,0.004535898703849579,0.01,0.00493216874075583,0.3351247036978755,0.1,0.0009999999999998899,0.5481718992438263,0.09187274139155234,0.21489999530941695,0.25576499607109904,0.08099346467788016,0.05,0.07109893960707701,0.4572289574364853,1.5453415308697234e-06,0.003929013905587814,0.21092650086407833,0.3942477883085024,0.11774395953018038
20,Ni,,0.28448897986818356,0.026379637964016805,0.0009999999999998899,0.02061285208146724,0.010729510531479365,0.05,0.01,0.1184913731857326,0.015390514315775108,0.15606911611639326,0.0026910174627107542,0.051913945644687265,0.6494428295280955,0.03021578509734218,0.13604982749785974,0.20815536866640852,0.2032927442899521,0.6573070177735274,0.13615477085113525,5.780879795545409e-16,0.010729510531479365,0.01,0.1,0.18792955472041892
20,Pb,,0.15,0.04195884560243618,0.0009999999999998899,0.30958982459630924,0.010034971181212686,0.5882660257302723,0.01,0.0009999999999998899,0.20238938171253884,0.27187382935338766,0.03854213282465935,0.6170225767994528,0.01,0.13204587996006012,0.6057247505272072,0.7359347699104707,0.11635375767946243,0.03499575546689288,0.018732773217621092,1.83792475286113e-05,0.010034971181212686,0.737960696220398,0.33445599459902464,0.024218544363975525
20,Sn,,0.07691823629565027,0.3225849191932638,1.4275445867241583e-05,0.19627045247315103,0.7053986119099755,0.1,0.01,0.01,0.4474345245012348,0.33224189281463623,0.09810951352119446,0.028555886515465256,0.3565707978824324,0.19485327559097299,0.0009999999999998899,0.01662038937015806,0.6004776345056877,0.20057552757986374,0.002218528914135058,0.23053455657741181,0.7053986119099755,0.022142670797932324,0.0707668354641055,0.034230350615463326
20,Steel,,0.2274151016114044,0.018991876038295975,0.0009999999999998899,0.013157456181766228,0.07998090656933034,0.40777093863052505,0.01,0.0024999615291887056,0.4017054682444995,0.3408000415754662,0.01203818732361072,0.007488935037259087,0.0020362424625116056,0.1048986108899291,0.7944681084914738,0.0025148459256973074,0.21526936256896245,0.33554172670643523,0.12470817325706711,0.25172489894611505,0.07998090656933034,0.001188260589583706,0.022175020090946792,0.2752090124820259
20,Zn,0.15422620245644528,0.009378723522461363,0.002458667906077095,0.0009999999999998899,0.3626490979117344,0.0012391400691403216,0.08562842756509781,0.007197438877574538,0.55192631483078,0.2307854854426748,0.3908297404989297,0.012808719359610142,0.31438086511558155,0.0821533934563278,0.02103068307042122,0.13002370280200745,0.1645095614329469,0.1581600134160195,0.05187652195881669,0.01,0.1,0.0012391400691403216,0.7395290602779108,0.3213115847245984,0.47509059490924144
21,Ag,0.1711499704123654,0.1,0.5651080183374336,0.0009999999999998899,0.09689160310310356,0.057298559695482254,0.058451861547104404,0.01,0.013898036991772732,0.016609875509562663,0.21650784720652821,0.03755757230866266,0.23947275076279115,0.1742195641934189,0.6751235723495483,0.07984397325070312,0.19355443120002747,0.25406565188971086,0.23086501416005314,0.2086184315417139,1.0770814699217486e-28,0.057298559695482254,0.08509318683801997,0.005138688315314217,0.4039093746295386
21,Al,0.1,0.009579472664033712,0.042486830576506235,0.0009999999999998899,0.05,0.13333438336849213,0.01,0.01,0.5434504238442954,0.33567544727629745,0.15,0.1,0.018416880372423942,0.0006732256321420951,0.017408605384716967,0.04644921092989698,,,,,2.666331771945288e-12,0.13333438336849213,0.009659415007213151,0.020796503509270998,0.12880007756508152
21,Au,0.13844034827347734,0.3443132790576906,0.025,2.5265702238865946e-07,0.002073498618083673,0.1265262262885135,0.0458547088870531,0.01,0.05,0.003857841678742143,0.012391212319387558,0.05,0.00853286536837665,0.1,0.7846017671008948,0.23385377031669302,0.051531873793871946,0.14734803844039754,0.020292925070723812,0.3077645427451305,9.000592402032626e-13,0.1265262262885135,0.7690318951770498,0.05,0.05780532477340637
21,Cu,0.4305303069321812,0.2521437612162831,0.13193318266373424,0.0009999999999998899,0.1047048777495133,0.006509554641153411,0.0028484506368719937,0.01,0.0028876205750164347,0.2958453743754451,0.1,0.0009999999999998899,0.45443949268273587,0.04638605750151949,0.19166620525648287,0.38337573823158505,0.10497849237560117,0.08171936124563217,0.10679260364190445,0.530156701276616,9.05179465473938e-07,0.006509554641153411,0.24198990298536438,0.21399567437655964,0.06733970370261147
21,Ni,,0.46827255564525905,0.04709573587666761,0.0009999999999998899,0.01312196182494543,0.04488479441833212,0.1,0.01,0.09441451209559497,0.00755054820592052,0.13747500385911018,0.003233852968961998,0.10568336143947096,0.7095393273495213,0.015222596183408583,0.09544502621959298,0.3946658120359943,0.19851071957776464,0.7488715767239768,0.13299188017845154,1.2957395438644258e-16,0.04488479441833212,0.01,0.15,0.17085072921022415
21,Pb,,0.12568284801851265,0.0465145002794387,0.0009999999999998899,0.26993901505574036,0.003613178563564686,0.41842078193993826,0.01,0.0008798215708710337,0.22180492371346883,0.5249260725099426,0.022688569501042366,0.6436510361777653,0.00992980349263788,0.14548133313655853,0.7100960126926879,0.5777516268188955,0.08580975979566574,0.10093489779695733,0.018687608282225775,8.116251510391705e-06,0.003613178563564686,0.7463646531105042,0.246243796622618,0.036924697341224735
21,Sn,,0.0518838950775981,0.5228910381452883,5.287251192630009e-06,0.20343459823682197,0.46225509022347916,0.1,0.01,0.01,0.4544255038878581,0.3810676336288452,0.05335621391381433,0.028128844299212096,0.39561133868732,0.19532993405597873,0.0014828274596907518,0.07804482998993272,0.5832451020721103,0.19369866228517926,0.003980634691707682,0.34449597361335765,0.46225509022347916,0.04539168304468605,0.045174208736495726,0.0790473991390325
