,Year,Commodity,Historical or simulated,Scenario,TCRC
1218,2011.0,Au,Simulated,0,1899935.710709252
1219,2012.0,Au,Simulated,0,1912501.152620676
1220,2013.0,Au,Simulated,0,1921272.315057293
1221,2014.0,Au,Simulated,0,1917516.061183948
1222,2015.0,Au,Simulated,0,1918976.466010484
1223,2016.0,Au,Simulated,0,1916240.9990357065
1224,2017.0,Au,Simulated,0,1922921.2071915169
1225,2018.0,Au,Simulated,0,1936523.282827922
1226,2019.0,Au,Simulated,0,1955769.1032736648
1227,2001.0,Au,Simulated,1,1631411.4283063968
1228,2002.0,Au,Simulated,1,1667923.0935237096
1229,2003.0,Au,Simulated,1,1633188.6611005147
1230,2004.0,Au,Simulated,1,1696086.794308896
1231,2005.0,Au,Simulated,1,1826143.0055589343
1232,2006.0,Au,Simulated,1,1901251.0440091684
1233,2007.0,Au,Simulated,1,1970597.4074698284
1234,2008.0,Au,Simulated,1,2037386.1481767215
1235,2009.0,Au,Simulated,1,2096122.582063197
1236,2010.0,Au,Simulated,1,2134281.420316831
1237,2011.0,Au,Simulated,1,2190617.9611957287
1238,2012.0,Au,Simulated,1,2234631.417880685
1239,2013.0,Au,Simulated,1,2262825.029846523
1240,2014.0,Au,Simulated,1,2260515.0164109413
1241,2015.0,Au,Simulated,1,2290552.54570184
1242,2016.0,Au,Simulated,1,2305697.9907038715
1243,2017.0,Au,Simulated,1,2347442.9101328324
1244,2018.0,Au,Simulated,1,2405856.852518269
1245,2019.0,Au,Simulated,1,2447107.015747038
1246,2001.0,Au,Simulated,2,1636689.8321802
1247,2002.0,Au,Simulated,2,1746288.2349685652
1248,2003.0,Au,Simulated,2,1740326.292058352
1249,2004.0,Au,Simulated,2,1849509.3068363173
1250,2005.0,Au,Simulated,2,1809400.3120537545
1251,2006.0,Au,Simulated,2,1875553.459430214
1252,2007.0,Au,Simulated,2,1878992.2904672236
1253,2008.0,Au,Simulated,2,1886534.207092564
1254,2009.0,Au,Simulated,2,1874336.569503422
1255,2010.0,Au,Simulated,2,1875493.5874001628
1256,2011.0,Au,Simulated,2,1927111.2499019164
1257,2012.0,Au,Simulated,2,1912693.861501997
1258,2013.0,Au,Simulated,2,1893641.140840004
1259,2014.0,Au,Simulated,2,1882434.1145225496
1260,2015.0,Au,Simulated,2,1833223.7058507083
1261,2016.0,Au,Simulated,2,1806315.450361396
1262,2017.0,Au,Simulated,2,1773804.3064009156
1263,2018.0,Au,Simulated,2,1784117.824899271
1264,2019.0,Au,Simulated,2,1792547.9206194647
1265,2001.0,Au,Simulated,3,1632439.9164232204
1266,2002.0,Au,Simulated,3,1646063.4411251831
1267,2003.0,Au,Simulated,3,1659107.651377905
1268,2004.0,Au,Simulated,3,1741833.8426432074
1269,2005.0,Au,Simulated,3,1830882.459636948
1270,2006.0,Au,Simulated,3,1890411.161552698
1271,2007.0,Au,Simulated,3,1935742.9124789743
1272,2008.0,Au,Simulated,3,1980411.8091897871
1273,2009.0,Au,Simulated,3,2035440.0818714024
1274,2010.0,Au,Simulated,3,2064419.173042545
1275,2011.0,Au,Simulated,3,2082527.8629909584
1276,2012.0,Au,Simulated,3,2108143.124550372
1277,2013.0,Au,Simulated,3,2129163.8157482822
1278,2014.0,Au,Simulated,3,2133914.380890075
1279,2015.0,Au,Simulated,3,2165421.176658886
1280,2016.0,Au,Simulated,3,2160192.977572801
1281,2017.0,Au,Simulated,3,2180443.861096507
1282,2018.0,Au,Simulated,3,2196288.030299896
1283,2019.0,Au,Simulated,3,2196942.3514104597
1284,2001.0,Au,Simulated,4,1601084.882271537
1285,2002.0,Au,Simulated,4,1529631.968498331
1286,2003.0,Au,Simulated,4,1476379.922983435
1287,2004.0,Au,Simulated,4,1550337.4350915318
1288,2005.0,Au,Simulated,4,1624234.1241563435
1289,2006.0,Au,Simulated,4,1647460.9943596034
1290,2007.0,Au,Simulated,4,1643357.1336546012
1291,2008.0,Au,Simulated,4,1613064.4319082145
1292,2009.0,Au,Simulated,4,1580035.2612433976
1293,2010.0,Au,Simulated,4,1508244.916364517
1294,2011.0,Au,Simulated,4,1423751.1401630112
1295,2012.0,Au,Simulated,4,1350608.5435050614
1296,2013.0,Au,Simulated,4,1282769.601934864
1297,2014.0,Au,Simulated,4,1192193.9314800112
1298,2015.0,Au,Simulated,4,1164489.7472367394
1299,2016.0,Au,Simulated,4,1170685.401427996
1300,2017.0,Au,Simulated,4,1166776.0948213567
1301,2018.0,Au,Simulated,4,1204202.103978199
1302,2019.0,Au,Simulated,4,1242459.9777919538
1303,2001.0,Au,Simulated,5,1489425.1438049427
1304,2002.0,Au,Simulated,5,1498683.6522688947
1305,2003.0,Au,Simulated,5,1494803.092423238
1306,2004.0,Au,Simulated,5,1507031.0729540293
1307,2005.0,Au,Simulated,5,1527338.176249709
1308,2006.0,Au,Simulated,5,1545298.8157220904
1309,2007.0,Au,Simulated,5,1552275.6632786966
1310,2008.0,Au,Simulated,5,1557696.8494642938
1311,2009.0,Au,Simulated,5,1564769.478227551
1312,2010.0,Au,Simulated,5,1568859.0630227334
1313,2011.0,Au,Simulated,5,1574635.9430529685
1314,2012.0,Au,Simulated,5,1576352.1302775703
1315,2013.0,Au,Simulated,5,1581040.609776064
1316,2014.0,Au,Simulated,5,1580771.2483344488
1317,2015.0,Au,Simulated,5,1584556.4655549766
1318,2016.0,Au,Simulated,5,1593007.530372756
1319,2017.0,Au,Simulated,5,1609646.1415974477
1320,2018.0,Au,Simulated,5,1633637.0095360882
1321,2019.0,Au,Simulated,5,1666216.5103271308
1322,2001.0,Au,Simulated,6,1564239.1096270897
1323,2002.0,Au,Simulated,6,1416074.2768713674
1324,2003.0,Au,Simulated,6,1564032.7198044946
1325,2004.0,Au,Simulated,6,1632976.8224890437
1326,2005.0,Au,Simulated,6,1711031.286658723
1327,2006.0,Au,Simulated,6,1725135.2248077032
1328,2007.0,Au,Simulated,6,1701243.9140949151
1329,2008.0,Au,Simulated,6,1683130.5961640486
1330,2009.0,Au,Simulated,6,1758938.1885541575
1331,2010.0,Au,Simulated,6,1747226.4607748308
1332,2011.0,Au,Simulated,6,1729166.8455693903
1333,2012.0,Au,Simulated,6,1721904.8222392406
1334,2013.0,Au,Simulated,6,1723246.874853419
1335,2014.0,Au,Simulated,6,1669385.5071403391
1336,2015.0,Au,Simulated,6,1745706.973856382
1337,2016.0,Au,Simulated,6,1757531.3674300013
1338,2017.0,Au,Simulated,6,1803240.6493857007
1339,2018.0,Au,Simulated,6,1878949.1604835973
1340,2019.0,Au,Simulated,6,1977224.41127144
1341,2001.0,Au,Simulated,7,1557120.7369162324
1342,2002.0,Au,Simulated,7,1320698.7990733464
1343,2003.0,Au,Simulated,7,1388879.701142812
1344,2004.0,Au,Simulated,7,1491749.0383777712
1345,2005.0,Au,Simulated,7,1580627.1497298984
1346,2006.0,Au,Simulated,7,1674874.710590504
1347,2007.0,Au,Simulated,7,1841332.7496117624
1348,2008.0,Au,Simulated,7,1924618.975066221
1349,2009.0,Au,Simulated,7,2098555.3481224906
1350,2010.0,Au,Simulated,7,2162874.381531083
1351,2011.0,Au,Simulated,7,2372052.092811634
1352,2012.0,Au,Simulated,7,2555221.634939197
1353,2013.0,Au,Simulated,7,2709697.292470032
1354,2014.0,Au,Simulated,7,2904257.641994752
1355,2015.0,Au,Simulated,7,3147422.899081444
1356,2016.0,Au,Simulated,7,3282172.1455701385
1357,2017.0,Au,Simulated,7,3488033.4833491696
1358,2018.0,Au,Simulated,7,3724929.524201396
1359,2019.0,Au,Simulated,7,3912653.193521865
1360,2001.0,Au,Simulated,8,1566767.3489677452
1361,2002.0,Au,Simulated,8,1691907.4287024024
1362,2003.0,Au,Simulated,8,1579837.9537409835
1363,2004.0,Au,Simulated,8,1688686.179976554
1364,2005.0,Au,Simulated,8,1678842.579357056
1365,2006.0,Au,Simulated,8,1833967.773795092
1366,2007.0,Au,Simulated,8,1848536.7195508764
1367,2008.0,Au,Simulated,8,1829134.932752871
1368,2009.0,Au,Simulated,8,1896469.743935317
1369,2010.0,Au,Simulated,8,1905308.8938713896
1370,2011.0,Au,Simulated,8,1914704.1041337529
1371,2012.0,Au,Simulated,8,1999734.5081218288
1372,2013.0,Au,Simulated,8,2002564.021389482
1373,2014.0,Au,Simulated,8,1905825.6721226028
1374,2015.0,Au,Simulated,8,1985345.723821531
1375,2016.0,Au,Simulated,8,1959010.6284997915
1376,2017.0,Au,Simulated,8,2019044.245307244
1377,2018.0,Au,Simulated,8,1910562.0986522727
1378,2019.0,Au,Simulated,8,2008274.118221835
1379,2001.0,Au,Simulated,9,1523882.9675503736
1380,2002.0,Au,Simulated,9,1531329.882529942
1381,2003.0,Au,Simulated,9,1520761.5726986383
1382,2004.0,Au,Simulated,9,1535114.0674807464
1383,2005.0,Au,Simulated,9,1553069.20219608
1384,2006.0,Au,Simulated,9,1566089.84870085
1385,2007.0,Au,Simulated,9,1574315.147019075
1386,2008.0,Au,Simulated,9,1580323.858596413
1387,2009.0,Au,Simulated,9,1587722.4146956843
1388,2010.0,Au,Simulated,9,1586613.7216462845
1389,2011.0,Au,Simulated,9,1587789.2638671908
1390,2012.0,Au,Simulated,9,1584383.2943049616
1391,2013.0,Au,Simulated,9,1579619.9390826696
1392,2014.0,Au,Simulated,9,1567359.7787085348
1393,2015.0,Au,Simulated,9,1555460.6770192708
1394,2016.0,Au,Simulated,9,1541065.0202143097
1395,2017.0,Au,Simulated,9,1529759.2309649768
1396,2018.0,Au,Simulated,9,1522894.2401416004
1397,2019.0,Au,Simulated,9,1520157.8422401578
1398,2001.0,Au,Simulated,10,1573067.8840325065
1399,2002.0,Au,Simulated,10,1640944.7540265345
1400,2003.0,Au,Simulated,10,1323625.9200629373
1401,2004.0,Au,Simulated,10,1568130.6087347593
1402,2005.0,Au,Simulated,10,1431237.3463732256
1403,2006.0,Au,Simulated,10,1450989.845975391
1404,2007.0,Au,Simulated,10,1429764.00830176
1405,2008.0,Au,Simulated,10,1425718.1206633395
1406,2009.0,Au,Simulated,10,1464210.613336187
1407,2010.0,Au,Simulated,10,1467362.964658884
1408,2011.0,Au,Simulated,10,1488747.8017074545
1409,2012.0,Au,Simulated,10,1490302.8668577168
1410,2013.0,Au,Simulated,10,1478497.3222373023
1411,2014.0,Au,Simulated,10,1453456.591196068
1412,2015.0,Au,Simulated,10,1457214.4219048736
1413,2016.0,Au,Simulated,10,1440352.5178794623
1414,2017.0,Au,Simulated,10,1451684.8551552552
1415,2018.0,Au,Simulated,10,1455554.8554926603
1416,2019.0,Au,Simulated,10,1475510.0268694556
1417,2001.0,Au,Simulated,11,1554052.5787705404
1418,2002.0,Au,Simulated,11,1531733.4721631564
1419,2003.0,Au,Simulated,11,1538247.2543884865
1420,2004.0,Au,Simulated,11,1586423.9012216767
1421,2005.0,Au,Simulated,11,1639885.3981094668
1422,2006.0,Au,Simulated,11,1685993.3623426834
1423,2007.0,Au,Simulated,11,1727104.4053550984
1424,2008.0,Au,Simulated,11,1768275.1797535245
1425,2009.0,Au,Simulated,11,1808499.6242947704
1426,2010.0,Au,Simulated,11,1845828.4559863007
1427,2011.0,Au,Simulated,11,1883851.9559241568
1428,2012.0,Au,Simulated,11,1915272.630063226
1429,2013.0,Au,Simulated,11,1935629.177078233
1430,2014.0,Au,Simulated,11,1942803.639557535
1431,2015.0,Au,Simulated,11,1946107.1218737967
1432,2016.0,Au,Simulated,11,1940660.3941875568
1433,2017.0,Au,Simulated,11,1930380.750064121
1434,2018.0,Au,Simulated,11,1920638.392857172
1435,2019.0,Au,Simulated,11,1912889.3722782952
1436,2001.0,Au,Simulated,12,1550322.5101157576
1437,2002.0,Au,Simulated,12,1584522.517396257
1438,2003.0,Au,Simulated,12,1547981.8492981037
1439,2004.0,Au,Simulated,12,1696991.4757962308
1440,2005.0,Au,Simulated,12,1894324.114827355
1441,2006.0,Au,Simulated,12,1998216.7823810612
1442,2007.0,Au,Simulated,12,2103096.868771753
1443,2008.0,Au,Simulated,12,2189229.7830047305
1444,2009.0,Au,Simulated,12,2286873.317022077
1445,2010.0,Au,Simulated,12,2380563.075420502
1446,2011.0,Au,Simulated,12,2410070.197426936
1447,2012.0,Au,Simulated,12,2457696.856778839
1448,2013.0,Au,Simulated,12,2520682.361523234
1449,2014.0,Au,Simulated,12,2506297.476891357
1450,2015.0,Au,Simulated,12,2510144.896427454
1451,2016.0,Au,Simulated,12,2531122.266239356
1452,2017.0,Au,Simulated,12,2533880.652412699
1453,2018.0,Au,Simulated,12,2569244.462914188
1454,2019.0,Au,Simulated,12,2632628.077384281
1455,2001.0,Au,Simulated,13,1591920.9333609382
1456,2002.0,Au,Simulated,13,1454025.240019268
1457,2003.0,Au,Simulated,13,1350225.3288536249
1458,2004.0,Au,Simulated,13,1354885.5439437977
1459,2005.0,Au,Simulated,13,1374998.964274514
1460,2006.0,Au,Simulated,13,1373355.7530097994
1461,2007.0,Au,Simulated,13,1377982.6012358307
1462,2008.0,Au,Simulated,13,1340162.7742690465
1463,2009.0,Au,Simulated,13,1358155.4958518185
1464,2010.0,Au,Simulated,13,1374614.856713125
1465,2011.0,Au,Simulated,13,1381362.3427943964
1466,2012.0,Au,Simulated,13,1364528.947461225
1467,2013.0,Au,Simulated,13,1341265.8396189508
1468,2014.0,Au,Simulated,13,1311946.14101991
1469,2015.0,Au,Simulated,13,1284203.6871660426
1470,2016.0,Au,Simulated,13,1263797.6209984452
1471,2017.0,Au,Simulated,13,1269069.757583852
1472,2018.0,Au,Simulated,13,1273828.5231269174
1473,2019.0,Au,Simulated,13,1273587.462046169
1474,2001.0,Au,Simulated,14,1565657.07657484
1475,2002.0,Au,Simulated,14,1572249.8828120506
1476,2003.0,Au,Simulated,14,1579999.158385366
1477,2004.0,Au,Simulated,14,1612726.705637385
1478,2005.0,Au,Simulated,14,1673814.4353417037
1479,2006.0,Au,Simulated,14,1734067.4826583974
1480,2007.0,Au,Simulated,14,1790073.3882806948
1481,2008.0,Au,Simulated,14,1856860.6256039045
1482,2009.0,Au,Simulated,14,1935444.006554186
1483,2010.0,Au,Simulated,14,2020124.3041280324
1484,2011.0,Au,Simulated,14,2115720.956634024
1485,2012.0,Au,Simulated,14,2218900.499123224
1486,2013.0,Au,Simulated,14,2330326.692001941
1487,2014.0,Au,Simulated,14,2435795.043609205
1488,2015.0,Au,Simulated,14,2553720.142612843
1489,2016.0,Au,Simulated,14,2676482.467359893
1490,2017.0,Au,Simulated,14,2810561.233678613
1491,2018.0,Au,Simulated,14,2951167.161279302
1492,2019.0,Au,Simulated,14,3111381.682643129
1493,2001.0,Au,Simulated,15,1600162.2027593127
1494,2002.0,Au,Simulated,15,1523172.8943430916
1495,2003.0,Au,Simulated,15,1507719.190177963
1496,2004.0,Au,Simulated,15,1809919.2555682107
1497,2005.0,Au,Simulated,15,2225550.766149024
1498,2006.0,Au,Simulated,15,2504704.246817048
1499,2007.0,Au,Simulated,15,2785991.309698285
1500,2008.0,Au,Simulated,15,3069165.3750325595
1501,2009.0,Au,Simulated,15,3294249.9542391063
1502,2010.0,Au,Simulated,15,3505968.226261113
1503,2011.0,Au,Simulated,15,3724340.3969261902
1504,2012.0,Au,Simulated,15,3837471.680127752
1505,2013.0,Au,Simulated,15,3914082.762639975
1506,2014.0,Au,Simulated,15,3987861.734644265
1507,2015.0,Au,Simulated,15,4180121.042927441
1508,2016.0,Au,Simulated,15,4437395.106204575
1509,2017.0,Au,Simulated,15,4814608.32234156
1510,2018.0,Au,Simulated,15,5366798.2811192535
1511,2019.0,Au,Simulated,15,5924056.213451029
1512,2001.0,Au,Simulated,16,1618836.40188229
1513,2002.0,Au,Simulated,16,1730008.1949440744
1514,2003.0,Au,Simulated,16,1621989.1597021658
1515,2004.0,Au,Simulated,16,1829663.9726924556
1516,2005.0,Au,Simulated,16,1906394.566650037
1517,2006.0,Au,Simulated,16,1979469.5143540732
1518,2007.0,Au,Simulated,16,1955945.049479114
1519,2008.0,Au,Simulated,16,2021523.845937117
1520,2009.0,Au,Simulated,16,2003422.399897997
1521,2010.0,Au,Simulated,16,2000928.6425381885
1522,2011.0,Au,Simulated,16,2029928.8467660395
1523,2012.0,Au,Simulated,16,1995284.6940064423
1524,2013.0,Au,Simulated,16,2001388.275587421
1525,2014.0,Au,Simulated,16,1924411.5924854248
1526,2015.0,Au,Simulated,16,1860848.5061798196
1527,2016.0,Au,Simulated,16,1771134.486175694
1528,2017.0,Au,Simulated,16,1730970.636197474
1529,2018.0,Au,Simulated,16,1710323.4359942195
1530,2019.0,Au,Simulated,16,1708327.5579787486
1531,2001.0,Au,Simulated,17,1593088.6466202787
1532,2002.0,Au,Simulated,17,1664935.9812907018
1533,2003.0,Au,Simulated,17,1685987.9482843557
1534,2004.0,Au,Simulated,17,1709855.034930534
1535,2005.0,Au,Simulated,17,1764513.9099007866
1536,2006.0,Au,Simulated,17,1800648.8132891094
1537,2007.0,Au,Simulated,17,1823573.274465781
1538,2008.0,Au,Simulated,17,1838221.7684662992
1539,2009.0,Au,Simulated,17,1860876.1670850185
1540,2010.0,Au,Simulated,17,1869664.9781740648
1541,2011.0,Au,Simulated,17,1891989.7268170489
1542,2012.0,Au,Simulated,17,1903888.0729895416
1543,2013.0,Au,Simulated,17,1916076.01813606
1544,2014.0,Au,Simulated,17,1896992.1618242403
1545,2015.0,Au,Simulated,17,1881369.9001004784
1546,2016.0,Au,Simulated,17,1852801.2628947943
1547,2017.0,Au,Simulated,17,1832279.555016354
1548,2018.0,Au,Simulated,17,1833007.986153952
1549,2019.0,Au,Simulated,17,1855699.7474730427
1550,2001.0,Au,Simulated,18,1557701.151356279
1551,2002.0,Au,Simulated,18,1527914.922807813
1552,2003.0,Au,Simulated,18,1425097.6853535515
1553,2004.0,Au,Simulated,18,1575380.154520075
1554,2005.0,Au,Simulated,18,1554614.1318812317
1555,2006.0,Au,Simulated,18,1574461.7532413874
1556,2007.0,Au,Simulated,18,1611847.9946903607
1557,2008.0,Au,Simulated,18,1607217.4681877089
1558,2009.0,Au,Simulated,18,1654209.262015437
1559,2010.0,Au,Simulated,18,1649390.490684858
1560,2011.0,Au,Simulated,18,1711055.035077584
1561,2012.0,Au,Simulated,18,1678990.0818120672
1562,2013.0,Au,Simulated,18,1704283.1443236903
1563,2014.0,Au,Simulated,18,1613929.1194248884
1564,2015.0,Au,Simulated,18,1614019.9912505771
1565,2016.0,Au,Simulated,18,1567283.2293852305
1566,2017.0,Au,Simulated,18,1566382.5899993826
1567,2018.0,Au,Simulated,18,1588175.6680901614
1568,2019.0,Au,Simulated,18,1626949.6135238144
1569,2001.0,Au,Simulated,19,1582033.7924858902
1570,2002.0,Au,Simulated,19,1574434.2761400745
1571,2003.0,Au,Simulated,19,1680019.033548607
1572,2004.0,Au,Simulated,19,1959522.2488694072
1573,2005.0,Au,Simulated,19,2184548.876870587
1574,2006.0,Au,Simulated,19,2325187.801597665
1575,2007.0,Au,Simulated,19,2395908.629230502
1576,2008.0,Au,Simulated,19,2437829.397266065
1577,2009.0,Au,Simulated,19,2504862.4898935365
1578,2010.0,Au,Simulated,19,2447747.900066812
1579,2011.0,Au,Simulated,19,2280108.8535831454
1580,2012.0,Au,Simulated,19,2218546.697999168
1581,2013.0,Au,Simulated,19,2187127.795613616
1582,2014.0,Au,Simulated,19,2082024.5919248243
1583,2015.0,Au,Simulated,19,2090666.735688374
1584,2016.0,Au,Simulated,19,2052926.2299601235
1585,2017.0,Au,Simulated,19,2089463.3691895911
1586,2018.0,Au,Simulated,19,2149282.930346062
1587,2019.0,Au,Simulated,19,2155256.848473632
1588,2001.0,Au,Simulated,20,1558059.6244504591
1589,2002.0,Au,Simulated,20,1534591.9968080418
1590,2003.0,Au,Simulated,20,1513121.4528316627
1591,2004.0,Au,Simulated,20,1524661.6568560917
1592,2005.0,Au,Simulated,20,1548310.4034498248
1593,2006.0,Au,Simulated,20,1573840.070199368
1594,2007.0,Au,Simulated,20,1584032.512375022
1595,2008.0,Au,Simulated,20,1600488.541305058
1596,2009.0,Au,Simulated,20,1620384.2900516489
1597,2010.0,Au,Simulated,20,1629379.532809753
1598,2011.0,Au,Simulated,20,1642200.2373589503
1599,2012.0,Au,Simulated,20,1638766.2858523948
1600,2013.0,Au,Simulated,20,1647306.6355610522
1601,2014.0,Au,Simulated,20,1645393.611696805
1602,2015.0,Au,Simulated,20,1662394.998109596
1603,2016.0,Au,Simulated,20,1674413.7719838226
1604,2017.0,Au,Simulated,20,1696213.967746712
1605,2018.0,Au,Simulated,20,1725365.304449104
1606,2019.0,Au,Simulated,20,1764786.9614654414
1607,2001.0,Au,Simulated,21,1606388.2761151437
1608,2002.0,Au,Simulated,21,1460747.1510427708
1609,2003.0,Au,Simulated,21,1534729.6649102443
1610,2004.0,Au,Simulated,21,1602164.2677191196
1611,2005.0,Au,Simulated,21,1680147.3547000948
1612,2006.0,Au,Simulated,21,1759559.7598228476
1613,2007.0,Au,Simulated,21,1758872.6087814446
1614,2008.0,Au,Simulated,21,1830227.662827982
1615,2009.0,Au,Simulated,21,1800021.276554246
1616,2010.0,Au,Simulated,21,1837103.5119714704
1617,2011.0,Au,Simulated,21,1857123.591240352
1618,2012.0,Au,Simulated,21,1842163.6289430305
1619,2013.0,Au,Simulated,21,1810543.199029725
1620,2014.0,Au,Simulated,21,1821582.578086876
1621,2015.0,Au,Simulated,21,1848208.188539684
1622,2016.0,Au,Simulated,21,1862086.8439080147
1623,2017.0,Au,Simulated,21,1894874.1241149013
1624,2018.0,Au,Simulated,21,1974094.3948164915
1625,2019.0,Au,Simulated,21,2049461.9881736403
1626,2001.0,Au,Simulated,22,1541602.3285073163
1627,2002.0,Au,Simulated,22,1690551.9336142852
1628,2003.0,Au,Simulated,22,1648365.5734119504
1629,2004.0,Au,Simulated,22,1663369.7851664938
1630,2005.0,Au,Simulated,22,1760999.442510024
1631,2006.0,Au,Simulated,22,1788459.9986844943
1632,2007.0,Au,Simulated,22,1791100.1681062432
1633,2008.0,Au,Simulated,22,1807401.9697108108
1634,2009.0,Au,Simulated,22,1845883.4634047053
1635,2010.0,Au,Simulated,22,1850702.2427368213
1636,2011.0,Au,Simulated,22,1868777.4299396588
1637,2012.0,Au,Simulated,22,1877521.2699028985
1638,2013.0,Au,Simulated,22,1889227.6167650584
1639,2014.0,Au,Simulated,22,1858176.7745137236
1640,2015.0,Au,Simulated,22,1862254.8046507875
1641,2016.0,Au,Simulated,22,1849561.7215860568
1642,2017.0,Au,Simulated,22,1837141.483505197
1643,2018.0,Au,Simulated,22,1842566.0153051412
1644,2019.0,Au,Simulated,22,1855046.117074444
1645,2001.0,Au,Simulated,23,1583641.1883777883
1646,2002.0,Au,Simulated,23,1597906.0829365102
1647,2003.0,Au,Simulated,23,1647999.3945813712
1648,2004.0,Au,Simulated,23,1747326.641461468
1649,2005.0,Au,Simulated,23,1667144.75465396
1650,2006.0,Au,Simulated,23,1528561.793770095
1651,2007.0,Au,Simulated,23,1485748.441489392
1652,2008.0,Au,Simulated,23,1527771.0711725638
1653,2009.0,Au,Simulated,23,1507957.949258633
1654,2010.0,Au,Simulated,23,1236236.4362353398
1655,2011.0,Au,Simulated,23,1048301.8699534026
1656,2012.0,Au,Simulated,23,1261946.7411510544
1657,2013.0,Au,Simulated,23,1307751.619225442
1658,2014.0,Au,Simulated,23,964997.2521346338
1659,2015.0,Au,Simulated,23,1103482.9927763469
1660,2016.0,Au,Simulated,23,1132333.3413441582
1661,2017.0,Au,Simulated,23,1090967.7089356466
1662,2018.0,Au,Simulated,23,1134866.0378786644
1663,2019.0,Au,Simulated,23,1154072.0108705442
1664,2001.0,Au,Simulated,24,1559612.1698562582
1665,2002.0,Au,Simulated,24,1562470.6116176837
1666,2003.0,Au,Simulated,24,1584146.5350913503
1667,2004.0,Au,Simulated,24,1624937.7864847293
1668,2005.0,Au,Simulated,24,1661107.2674632263
1669,2006.0,Au,Simulated,24,1684321.958626631
1670,2007.0,Au,Simulated,24,1708846.7438959233
1671,2008.0,Au,Simulated,24,1732106.771866426
1672,2009.0,Au,Simulated,24,1748368.9684327024
1673,2010.0,Au,Simulated,24,1780632.694433566
1674,2011.0,Au,Simulated,24,1820564.2678750188
1675,2012.0,Au,Simulated,24,1869962.8626215889
1676,2013.0,Au,Simulated,24,1928373.572526013
1677,2014.0,Au,Simulated,24,1986466.431529794
1678,2015.0,Au,Simulated,24,2047649.4656788097
1679,2016.0,Au,Simulated,24,2084411.227275904
1680,2017.0,Au,Simulated,24,2106320.7670645425
1681,2018.0,Au,Simulated,24,2116025.0076666307
1682,2019.0,Au,Simulated,24,2120018.1595333074
1683,2001.0,Au,Simulated,25,1526442.1644627484
1684,2002.0,Au,Simulated,25,1426649.6347007228
1685,2003.0,Au,Simulated,25,1541234.4145378843
1686,2004.0,Au,Simulated,25,1680522.0467525476
1687,2005.0,Au,Simulated,25,1813133.2789374243
1688,2006.0,Au,Simulated,25,1877354.4529480229
1689,2007.0,Au,Simulated,25,1904666.0514292903
1690,2008.0,Au,Simulated,25,1916226.555975596
1691,2009.0,Au,Simulated,25,1926780.696825502
1692,2010.0,Au,Simulated,25,1900086.181269834
1693,2011.0,Au,Simulated,25,1865335.377628064
1694,2012.0,Au,Simulated,25,1804276.3146944288
1695,2013.0,Au,Simulated,25,1742741.4934795124
1696,2014.0,Au,Simulated,25,1668545.8039582805
1697,2015.0,Au,Simulated,25,1626848.0037380918
1698,2016.0,Au,Simulated,25,1589475.0359948056
1699,2017.0,Au,Simulated,25,1577145.508430997
1700,2018.0,Au,Simulated,25,1585047.7466463842
1701,2019.0,Au,Simulated,25,1604612.2592166795
1702,2001.0,Cu,Simulated,0,231.7474288096703
1703,2002.0,Cu,Simulated,0,235.51057358470848
1704,2003.0,Cu,Simulated,0,238.5606314224933
1705,2004.0,Cu,Simulated,0,238.43380313923663
1706,2005.0,Cu,Simulated,0,241.5829569580475
1707,2006.0,Cu,Simulated,0,243.5908429684314
1708,2007.0,Cu,Simulated,0,246.26238888015592
1709,2008.0,Cu,Simulated,0,247.1259758357077
1710,2009.0,Cu,Simulated,0,246.1062893343583
1711,2010.0,Cu,Simulated,0,245.0032915071181
1712,2011.0,Cu,Simulated,0,247.5783512820879
1713,2012.0,Cu,Simulated,0,244.92148172660347
1714,2013.0,Cu,Simulated,0,245.06837776866757
1715,2014.0,Cu,Simulated,0,245.99791598770005
1716,2015.0,Cu,Simulated,0,245.37139091612343
1717,2016.0,Cu,Simulated,0,243.97045654641727
1718,2017.0,Cu,Simulated,0,244.36994883276836
1719,2018.0,Cu,Simulated,0,244.63059073894053
1720,2019.0,Cu,Simulated,0,244.5494823767178
1721,2001.0,Cu,Simulated,1,228.90396600771905
1722,2002.0,Cu,Simulated,1,226.8668880318264
1723,2003.0,Cu,Simulated,1,232.81319713314235
1724,2004.0,Cu,Simulated,1,237.69028871601955
1725,2005.0,Cu,Simulated,1,238.23379462515516
1726,2006.0,Cu,Simulated,1,237.482043621844
1727,2007.0,Cu,Simulated,1,237.1087614736101
1728,2008.0,Cu,Simulated,1,237.5734140560804
1729,2009.0,Cu,Simulated,1,237.7876750362455
1730,2010.0,Cu,Simulated,1,239.742413914566
1731,2011.0,Cu,Simulated,1,247.75821001513907
1732,2012.0,Cu,Simulated,1,253.09699386490823
1733,2013.0,Cu,Simulated,1,258.999132531866
1734,2014.0,Cu,Simulated,1,265.97467512401914
1735,2015.0,Cu,Simulated,1,273.0477041454828
1736,2016.0,Cu,Simulated,1,279.3723921937616
1737,2017.0,Cu,Simulated,1,285.7704124332757
1738,2018.0,Cu,Simulated,1,292.4402277285526
1739,2019.0,Cu,Simulated,1,297.47234560961385
1740,2001.0,Cu,Simulated,2,239.5977814418557
1741,2002.0,Cu,Simulated,2,251.93627058470236
