,Year,Commodity,Historical or simulated,Scenario,TCRC
3455,2006.0,Sn,Simulated,14,1322.5942430256616
3456,2007.0,Sn,Simulated,14,1150.5487026175554
3457,2008.0,Sn,Simulated,14,1063.1137984428626
3458,2009.0,Sn,Simulated,14,1105.688627763207
3459,2010.0,Sn,Simulated,14,1024.0616295960756
3460,2011.0,Sn,Simulated,14,986.3917550906558
3461,2012.0,Sn,Simulated,14,1012.0441229764234
3462,2013.0,Sn,Simulated,14,819.2996022206855
3463,2014.0,Sn,Simulated,14,906.2772833857126
3464,2015.0,Sn,Simulated,14,859.6193180949489
3465,2016.0,Sn,Simulated,14,811.1188776618028
3466,2017.0,Sn,Simulated,14,818.8152213040647
3467,2018.0,Sn,Simulated,14,826.8395215166843
3468,2019.0,Sn,Simulated,14,789.4050022135593
3469,2001.0,Sn,Simulated,15,1252.2174750761124
3470,2002.0,Sn,Simulated,15,1256.4127394203388
3471,2003.0,Sn,Simulated,15,1210.6009467606034
3472,2004.0,Sn,Simulated,15,1179.5293603866996
3473,2005.0,Sn,Simulated,15,1124.5557457161208
3474,2006.0,Sn,Simulated,15,1076.1990939920586
3475,2007.0,Sn,Simulated,15,1020.6520891832932
3476,2008.0,Sn,Simulated,15,959.986759727804
3477,2009.0,Sn,Simulated,15,896.1330570854446
3478,2010.0,Sn,Simulated,15,831.4546388955625
3479,2011.0,Sn,Simulated,15,804.8186625911857
3480,2012.0,Sn,Simulated,15,780.6734922868122
3481,2013.0,Sn,Simulated,15,725.2645894187785
3482,2014.0,Sn,Simulated,15,687.3628390022438
3483,2015.0,Sn,Simulated,15,660.3482148986465
3484,2016.0,Sn,Simulated,15,645.1271095593181
3485,2017.0,Sn,Simulated,15,637.8467674465558
3486,2018.0,Sn,Simulated,15,643.5211701439832
3487,2019.0,Sn,Simulated,15,637.364925597922
3488,2001.0,Sn,Simulated,16,1253.1602957000698
3489,2002.0,Sn,Simulated,16,1207.427672422599
3490,2003.0,Sn,Simulated,16,1236.6638491021272
3491,2004.0,Sn,Simulated,16,1111.61152365947
3492,2005.0,Sn,Simulated,16,1153.0378387124815
3493,2006.0,Sn,Simulated,16,1081.8594971736045
3494,2007.0,Sn,Simulated,16,1033.4828055464752
3495,2008.0,Sn,Simulated,16,1075.0325262872616
3496,2009.0,Sn,Simulated,16,1061.86336064009
3497,2010.0,Sn,Simulated,16,1076.736660238311
3498,2011.0,Sn,Simulated,16,1112.6971736275304
3499,2012.0,Sn,Simulated,16,1141.452322142672
3500,2013.0,Sn,Simulated,16,1047.110990301039
3501,2014.0,Sn,Simulated,16,1136.6655622749747
3502,2015.0,Sn,Simulated,16,974.7043152626762
3503,2016.0,Sn,Simulated,16,1046.9322158076614
3504,2017.0,Sn,Simulated,16,980.886826766234
3505,2018.0,Sn,Simulated,16,921.9972923626984
3506,2019.0,Sn,Simulated,16,1031.3656376187716
3507,2001.0,Sn,Simulated,17,1253.7890119296433
3508,2002.0,Sn,Simulated,17,1264.964883523817
3509,2003.0,Sn,Simulated,17,1184.0972242670578
3510,2004.0,Sn,Simulated,17,1139.431110896316
3511,2005.0,Sn,Simulated,17,1134.9499077800888
3512,2006.0,Sn,Simulated,17,1057.7593132015645
3513,2007.0,Sn,Simulated,17,1102.6830759554623
3514,2008.0,Sn,Simulated,17,1180.7328941667151
3515,2009.0,Sn,Simulated,17,1031.319603929035
3516,2010.0,Sn,Simulated,17,1036.6166133129725
3517,2011.0,Sn,Simulated,17,1131.1863913629802
3518,2012.0,Sn,Simulated,17,1065.7491818678038
3519,2013.0,Sn,Simulated,17,1105.2957858341315
3520,2014.0,Sn,Simulated,17,1087.7071181758467
3521,2015.0,Sn,Simulated,17,1083.136328287175
3522,2016.0,Sn,Simulated,17,1139.3985047250865
3523,2017.0,Sn,Simulated,17,1046.5490600863484
3524,2018.0,Sn,Simulated,17,1118.249105807134
3525,2019.0,Sn,Simulated,17,1129.950016876547
3526,2001.0,Sn,Simulated,18,1252.9616243574046
3527,2002.0,Sn,Simulated,18,1251.9690553328678
3528,2003.0,Sn,Simulated,18,1258.156530864827
3529,2004.0,Sn,Simulated,18,1253.336060107032
3530,2005.0,Sn,Simulated,18,1263.083813618195
3531,2006.0,Sn,Simulated,18,1262.9599037431913
3532,2007.0,Sn,Simulated,18,1261.4066305100632
3533,2008.0,Sn,Simulated,18,1259.4722224414415
3534,2009.0,Sn,Simulated,18,1245.1831073444675
3535,2010.0,Sn,Simulated,18,1227.2645159042795
3536,2011.0,Sn,Simulated,18,1234.897308778674
3537,2012.0,Sn,Simulated,18,1223.061801715585
3538,2013.0,Sn,Simulated,18,1218.9070961887626
3539,2014.0,Sn,Simulated,18,1202.258826532796
3540,2015.0,Sn,Simulated,18,1185.7858023326182
3541,2016.0,Sn,Simulated,18,1160.0785197864482
3542,2017.0,Sn,Simulated,18,1130.1140170124168
3543,2018.0,Sn,Simulated,18,1085.534350711893
3544,2019.0,Sn,Simulated,18,1042.9598188379678
3545,2001.0,Sn,Simulated,19,1252.9520624265997
3546,2002.0,Sn,Simulated,19,1255.0290765270715
3547,2003.0,Sn,Simulated,19,1305.2603386999124
3548,2004.0,Sn,Simulated,19,1328.111112910495
3549,2005.0,Sn,Simulated,19,1342.20225050977
3550,2006.0,Sn,Simulated,19,1325.6639460994904
3551,2007.0,Sn,Simulated,19,1302.364512530924
3552,2008.0,Sn,Simulated,19,1301.3195594226513
3553,2009.0,Sn,Simulated,19,1273.7542373966194
3554,2010.0,Sn,Simulated,19,1253.4636925070135
3555,2011.0,Sn,Simulated,19,1229.7115345705192
3556,2012.0,Sn,Simulated,19,1202.0018467318023
3557,2013.0,Sn,Simulated,19,1168.8087332215837
3558,2014.0,Sn,Simulated,19,1149.8248320017017
3559,2015.0,Sn,Simulated,19,1152.8971064995394
3560,2016.0,Sn,Simulated,19,1139.3611869554932
3561,2017.0,Sn,Simulated,19,1127.375728249855
3562,2018.0,Sn,Simulated,19,1106.7591074931463
3563,2019.0,Sn,Simulated,19,1105.8428643417865
3564,2001.0,Sn,Simulated,20,1252.2864422346468
3565,2002.0,Sn,Simulated,20,1263.1898010775597
3566,2003.0,Sn,Simulated,20,1247.496626797261
3567,2004.0,Sn,Simulated,20,1207.6242591023504
3568,2005.0,Sn,Simulated,20,1142.7797529544391
3569,2006.0,Sn,Simulated,20,1069.7168712972612
3570,2007.0,Sn,Simulated,20,979.55298421123
3571,2008.0,Sn,Simulated,20,893.0689068576486
3572,2009.0,Sn,Simulated,20,812.8333646000639
3573,2010.0,Sn,Simulated,20,723.3550906210633
3574,2011.0,Sn,Simulated,20,668.0684633792123
3575,2012.0,Sn,Simulated,20,609.9294414557668
3576,2013.0,Sn,Simulated,20,560.4742238480801
3577,2014.0,Sn,Simulated,20,522.5116297897275
3578,2015.0,Sn,Simulated,20,498.77711115809257
3579,2016.0,Sn,Simulated,20,480.1351956489359
3580,2017.0,Sn,Simulated,20,474.5838850298138
3581,2018.0,Sn,Simulated,20,474.1833116570377
3582,2019.0,Sn,Simulated,20,479.66345734857737
3583,2001.0,Sn,Simulated,21,1251.8470061262135
3584,2002.0,Sn,Simulated,21,1248.924450218398
3585,2003.0,Sn,Simulated,21,1270.9092086529265
3586,2004.0,Sn,Simulated,21,1264.2145591590504
3587,2005.0,Sn,Simulated,21,1277.6978177347282
3588,2006.0,Sn,Simulated,21,1276.656965467374
3589,2007.0,Sn,Simulated,21,1281.9503804389776
3590,2008.0,Sn,Simulated,21,1295.299595341634
3591,2009.0,Sn,Simulated,21,1298.5901561319838
3592,2010.0,Sn,Simulated,21,1292.5976143543664
3593,2011.0,Sn,Simulated,21,1311.3617292666872
3594,2012.0,Sn,Simulated,21,1310.292747244641
3595,2013.0,Sn,Simulated,21,1301.164169774156
3596,2014.0,Sn,Simulated,21,1289.7032842115516
3597,2015.0,Sn,Simulated,21,1285.2739192977106
3598,2016.0,Sn,Simulated,21,1278.1579091692874
3599,2017.0,Sn,Simulated,21,1266.2724534751098
3600,2018.0,Sn,Simulated,21,1251.747614165004
3601,2019.0,Sn,Simulated,21,1246.1114367864566
3602,2001.0,Sn,Simulated,22,1255.1687640556584
3603,2002.0,Sn,Simulated,22,1235.614982857222
3604,2003.0,Sn,Simulated,22,1220.126623231612
3605,2004.0,Sn,Simulated,22,653.5849867966476
3606,2005.0,Sn,Simulated,22,1805.0117730346965
3607,2006.0,Sn,Simulated,22,1937.324284460699
3608,2007.0,Sn,Simulated,22,3470.1034023067705
3609,2008.0,Sn,Simulated,22,4397.937592138982
3610,2009.0,Sn,Simulated,22,2364.669430168949
3611,2010.0,Sn,Simulated,22,2626.986725245962
3612,2011.0,Sn,Simulated,22,2997.5422310733084
3613,2012.0,Sn,Simulated,22,3221.6886289527206
3614,2013.0,Sn,Simulated,22,2413.7891090938456
3615,2014.0,Sn,Simulated,22,2317.7088319761533
3616,2015.0,Sn,Simulated,22,4565.9097188818105
3617,2016.0,Sn,Simulated,22,4835.593437929355
3618,2017.0,Sn,Simulated,22,2980.346182600756
3619,2018.0,Sn,Simulated,22,3323.57333393827
3620,2019.0,Sn,Simulated,22,5712.061101203304
3621,2001.0,Sn,Simulated,23,1253.1167213079216
3622,2002.0,Sn,Simulated,23,1254.4734428246525
3623,2003.0,Sn,Simulated,23,1244.8295473714304
3624,2004.0,Sn,Simulated,23,1194.2436258396983
3625,2005.0,Sn,Simulated,23,1231.207820783936
3626,2006.0,Sn,Simulated,23,1160.67378855235
3627,2007.0,Sn,Simulated,23,1073.460216167912
3628,2008.0,Sn,Simulated,23,1079.5581563759083
3629,2009.0,Sn,Simulated,23,972.816325765134
3630,2010.0,Sn,Simulated,23,1033.83917910003
3631,2011.0,Sn,Simulated,23,979.0076090891312
3632,2012.0,Sn,Simulated,23,992.967737167348
3633,2013.0,Sn,Simulated,23,1054.739993371244
3634,2014.0,Sn,Simulated,23,1023.1338982396496
3635,2015.0,Sn,Simulated,23,1095.23544595234
3636,2016.0,Sn,Simulated,23,1115.0016906730937
3637,2017.0,Sn,Simulated,23,1233.7437841701342
3638,2018.0,Sn,Simulated,23,1249.9484801921146
3639,2019.0,Sn,Simulated,23,1394.9922875366117
3640,2001.0,Sn,Simulated,24,1252.960489000972
3641,2002.0,Sn,Simulated,24,1251.8545409330102
3642,2003.0,Sn,Simulated,24,1250.4771524722423
3643,2004.0,Sn,Simulated,24,1246.9021095417174
3644,2005.0,Sn,Simulated,24,1249.894978000148
3645,2006.0,Sn,Simulated,24,1247.0506732325464
3646,2007.0,Sn,Simulated,24,1243.3291917801826
3647,2008.0,Sn,Simulated,24,1243.9115616646118
3648,2009.0,Sn,Simulated,24,1238.5723686530523
3649,2010.0,Sn,Simulated,24,1234.7863581604042
3650,2011.0,Sn,Simulated,24,1236.280477051619
3651,2012.0,Sn,Simulated,24,1233.3176463913985
3652,2013.0,Sn,Simulated,24,1229.2966942123603
3653,2014.0,Sn,Simulated,24,1226.443315257737
3654,2015.0,Sn,Simulated,24,1222.9214224045888
3655,2016.0,Sn,Simulated,24,1217.507423061778
3656,2017.0,Sn,Simulated,24,1213.3269964370284
3657,2018.0,Sn,Simulated,24,1206.5420938075565
3658,2019.0,Sn,Simulated,24,1202.330723363753
3659,2001.0,Sn,Simulated,25,1252.934402751396
3660,2002.0,Sn,Simulated,25,1200.8201048790804
3661,2003.0,Sn,Simulated,25,1116.4239345803444
3662,2004.0,Sn,Simulated,25,1048.611871443391
3663,2005.0,Sn,Simulated,25,1002.1561770523506
3664,2006.0,Sn,Simulated,25,1049.2258421489134
3665,2007.0,Sn,Simulated,25,891.8276797319655
3666,2008.0,Sn,Simulated,25,936.1815930616094
3667,2009.0,Sn,Simulated,25,951.5436761096954
3668,2010.0,Sn,Simulated,25,783.646119126109
3669,2011.0,Sn,Simulated,25,886.5255839901179
3670,2012.0,Sn,Simulated,25,958.9239109698416
3671,2013.0,Sn,Simulated,25,775.1007820858337
3672,2014.0,Sn,Simulated,25,946.0907701496728
3673,2015.0,Sn,Simulated,25,862.9376817181777
3674,2016.0,Sn,Simulated,25,887.8021291764119
3675,2017.0,Sn,Simulated,25,911.8523986158942
3676,2018.0,Sn,Simulated,25,826.0239485884147
3677,2019.0,Sn,Simulated,25,883.1568846043212
3678,2001.0,Steel,Simulated,0,44.589221644668704
3679,2002.0,Steel,Simulated,0,45.994038705045
3680,2003.0,Steel,Simulated,0,47.11567126626504
3681,2004.0,Steel,Simulated,0,48.910202266980455
3682,2005.0,Steel,Simulated,0,50.32959597065383
3683,2006.0,Steel,Simulated,0,54.29145673512436
3684,2007.0,Steel,Simulated,0,54.44275323403045
3685,2008.0,Steel,Simulated,0,52.72900797569678
3686,2009.0,Steel,Simulated,0,50.819964594237966
3687,2010.0,Steel,Simulated,0,50.66875101996654
3688,2011.0,Steel,Simulated,0,55.05404028263016
3689,2012.0,Steel,Simulated,0,56.665148009810366
3690,2013.0,Steel,Simulated,0,58.29585398476712
3691,2014.0,Steel,Simulated,0,62.46358206776991
3692,2015.0,Steel,Simulated,0,63.14299922966381
3693,2016.0,Steel,Simulated,0,66.85068118171294
3694,2017.0,Steel,Simulated,0,66.7111253921845
3695,2018.0,Steel,Simulated,0,65.89631545384499
3696,2019.0,Steel,Simulated,0,65.27461748879355
3697,2001.0,Steel,Simulated,1,44.6441206399028
3698,2002.0,Steel,Simulated,1,40.03244850485196
3699,2003.0,Steel,Simulated,1,48.64198211256451
3700,2004.0,Steel,Simulated,1,40.59716139543752
3701,2005.0,Steel,Simulated,1,45.89925906028497
3702,2006.0,Steel,Simulated,1,42.62508490470456
3703,2007.0,Steel,Simulated,1,43.13559769309581
3704,2008.0,Steel,Simulated,1,45.24108966916765
3705,2009.0,Steel,Simulated,1,38.57250984389608
3706,2010.0,Steel,Simulated,1,43.86300271199627
3707,2011.0,Steel,Simulated,1,40.78113392975694
3708,2012.0,Steel,Simulated,1,43.722197435199526
3709,2013.0,Steel,Simulated,1,42.2452898141612
3710,2014.0,Steel,Simulated,1,41.4275303377188
3711,2015.0,Steel,Simulated,1,44.01000308654119
3712,2016.0,Steel,Simulated,1,43.34607862892973
3713,2017.0,Steel,Simulated,1,42.33710429934255
3714,2018.0,Steel,Simulated,1,42.48631295101266
3715,2019.0,Steel,Simulated,1,42.924705396169465
3716,2001.0,Steel,Simulated,2,44.59807681614329
3717,2002.0,Steel,Simulated,2,44.8010183792756
3718,2003.0,Steel,Simulated,2,45.23540269443772
3719,2004.0,Steel,Simulated,2,42.56654611684636
3720,2005.0,Steel,Simulated,2,45.79032011124819
3721,2006.0,Steel,Simulated,2,42.19616807943787
3722,2007.0,Steel,Simulated,2,45.37719817616108
3723,2008.0,Steel,Simulated,2,42.07383065516772
3724,2009.0,Steel,Simulated,2,43.73359826398591
3725,2010.0,Steel,Simulated,2,41.670413670375055
3726,2011.0,Steel,Simulated,2,45.727082366357614
3727,2012.0,Steel,Simulated,2,42.246858407976646
3728,2013.0,Steel,Simulated,2,45.47207379512746
3729,2014.0,Steel,Simulated,2,44.106228312236006
3730,2015.0,Steel,Simulated,2,44.56929969027186
3731,2016.0,Steel,Simulated,2,44.35985740250137
3732,2017.0,Steel,Simulated,2,44.90153683959032
3733,2018.0,Steel,Simulated,2,44.61722068925769
3734,2019.0,Steel,Simulated,2,45.70683776876889
3735,2001.0,Steel,Simulated,3,44.60151910162686
3736,2002.0,Steel,Simulated,3,42.40853003511911
3737,2003.0,Steel,Simulated,3,49.039490035307416
3738,2004.0,Steel,Simulated,3,37.70666537216843
3739,2005.0,Steel,Simulated,3,49.61481742046304
3740,2006.0,Steel,Simulated,3,35.796828662025035
3741,2007.0,Steel,Simulated,3,51.02977613754906
3742,2008.0,Steel,Simulated,3,34.069925434861325
3743,2009.0,Steel,Simulated,3,51.8462103396271
3744,2010.0,Steel,Simulated,3,31.06247173596787
3745,2011.0,Steel,Simulated,3,62.5049075902157
3746,2012.0,Steel,Simulated,3,40.737446146379966
3747,2013.0,Steel,Simulated,3,66.51527844496366
3748,2014.0,Steel,Simulated,3,41.06407142536103
3749,2015.0,Steel,Simulated,3,78.64626682989528
3750,2016.0,Steel,Simulated,3,46.71022033757505
3751,2017.0,Steel,Simulated,3,97.58104491782666
3752,2018.0,Steel,Simulated,3,62.57029955439604
3753,2019.0,Steel,Simulated,3,112.75221772687844
3754,2001.0,Steel,Simulated,4,44.60037692181765
3755,2002.0,Steel,Simulated,4,44.596416645940224
3756,2003.0,Steel,Simulated,4,44.9119900796646
3757,2004.0,Steel,Simulated,4,42.80315497870037
3758,2005.0,Steel,Simulated,4,41.5208495343461
3759,2006.0,Steel,Simulated,4,44.17991620607256
3760,2007.0,Steel,Simulated,4,42.91851305563223
3761,2008.0,Steel,Simulated,4,43.76128441090199
3762,2009.0,Steel,Simulated,4,41.72302796799507
3763,2010.0,Steel,Simulated,4,40.97761224494945
3764,2011.0,Steel,Simulated,4,42.85133337070418
3765,2012.0,Steel,Simulated,4,42.48340053431043
3766,2013.0,Steel,Simulated,4,42.13531985196917
3767,2014.0,Steel,Simulated,4,42.69902650563614
3768,2015.0,Steel,Simulated,4,41.66521401750186
3769,2016.0,Steel,Simulated,4,42.24914075580752
3770,2017.0,Steel,Simulated,4,42.01643474348882
3771,2018.0,Steel,Simulated,4,42.63921378832364
3772,2019.0,Steel,Simulated,4,41.334073836856405
3773,2001.0,Steel,Simulated,5,44.60151910162686
3774,2002.0,Steel,Simulated,5,43.01724336268802
3775,2003.0,Steel,Simulated,5,45.923886162233615
3776,2004.0,Steel,Simulated,5,41.5050902453814
3777,2005.0,Steel,Simulated,5,47.616612693363805
3778,2006.0,Steel,Simulated,5,46.614385516449794
3779,2007.0,Steel,Simulated,5,48.88007532910304
3780,2008.0,Steel,Simulated,5,50.111845268329965
3781,2009.0,Steel,Simulated,5,48.17555891409768
3782,2010.0,Steel,Simulated,5,49.31430544973904
3783,2011.0,Steel,Simulated,5,48.10913576354975
3784,2012.0,Steel,Simulated,5,44.58216525950886
3785,2013.0,Steel,Simulated,5,44.2262544313963
3786,2014.0,Steel,Simulated,5,40.76147860692944
3787,2015.0,Steel,Simulated,5,40.85064541248438
3788,2016.0,Steel,Simulated,5,38.80527569941677
3789,2017.0,Steel,Simulated,5,41.25275904430239
3790,2018.0,Steel,Simulated,5,42.432731525274505
3791,2019.0,Steel,Simulated,5,44.31630931193897
3792,2001.0,Steel,Simulated,6,44.59583985910747
3793,2002.0,Steel,Simulated,6,45.46806026902091
3794,2003.0,Steel,Simulated,6,46.26123073387561
3795,2004.0,Steel,Simulated,6,44.2379260070994
3796,2005.0,Steel,Simulated,6,45.35555935288741
3797,2006.0,Steel,Simulated,6,43.588041395431375
3798,2007.0,Steel,Simulated,6,42.312283631234
3799,2008.0,Steel,Simulated,6,40.40267786462469
3800,2009.0,Steel,Simulated,6,38.568584880324494
3801,2010.0,Steel,Simulated,6,37.07634104887617
3802,2011.0,Steel,Simulated,6,36.03307738012004
3803,2012.0,Steel,Simulated,6,34.81257451488431
3804,2013.0,Steel,Simulated,6,32.90542668330567
3805,2014.0,Steel,Simulated,6,32.815133799943226
3806,2015.0,Steel,Simulated,6,31.928739764884288
3807,2016.0,Steel,Simulated,6,32.52656182618965
3808,2017.0,Steel,Simulated,6,32.07079935001751
3809,2018.0,Steel,Simulated,6,32.97691724567064
3810,2019.0,Steel,Simulated,6,32.09530276730461
3811,2001.0,Steel,Simulated,7,44.59488418420848
3812,2002.0,Steel,Simulated,7,39.58970145474329
3813,2003.0,Steel,Simulated,7,50.24571715720799
3814,2004.0,Steel,Simulated,7,42.02052902400932
3815,2005.0,Steel,Simulated,7,54.001404273571374
3816,2006.0,Steel,Simulated,7,41.75546071454991
3817,2007.0,Steel,Simulated,7,51.0367189816816
3818,2008.0,Steel,Simulated,7,42.00609583055957
3819,2009.0,Steel,Simulated,7,47.48929389074572
3820,2010.0,Steel,Simulated,7,37.82975474454276
3821,2011.0,Steel,Simulated,7,52.44996153134512
3822,2012.0,Steel,Simulated,7,32.786351822436664
3823,2013.0,Steel,Simulated,7,50.23697008101114
3824,2014.0,Steel,Simulated,7,34.3297408278401
3825,2015.0,Steel,Simulated,7,42.21727122539479
3826,2016.0,Steel,Simulated,7,34.3131059504243
3827,2017.0,Steel,Simulated,7,44.86738125709664
3828,2018.0,Steel,Simulated,7,32.40689373411413
3829,2019.0,Steel,Simulated,7,46.17182830462021
3830,2001.0,Steel,Simulated,8,44.63362169092407
3831,2002.0,Steel,Simulated,8,44.2811994155642
3832,2003.0,Steel,Simulated,8,47.0887194305149
3833,2004.0,Steel,Simulated,8,44.710435316744494
3834,2005.0,Steel,Simulated,8,45.86008241398429
3835,2006.0,Steel,Simulated,8,36.34888212381309
3836,2007.0,Steel,Simulated,8,40.587629159970426
3837,2008.0,Steel,Simulated,8,31.01972123139864
3838,2009.0,Steel,Simulated,8,36.06327048479298
3839,2010.0,Steel,Simulated,8,26.911267906648327
3840,2011.0,Steel,Simulated,8,35.86168611718874
3841,2012.0,Steel,Simulated,8,25.927154521238865
3842,2013.0,Steel,Simulated,8,33.8209531808678
3843,2014.0,Steel,Simulated,8,27.202582272627392
3844,2015.0,Steel,Simulated,8,38.12624922122803
3845,2016.0,Steel,Simulated,8,25.662025809814036
3846,2017.0,Steel,Simulated,8,41.233871460943085
3847,2018.0,Steel,Simulated,8,27.31562996046136
3848,2019.0,Steel,Simulated,8,43.23825013436928
3849,2001.0,Steel,Simulated,9,44.59842110671276
3850,2002.0,Steel,Simulated,9,46.87039470642573
3851,2003.0,Steel,Simulated,9,43.03232065821511
3852,2004.0,Steel,Simulated,9,43.03727517067125
3853,2005.0,Steel,Simulated,9,42.93260881186305
3854,2006.0,Steel,Simulated,9,36.41041691737585
3855,2007.0,Steel,Simulated,9,35.85917264314807
3856,2008.0,Steel,Simulated,9,33.1952063659828
3857,2009.0,Steel,Simulated,9,31.285914453725297
3858,2010.0,Steel,Simulated,9,33.26157417856347
3859,2011.0,Steel,Simulated,9,32.9549963608996
3860,2012.0,Steel,Simulated,9,34.34842705110685
3861,2013.0,Steel,Simulated,9,34.051932689180425
3862,2014.0,Steel,Simulated,9,36.97454424902824
3863,2015.0,Steel,Simulated,9,34.491413772783964
3864,2016.0,Steel,Simulated,9,41.32391885793478
3865,2017.0,Steel,Simulated,9,35.01836497675225
3866,2018.0,Steel,Simulated,9,44.71897265915982
3867,2019.0,Steel,Simulated,9,35.26340321238558
3868,2001.0,Steel,Simulated,10,44.60151910162686
3869,2002.0,Steel,Simulated,10,42.414224531811776
3870,2003.0,Steel,Simulated,10,42.883444791150936
3871,2004.0,Steel,Simulated,10,36.39304711427277
3872,2005.0,Steel,Simulated,10,34.35248728350732
3873,2006.0,Steel,Simulated,10,30.100725727815416
3874,2007.0,Steel,Simulated,10,26.302847168760596
3875,2008.0,Steel,Simulated,10,22.190193429128843
3876,2009.0,Steel,Simulated,10,20.116424990145426
3877,2010.0,Steel,Simulated,10,16.696907045991235
3878,2011.0,Steel,Simulated,10,16.228545493598595
3879,2012.0,Steel,Simulated,10,13.131702458498737
3880,2013.0,Steel,Simulated,10,12.123663091688211
3881,2014.0,Steel,Simulated,10,10.038250316852046
3882,2015.0,Steel,Simulated,10,9.02958556415337
3883,2016.0,Steel,Simulated,10,7.74531576799867
3884,2017.0,Steel,Simulated,10,6.838707493889789
3885,2018.0,Steel,Simulated,10,6.095443706344642
3886,2019.0,Steel,Simulated,10,5.165126128979239
3887,2001.0,Steel,Simulated,11,44.63979815067587
3888,2002.0,Steel,Simulated,11,40.38704693780637
3889,2003.0,Steel,Simulated,11,49.79443396889663
3890,2004.0,Steel,Simulated,11,49.90197464572663
3891,2005.0,Steel,Simulated,11,48.45113416160097
3892,2006.0,Steel,Simulated,11,48.01275121786551
3893,2007.0,Steel,Simulated,11,48.66377898683777
3894,2008.0,Steel,Simulated,11,47.234696415133264
3895,2009.0,Steel,Simulated,11,44.24491088729584
3896,2010.0,Steel,Simulated,11,44.33699583814125
3897,2011.0,Steel,Simulated,11,51.38521291576114
3898,2012.0,Steel,Simulated,11,52.53428866313103
3899,2013.0,Steel,Simulated,11,57.7453879557363
3900,2014.0,Steel,Simulated,11,63.681853067145546
3901,2015.0,Steel,Simulated,11,67.44808149075722
3902,2016.0,Steel,Simulated,11,74.35780086512698
3903,2017.0,Steel,Simulated,11,82.03382031704399
3904,2018.0,Steel,Simulated,11,93.16101401523323
3905,2019.0,Steel,Simulated,11,99.09814238233764
3906,2001.0,Steel,Simulated,12,44.59423440505436
3907,2002.0,Steel,Simulated,12,42.09503517909448
3908,2003.0,Steel,Simulated,12,39.86522915962144
3909,2004.0,Steel,Simulated,12,35.068673638695785
3910,2005.0,Steel,Simulated,12,38.37538779451463
3911,2006.0,Steel,Simulated,12,34.59035316026968
3912,2007.0,Steel,Simulated,12,39.54308971081704
3913,2008.0,Steel,Simulated,12,32.87396317211796
3914,2009.0,Steel,Simulated,12,38.176374219748354
3915,2010.0,Steel,Simulated,12,32.24181869567597
3916,2011.0,Steel,Simulated,12,39.429806919807305
3917,2012.0,Steel,Simulated,12,30.11251280797933
3918,2013.0,Steel,Simulated,12,37.12471737056542
3919,2014.0,Steel,Simulated,12,28.52204538720268
3920,2015.0,Steel,Simulated,12,32.9779689426245
3921,2016.0,Steel,Simulated,12,25.86467027586439
3922,2017.0,Steel,Simulated,12,29.202735542499227
3923,2018.0,Steel,Simulated,12,22.98103404637426
3924,2019.0,Steel,Simulated,12,26.11744306103966
3925,2001.0,Steel,Simulated,13,44.594464609760855
3926,2002.0,Steel,Simulated,13,42.86270793382622
3927,2003.0,Steel,Simulated,13,46.49174772591724
3928,2004.0,Steel,Simulated,13,44.55632636625022
3929,2005.0,Steel,Simulated,13,50.30502138973396
3930,2006.0,Steel,Simulated,13,46.40422356278546
3931,2007.0,Steel,Simulated,13,49.64427910940234
3932,2008.0,Steel,Simulated,13,43.36455339736496
3933,2009.0,Steel,Simulated,13,48.65870624689246
3934,2010.0,Steel,Simulated,13,42.93786499535434
3935,2011.0,Steel,Simulated,13,60.47201966872402
3936,2012.0,Steel,Simulated,13,43.38828774833426
3937,2013.0,Steel,Simulated,13,71.70324551116592
3938,2014.0,Steel,Simulated,13,51.69513625652594
3939,2015.0,Steel,Simulated,13,77.80713209016868
3940,2016.0,Steel,Simulated,13,55.447077790958446
3941,2017.0,Steel,Simulated,13,91.82599039856646
3942,2018.0,Steel,Simulated,13,66.87184432441599
3943,2019.0,Steel,Simulated,13,105.77029791969474
3944,2001.0,Steel,Simulated,14,44.643267165730336
3945,2002.0,Steel,Simulated,14,47.84399068796902
3946,2003.0,Steel,Simulated,14,52.26677239423942
3947,2004.0,Steel,Simulated,14,42.66948810056463
3948,2005.0,Steel,Simulated,14,45.49349639226264
3949,2006.0,Steel,Simulated,14,39.00347557794482
3950,2007.0,Steel,Simulated,14,41.33993503938947
3951,2008.0,Steel,Simulated,14,39.30212429748941
3952,2009.0,Steel,Simulated,14,44.23752632805189
3953,2010.0,Steel,Simulated,14,37.8091680558125
3954,2011.0,Steel,Simulated,14,41.40779907313973
3955,2012.0,Steel,Simulated,14,37.84262523275551
3956,2013.0,Steel,Simulated,14,41.0264917620672
3957,2014.0,Steel,Simulated,14,38.47807998206056
3958,2015.0,Steel,Simulated,14,41.19514828505013
3959,2016.0,Steel,Simulated,14,45.45757382290195
3960,2017.0,Steel,Simulated,14,38.20863194360443
3961,2018.0,Steel,Simulated,14,50.32445031470531
3962,2019.0,Steel,Simulated,14,33.43244825320912
3963,2001.0,Steel,Simulated,15,44.60151910162686
3964,2002.0,Steel,Simulated,15,44.94853303865542
3965,2003.0,Steel,Simulated,15,38.5632535061713
3966,2004.0,Steel,Simulated,15,43.406085953624725
3967,2005.0,Steel,Simulated,15,35.72327804819698
