,Variable,Commodity,Year,Historical or simulated,Scenario,Value
4086,Primary supply,Pb,2001,Simulated,445,3.357910285781232
4087,Primary supply,Pb,2001,Simulated,201,3.3883436966829525
4088,Primary supply,Pb,2001,Simulated,299,3.150159687231679
4089,Primary supply,Pb,2002,Historical,Historical,2.85
4090,Primary supply,Pb,2002,Simulated,344,2.959546192981698
4091,Primary supply,Pb,2002,Simulated,409,2.308884827845427
4092,Primary supply,Pb,2002,Simulated,413,2.599428456550504
4093,Primary supply,Pb,2002,Simulated,466,3.576765686162621
4094,Primary supply,Pb,2002,Simulated,80,3.0502439117854827
4095,Primary supply,Pb,2002,Simulated,65,3.327122118782009
4096,Primary supply,Pb,2002,Simulated,1,1.9826463156262455
4097,Primary supply,Pb,2002,Simulated,277,3.1286229163167847
4098,Primary supply,Pb,2002,Simulated,574,3.088475437869069
4099,Primary supply,Pb,2002,Simulated,567,3.073027713922213
4100,Primary supply,Pb,2002,Simulated,491,3.173738746296482
4101,Primary supply,Pb,2002,Simulated,316,2.975678887252951
4102,Primary supply,Pb,2002,Simulated,442,2.2851554739013342
4103,Primary supply,Pb,2002,Simulated,308,3.8693630360316993
4104,Primary supply,Pb,2002,Simulated,254,3.525956647846163
4105,Primary supply,Pb,2002,Simulated,221,3.382564861066277
4106,Primary supply,Pb,2002,Simulated,156,3.073228722662806
4107,Primary supply,Pb,2002,Simulated,114,3.2832723145955374
4108,Primary supply,Pb,2002,Simulated,456,3.405874215904379
4109,Primary supply,Pb,2002,Simulated,59,3.4233422526498467
4110,Primary supply,Pb,2002,Simulated,448,3.621635260216095
4111,Primary supply,Pb,2002,Simulated,265,2.418089310351966
4112,Primary supply,Pb,2002,Simulated,445,3.347852466831306
4113,Primary supply,Pb,2002,Simulated,201,3.598896545149175
4114,Primary supply,Pb,2002,Simulated,299,2.8471818935294535
4115,Primary supply,Pb,2003,Historical,Historical,3.2
4116,Primary supply,Pb,2003,Simulated,344,2.735509361242533
4117,Primary supply,Pb,2003,Simulated,409,1.984969643358464
4118,Primary supply,Pb,2003,Simulated,413,2.4968113996171044
4119,Primary supply,Pb,2003,Simulated,466,3.562591381132433
4120,Primary supply,Pb,2003,Simulated,80,3.169669268223529
4121,Primary supply,Pb,2003,Simulated,65,3.399905003245005
4122,Primary supply,Pb,2003,Simulated,1,1.901817205626536
4123,Primary supply,Pb,2003,Simulated,277,2.898297244926327
4124,Primary supply,Pb,2003,Simulated,574,3.1598551241538764
4125,Primary supply,Pb,2003,Simulated,567,2.5963904144567804
4126,Primary supply,Pb,2003,Simulated,491,3.0637516251862262
4127,Primary supply,Pb,2003,Simulated,316,2.734615068042884
4128,Primary supply,Pb,2003,Simulated,442,2.12983634353519
4129,Primary supply,Pb,2003,Simulated,308,4.232008217513848
4130,Primary supply,Pb,2003,Simulated,254,3.699940177070499
4131,Primary supply,Pb,2003,Simulated,221,3.2057382312362552
4132,Primary supply,Pb,2003,Simulated,156,3.200848730553493
4133,Primary supply,Pb,2003,Simulated,114,2.7379933141849864
4134,Primary supply,Pb,2003,Simulated,456,3.487697998489064
4135,Primary supply,Pb,2003,Simulated,59,2.900693853570981
4136,Primary supply,Pb,2003,Simulated,448,3.3352264524802933
4137,Primary supply,Pb,2003,Simulated,265,2.1629386097889
4138,Primary supply,Pb,2003,Simulated,445,3.194423965279394
4139,Primary supply,Pb,2003,Simulated,201,3.4490991352971387
4140,Primary supply,Pb,2003,Simulated,299,2.947904445937978
4141,Primary supply,Pb,2004,Historical,Historical,3.15
4142,Primary supply,Pb,2004,Simulated,344,2.6874695668707376
4143,Primary supply,Pb,2004,Simulated,409,1.8084151847146595
4144,Primary supply,Pb,2004,Simulated,413,2.160156271989033
4145,Primary supply,Pb,2004,Simulated,466,3.6600519129417335
4146,Primary supply,Pb,2004,Simulated,80,3.397816020551709
4147,Primary supply,Pb,2004,Simulated,65,3.2782455783723203
4148,Primary supply,Pb,2004,Simulated,1,1.4228696575337034
4149,Primary supply,Pb,2004,Simulated,277,2.9216592451018286
4150,Primary supply,Pb,2004,Simulated,574,2.9108394940643727
4151,Primary supply,Pb,2004,Simulated,567,3.7489549171295815
4152,Primary supply,Pb,2004,Simulated,491,2.999931723732956
4153,Primary supply,Pb,2004,Simulated,316,2.975025729383722
4154,Primary supply,Pb,2004,Simulated,442,2.1019434003539916
4155,Primary supply,Pb,2004,Simulated,308,4.510233051002096
4156,Primary supply,Pb,2004,Simulated,254,3.525910252190558
4157,Primary supply,Pb,2004,Simulated,221,3.5107090336149778
4158,Primary supply,Pb,2004,Simulated,156,2.731033463910492
4159,Primary supply,Pb,2004,Simulated,114,2.2489701676352563
4160,Primary supply,Pb,2004,Simulated,456,3.279915755014162
4161,Primary supply,Pb,2004,Simulated,59,2.779319086850415
4162,Primary supply,Pb,2004,Simulated,448,3.4587432084391314
4163,Primary supply,Pb,2004,Simulated,265,1.742454285145449
4164,Primary supply,Pb,2004,Simulated,445,2.6373105665925016
4165,Primary supply,Pb,2004,Simulated,201,3.5156371533573583
4166,Primary supply,Pb,2004,Simulated,299,2.5150074371828843
4167,Primary supply,Pb,2005,Historical,Historical,3.47
4168,Primary supply,Pb,2005,Simulated,344,2.0959354077933683
4169,Primary supply,Pb,2005,Simulated,409,1.940179564599704
4170,Primary supply,Pb,2005,Simulated,413,1.7541807232015116
4171,Primary supply,Pb,2005,Simulated,466,3.251460725480629
4172,Primary supply,Pb,2005,Simulated,80,3.751532470540536
4173,Primary supply,Pb,2005,Simulated,65,3.0415212556912237
4174,Primary supply,Pb,2005,Simulated,1,1.5627391465712077
4175,Primary supply,Pb,2005,Simulated,277,2.62206849086799
4176,Primary supply,Pb,2005,Simulated,574,2.426529525633881
4177,Primary supply,Pb,2005,Simulated,567,2.39695029522976
4178,Primary supply,Pb,2005,Simulated,491,2.7954872261959065
4179,Primary supply,Pb,2005,Simulated,316,2.7293868486323425
4180,Primary supply,Pb,2005,Simulated,442,2.012326709356673
4181,Primary supply,Pb,2005,Simulated,308,3.95446050645325
4182,Primary supply,Pb,2005,Simulated,254,3.165888192913495
4183,Primary supply,Pb,2005,Simulated,221,3.4472798839106518
4184,Primary supply,Pb,2005,Simulated,156,3.0818788921862406
4185,Primary supply,Pb,2005,Simulated,114,2.1877943564641305
4186,Primary supply,Pb,2005,Simulated,456,2.4672009184689006
4187,Primary supply,Pb,2005,Simulated,59,2.141036195975984
4188,Primary supply,Pb,2005,Simulated,448,3.1381605426177077
4189,Primary supply,Pb,2005,Simulated,265,1.7393032003064086
4190,Primary supply,Pb,2005,Simulated,445,2.0396859729916454
4191,Primary supply,Pb,2005,Simulated,201,3.2679000663365914
4192,Primary supply,Pb,2005,Simulated,299,2.4004790536468428
4193,Primary supply,Pb,2006,Historical,Historical,3.63
4194,Primary supply,Pb,2006,Simulated,344,2.225679345876876
4195,Primary supply,Pb,2006,Simulated,409,2.5675974719284596
4196,Primary supply,Pb,2006,Simulated,413,1.4935515418687362
4197,Primary supply,Pb,2006,Simulated,466,3.15389900328176
4198,Primary supply,Pb,2006,Simulated,80,3.906577641454169
4199,Primary supply,Pb,2006,Simulated,65,3.177162954212006
4200,Primary supply,Pb,2006,Simulated,1,2.2165715782941424
4201,Primary supply,Pb,2006,Simulated,277,2.504398481771856
4202,Primary supply,Pb,2006,Simulated,574,2.5063903049008225
4203,Primary supply,Pb,2006,Simulated,567,2.852376854515625
4204,Primary supply,Pb,2006,Simulated,491,2.784302625861201
4205,Primary supply,Pb,2006,Simulated,316,2.939657917743421
4206,Primary supply,Pb,2006,Simulated,442,1.9674053012886878
4207,Primary supply,Pb,2006,Simulated,308,4.551128411510972
4208,Primary supply,Pb,2006,Simulated,254,2.9337679795810687
4209,Primary supply,Pb,2006,Simulated,221,3.449082846233245
4210,Primary supply,Pb,2006,Simulated,156,2.674856726274624
4211,Primary supply,Pb,2006,Simulated,114,2.0721662807886947
4212,Primary supply,Pb,2006,Simulated,456,2.368530609759775
4213,Primary supply,Pb,2006,Simulated,59,2.5167594417166805
4214,Primary supply,Pb,2006,Simulated,448,2.978518937363481
4215,Primary supply,Pb,2006,Simulated,265,1.9631549222576923
4216,Primary supply,Pb,2006,Simulated,445,1.6875056749420638
4217,Primary supply,Pb,2006,Simulated,201,3.863481146934192
4218,Primary supply,Pb,2006,Simulated,299,2.412955128841569
4219,Primary supply,Pb,2007,Historical,Historical,3.71
4220,Primary supply,Pb,2007,Simulated,344,2.3928741089384293
4221,Primary supply,Pb,2007,Simulated,409,3.327188096054753
4222,Primary supply,Pb,2007,Simulated,413,1.580854930372277
4223,Primary supply,Pb,2007,Simulated,466,3.2820444083238614
4224,Primary supply,Pb,2007,Simulated,80,4.3491531080561705
4225,Primary supply,Pb,2007,Simulated,65,3.1510480069874403
4226,Primary supply,Pb,2007,Simulated,1,2.406665958501333
4227,Primary supply,Pb,2007,Simulated,277,2.5765163180033173
4228,Primary supply,Pb,2007,Simulated,574,2.462642153353178
4229,Primary supply,Pb,2007,Simulated,567,2.529886325846255
4230,Primary supply,Pb,2007,Simulated,491,2.629145085980438
4231,Primary supply,Pb,2007,Simulated,316,2.542133300826853
4232,Primary supply,Pb,2007,Simulated,442,1.9651190197478379
4233,Primary supply,Pb,2007,Simulated,308,4.176223998495895
4234,Primary supply,Pb,2007,Simulated,254,3.135923772170058
4235,Primary supply,Pb,2007,Simulated,221,3.855185730240853
4236,Primary supply,Pb,2007,Simulated,156,2.997944437800436
4237,Primary supply,Pb,2007,Simulated,114,2.3181650108134337
4238,Primary supply,Pb,2007,Simulated,456,2.3077888236390134
4239,Primary supply,Pb,2007,Simulated,59,2.669258668045898
4240,Primary supply,Pb,2007,Simulated,448,2.8088282665644146
4241,Primary supply,Pb,2007,Simulated,265,2.651143636818252
4242,Primary supply,Pb,2007,Simulated,445,1.4468950026753105
4243,Primary supply,Pb,2007,Simulated,201,3.8521571388678923
4244,Primary supply,Pb,2007,Simulated,299,1.9728878777488743
4245,Primary supply,Pb,2008,Historical,Historical,3.88
4246,Primary supply,Pb,2008,Simulated,344,2.43353316511198
4247,Primary supply,Pb,2008,Simulated,409,3.743190016071172
4248,Primary supply,Pb,2008,Simulated,413,1.715411742211947
4249,Primary supply,Pb,2008,Simulated,466,3.514737952147588
4250,Primary supply,Pb,2008,Simulated,80,4.5568280951911895
4251,Primary supply,Pb,2008,Simulated,65,3.3469357098598267
4252,Primary supply,Pb,2008,Simulated,1,2.4927630748840413
4253,Primary supply,Pb,2008,Simulated,277,2.289157775636438
4254,Primary supply,Pb,2008,Simulated,574,2.804832375438808
4255,Primary supply,Pb,2008,Simulated,567,3.2927097110022667
4256,Primary supply,Pb,2008,Simulated,491,2.487702286009534
4257,Primary supply,Pb,2008,Simulated,316,2.5320516874041554
4258,Primary supply,Pb,2008,Simulated,442,2.0809322908710848
4259,Primary supply,Pb,2008,Simulated,308,4.891170008519366
4260,Primary supply,Pb,2008,Simulated,254,3.195748644097348
4261,Primary supply,Pb,2008,Simulated,221,3.925778232122906
4262,Primary supply,Pb,2008,Simulated,156,2.5901000623100527
4263,Primary supply,Pb,2008,Simulated,114,2.1517409768582945
4264,Primary supply,Pb,2008,Simulated,456,2.498456437628396
4265,Primary supply,Pb,2008,Simulated,59,3.992208073997895
4266,Primary supply,Pb,2008,Simulated,448,3.709607854634989
4267,Primary supply,Pb,2008,Simulated,265,3.4355581989717616
4268,Primary supply,Pb,2008,Simulated,445,1.4003565124128374
4269,Primary supply,Pb,2008,Simulated,201,4.189851327976415
4270,Primary supply,Pb,2008,Simulated,299,2.1546342469821322
4271,Primary supply,Pb,2009,Historical,Historical,3.78
4272,Primary supply,Pb,2009,Simulated,344,2.625342148465219
4273,Primary supply,Pb,2009,Simulated,409,3.83742166387608
4274,Primary supply,Pb,2009,Simulated,413,2.43136856177777
4275,Primary supply,Pb,2009,Simulated,466,3.8342177960017194
4276,Primary supply,Pb,2009,Simulated,80,4.672560870722277
4277,Primary supply,Pb,2009,Simulated,65,3.517813887115476
4278,Primary supply,Pb,2009,Simulated,1,3.1632244921637938
4279,Primary supply,Pb,2009,Simulated,277,2.078800782085156
4280,Primary supply,Pb,2009,Simulated,574,3.129855314308273
4281,Primary supply,Pb,2009,Simulated,567,3.186645052270885
4282,Primary supply,Pb,2009,Simulated,491,2.750601283373039
4283,Primary supply,Pb,2009,Simulated,316,2.799045355515696
4284,Primary supply,Pb,2009,Simulated,442,3.2657402230797685
4285,Primary supply,Pb,2009,Simulated,308,4.855753831030711
4286,Primary supply,Pb,2009,Simulated,254,3.781163183440729
4287,Primary supply,Pb,2009,Simulated,221,4.635829452040163
4288,Primary supply,Pb,2009,Simulated,156,2.673682426352545
4289,Primary supply,Pb,2009,Simulated,114,2.677289165203509
4290,Primary supply,Pb,2009,Simulated,456,2.679230575984573
4291,Primary supply,Pb,2009,Simulated,59,4.195716920565513
4292,Primary supply,Pb,2009,Simulated,448,3.661469856114722
4293,Primary supply,Pb,2009,Simulated,265,3.597901356268286
4294,Primary supply,Pb,2009,Simulated,445,1.6532501762691711
4295,Primary supply,Pb,2009,Simulated,201,4.134797914923903
4296,Primary supply,Pb,2009,Simulated,299,2.7489363669374853
4297,Primary supply,Pb,2010,Historical,Historical,4.16
4298,Primary supply,Pb,2010,Simulated,344,2.759564498188595
4299,Primary supply,Pb,2010,Simulated,409,3.919415527431921
4300,Primary supply,Pb,2010,Simulated,413,2.853011752048234
4301,Primary supply,Pb,2010,Simulated,466,3.877859674612843
4302,Primary supply,Pb,2010,Simulated,80,4.554729551148671
4303,Primary supply,Pb,2010,Simulated,65,3.766131107499828
4304,Primary supply,Pb,2010,Simulated,1,3.5722541333741202
4305,Primary supply,Pb,2010,Simulated,277,2.6479647965735937
4306,Primary supply,Pb,2010,Simulated,574,3.4097841355134753
4307,Primary supply,Pb,2010,Simulated,567,3.7069060229170208
4308,Primary supply,Pb,2010,Simulated,491,2.920865376975898
4309,Primary supply,Pb,2010,Simulated,316,3.0272952162976705
4310,Primary supply,Pb,2010,Simulated,442,2.837455203381696
4311,Primary supply,Pb,2010,Simulated,308,4.997763654233792
4312,Primary supply,Pb,2010,Simulated,254,4.172997012082213
4313,Primary supply,Pb,2010,Simulated,221,4.659197078743558
4314,Primary supply,Pb,2010,Simulated,156,2.397448381923621
4315,Primary supply,Pb,2010,Simulated,114,2.9236617009452166
4316,Primary supply,Pb,2010,Simulated,456,3.236131995119241
4317,Primary supply,Pb,2010,Simulated,59,5.4175470747670955
4318,Primary supply,Pb,2010,Simulated,448,4.438637376540261
4319,Primary supply,Pb,2010,Simulated,265,3.643807548208807
4320,Primary supply,Pb,2010,Simulated,445,1.6431019404783334
4321,Primary supply,Pb,2010,Simulated,201,4.651982723027156
4322,Primary supply,Pb,2010,Simulated,299,2.8771071979773626
4323,Primary supply,Pb,2011,Historical,Historical,4.75
4324,Primary supply,Pb,2011,Simulated,344,2.9262269422578457
4325,Primary supply,Pb,2011,Simulated,409,4.147196471487838
4326,Primary supply,Pb,2011,Simulated,413,3.8176496212997493
4327,Primary supply,Pb,2011,Simulated,466,3.9924761460496394
4328,Primary supply,Pb,2011,Simulated,80,3.8983962546120567
4329,Primary supply,Pb,2011,Simulated,65,4.275127313044059
4330,Primary supply,Pb,2011,Simulated,1,4.1878997847954045
4331,Primary supply,Pb,2011,Simulated,277,2.3534267216017533
4332,Primary supply,Pb,2011,Simulated,574,3.8329013678881805
4333,Primary supply,Pb,2011,Simulated,567,4.012871746414067
4334,Primary supply,Pb,2011,Simulated,491,3.1302748759653585
4335,Primary supply,Pb,2011,Simulated,316,3.2019395302708498
4336,Primary supply,Pb,2011,Simulated,442,3.276905943688653
4337,Primary supply,Pb,2011,Simulated,308,4.9181717930539
4338,Primary supply,Pb,2011,Simulated,254,4.712931364054067
4339,Primary supply,Pb,2011,Simulated,221,4.256768345785737
4340,Primary supply,Pb,2011,Simulated,156,2.0943434315835763
4341,Primary supply,Pb,2011,Simulated,114,3.0962562347363383
4342,Primary supply,Pb,2011,Simulated,456,3.397754339542358
4343,Primary supply,Pb,2011,Simulated,59,5.377566790325609
4344,Primary supply,Pb,2011,Simulated,448,3.950772763986228
4345,Primary supply,Pb,2011,Simulated,265,3.6810850670689477
4346,Primary supply,Pb,2011,Simulated,445,1.6880870042948295
4347,Primary supply,Pb,2011,Simulated,201,4.692829359015933
4348,Primary supply,Pb,2011,Simulated,299,3.498693343831362
4349,Primary supply,Pb,2012,Historical,Historical,5.08
4350,Primary supply,Pb,2012,Simulated,344,3.129972712285236
4351,Primary supply,Pb,2012,Simulated,409,4.205841917450771
4352,Primary supply,Pb,2012,Simulated,413,4.582554924886859
4353,Primary supply,Pb,2012,Simulated,466,3.875420622774992
4354,Primary supply,Pb,2012,Simulated,80,3.9217850170273802
4355,Primary supply,Pb,2012,Simulated,65,4.94164184010223
4356,Primary supply,Pb,2012,Simulated,1,4.068224793466411
4357,Primary supply,Pb,2012,Simulated,277,2.659309461048248
4358,Primary supply,Pb,2012,Simulated,574,4.516877019833833
4359,Primary supply,Pb,2012,Simulated,567,4.730705553695166
4360,Primary supply,Pb,2012,Simulated,491,4.071375392052269
4361,Primary supply,Pb,2012,Simulated,316,4.012284366860789
4362,Primary supply,Pb,2012,Simulated,442,4.165215114765826
4363,Primary supply,Pb,2012,Simulated,308,5.698858987506025
4364,Primary supply,Pb,2012,Simulated,254,5.0746518741460465
4365,Primary supply,Pb,2012,Simulated,221,4.8490158266124475
4366,Primary supply,Pb,2012,Simulated,156,2.065122084102266
4367,Primary supply,Pb,2012,Simulated,114,4.249987166961382
4368,Primary supply,Pb,2012,Simulated,456,3.915912885045289
4369,Primary supply,Pb,2012,Simulated,59,7.002448273918064
4370,Primary supply,Pb,2012,Simulated,448,5.1151123219278904
4371,Primary supply,Pb,2012,Simulated,265,3.7678923808214515
4372,Primary supply,Pb,2012,Simulated,445,1.9633284903960604
4373,Primary supply,Pb,2012,Simulated,201,5.1868577651141115
4374,Primary supply,Pb,2012,Simulated,299,4.434433131050145
4375,Primary supply,Pb,2013,Historical,Historical,4.93
4376,Primary supply,Pb,2013,Simulated,344,3.2831530269331375
4377,Primary supply,Pb,2013,Simulated,409,4.356414794503777
4378,Primary supply,Pb,2013,Simulated,413,4.99094427679211
4379,Primary supply,Pb,2013,Simulated,466,3.6536877317838288
4380,Primary supply,Pb,2013,Simulated,80,3.481420816393267
4381,Primary supply,Pb,2013,Simulated,65,5.232070679848118
4382,Primary supply,Pb,2013,Simulated,1,4.2631572771577675
4383,Primary supply,Pb,2013,Simulated,277,3.2070770531638417
4384,Primary supply,Pb,2013,Simulated,574,4.796105674225966
4385,Primary supply,Pb,2013,Simulated,567,4.946270260077201
4386,Primary supply,Pb,2013,Simulated,491,4.1975618635397876
4387,Primary supply,Pb,2013,Simulated,316,4.14766633617224
4388,Primary supply,Pb,2013,Simulated,442,4.637572856420391
4389,Primary supply,Pb,2013,Simulated,308,4.9836017939240085
4390,Primary supply,Pb,2013,Simulated,254,5.518389679123924
4391,Primary supply,Pb,2013,Simulated,221,4.648940059181093
4392,Primary supply,Pb,2013,Simulated,156,2.0318621189997077
4393,Primary supply,Pb,2013,Simulated,114,4.277273464428224
4394,Primary supply,Pb,2013,Simulated,456,4.242719836065264
4395,Primary supply,Pb,2013,Simulated,59,6.950474229328886
4396,Primary supply,Pb,2013,Simulated,448,4.96363887156997
4397,Primary supply,Pb,2013,Simulated,265,3.9218839292599132
4398,Primary supply,Pb,2013,Simulated,445,2.223758680846824
4399,Primary supply,Pb,2013,Simulated,201,5.295237961927002
4400,Primary supply,Pb,2013,Simulated,299,5.0227449213804345
4401,Primary supply,Pb,2014,Historical,Historical,4.63
4402,Primary supply,Pb,2014,Simulated,344,3.489582459516271
4403,Primary supply,Pb,2014,Simulated,409,4.4334784660709685
4404,Primary supply,Pb,2014,Simulated,413,5.198102956479727
4405,Primary supply,Pb,2014,Simulated,466,3.4371206554258342
4406,Primary supply,Pb,2014,Simulated,80,3.505308222966623
4407,Primary supply,Pb,2014,Simulated,65,5.760964175369565
4408,Primary supply,Pb,2014,Simulated,1,4.482038862134419
4409,Primary supply,Pb,2014,Simulated,277,3.290708740844797
4410,Primary supply,Pb,2014,Simulated,574,5.348576989551648
4411,Primary supply,Pb,2014,Simulated,567,5.560085929797681
4412,Primary supply,Pb,2014,Simulated,491,5.53314073157337
4413,Primary supply,Pb,2014,Simulated,316,4.704442283636182
4414,Primary supply,Pb,2014,Simulated,442,5.006167667386031
4415,Primary supply,Pb,2014,Simulated,308,6.021277465275777
4416,Primary supply,Pb,2014,Simulated,254,5.59530885789658
4417,Primary supply,Pb,2014,Simulated,221,4.113307410341163
4418,Primary supply,Pb,2014,Simulated,156,2.415982185843772
4419,Primary supply,Pb,2014,Simulated,114,4.475507800715834
4420,Primary supply,Pb,2014,Simulated,456,4.749228699160936
4421,Primary supply,Pb,2014,Simulated,59,8.130127288332261
4422,Primary supply,Pb,2014,Simulated,448,6.456082540791436
4423,Primary supply,Pb,2014,Simulated,265,4.00327235374042
4424,Primary supply,Pb,2014,Simulated,445,2.3804575334157625
4425,Primary supply,Pb,2014,Simulated,201,5.506665861270798
4426,Primary supply,Pb,2014,Simulated,299,6.118337331895713
4427,Primary supply,Pb,2015,Historical,Historical,4.94
4428,Primary supply,Pb,2015,Simulated,344,3.6622022884593046
4429,Primary supply,Pb,2015,Simulated,409,4.536642821363658
4430,Primary supply,Pb,2015,Simulated,413,5.278063229843978
4431,Primary supply,Pb,2015,Simulated,466,3.752721175607101
4432,Primary supply,Pb,2015,Simulated,80,3.519798549781623
4433,Primary supply,Pb,2015,Simulated,65,6.147822563932572
4434,Primary supply,Pb,2015,Simulated,1,4.728649300167652
4435,Primary supply,Pb,2015,Simulated,277,3.9338942180604968
4436,Primary supply,Pb,2015,Simulated,574,5.565331628785776
4437,Primary supply,Pb,2015,Simulated,567,5.296263157594688
4438,Primary supply,Pb,2015,Simulated,491,5.505364660176778
4439,Primary supply,Pb,2015,Simulated,316,5.332674177514069
4440,Primary supply,Pb,2015,Simulated,442,5.290853722695803
4441,Primary supply,Pb,2015,Simulated,308,5.782034530836873
4442,Primary supply,Pb,2015,Simulated,254,5.772130289967167
4443,Primary supply,Pb,2015,Simulated,221,3.9670396941614756
4444,Primary supply,Pb,2015,Simulated,156,2.7381082179261322
4445,Primary supply,Pb,2015,Simulated,114,4.658269953202708
4446,Primary supply,Pb,2015,Simulated,456,4.8509648984388445
4447,Primary supply,Pb,2015,Simulated,59,6.938567381418967
4448,Primary supply,Pb,2015,Simulated,448,6.062428397165142
4449,Primary supply,Pb,2015,Simulated,265,4.0438160885693435
4450,Primary supply,Pb,2015,Simulated,445,2.7824820794025333
4451,Primary supply,Pb,2015,Simulated,201,5.577854629048737
4452,Primary supply,Pb,2015,Simulated,299,6.265564303733332
4453,Primary supply,Pb,2016,Historical,Historical,4.79
4454,Primary supply,Pb,2016,Simulated,344,3.827562036398491
4455,Primary supply,Pb,2016,Simulated,409,4.6595406070091165
4456,Primary supply,Pb,2016,Simulated,413,5.424353711571016
4457,Primary supply,Pb,2016,Simulated,466,4.0755292179739575
4458,Primary supply,Pb,2016,Simulated,80,3.877040860697237
4459,Primary supply,Pb,2016,Simulated,65,6.322993000261176
4460,Primary supply,Pb,2016,Simulated,1,4.861369061162598
4461,Primary supply,Pb,2016,Simulated,277,4.390330282192373
4462,Primary supply,Pb,2016,Simulated,574,5.921279122165981
4463,Primary supply,Pb,2016,Simulated,567,6.012400672781482
4464,Primary supply,Pb,2016,Simulated,491,6.278313209583763
4465,Primary supply,Pb,2016,Simulated,316,5.896006463050916
4466,Primary supply,Pb,2016,Simulated,442,5.789440026876029
4467,Primary supply,Pb,2016,Simulated,308,6.384798568526498
4468,Primary supply,Pb,2016,Simulated,254,5.405116802718917
4469,Primary supply,Pb,2016,Simulated,221,3.6131990382039323
4470,Primary supply,Pb,2016,Simulated,156,3.3071438605090893
4471,Primary supply,Pb,2016,Simulated,114,4.84337913730599
4472,Primary supply,Pb,2016,Simulated,456,5.055957486962685
4473,Primary supply,Pb,2016,Simulated,59,7.398247901881887
4474,Primary supply,Pb,2016,Simulated,448,8.105633157661034
4475,Primary supply,Pb,2016,Simulated,265,4.143846145181462
4476,Primary supply,Pb,2016,Simulated,445,3.064684554830908
4477,Primary supply,Pb,2016,Simulated,201,5.680990049187413
4478,Primary supply,Pb,2016,Simulated,299,7.025275955977282
4479,Primary supply,Pb,2017,Historical,Historical,4.61
4480,Primary supply,Pb,2017,Simulated,344,3.938462249124578
4481,Primary supply,Pb,2017,Simulated,409,4.834814638073896
4482,Primary supply,Pb,2017,Simulated,413,5.471453643864118
4483,Primary supply,Pb,2017,Simulated,466,4.3177584159341516
4484,Primary supply,Pb,2017,Simulated,80,4.41255536871011
4485,Primary supply,Pb,2017,Simulated,65,6.427964316129221
4486,Primary supply,Pb,2017,Simulated,1,5.706834650057629
4487,Primary supply,Pb,2017,Simulated,277,4.436861676529483
4488,Primary supply,Pb,2017,Simulated,574,6.0585237075270815
4489,Primary supply,Pb,2017,Simulated,567,5.538510971132124
4490,Primary supply,Pb,2017,Simulated,491,6.007634608378357
4491,Primary supply,Pb,2017,Simulated,316,6.64286580944926
4492,Primary supply,Pb,2017,Simulated,442,5.937856019206245
4493,Primary supply,Pb,2017,Simulated,308,5.271569994946375
4494,Primary supply,Pb,2017,Simulated,254,5.1403954915742345
4495,Primary supply,Pb,2017,Simulated,221,4.124499877382669
4496,Primary supply,Pb,2017,Simulated,156,3.979782413728949
4497,Primary supply,Pb,2017,Simulated,114,5.163476602365334
4498,Primary supply,Pb,2017,Simulated,456,5.006837342885037
4499,Primary supply,Pb,2017,Simulated,59,4.863411651357738
4500,Primary supply,Pb,2017,Simulated,448,6.244053065910845
4501,Primary supply,Pb,2017,Simulated,265,4.281503481909163
4502,Primary supply,Pb,2017,Simulated,445,3.464401061143868
4503,Primary supply,Pb,2017,Simulated,201,5.607762393824861
4504,Primary supply,Pb,2017,Simulated,299,6.61314816718427
4505,Primary supply,Pb,2018,Historical,Historical,4.56
4506,Primary supply,Pb,2018,Simulated,344,4.038167861608128
4507,Primary supply,Pb,2018,Simulated,409,4.946092630461867
4508,Primary supply,Pb,2018,Simulated,413,5.632144331832242
4509,Primary supply,Pb,2018,Simulated,466,4.251285722109525
4510,Primary supply,Pb,2018,Simulated,80,4.771419933045592
4511,Primary supply,Pb,2018,Simulated,65,6.499417088195373
4512,Primary supply,Pb,2018,Simulated,1,5.512429830077983
4513,Primary supply,Pb,2018,Simulated,277,4.542581488200709
4514,Primary supply,Pb,2018,Simulated,574,6.308191498299001
4515,Primary supply,Pb,2018,Simulated,567,6.073144885822115
4516,Primary supply,Pb,2018,Simulated,491,6.627439789904087
4517,Primary supply,Pb,2018,Simulated,316,7.160132956864799
4518,Primary supply,Pb,2018,Simulated,442,6.203425739444934
4519,Primary supply,Pb,2018,Simulated,308,5.577363790774572
4520,Primary supply,Pb,2018,Simulated,254,4.409301618370977
4521,Primary supply,Pb,2018,Simulated,221,3.667082229009641
4522,Primary supply,Pb,2018,Simulated,156,4.612577353709147
4523,Primary supply,Pb,2018,Simulated,114,4.940445845467903
4524,Primary supply,Pb,2018,Simulated,456,5.176261814718125
4525,Primary supply,Pb,2018,Simulated,59,4.513361423820255
4526,Primary supply,Pb,2018,Simulated,448,8.17873404832374
4527,Primary supply,Pb,2018,Simulated,265,4.296291618931576
4528,Primary supply,Pb,2018,Simulated,445,3.9246274803870276
4529,Primary supply,Pb,2018,Simulated,201,4.727556285942887
4530,Primary supply,Pb,2018,Simulated,299,6.816550798708173
4531,Primary supply,Pb,2019,Historical,Historical,4.72
4532,Primary supply,Pb,2019,Simulated,344,4.182118139633729
