,Variable,Commodity,Year,Historical or simulated,Scenario,Value
2228,Primary commodity price,Ni,2008,Simulated,94,13239.859481259447
2229,Primary commodity price,Ni,2008,Simulated,29,12553.131211076492
2230,Primary commodity price,Ni,2008,Simulated,484,11970.956900961257
2231,Primary commodity price,Ni,2008,Simulated,174,12781.014479454683
2232,Primary commodity price,Ni,2008,Simulated,367,14392.404384465905
2233,Primary commodity price,Ni,2008,Simulated,588,15903.256085976976
2234,Primary commodity price,Ni,2008,Simulated,92,12936.617142453872
2235,Primary commodity price,Ni,2008,Simulated,159,14253.829709717307
2236,Primary commodity price,Ni,2008,Simulated,142,15179.23208516283
2237,Primary commodity price,Ni,2008,Simulated,121,12326.695166100217
2238,Primary commodity price,Ni,2008,Simulated,153,13747.414303690892
2239,Primary commodity price,Ni,2008,Simulated,417,12009.36339140865
2240,Primary commodity price,Ni,2008,Simulated,317,13945.749653622865
2241,Primary commodity price,Ni,2008,Simulated,151,12038.810281433118
2242,Primary commodity price,Ni,2008,Simulated,260,12745.547797480953
2243,Primary commodity price,Ni,2008,Simulated,295,13197.31576370502
2244,Primary commodity price,Ni,2008,Simulated,140,16961.97206077244
2245,Primary commodity price,Ni,2008,Simulated,590,12068.191586932937
2246,Primary commodity price,Ni,2008,Simulated,181,12499.533693945874
2247,Primary commodity price,Ni,2008,"Historical, actual","Historical, actual",13084.325848433631
2248,Primary commodity price,Ni,2008,"Historical, rolling mean","Historical, rolling mean",18295.77288320888
2249,Primary commodity price,Ni,2009,Simulated,135,14966.132897970056
2250,Primary commodity price,Ni,2009,Simulated,76,14007.890914242556
2251,Primary commodity price,Ni,2009,Simulated,132,14130.50899138545
2252,Primary commodity price,Ni,2009,Simulated,44,12811.187718553045
2253,Primary commodity price,Ni,2009,Simulated,100,15132.770797576411
2254,Primary commodity price,Ni,2009,Simulated,513,12365.4997328641
2255,Primary commodity price,Ni,2009,Simulated,94,13298.972305355124
2256,Primary commodity price,Ni,2009,Simulated,29,12540.517966963524
2257,Primary commodity price,Ni,2009,Simulated,484,11677.560778685056
2258,Primary commodity price,Ni,2009,Simulated,174,12775.753863810143
2259,Primary commodity price,Ni,2009,Simulated,367,14250.771715731998
2260,Primary commodity price,Ni,2009,Simulated,588,14786.62904461311
2261,Primary commodity price,Ni,2009,Simulated,92,12822.00510359732
2262,Primary commodity price,Ni,2009,Simulated,159,13890.69988804414
2263,Primary commodity price,Ni,2009,Simulated,142,15042.07371783527
2264,Primary commodity price,Ni,2009,Simulated,121,12035.019570272649
2265,Primary commodity price,Ni,2009,Simulated,153,13310.899531499204
2266,Primary commodity price,Ni,2009,Simulated,417,11792.526915949562
2267,Primary commodity price,Ni,2009,Simulated,317,13567.871766001665
2268,Primary commodity price,Ni,2009,Simulated,151,11584.586371156203
2269,Primary commodity price,Ni,2009,Simulated,260,11936.323872665718
2270,Primary commodity price,Ni,2009,Simulated,295,13209.001985633113
2271,Primary commodity price,Ni,2009,Simulated,140,15720.15129275756
2272,Primary commodity price,Ni,2009,Simulated,590,11701.49854660586
2273,Primary commodity price,Ni,2009,Simulated,181,12682.188478997554
2274,Primary commodity price,Ni,2009,"Historical, actual","Historical, actual",13045.681899008012
2275,Primary commodity price,Ni,2009,"Historical, rolling mean","Historical, rolling mean",17174.333697749837
2276,Primary commodity price,Ni,2010,Simulated,135,14082.16953018806
2277,Primary commodity price,Ni,2010,Simulated,76,13167.697416420911
2278,Primary commodity price,Ni,2010,Simulated,132,13523.649669496905
2279,Primary commodity price,Ni,2010,Simulated,44,12506.949208960894
2280,Primary commodity price,Ni,2010,Simulated,100,15208.906079382758
2281,Primary commodity price,Ni,2010,Simulated,513,11709.87453470872
2282,Primary commodity price,Ni,2010,Simulated,94,13190.134611104477
2283,Primary commodity price,Ni,2010,Simulated,29,12509.117067758722
2284,Primary commodity price,Ni,2010,Simulated,484,11427.970741030304
2285,Primary commodity price,Ni,2010,Simulated,174,12710.720383063928
2286,Primary commodity price,Ni,2010,Simulated,367,13932.91726199288
2287,Primary commodity price,Ni,2010,Simulated,588,13122.387283223685
2288,Primary commodity price,Ni,2010,Simulated,92,12609.635688139437
2289,Primary commodity price,Ni,2010,Simulated,159,13416.69115029648
2290,Primary commodity price,Ni,2010,Simulated,142,14732.748113939742
2291,Primary commodity price,Ni,2010,Simulated,121,11358.13569915707
2292,Primary commodity price,Ni,2010,Simulated,153,12645.99320443153
2293,Primary commodity price,Ni,2010,Simulated,417,11383.991540349034
2294,Primary commodity price,Ni,2010,Simulated,317,12419.721017113468
2295,Primary commodity price,Ni,2010,Simulated,151,10892.078397980673
2296,Primary commodity price,Ni,2010,Simulated,260,11342.389287303937
2297,Primary commodity price,Ni,2010,Simulated,295,13116.350402038295
2298,Primary commodity price,Ni,2010,Simulated,140,15905.914898613011
2299,Primary commodity price,Ni,2010,Simulated,590,11110.673131834954
2300,Primary commodity price,Ni,2010,Simulated,181,12723.864211482049
2301,Primary commodity price,Ni,2010,"Historical, actual","Historical, actual",15688.029956666394
2302,Primary commodity price,Ni,2010,"Historical, rolling mean","Historical, rolling mean",13540.430179937835
2303,Primary commodity price,Ni,2011,Simulated,135,14302.175225011362
2304,Primary commodity price,Ni,2011,Simulated,76,14103.217574015942
2305,Primary commodity price,Ni,2011,Simulated,132,12878.8463280263
2306,Primary commodity price,Ni,2011,Simulated,44,12490.651645419735
2307,Primary commodity price,Ni,2011,Simulated,100,15280.188785756896
2308,Primary commodity price,Ni,2011,Simulated,513,12397.844490870955
2309,Primary commodity price,Ni,2011,Simulated,94,13279.984878972302
2310,Primary commodity price,Ni,2011,Simulated,29,12493.69664087552
2311,Primary commodity price,Ni,2011,Simulated,484,11334.49962569728
2312,Primary commodity price,Ni,2011,Simulated,174,12660.4807981455
2313,Primary commodity price,Ni,2011,Simulated,367,13967.928100096784
2314,Primary commodity price,Ni,2011,Simulated,588,11433.177939789495
2315,Primary commodity price,Ni,2011,Simulated,92,12483.005428063005
2316,Primary commodity price,Ni,2011,Simulated,159,13461.52798186731
2317,Primary commodity price,Ni,2011,Simulated,142,15543.688838153996
2318,Primary commodity price,Ni,2011,Simulated,121,11823.141865400954
2319,Primary commodity price,Ni,2011,Simulated,153,12328.332486155186
2320,Primary commodity price,Ni,2011,Simulated,417,12132.255422143951
2321,Primary commodity price,Ni,2011,Simulated,317,12324.580182799413
2322,Primary commodity price,Ni,2011,Simulated,151,10939.184886387837
2323,Primary commodity price,Ni,2011,Simulated,260,11741.696379736171
2324,Primary commodity price,Ni,2011,Simulated,295,13258.12185538506
2325,Primary commodity price,Ni,2011,Simulated,140,15605.661453820476
2326,Primary commodity price,Ni,2011,Simulated,590,11034.698921734802
2327,Primary commodity price,Ni,2011,Simulated,181,13245.881739368106
2328,Primary commodity price,Ni,2011,"Historical, actual","Historical, actual",14490.339987493518
2329,Primary commodity price,Ni,2011,"Historical, rolling mean","Historical, rolling mean",12856.340052138885
2330,Primary commodity price,Ni,2012,Simulated,135,14134.707794536216
2331,Primary commodity price,Ni,2012,Simulated,76,13345.742412348924
2332,Primary commodity price,Ni,2012,Simulated,132,12353.756761978962
2333,Primary commodity price,Ni,2012,Simulated,44,12448.280816373692
2334,Primary commodity price,Ni,2012,Simulated,100,15276.276630695174
2335,Primary commodity price,Ni,2012,Simulated,513,11618.297387627365
2336,Primary commodity price,Ni,2012,Simulated,94,13382.501873160318
2337,Primary commodity price,Ni,2012,Simulated,29,12475.954501893724
2338,Primary commodity price,Ni,2012,Simulated,484,11005.22331244298
2339,Primary commodity price,Ni,2012,Simulated,174,12606.58493305872
2340,Primary commodity price,Ni,2012,Simulated,367,13945.581625552571
2341,Primary commodity price,Ni,2012,Simulated,588,10453.781222398107
2342,Primary commodity price,Ni,2012,Simulated,92,12285.721586924446
2343,Primary commodity price,Ni,2012,Simulated,159,13209.922394014742
2344,Primary commodity price,Ni,2012,Simulated,142,15418.61329509118
2345,Primary commodity price,Ni,2012,Simulated,121,11629.944031630332
2346,Primary commodity price,Ni,2012,Simulated,153,11829.652505235754
2347,Primary commodity price,Ni,2012,Simulated,417,11923.623596701244
2348,Primary commodity price,Ni,2012,Simulated,317,11897.238730262068
2349,Primary commodity price,Ni,2012,Simulated,151,10830.478489658031
2350,Primary commodity price,Ni,2012,Simulated,260,11291.326802837591
2351,Primary commodity price,Ni,2012,Simulated,295,13529.912989107015
2352,Primary commodity price,Ni,2012,Simulated,140,14885.818804509006
2353,Primary commodity price,Ni,2012,Simulated,590,10884.20536484295
2354,Primary commodity price,Ni,2012,Simulated,181,13861.41510789733
2355,Primary commodity price,Ni,2012,"Historical, actual","Historical, actual",11393.773208087618
2356,Primary commodity price,Ni,2012,"Historical, rolling mean","Historical, rolling mean",12508.769495562869
2357,Primary commodity price,Ni,2013,Simulated,135,13906.339377332177
2358,Primary commodity price,Ni,2013,Simulated,76,12852.224565799108
2359,Primary commodity price,Ni,2013,Simulated,132,11810.362365796887
2360,Primary commodity price,Ni,2013,Simulated,44,12396.86188856196
2361,Primary commodity price,Ni,2013,Simulated,100,15208.55676532226
2362,Primary commodity price,Ni,2013,Simulated,513,11496.753592801508
2363,Primary commodity price,Ni,2013,Simulated,94,13313.687411725045
2364,Primary commodity price,Ni,2013,Simulated,29,12451.587687447858
2365,Primary commodity price,Ni,2013,Simulated,484,10663.184614997284
2366,Primary commodity price,Ni,2013,Simulated,174,12551.347327340984
2367,Primary commodity price,Ni,2013,Simulated,367,13821.030856863124
2368,Primary commodity price,Ni,2013,Simulated,588,9191.540842619212
2369,Primary commodity price,Ni,2013,Simulated,92,12076.392627365189
2370,Primary commodity price,Ni,2013,Simulated,159,13025.807013436051
2371,Primary commodity price,Ni,2013,Simulated,142,15421.090590707498
2372,Primary commodity price,Ni,2013,Simulated,121,11459.40718877012
2373,Primary commodity price,Ni,2013,Simulated,153,11375.938251503394
2374,Primary commodity price,Ni,2013,Simulated,417,11954.267196293766
2375,Primary commodity price,Ni,2013,Simulated,317,11558.532599777598
2376,Primary commodity price,Ni,2013,Simulated,151,10639.586314749917
2377,Primary commodity price,Ni,2013,Simulated,260,11319.153443782136
2378,Primary commodity price,Ni,2013,Simulated,295,13854.637336019989
2379,Primary commodity price,Ni,2013,Simulated,140,14736.47369337521
2380,Primary commodity price,Ni,2013,Simulated,590,10669.684684639586
2381,Primary commodity price,Ni,2013,Simulated,181,14323.26599915147
2382,Primary commodity price,Ni,2013,"Historical, actual","Historical, actual",9663.875209438873
2383,Primary commodity price,Ni,2013,"Historical, rolling mean","Historical, rolling mean",11988.157811737388
2384,Primary commodity price,Ni,2014,Simulated,135,13772.79418547463
2385,Primary commodity price,Ni,2014,Simulated,76,12973.22726577693
2386,Primary commodity price,Ni,2014,Simulated,132,11192.256070878271
2387,Primary commodity price,Ni,2014,Simulated,44,12386.47873156721
2388,Primary commodity price,Ni,2014,Simulated,100,15149.86322262418
2389,Primary commodity price,Ni,2014,Simulated,513,11252.0455819747
2390,Primary commodity price,Ni,2014,Simulated,94,13348.663108725132
2391,Primary commodity price,Ni,2014,Simulated,29,12430.147166430012
2392,Primary commodity price,Ni,2014,Simulated,484,10408.94043219377
2393,Primary commodity price,Ni,2014,Simulated,174,12496.245815229984
2394,Primary commodity price,Ni,2014,Simulated,367,13792.327380078334
2395,Primary commodity price,Ni,2014,Simulated,588,8554.094031879857
2396,Primary commodity price,Ni,2014,Simulated,92,11832.922407602837
2397,Primary commodity price,Ni,2014,Simulated,159,12902.059045022015
2398,Primary commodity price,Ni,2014,Simulated,142,15709.470205650789
2399,Primary commodity price,Ni,2014,Simulated,121,11582.559824607695
2400,Primary commodity price,Ni,2014,Simulated,153,10966.770765297331
2401,Primary commodity price,Ni,2014,Simulated,417,12335.889004147455
2402,Primary commodity price,Ni,2014,Simulated,317,11352.909949273178
2403,Primary commodity price,Ni,2014,Simulated,151,10443.691508333684
2404,Primary commodity price,Ni,2014,Simulated,260,11359.459640226072
2405,Primary commodity price,Ni,2014,Simulated,295,13953.589020968147
2406,Primary commodity price,Ni,2014,Simulated,140,14120.374005722835
2407,Primary commodity price,Ni,2014,Simulated,590,10609.348393951206
2408,Primary commodity price,Ni,2014,Simulated,181,15053.297749888114
2409,Primary commodity price,Ni,2014,"Historical, actual","Historical, actual",11307.82911612793
2410,Primary commodity price,Ni,2014,"Historical, rolling mean","Historical, rolling mean",11474.443444020557
2411,Primary commodity price,Ni,2015,Simulated,135,13483.374753981088
2412,Primary commodity price,Ni,2015,Simulated,76,12938.955406474546
2413,Primary commodity price,Ni,2015,Simulated,132,10576.70609664921
2414,Primary commodity price,Ni,2015,Simulated,44,12372.103126505455
2415,Primary commodity price,Ni,2015,Simulated,100,15113.718644601984
2416,Primary commodity price,Ni,2015,Simulated,513,10974.490616697987
2417,Primary commodity price,Ni,2015,Simulated,94,13180.993439365184
2418,Primary commodity price,Ni,2015,Simulated,29,12409.43110764782
2419,Primary commodity price,Ni,2015,Simulated,484,10118.366225539983
2420,Primary commodity price,Ni,2015,Simulated,174,12433.81806917995
2421,Primary commodity price,Ni,2015,Simulated,367,13741.588890216926
2422,Primary commodity price,Ni,2015,Simulated,588,7734.172100402985
2423,Primary commodity price,Ni,2015,Simulated,92,11588.616915072318
2424,Primary commodity price,Ni,2015,Simulated,159,12765.959579141672
2425,Primary commodity price,Ni,2015,Simulated,142,15869.635588507195
2426,Primary commodity price,Ni,2015,Simulated,121,11296.592185540874
2427,Primary commodity price,Ni,2015,Simulated,153,10516.828415217466
2428,Primary commodity price,Ni,2015,Simulated,417,12171.120121401049
2429,Primary commodity price,Ni,2015,Simulated,317,11070.988897297331
2430,Primary commodity price,Ni,2015,Simulated,151,10312.037523080138
2431,Primary commodity price,Ni,2015,Simulated,260,11177.092879197642
2432,Primary commodity price,Ni,2015,Simulated,295,14173.34756618156
2433,Primary commodity price,Ni,2015,Simulated,140,14835.373036719884
2434,Primary commodity price,Ni,2015,Simulated,590,10423.21850802449
2435,Primary commodity price,Ni,2015,Simulated,181,15663.691294339946
2436,Primary commodity price,Ni,2015,"Historical, actual","Historical, actual",13084.971537539002
2437,Primary commodity price,Ni,2015,"Historical, rolling mean","Historical, rolling mean",11469.624055142658
2438,Primary commodity price,Ni,2016,Simulated,135,13043.04846172437
2439,Primary commodity price,Ni,2016,Simulated,76,13171.315055155166
2440,Primary commodity price,Ni,2016,Simulated,132,10044.899781361377
2441,Primary commodity price,Ni,2016,Simulated,44,12247.607552254476
2442,Primary commodity price,Ni,2016,Simulated,100,14869.467194608043
2443,Primary commodity price,Ni,2016,Simulated,513,10708.855174419528
2444,Primary commodity price,Ni,2016,Simulated,94,13085.05058220464
2445,Primary commodity price,Ni,2016,Simulated,29,12378.382287932023
2446,Primary commodity price,Ni,2016,Simulated,484,9816.474325956216
2447,Primary commodity price,Ni,2016,Simulated,174,12366.958328527631
2448,Primary commodity price,Ni,2016,Simulated,367,13652.790446905165
2449,Primary commodity price,Ni,2016,Simulated,588,7472.822239170557
2450,Primary commodity price,Ni,2016,Simulated,92,11340.099360169914
2451,Primary commodity price,Ni,2016,Simulated,159,12637.823663331375
2452,Primary commodity price,Ni,2016,Simulated,142,15916.742000389657
2453,Primary commodity price,Ni,2016,Simulated,121,11402.644881280205
2454,Primary commodity price,Ni,2016,Simulated,153,10034.633614582546
2455,Primary commodity price,Ni,2016,Simulated,417,12230.18405935343
2456,Primary commodity price,Ni,2016,Simulated,317,10707.144578726284
2457,Primary commodity price,Ni,2016,Simulated,151,10040.35223880528
2458,Primary commodity price,Ni,2016,Simulated,260,11131.706046557614
2459,Primary commodity price,Ni,2016,Simulated,295,14281.065254005758
2460,Primary commodity price,Ni,2016,Simulated,140,14230.08025320564
2461,Primary commodity price,Ni,2016,Simulated,590,10396.644130951465
2462,Primary commodity price,Ni,2016,Simulated,181,16242.111758859868
2463,Primary commodity price,Ni,2016,"Historical, actual","Historical, actual",11921.768148909368
2464,Primary commodity price,Ni,2016,"Historical, rolling mean","Historical, rolling mean",11911.837549449509
2465,Primary commodity price,Ni,2017,Simulated,135,12627.912298563151
2466,Primary commodity price,Ni,2017,Simulated,76,13351.648555350232
2467,Primary commodity price,Ni,2017,Simulated,132,9498.422469416211
2468,Primary commodity price,Ni,2017,Simulated,44,12125.367137277331
2469,Primary commodity price,Ni,2017,Simulated,100,14659.835983419924
2470,Primary commodity price,Ni,2017,Simulated,513,10503.961451309917
2471,Primary commodity price,Ni,2017,Simulated,94,13038.405142594753
2472,Primary commodity price,Ni,2017,Simulated,29,12350.069184418804
2473,Primary commodity price,Ni,2017,Simulated,484,9527.384287098024
2474,Primary commodity price,Ni,2017,Simulated,174,12298.826867794827
2475,Primary commodity price,Ni,2017,Simulated,367,13501.873954788349
2476,Primary commodity price,Ni,2017,Simulated,588,7726.763209689899
2477,Primary commodity price,Ni,2017,Simulated,92,11094.914021574035
2478,Primary commodity price,Ni,2017,Simulated,159,12651.095563943683
2479,Primary commodity price,Ni,2017,Simulated,142,16192.989175414226
2480,Primary commodity price,Ni,2017,Simulated,121,11340.95848653362
2481,Primary commodity price,Ni,2017,Simulated,153,9623.54275806422
2482,Primary commodity price,Ni,2017,Simulated,417,12410.912504262107
2483,Primary commodity price,Ni,2017,Simulated,317,10304.042486676866
2484,Primary commodity price,Ni,2017,Simulated,151,9832.84102612111
2485,Primary commodity price,Ni,2017,Simulated,260,11008.63204903464
2486,Primary commodity price,Ni,2017,Simulated,295,14332.777070033526
2487,Primary commodity price,Ni,2017,Simulated,140,17672.45672726573
2488,Primary commodity price,Ni,2017,Simulated,590,10323.94343411477
2489,Primary commodity price,Ni,2017,Simulated,181,16443.981669195622
2490,Primary commodity price,Ni,2017,"Historical, actual","Historical, actual",11369.676263698118
2491,Primary commodity price,Ni,2017,"Historical, rolling mean","Historical, rolling mean",12431.742965817615
2492,Primary commodity price,Ni,2018,Simulated,135,12150.751511623015
2493,Primary commodity price,Ni,2018,Simulated,76,13650.687247192089
2494,Primary commodity price,Ni,2018,Simulated,132,9094.798923316268
2495,Primary commodity price,Ni,2018,Simulated,44,12171.132326755029
2496,Primary commodity price,Ni,2018,Simulated,100,14471.4681613275
2497,Primary commodity price,Ni,2018,Simulated,513,10349.555852411644
2498,Primary commodity price,Ni,2018,Simulated,94,13095.009655082871
2499,Primary commodity price,Ni,2018,Simulated,29,12325.364727712506
2500,Primary commodity price,Ni,2018,Simulated,484,9215.24902502082
2501,Primary commodity price,Ni,2018,Simulated,174,12224.45571554556
2502,Primary commodity price,Ni,2018,Simulated,367,13376.695896956186
2503,Primary commodity price,Ni,2018,Simulated,588,8818.801073044719
2504,Primary commodity price,Ni,2018,Simulated,92,10881.785397429892
2505,Primary commodity price,Ni,2018,Simulated,159,12707.300801804173
2506,Primary commodity price,Ni,2018,Simulated,142,16459.590005851176
2507,Primary commodity price,Ni,2018,Simulated,121,11423.83294564689
2508,Primary commodity price,Ni,2018,Simulated,153,9308.044545951256
2509,Primary commodity price,Ni,2018,Simulated,417,12508.600055962745
2510,Primary commodity price,Ni,2018,Simulated,317,10205.63329751048
2511,Primary commodity price,Ni,2018,Simulated,151,9727.995552874138
2512,Primary commodity price,Ni,2018,Simulated,260,10997.523823755151
2513,Primary commodity price,Ni,2018,Simulated,295,14516.293854952211
2514,Primary commodity price,Ni,2018,Simulated,140,16828.481592995107
2515,Primary commodity price,Ni,2018,Simulated,590,10283.081796900084
2516,Primary commodity price,Ni,2018,Simulated,181,16836.204904597635
2517,Primary commodity price,Ni,2018,"Historical, actual","Historical, actual",11874.942680973109
2518,Primary commodity price,Ni,2018,"Historical, rolling mean","Historical, rolling mean",13584.777488165728
2519,Primary commodity price,Ni,2019,Simulated,135,11851.965126981708
2520,Primary commodity price,Ni,2019,Simulated,76,14708.294350297654
2521,Primary commodity price,Ni,2019,Simulated,132,8827.50621196363
2522,Primary commodity price,Ni,2019,Simulated,44,12123.65349687385
2523,Primary commodity price,Ni,2019,Simulated,100,14254.928671540452
2524,Primary commodity price,Ni,2019,Simulated,513,10153.827779413656
2525,Primary commodity price,Ni,2019,Simulated,94,13265.066097638057
2526,Primary commodity price,Ni,2019,Simulated,29,12294.280765233563
2527,Primary commodity price,Ni,2019,Simulated,484,8950.595460174498
2528,Primary commodity price,Ni,2019,Simulated,174,12146.664507054593
2529,Primary commodity price,Ni,2019,Simulated,367,13292.859940222172
2530,Primary commodity price,Ni,2019,Simulated,588,10343.68734325621
2531,Primary commodity price,Ni,2019,Simulated,92,10717.37669633845
2532,Primary commodity price,Ni,2019,Simulated,159,12827.166345715024
2533,Primary commodity price,Ni,2019,Simulated,142,16715.37523256183
2534,Primary commodity price,Ni,2019,Simulated,121,11345.34950138907
2535,Primary commodity price,Ni,2019,Simulated,153,9000.89709070832
2536,Primary commodity price,Ni,2019,Simulated,417,12567.730055844071
2537,Primary commodity price,Ni,2019,Simulated,317,10141.22474443212
2538,Primary commodity price,Ni,2019,Simulated,151,9568.564765593934
2539,Primary commodity price,Ni,2019,Simulated,260,10925.086520641024
2540,Primary commodity price,Ni,2019,Simulated,295,14700.614141540114
2541,Primary commodity price,Ni,2019,Simulated,140,21980.86931465941
2542,Primary commodity price,Ni,2019,Simulated,590,10220.953161192798
2543,Primary commodity price,Ni,2019,Simulated,181,17141.907106926174
2544,Primary commodity price,Ni,2019,"Historical, actual","Historical, actual",13907.356197968473
2545,Primary commodity price,Ni,2019,"Historical, rolling mean","Historical, rolling mean",14339.024325182158
2546,Primary supply,Ni,2001,Historical,Historical,1.35
2547,Primary supply,Ni,2001,Simulated,135,1.3141187997921093
2548,Primary supply,Ni,2001,Simulated,76,1.2576623250206689
2549,Primary supply,Ni,2001,Simulated,132,1.2656917361432416
2550,Primary supply,Ni,2001,Simulated,44,1.3034454386535657
2551,Primary supply,Ni,2001,Simulated,100,1.3017301480221803
2552,Primary supply,Ni,2001,Simulated,513,1.2741291160686508
2553,Primary supply,Ni,2001,Simulated,94,1.3360273683439543
2554,Primary supply,Ni,2001,Simulated,29,1.3254814423229728
2555,Primary supply,Ni,2001,Simulated,484,1.422132045940093
2556,Primary supply,Ni,2001,Simulated,174,1.2483402572600715
2557,Primary supply,Ni,2001,Simulated,367,1.3201234075929489
2558,Primary supply,Ni,2001,Simulated,588,1.2454481458268276
2559,Primary supply,Ni,2001,Simulated,92,1.2961503857579175
2560,Primary supply,Ni,2001,Simulated,159,1.4015268472065512
2561,Primary supply,Ni,2001,Simulated,142,1.3833261914139037
2562,Primary supply,Ni,2001,Simulated,121,1.3153531159046579
2563,Primary supply,Ni,2001,Simulated,153,1.3759867668413057
2564,Primary supply,Ni,2001,Simulated,417,1.3246815752974408
2565,Primary supply,Ni,2001,Simulated,317,1.3389824608114844
2566,Primary supply,Ni,2001,Simulated,151,1.3358661960475364
2567,Primary supply,Ni,2001,Simulated,260,1.338559401359527
2568,Primary supply,Ni,2001,Simulated,295,1.3779930600274777
2569,Primary supply,Ni,2001,Simulated,140,1.2615485052883488
2570,Primary supply,Ni,2001,Simulated,590,1.3232625269982043
2571,Primary supply,Ni,2001,Simulated,181,1.332855342596656
2572,Primary supply,Ni,2002,Historical,Historical,1.35
2573,Primary supply,Ni,2002,Simulated,135,1.404828171886078
2574,Primary supply,Ni,2002,Simulated,76,1.2976946506902358
2575,Primary supply,Ni,2002,Simulated,132,1.2921439708498683
2576,Primary supply,Ni,2002,Simulated,44,1.3270504774635983
2577,Primary supply,Ni,2002,Simulated,100,1.3059784150087712
2578,Primary supply,Ni,2002,Simulated,513,1.2519996232963722
2579,Primary supply,Ni,2002,Simulated,94,1.416499013106138
2580,Primary supply,Ni,2002,Simulated,29,1.4668387282618445
2581,Primary supply,Ni,2002,Simulated,484,1.2887586490416663
2582,Primary supply,Ni,2002,Simulated,174,1.2013087979133086
2583,Primary supply,Ni,2002,Simulated,367,1.325641254240396
2584,Primary supply,Ni,2002,Simulated,588,1.291326363935188
2585,Primary supply,Ni,2002,Simulated,92,1.3128907120383997
2586,Primary supply,Ni,2002,Simulated,159,1.342631945504091
2587,Primary supply,Ni,2002,Simulated,142,1.323495267827404
2588,Primary supply,Ni,2002,Simulated,121,1.4032763011433953
2589,Primary supply,Ni,2002,Simulated,153,1.3113297827452883
2590,Primary supply,Ni,2002,Simulated,417,1.31813977110492
2591,Primary supply,Ni,2002,Simulated,317,1.5115352338349437
2592,Primary supply,Ni,2002,Simulated,151,1.487890355187612
2593,Primary supply,Ni,2002,Simulated,260,1.4659997322335683
2594,Primary supply,Ni,2002,Simulated,295,1.3440528602987571
2595,Primary supply,Ni,2002,Simulated,140,1.2124216919930089
2596,Primary supply,Ni,2002,Simulated,590,1.4053924857482838
2597,Primary supply,Ni,2002,Simulated,181,1.4925167105455894
2598,Primary supply,Ni,2003,Historical,Historical,1.37
2599,Primary supply,Ni,2003,Simulated,135,1.441138135220215
2600,Primary supply,Ni,2003,Simulated,76,1.3231920287365981
2601,Primary supply,Ni,2003,Simulated,132,1.279586656431023
2602,Primary supply,Ni,2003,Simulated,44,1.4509354104308843
2603,Primary supply,Ni,2003,Simulated,100,1.363686036287022
2604,Primary supply,Ni,2003,Simulated,513,1.3197167126560365
2605,Primary supply,Ni,2003,Simulated,94,1.530073991558244
2606,Primary supply,Ni,2003,Simulated,29,1.4405223229017763
2607,Primary supply,Ni,2003,Simulated,484,1.4092122722644034
2608,Primary supply,Ni,2003,Simulated,174,1.2265912098723917
2609,Primary supply,Ni,2003,Simulated,367,1.3901465953501306
2610,Primary supply,Ni,2003,Simulated,588,1.3007444599141014
2611,Primary supply,Ni,2003,Simulated,92,1.330786593129364
2612,Primary supply,Ni,2003,Simulated,159,1.459256447401056
2613,Primary supply,Ni,2003,Simulated,142,1.3932984246649585
2614,Primary supply,Ni,2003,Simulated,121,1.462486434652923
2615,Primary supply,Ni,2003,Simulated,153,1.4201718579127036
2616,Primary supply,Ni,2003,Simulated,417,1.3873490645676148
2617,Primary supply,Ni,2003,Simulated,317,1.537914599096982
2618,Primary supply,Ni,2003,Simulated,151,1.6088538654291518
2619,Primary supply,Ni,2003,Simulated,260,1.5067027699590239
2620,Primary supply,Ni,2003,Simulated,295,1.4691492963445916
2621,Primary supply,Ni,2003,Simulated,140,1.2551570746236975
2622,Primary supply,Ni,2003,Simulated,590,1.5468963126382804
2623,Primary supply,Ni,2003,Simulated,181,1.5721622759139913
2624,Primary supply,Ni,2004,Historical,Historical,1.35
2625,Primary supply,Ni,2004,Simulated,135,1.4440647834656852
2626,Primary supply,Ni,2004,Simulated,76,1.379719376272141
2627,Primary supply,Ni,2004,Simulated,132,1.5655237927442462
2628,Primary supply,Ni,2004,Simulated,44,1.45544576346285
2629,Primary supply,Ni,2004,Simulated,100,1.3592688032573377
2630,Primary supply,Ni,2004,Simulated,513,1.3525099780927332
2631,Primary supply,Ni,2004,Simulated,94,1.490605884393715
2632,Primary supply,Ni,2004,Simulated,29,1.502018729523632
2633,Primary supply,Ni,2004,Simulated,484,1.4684692593587514
2634,Primary supply,Ni,2004,Simulated,174,1.357144096616095
2635,Primary supply,Ni,2004,Simulated,367,1.4375395914571758
2636,Primary supply,Ni,2004,Simulated,588,1.473711909423541
2637,Primary supply,Ni,2004,Simulated,92,1.418833490758361
2638,Primary supply,Ni,2004,Simulated,159,1.7065559941758761
2639,Primary supply,Ni,2004,Simulated,142,1.4601884426159268
2640,Primary supply,Ni,2004,Simulated,121,1.4603074541026904
2641,Primary supply,Ni,2004,Simulated,153,1.4768447170367465
2642,Primary supply,Ni,2004,Simulated,417,1.386975155952911
2643,Primary supply,Ni,2004,Simulated,317,1.6417111968511988
2644,Primary supply,Ni,2004,Simulated,151,1.614463652763477
2645,Primary supply,Ni,2004,Simulated,260,1.5820955311601843
2646,Primary supply,Ni,2004,Simulated,295,1.5926969015917043
