,"Demand, varying dematerialization","Demand, varying dematerialization","Demand, varying dematerialization","Demand, varying dematerialization","Demand, varying price","Demand, varying price","Demand, varying price","Demand, varying price"
,-0.03,-0.02,-0.01,0.0,-3.0,-1.0,1.0,3.0
1952,138.0085346864262,138.00853468642626,138.00853468642623,138.00853468642623,138.0085346864262,138.0085346864262,138.0085346864262,138.0085346864262
1953,142.148790727019,142.14879072701905,142.14879072701902,142.14879072701902,142.148790727019,142.148790727019,142.148790727019,142.148790727019
1954,146.41325444882955,146.4132544488296,146.4132544488296,146.41325444882958,146.41325444882955,146.41325444882955,146.41325444882955,146.41325444882955
1955,150.80565208229444,150.80565208229453,150.80565208229447,150.8056520822945,150.80565208229444,150.80565208229444,150.80565208229444,150.80565208229444
1956,155.3298216447633,155.32982164476334,155.32982164476334,155.3298216447633,155.3298216447633,155.3298216447633,155.3298216447633,155.3298216447633
1957,159.9897162941062,159.9897162941062,159.9897162941062,159.9897162941062,159.9897162941062,159.9897162941062,159.9897162941062,159.9897162941062
1958,164.78940778292937,164.78940778292946,164.78940778292946,164.7894077829294,164.78940778292937,164.78940778292937,164.78940778292937,164.78940778292937
1959,169.7330900164173,169.73309001641735,169.73309001641732,169.73309001641732,169.7330900164173,169.7330900164173,169.7330900164173,169.7330900164173
1960,174.8250827169098,174.82508271690983,174.82508271690983,174.8250827169098,174.8250827169098,174.8250827169098,174.8250827169098,174.8250827169098
1961,180.0698351984171,180.0698351984172,180.0698351984171,180.0698351984171,180.0698351984171,180.0698351984171,180.0698351984171,180.0698351984171
1962,185.47193025436965,185.47193025436968,185.47193025436962,185.47193025436965,185.47193025436965,185.47193025436965,185.47193025436965,185.47193025436965
1963,191.0360881620007,191.03608816200077,191.03608816200074,191.03608816200074,191.0360881620007,191.0360881620007,191.0360881620007,191.0360881620007
1964,196.76717080686075,196.7671708068608,196.76717080686075,196.76717080686075,196.76717080686075,196.76717080686075,196.76717080686075,196.76717080686075
1965,202.67018593106656,202.6701859310666,202.67018593106656,202.67018593106656,202.67018593106656,202.67018593106656,202.67018593106656,202.67018593106656
1966,208.75029150899852,208.7502915089986,208.7502915089986,208.7502915089986,208.75029150899852,208.75029150899852,208.75029150899852,208.75029150899852
1967,215.0128002542685,215.0128002542686,215.01280025426854,215.0128002542685,215.0128002542685,215.0128002542685,215.0128002542685,215.0128002542685
1968,221.46318426189657,221.46318426189669,221.46318426189666,221.46318426189666,221.46318426189657,221.46318426189657,221.46318426189657,221.46318426189657
1969,228.10707978975344,228.10707978975353,228.10707978975347,228.1070797897535,228.10707978975344,228.10707978975344,228.10707978975344,228.10707978975344
1970,234.9502921834461,234.95029218344615,234.95029218344612,234.95029218344612,234.9502921834461,234.9502921834461,234.9502921834461,234.9502921834461
1971,241.99880094894945,241.99880094894954,241.99880094894954,241.99880094894945,241.99880094894945,241.99880094894945,241.99880094894945,241.99880094894945
1972,249.25876497741794,249.25876497741805,249.25876497741797,249.25876497741797,249.25876497741794,249.25876497741794,249.25876497741794,249.25876497741794
1973,256.73652792674045,256.73652792674056,256.73652792674056,256.73652792674056,256.73652792674045,256.73652792674045,256.73652792674045,256.73652792674045
1974,264.43862376454274,264.4386237645428,264.43862376454274,264.43862376454274,264.43862376454274,264.43862376454274,264.43862376454274,264.43862376454274
1975,272.37178247747903,272.37178247747914,272.3717824774791,272.3717824774791,272.37178247747903,272.37178247747903,272.37178247747903,272.37178247747903
1976,280.5429359518034,280.54293595180354,280.5429359518035,280.5429359518034,280.5429359518034,280.5429359518034,280.5429359518034,280.5429359518034
1977,288.9592240303575,288.9592240303576,288.9592240303576,288.9592240303576,288.9592240303575,288.9592240303575,288.9592240303575,288.9592240303575
1978,297.62800075126825,297.62800075126836,297.6280007512683,297.6280007512683,297.62800075126825,297.62800075126825,297.62800075126825,297.62800075126825
1979,306.5568407738063,306.55684077380636,306.55684077380636,306.55684077380636,306.5568407738063,306.5568407738063,306.5568407738063,306.5568407738063
1980,315.7535459970204,315.7535459970206,315.7535459970204,315.7535459970204,315.7535459970204,315.7535459970204,315.7535459970204,315.7535459970204
1981,325.22615237693117,325.2261523769312,325.22615237693117,325.2261523769312,325.22615237693117,325.22615237693117,325.22615237693117,325.22615237693117
1982,334.982936948239,334.9829369482392,334.982936948239,334.98293694823906,334.982936948239,334.982936948239,334.982936948239,334.982936948239
1983,345.0324250566862,345.03242505668635,345.0324250566863,345.0324250566863,345.0324250566862,345.0324250566862,345.0324250566862,345.0324250566862
1984,355.38339780838675,355.383397808387,355.3833978083868,355.3833978083868,355.38339780838675,355.38339780838675,355.38339780838675,355.38339780838675
1985,366.0448997426384,366.0448997426386,366.04489974263856,366.04489974263856,366.0448997426384,366.0448997426384,366.0448997426384,366.0448997426384
1986,377.02624673491755,377.0262467349178,377.0262467349176,377.0262467349176,377.02624673491755,377.02624673491755,377.02624673491755,377.02624673491755
1987,388.3370341369651,388.33703413696537,388.33703413696526,388.33703413696526,388.3370341369651,388.3370341369651,388.3370341369651,388.3370341369651
1988,399.9871451610743,399.98714516107435,399.9871451610743,399.9871451610743,399.9871451610743,399.9871451610743,399.9871451610743,399.9871451610743
1989,411.98675951590633,411.98675951590644,411.98675951590644,411.98675951590644,411.98675951590633,411.98675951590633,411.98675951590633,411.98675951590633
1990,424.3463623013835,424.3463623013836,424.3463623013836,424.3463623013836,424.3463623013835,424.3463623013835,424.3463623013835,424.3463623013835
1991,437.07675317042515,437.07675317042526,437.07675317042515,437.07675317042515,437.07675317042515,437.07675317042515,437.07675317042515,437.07675317042515
1992,450.1890557655379,450.189055765538,450.18905576553794,450.18905576553794,450.1890557655379,450.1890557655379,450.1890557655379,450.1890557655379
1993,463.69472743850406,463.69472743850423,463.69472743850406,463.69472743850406,463.69472743850406,463.69472743850406,463.69472743850406,463.69472743850406
1994,477.6055692616592,477.6055692616593,477.60556926165907,477.6055692616592,477.6055692616592,477.6055692616592,477.6055692616592,477.6055692616592
1995,491.9337363395089,491.9337363395092,491.9337363395089,491.933736339509,491.9337363395089,491.9337363395089,491.9337363395089,491.9337363395089
1996,506.69174842969414,506.69174842969437,506.6917484296942,506.6917484296942,506.69174842969414,506.69174842969414,506.69174842969414,506.69174842969414
1997,521.8925008825851,521.8925008825853,521.8925008825851,521.8925008825851,521.8925008825851,521.8925008825851,521.8925008825851,521.8925008825851
1998,537.5492759090627,537.5492759090628,537.5492759090628,537.5492759090627,537.5492759090627,537.5492759090627,537.5492759090627,537.5492759090627
1999,553.6757541863344,553.6757541863346,553.6757541863345,553.6757541863345,553.6757541863344,553.6757541863344,553.6757541863344,553.6757541863344
2000,570.2860268119244,570.2860268119248,570.2860268119246,570.2860268119247,570.2860268119244,570.2860268119244,570.2860268119244,570.2860268119244
2001,587.3946076162821,587.3946076162825,587.3946076162822,587.3946076162823,587.3946076162821,587.3946076162821,587.3946076162821,587.3946076162821
2002,605.0164458447708,605.016445844771,605.0164458447708,605.0164458447708,605.0164458447708,605.0164458447708,605.0164458447708,605.0164458447708
2003,623.1669392201138,623.1669392201142,623.166939220114,623.166939220114,623.1669392201138,623.1669392201138,623.1669392201138,623.1669392201138
2004,641.8619473967174,641.8619473967176,641.8619473967175,641.8619473967175,641.8619473967174,641.8619473967174,641.8619473967174,641.8619473967174
2005,661.1178058186189,661.117805818619,661.1178058186189,661.1178058186189,661.1178058186189,661.1178058186189,661.1178058186189,661.1178058186189
2006,680.9513399931774,680.9513399931777,680.9513399931775,680.9513399931775,680.9513399931774,680.9513399931774,680.9513399931774,680.9513399931774
2007,701.3798801929728,701.3798801929728,701.3798801929727,701.3798801929728,701.3798801929728,701.3798801929728,701.3798801929728,701.3798801929728
2008,722.421276598762,722.4212765987622,722.421276598762,722.421276598762,722.421276598762,722.421276598762,722.421276598762,722.421276598762
2009,744.093914896725,744.0939148967254,744.0939148967251,744.0939148967251,744.093914896725,744.093914896725,744.093914896725,744.093914896725
2010,766.4167323436268,766.416732343627,766.4167323436268,766.4167323436268,766.4167323436268,766.4167323436268,766.4167323436268,766.4167323436268
2011,789.4092343139355,789.4092343139357,789.4092343139355,789.4092343139355,789.4092343139355,789.4092343139355,789.4092343139355,789.4092343139355
2012,813.0915113433534,813.0915113433537,813.0915113433535,813.0915113433535,813.0915113433534,813.0915113433534,813.0915113433534,813.0915113433534
2013,837.4842566836542,837.4842566836545,837.4842566836543,837.4842566836543,837.4842566836542,837.4842566836542,837.4842566836542,837.4842566836542
2014,862.608784384164,862.6087843841642,862.608784384164,862.608784384164,862.608784384164,862.608784384164,862.608784384164,862.608784384164
2015,888.4870479156889,888.4870479156891,888.487047915689,888.487047915689,888.4870479156889,888.4870479156889,888.4870479156889,888.4870479156889
2016,915.1416593531594,915.1416593531599,915.1416593531594,915.1416593531596,915.1416593531594,915.1416593531594,915.1416593531594,915.1416593531594
2017,942.5959091337543,942.5959091337547,942.5959091337545,942.5959091337545,942.5959091337543,942.5959091337543,942.5959091337543,942.5959091337543
2018,970.8737864077669,970.8737864077673,970.873786407767,970.8737864077669,970.8737864077669,970.8737864077669,970.8737864077669,970.8737864077669
2019,999.9999999999999,1000.0000000000002,999.9999999999999,1000.0,999.9999999999999,999.9999999999999,999.9999999999999,999.9999999999999
2020,1028.7521827913365,1039.0913141165927,1049.5343554391716,1060.0823510719101,1031.243480265926,1029.5776432472412,1027.93162183927,1026.3049860049944
2021,1054.9370105517662,1076.2481518087318,1097.9898066765872,1120.1706721071732,1062.6603705435446,1057.4828654957096,1052.4189783766494,1047.4641594054226
2022,1081.457357557511,1114.3926373725271,1148.330945784938,1183.3028295632191,1094.699362494732,1085.81212284196,1077.1600239890752,1068.7324993652658
2023,1107.0196053918664,1152.1979325340615,1199.220022183645,1248.1611197159727,1126.0515883875105,1113.2663321743667,1100.866929534668,1088.834573734264
2024,1130.572516780251,1188.5382092481757,1249.4758663211255,1313.5378638827922,1155.6302694684464,1138.7821814519048,1122.5007056592601,1106.7562619543512
2025,1153.701551674657,1225.0424713742407,1300.794867175416,1381.2315295254734,1185.0358018677564,1163.949645158997,1143.6426970131215,1124.0717009420114
2026,1176.2401985953993,1261.5272361136504,1352.9982816069096,1451.1017262463067,1214.091788521178,1188.5985863760188,1164.1302844231182,1140.6266881322479
2027,1197.757688266697,1297.5154139075676,1405.5816679949885,1522.6484434999684,1242.344326868312,1212.290314523606,1183.5407692789322,1156.01495453402
2028,1217.3814368747346,1332.0274616884324,1457.47019376861,1594.726405288463,1268.8702025088683,1234.1354281073573,1201.018275852621,1169.4135829187537
2029,1234.7664684024105,1364.6279914933177,1508.1471701903968,1666.7603926725105,1293.2808903301611,1253.7745444360644,1216.2320778313037,1180.5197566580077
2030,1250.0669412712004,1395.4223131466385,1557.6793271945844,1738.8032737544436,1315.7058724665344,1271.3536299872437,1229.3444422933992,1189.5115856111868
2031,1266.3891588778652,1427.849789509047,1609.8961421997244,1815.152831699972,1339.3998212564804,1290.0268737437136,1243.4152272777965,1199.3600093020436
2032,1281.5342431401568,1459.4475702904479,1662.0603170209176,1892.8014638209406,1362.0428712222883,1307.555901275383,1256.2842015094066,1207.9795128953283
2033,1295.5378058956746,1490.223193550775,1714.1646939907987,1971.7587344237327,1383.6561026603383,1323.9714409967655,1267.9918425026585,1215.4201112108476
2034,1308.3459849274846,1520.0811666248137,1766.0823511110655,2051.8949509989106,1404.1651420916724,1339.2128523014917,1278.4909559006664,1221.647489854119
2035,1319.971363163263,1549.000744069968,1817.76921234051,2133.171931635809,1423.5659793343186,1353.2872439587034,1287.799490684646,1226.6898843795113
2036,1330.4088769352054,1576.9400960709784,1869.1547461145335,2215.5181884380427,1441.8355688276117,1366.1836679094063,1295.9181106803644,1230.5588336976705
2037,1339.7362125028726,1603.9554556114904,1920.2833211320299,2298.9965341724806,1459.040700958063,1377.976235847627,1302.927969820366,1233.341992365784
2038,1347.9206383536489,1629.9724896030555,1971.0435772448832,2383.4836527482844,1475.1288040135207,1388.6258029418425,1308.8025102973304,1235.0243456294356
2039,1355.2007011771564,1655.245874278375,2021.7218762768484,2469.336675917297,1490.3447695231362,1398.372909924283,1313.7783464151514,1235.8386894802472
2040,1361.5527869369087,1679.717800717022,2072.230997663383,2556.465916979589,1504.6487309244294,1407.1887164608474,1317.8368607820223,1235.775630555216
