,Cobalt,Copper,Gold,Lead,Molybdenum,Nickel,Palladium,Platinum,Silver,Zinc,All
n,33.0,8145.0,7032.0,360.0,136.0,1626.0,82.0,723.0,1074.0,3295.0,22506.0
Mean,1.411433727272727,77.01117848348679,0.006431784078063258,44.3324641,6.627064875,30.691397449569493,0.00990301046018439,0.007164275589914518,0.1475688574330477,56.71211477511381,39.15151219557582
Log mean,0.12030906757486003,1.3600061962872012,-2.4401872884366207,1.0963721583079657,0.6854511949279559,1.3080880108486472,-2.0861209893175428,-2.307190045878924,-1.1118207782743228,1.4103060496421886,-0.08218285371661951
std,0.46596023160936656,119.92078486147385,0.00871745166016275,65.11036885945644,4.043789715191151,30.624511661486952,0.005250514305581835,0.006134711669326279,0.18424700481870826,80.86995758268671,86.49281038846364
Log std,0.17290520797848208,0.8434256327563426,0.49553823736467073,0.8077050909086199,0.4441593274575252,0.4329267130342307,0.2967369222003139,0.4138077434613985,0.5189018446327878,0.618261578040422,1.9078574296643318
KS diff from norm,0.12776860954567648,2.1285945230429663e-65,4.036211600067282e-21,0.047171089539566724,4.144296105607092e-05,3.21207564970139e-12,0.08252561629214261,0.008447513459254081,0.14664852482159418,6.751667717267279e-18,0.0
Shapiro diff from norm,0.00032230219221673906,1.401298464324817e-45,1.4674543806615146e-32,1.7532924800889305e-07,5.3882319613063334e-12,1.4694256121242193e-20,8.216314199671615e-06,2.4623554402609417e-14,9.746934665599838e-05,1.0917131116419927e-25,0.0
KS diff from all,0.00020723522301338386,0.0,0.0,1.5000353786465275e-20,1.2708390159875755e-08,8.741945926006758e-122,1.9022957939245703e-13,1.0789486205560427e-121,1.189324244254657e-137,1.728776800936682e-233,1.0
KW diff from all,0.37816239793344936,0.0,0.0,2.1060755466859855e-07,0.40541326482462553,1.360271669375122e-40,2.3907955701509593e-05,5.394174954277207e-74,8.775899912288927e-17,3.041339575810123e-162,1.0
