,Ag,Al,Au,Cu,Ni,Pb,Sn,Steel,Zn
309,-0.8059133096691646,0.1124309898158386,-0.7120277888977155,-0.1664706798291544,0.2731952266130443,0.0465015768156333,0.1741083527611963,0.0100311796317837,0.0656775348256511
310,-0.8004194175796574,0.1157870358315415,-0.7002768534177444,-0.1627017725547063,0.2900083283501946,0.0535872638773008,0.175697146666496,0.011390194312587,0.0662732593259504
311,-0.7893974968761115,0.1254890967073267,-0.6999905097835604,-0.1604755728554705,0.2901658557446847,0.0544214624291369,0.1831162406561919,0.0114957767898645,0.0746360533793824
312,-0.7844784595310902,0.1282932597878981,-0.6983506924741516,-0.1569513882286866,0.2925796824319343,0.0622744296837805,0.1909306862412207,0.0148929354854591,0.0748253660452514
313,-0.7827607875362859,0.1284183316929769,-0.6873020103759564,-0.1520994404974811,0.3071985844896761,0.0710023966438129,0.1924641010972473,0.0383150477326566,0.07865975172724
314,-0.7826419624253236,0.1326803748279515,-0.6849609254805454,-0.1422008064483314,0.3123062258481139,0.0909898894534607,0.208082479047249,0.0544331034019744,0.083848470948318
315,-0.7757818882772028,0.1336583947072903,-0.6780305754758958,-0.1391147394769162,0.3126287182278533,0.0936167405836144,0.2174742946117217,0.0568325659221174,0.0898812913754758
316,-0.7741982058707632,0.1351700378940442,-0.6724388954870869,-0.1332200806871558,0.3272497179718646,0.1063158992901622,0.2184034300995384,0.0627780096851269,0.0957299016931398
317,-0.7740329575205013,0.1356803707174171,-0.6696036752094447,-0.1323159183286568,0.3278091046314409,0.1102441238987964,0.218929401994331,0.0650688843838255,0.1005889330284972
318,-0.7523882698661377,0.1365270545687568,-0.6653815876783281,-0.1315725268781546,0.3427610348235253,0.1141473990817369,0.220463438368768,0.0658871943797747,0.1066631304567262
319,-0.7514436655983787,0.1425033658717463,-0.6647068472364367,-0.1224305396803318,0.3501128745568783,0.1198018850749484,0.2216924545686407,0.0667252427041055,0.1117725612356634
320,-0.7467510690948694,0.142960140505525,-0.6645692694284624,-0.1166592866296951,0.3586336437243641,0.1265280910638389,0.2240041867693743,0.0733792714236381,0.1199646295101661
321,-0.7466452612656602,0.1458159775237539,-0.6586993579164032,-0.1115338982247424,0.3603464404169164,0.128062430753009,0.2345778472708895,0.0741031533123495,0.1276103706242783
322,-0.7430183878443871,0.1690862422722677,-0.6563101398933843,-0.108992776004979,0.3666294995489892,0.1337849163559257,0.2370490581823492,0.0749082897580815,0.1277544357584965
323,-0.7355066163417205,0.1719150199461405,-0.6484975409351623,-0.0980942679051228,0.3688676821860066,0.1380344636157425,0.2382749831667945,0.0750661513840028,0.1402162731792576
324,-0.7350967593647003,0.1836252994056059,-0.6471049821486463,-0.0918364214766964,0.3713297725953113,0.1437317984561397,0.2427295481331074,0.0778874713944378,0.1441657701735211
325,-0.7336029947309743,0.1854221573035577,-0.6455115427025713,-0.0912133597613601,0.37158953872347,0.1476302093936616,0.2634657601035741,0.0909744739496647,0.1443881449093522
326,-0.728494798452265,0.1900192835669905,-0.643375590816481,-0.091196887381406,0.3770602465246884,0.1515499980632254,0.2670889969953638,0.0933757351888628,0.1489704062009717
327,-0.7271370019570896,0.1944348353470627,-0.6427267557120928,-0.0907988609607728,0.3854067412361578,0.1593965822978735,0.2697313757750124,0.0962691695419388,0.1520845816920735
328,-0.7240182696651124,0.1996538244655786,-0.6374556222684431,-0.0764549012453289,0.3961865042536927,0.1630286032286407,0.2727975755209946,0.1021311968681163,0.1558966474470073
329,-0.7230404918385943,0.2040126205052788,-0.626404277588216,-0.058056095063224,0.413148316180681,0.1709612486768138,0.2774530930080541,0.1162894286285383,0.1560988620144125
330,-0.7228923062828855,0.2113377495886128,-0.6149150437676927,-0.0554012269079991,0.4274071559638938,0.1734692775716945,0.2825128009355706,0.1202389202556921,0.1628899511791999
331,-0.71470347409246,0.2137276084478243,-0.5939060613066027,-0.0326900637920514,0.4340469755548158,0.1773876192638443,0.2844902046412017,0.1568335486561808,0.1674900256300097
332,-0.713850742586836,0.2313114111581673,-0.5869162175229907,-0.0316571436416509,0.4396670432823216,0.179125753412375,0.2875001578003605,0.1616351351130645,0.1745540259926205
333,-0.7089460255296184,0.2373395039767399,-0.5824503533472981,-0.0297590178860738,0.4445059141973278,0.1818790002417359,0.3101725941313223,0.1672078838117253,0.177073609922916
334,-0.7087774783757154,0.2568727353084737,-0.5750541236355677,-0.0068581477067755,0.4554057215079106,0.1983460865585418,0.3126703503770308,0.1674860658993851,0.1807760454256363
335,-0.7040603912546063,0.2699898503392846,-0.568656571020721,-0.0050899000263616,0.4622138899355692,0.2010093191638153,0.31326231840633,0.1688743476401043,0.1819887173177718
336,-0.6978540608695953,0.2983206666124456,-0.5683124376745395,-0.0003532978123838,0.4649385508653689,0.2037539215105736,0.3136203272205765,0.1706851904288315,0.1901979810110944
337,-0.6938383785025031,0.3039417249600379,-0.5556182950188652,-3.153540147212038e-05,0.472663159196227,0.2087433254600744,0.3187937984946691,0.1753940569682012,0.1920158550871474
338,-0.6915460238867261,0.3096248880743496,-0.5502536677744928,0.0018338245385744,0.4754982184750032,0.2093088255795814,0.3359635228444337,0.1770673255061052,0.193788662174115
339,-0.6871717369496885,0.3151021144576768,-0.5407663973885755,0.0045821906733873,0.5095391747201944,0.2273364681175764,0.3489699664358279,0.1777895097984573,0.1988728904395953
340,-0.6760304575240417,0.3200705751857962,-0.5396686570842932,0.0078607811103512,0.5233158526516983,0.2341606941167496,0.3607924023660719,0.1836772658714651,0.2006021955967461
341,-0.6685130635016329,0.3208298790703912,-0.5389972193707525,0.0091931824790121,0.5341627295622964,0.2348544761850536,0.3623675954471521,0.1898674488918029,0.202553508474794
342,-0.6675507255082711,0.323974330829567,-0.536431748185615,0.0104814981166892,0.5359107668624238,0.2472376640818231,0.364416061387649,0.2009567434214499,0.2154143874457668
343,-0.6616644900686609,0.3548706497274722,-0.5335964710921639,0.0157837982179111,0.5444789806404399,0.2542396118394424,0.3754420077178246,0.2017052568841862,0.2303498275154131
344,-0.6488874373016993,0.3586739418729714,-0.5300810895728922,0.025433350950793,0.5461938385818653,0.2586078502515694,0.3760521749903442,0.2048066606091017,0.233387349426893
345,-0.6356766078341882,0.3724289545204565,-0.5289717954717785,0.043953144164807,0.5664193269054728,0.2673460796023117,0.3762394715555979,0.2219717662144673,0.2338839504600291
346,-0.6199916677779531,0.3736149318933962,-0.5251551516701225,0.045035100406241,0.5689056969906882,0.2693702349962862,0.376555740932155,0.2239934877567883,0.247224032597652
347,-0.6149353829699526,0.3754158542272238,-0.522122757480845,0.0457255568331003,0.5741129006686764,0.2813778031778589,0.3853516366697105,0.2363085430739462,0.250502249065699
348,-0.6092617425629893,0.3758769228813433,-0.5129021155375407,0.0471843307184828,0.5750818556864449,0.2819478505896674,0.3927879050992259,0.2410432054027375,0.2622059191881419
349,-0.6069871255237042,0.3779313106772554,-0.5071546150116909,0.0488196515656536,0.5922434421578414,0.2872912846884017,0.3932012555695867,0.2412319218578269,0.2652264377384312
350,-0.6065315699442024,0.3805177311667049,-0.5028705969819124,0.0492581118735018,0.5939255047387461,0.29845509583949,0.3958172282201734,0.2413345958853255,0.2679575940618314
351,-0.5990373492143457,0.3910739288434171,-0.4895942241338525,0.0519400453140913,0.5962852276515818,0.3142412523334868,0.398709274481596,0.2578064412705119,0.2936928139445238
352,-0.5986725952026322,0.3925875566025607,-0.4853885579225571,0.0519506673690931,0.5975230950762838,0.3240921467876387,0.4053727564716277,0.274716310176604,0.3037973699439804
353,-0.5657253947429517,0.3998062939397775,-0.4837286224929255,0.0528629136235118,0.6260687121234555,0.3263876094711227,0.4177928760838351,0.2748492592071838,0.3038674870874666
354,-0.5607998534444623,0.4180597396284714,-0.4813628245379349,0.0676221226895317,0.6316701237089644,0.3346700902134453,0.4179227806275934,0.2898776200312684,0.3097474226002716
355,-0.5571983422381374,0.4420946047810639,-0.4692934946121395,0.0707451708246363,0.6320279713656244,0.335813728441778,0.4181577333727412,0.2916884903549332,0.3129086712881194
356,-0.5493402558926481,0.4522606115566689,-0.4594186990542419,0.0732974312040641,0.6328247647040726,0.3379089871777601,0.4198374428446893,0.3043488928776009,0.3204194811165038
357,-0.5484950487390996,0.461477591723555,-0.456370613316891,0.0738488774508994,0.6519301191996439,0.3663952635679529,0.4219471085854528,0.3077064967020093,0.3221257621361909
358,-0.5461450697434675,0.4630030034841817,-0.4507389808182827,0.076435589451601,0.6623252277358025,0.3740327513044494,0.4284527408874944,0.3100087483924309,0.3398323991316552
359,-0.5399110659305794,0.4694072201622846,-0.4418097752996627,0.0786506193596597,0.6742282153754859,0.3907374317566355,0.4366834399727531,0.311564544706749,0.3399461551775426
360,-0.5384670693384906,0.4694517052601292,-0.4407986296740977,0.0831377904671869,0.6772483411208253,0.3957482256288502,0.4428976661627354,0.3146930760805941,0.3481145751372858
361,-0.5373248128049838,0.4829113685347679,-0.438765155513212,0.0860288430681959,0.698096088658023,0.4077661875391285,0.4538015277182055,0.3182633963506105,0.3606961691055376
362,-0.5302393967573469,0.4895819794220969,-0.4289810271694649,0.0927914344687325,0.7021246370956767,0.4121077394649201,0.457973090475046,0.3201453952947778,0.3631478599765956
363,-0.5296237339622974,0.4922122864714577,-0.4208618176173321,0.1018167091826274,0.7046498973415268,0.417573684373473,0.4619968180116095,0.3253128989989855,0.3700379483752717
364,-0.5234991290166966,0.4949192256747425,-0.4201368962752443,0.1057790146524492,0.7128462708398627,0.4356399345039809,0.4646928151297495,0.3274088475475943,0.3705616793167296
365,-0.5193799361073252,0.5035727732920513,-0.4164982447694459,0.1146000145670874,0.7330450381035253,0.4404753083192607,0.4695730638958249,0.3342906600652808,0.394193400860209
366,-0.5178247888244346,0.505063088410615,-0.3949694605044607,0.1242977373005917,0.7387782926132349,0.4577833071648539,0.4723109840019098,0.3594978457259177,0.4006100600355238
367,-0.5162599501050052,0.5088986814804091,-0.3927987330202965,0.1355633308437558,0.7476386059857568,0.4991587667945011,0.4829403141095127,0.3676555320568246,0.4072736707750162
368,-0.5152140391313856,0.5362966054751085,-0.3925500619264084,0.1433491941761687,0.7595162796637871,0.5238299618258464,0.4879370241905536,0.3682267143973055,0.415782182441606
369,-0.5121208490593031,0.5369093666786876,-0.3918067959887037,0.1440760056097829,0.7688296583009435,0.5370688549283698,0.490391718235024,0.3858601509155889,0.4189440591373223
370,-0.5094031121474213,0.5377378641577742,-0.3903023099160132,0.1476297194139697,0.7704180013432069,0.5629954046748332,0.5029647871231373,0.4016691322325663,0.4208462782355885
371,-0.504043585109087,0.5493804393128372,-0.3835090222952412,0.1553200486231284,0.7778637739360288,0.5781184948351138,0.5189497959003537,0.4038376329105834,0.4252723151749789
372,-0.5027124085487773,0.5526533590680797,-0.3823470943768112,0.1611273775829179,0.7836372754100027,0.5864938370732928,0.5309496339768203,0.4100920547122102,0.4280052007238286
373,-0.4894646959250839,0.5593759071669838,-0.372967619124066,0.1713925469697299,0.8139673583947147,0.5896951420021923,0.5402477302049307,0.4195220266511691,0.4426709134398046
374,-0.477714544177286,0.5803127858648915,-0.3717865404846638,0.1738940383372691,0.8354769469048378,0.597748526077888,0.5433482110899142,0.4329963101011647,0.4476144151278177
375,-0.4775196107942946,0.5805929753895739,-0.3626387919577056,0.1911668238784762,0.8499700066256057,0.6070492711268645,0.5434860511815506,0.4334666799416922,0.4551343575708071
376,-0.4757841455536464,0.5840388976410283,-0.3543933541170123,0.209127306680923,0.8610442646651582,0.6181799584463266,0.5573090318811428,0.4388980376744535,0.456543743362798
377,-0.4660283526843228,0.5844299378677537,-0.3474167217108271,0.2129950996526513,0.8754960486607166,0.6688687004239563,0.5591303585620387,0.4433994688316753,0.462116093334183
378,-0.4657422969999692,0.5871771261428749,-0.3417444093915485,0.2162479486056659,0.8784571878206999,0.6698004662506883,0.5652231151379619,0.4471046117773785,0.4684589983136829
379,-0.4604973184064516,0.5981174878386858,-0.3408421413021736,0.2195859771926307,0.8790502548603895,0.6776671823721901,0.5789887118006148,0.4495580857614614,0.4684787406968257
380,-0.4604947912108759,0.6156614338101336,-0.3323978365939382,0.2231599104758664,0.8840298210206519,0.6819720140597568,0.5871925563354987,0.475730312752181,0.4723250850200803
381,-0.4597475301992405,0.6166060876819189,-0.3234773437422358,0.2235437395457634,0.893369460018572,0.6868896382418547,0.6051700350745538,0.4805534385389647,0.4878035682388461
382,-0.4591033459101765,0.6178455824921916,-0.3072497972320723,0.224181465641738,0.8978694455092122,0.6903118830941267,0.6086982752204808,0.4998023304671636,0.4963352096306749
383,-0.4532494859197539,0.6192668039697632,-0.2952502595901137,0.2279135607068513,0.9062377107504784,0.6919065676934151,0.6163487801700545,0.5048211029727238,0.4971312395720441
384,-0.4525503256904862,0.6397559362504944,-0.2821662394053123,0.2293116558145901,0.9454715145499444,0.6931792750043082,0.6291275207832739,0.5338394705124162,0.516110468810788
385,-0.4492810967077382,0.6447533685755084,-0.2765780782666221,0.2379972346774682,0.950298771748031,0.7356710340799633,0.637055853592293,0.5364347642413523,0.5492007052526129
386,-0.4473062141612358,0.6522044675569602,-0.275520470402265,0.275729480548097,0.9564439828913898,0.7356822818098564,0.6426073435675015,0.5424595133937168,0.5615305126138549
387,-0.4444719795594032,0.6530486712610143,-0.2285760830979843,0.303580882123116,0.9717199401890542,0.7401949118543596,0.6445229454325136,0.549666344910539,0.5760390729309929
388,-0.4421612259270716,0.6538945578428793,-0.221933226240284,0.3060110534572403,0.9843186096450048,0.7670586558391167,0.6512786649679527,0.5593964331501147,0.5861726069439983
389,-0.4404164581476854,0.6548164922908817,-0.22023427247963,0.3255148775307994,0.9865628235714332,0.7736550608693008,0.6984173133082465,0.5666440333335794,0.5918518402726447
390,-0.4351087073788037,0.6592001523714006,-0.2047845218733971,0.3287419513566532,0.9921460236681604,0.7908153582269021,0.7145184048709956,0.5707551975263464,0.5932609425124338
391,-0.4301531561398415,0.6604584966006681,-0.1923605308409151,0.3353935743974625,0.9934887578705665,0.7909356271432765,0.7189567619827395,0.572448552203366,0.6416019066939564
392,-0.4287219649415679,0.6616585324787927,-0.1848704038566558,0.3370674064540594,1.011631278968432,0.7981727578627609,0.720180231644324,0.5733147118489863,0.6648395266545385
393,-0.4131567361453072,0.6688101523054625,-0.1666631109302251,0.3683894051855783,1.0209517126604806,0.8293133562294295,0.7305979841868888,0.5750961183761463,0.6660774105692306
394,-0.4095994069127906,0.6923447794011466,-0.1519787320928256,0.3686991433286192,1.0216200998178546,0.8471434485855557,0.7335817987416061,0.5756175263845787,0.6691351815354257
395,-0.407989036717174,0.6944470012602006,-0.1490840130743133,0.3714737471583565,1.022814972212718,0.8585863221668584,0.7524598300195696,0.5826601432498376,0.6819121983799543
396,-0.4078820516593082,0.7215352505272722,-0.1454431197168439,0.3752191600770259,1.0250097415347086,0.859865939835382,0.7571648104360486,0.6027261568233362,0.6981751629528202
397,-0.4074242467394755,0.7228522172467533,-0.1434022352514219,0.3759184190780382,1.0305044168748234,0.8850568854326525,0.7673204694175392,0.606965945767167,0.7094423985817458
398,-0.4070740244536402,0.7238589251758261,-0.1368516462380793,0.3905500159370195,1.0368811314747723,0.8861399485447253,0.783068070360367,0.6232829630372678,0.7125098894074332
399,-0.3905748210713592,0.7259615223986805,-0.1339775000070482,0.3963353292023745,1.050406570397367,0.8946397038583083,0.7897624637157612,0.6423599364671448,0.7257139522823649
400,-0.3888905275014463,0.7303374874307936,-0.1218538418309309,0.4015228890392222,1.0638723320570425,0.9445207658055792,0.7941873038290899,0.6426610275988167,0.7288171660703628
401,-0.3850606822621653,0.7439993172960252,-0.1060156089230464,0.4085144510040514,1.070882651213463,0.9730749157235926,0.8046263624567258,0.675857810539744,0.734735089013137
402,-0.3848856608981699,0.7499273242811718,-0.1032435636338583,0.4116121645170366,1.095713877879475,0.9781018308444624,0.8047765898696974,0.6817715027706671,0.7368917784196889
403,-0.3768252377287184,0.752058754576927,-0.0904875802221078,0.4603881638111212,1.1106321632456635,0.9868919771402226,0.8054783886135681,0.6856191416771288,0.7391304492989548
404,-0.3740427712166217,0.7551802086808677,-0.059403127005797,0.4675455803577358,1.1676627808085305,0.9966687635442874,0.8276760448514084,0.6940379934428191,0.7497713349902185
405,-0.3704785671629335,0.7573856232448477,-0.0574810559584368,0.4707713309469636,1.1703050787261056,1.0772274909403343,0.8347335929587664,0.6991117340222333,0.759009146332443
406,-0.3619095941406147,0.7621847443410075,-0.0489248480880635,0.4716508835345432,1.1759194011490588,1.0856265986946438,0.8382146479556121,0.700035832545133,0.7607166066815892
407,-0.3581234503406543,0.7717179551541367,-0.0474731367784812,0.4739459483562561,1.1971415322451726,1.1128996064300944,0.8397451564727713,0.7217075081270697,0.7630161872828649
408,-0.3473910123441154,0.7800643026087537,-0.0412404789572079,0.4821580266039783,1.2027108699752516,1.116501320684371,0.8439718692784759,0.7253626733515074,0.7670839297197288
409,-0.3465486159794804,0.7811315569202877,-0.0402509947772515,0.5029359583115967,1.2308024059165954,1.1231079268422244,0.8526181510880363,0.7364147397064638,0.7719505978713689
410,-0.3437122457887364,0.7922459511308417,-0.0354762523172217,0.5076167657558281,1.2527569151447602,1.141860068725132,0.8572199677815378,0.7456152370244332,0.7837029201711004
411,-0.3240830484929968,0.7948124966129785,-0.0347685253040803,0.5093196809168469,1.25351781534085,1.1433556167204273,0.862270755477968,0.7532847401788412,0.7874484449267637
412,-0.3234331899930713,0.8109794168902233,-0.0111572923416509,0.515659094283175,1.292834561892925,1.143647274002527,0.8725776243183803,0.791337597324427,0.810582007327979
413,-0.3207381336373071,0.816343624933046,-0.0104815242192621,0.518667783446779,1.3071860188808166,1.1508438768152418,0.8887129728254555,0.8116402140039061,0.8109242978048288
414,-0.3192069770412056,0.8164955710423599,-0.0087016446727766,0.5262241458402704,1.3249442550174944,1.1936055171152429,0.9184216573575508,0.8232640677310847,0.814300258197793
415,-0.3073829337974568,0.8187615744338226,-0.0009702164044301,0.5319859242391318,1.343912930369498,1.200258280845113,0.920155524246124,0.8313323553425219,0.8192814894947299
416,-0.3056756623145561,0.8713514762999984,0.003408975406935,0.53930118799079,1.3533749892183051,1.2211528597663726,0.9321647959516044,0.8616726077662212,0.8301011879344363
417,-0.3028214543462417,0.8727963497376495,0.011748407603566,0.5416096397707311,1.3613352026985677,1.2425299852521368,0.9354306247621496,0.8639436513980994,0.832612357879218
418,-0.2947121726565457,0.9053781315417088,0.012276484544689,0.5416282575432274,1.3783844686718625,1.2492205725654588,0.9455179996959374,0.8742196722673816,0.836189718357578
419,-0.2886414112623713,0.9083133121781738,0.0151578618459102,0.5534591695936733,1.3814262009684848,1.3015835234467974,0.9460288966016248,0.9288390548409612,0.8383985040877693
420,-0.2808367301799858,0.9148896021464196,0.0260108219790403,0.5583449655378412,1.3929910698226553,1.3043602105449077,0.9625153209497344,0.9441155748229833,0.8466747356814702
421,-0.2707397342938107,0.9289983859801872,0.0298376554894798,0.564705211461131,1.3953965666162835,1.388746206509828,0.972285989054975,0.9647151578838924,0.8474100617276585
422,-0.2684844813772525,0.9294429641779468,0.0352778979179923,0.5683785816786974,1.3967806798904228,1.4342579944511331,0.9763333738460528,0.9802258328731936,0.8490476525731023
423,-0.265411900943899,0.9409629418409396,0.0403431088118268,0.5920646507933814,1.396845883523879,1.4350670788175988,0.984045167716012,0.9874421087603976,0.8639401583987939
424,-0.2348535982610762,0.9540484817409688,0.0663328460800496,0.5943849501007564,1.442580950905279,1.4350761663620502,0.9922520664346108,1.0263694870341609,0.8782932223143168
425,-0.2193884578924543,0.9643761956699398,0.0775312931615231,0.598078007766538,1.443846853254563,1.4469936328936888,0.9983724595436352,1.048726104837355,0.8882913724854877
426,-0.2172402722121034,0.9682069522370031,0.0828459333079416,0.6132602076825994,1.4807150033912633,1.5270164310381655,0.9991617540091918,1.0525538567140835,0.8937437244631319
427,-0.2085531208207595,0.9827118478600578,0.0965183564516013,0.6152028305524821,1.504898701897571,1.5471638978602569,1.0059894698523524,1.0685435014604865,0.9113746862598324
428,-0.2021779889983099,1.049459925510516,0.113202816122021,0.6186384370449416,1.5208589753565704,1.5556143958959296,1.0233160449163703,1.0702928843037962,0.9142826296129972
429,-0.1930285979261073,1.054590999050335,0.1268753903498678,0.6188176365418944,1.5490199935426616,1.5696889924263482,1.0463532813095866,1.096868495439005,0.934369151781066
430,-0.1834526331400405,1.0609254549179823,0.1869226085530557,0.6195991445898691,1.581458012298457,1.5816364925375763,1.0495668687920283,1.1081553447819292,0.946347663580759
431,-0.1763046436437597,1.0684544194584122,0.2061360747259482,0.6198223865246296,1.6038689247894162,1.6033245407192414,1.0568490287788532,1.123121970770886,0.9655615815771668
432,-0.1745108586832069,1.092628105664364,0.2322054545623657,0.6246491723223248,1.621923729338715,1.6427711194072907,1.070218701126489,1.125456701938097,0.967024920083456
433,-0.1717109529914114,1.0952340780883996,0.2323193676480132,0.6311010594849146,1.6324378561922814,1.6484571281011626,1.0713294809586884,1.135147065125678,0.976007207650902
434,-0.1553329798498454,1.1116219909309042,0.2917418626138103,0.6391306311292722,1.785514804366561,1.6530485084350326,1.0740750534889203,1.145207178838243,0.9982483676626904
435,-0.1415426245876796,1.120193898142055,0.2958867251656165,0.6610311407889853,1.8333358509732691,1.6614337408495354,1.0767472431500038,1.1492297850301103,1.0022024692229414
436,-0.1139730293563855,1.1335878295752937,0.3154323991581262,0.6660273298749628,1.882919321556892,1.6858700584044206,1.0817224480811722,1.1628795525693427,1.0055332054189732
437,-0.1128269573700783,1.1422117367856977,0.3288175444901576,0.6679587900265469,1.9246271430526485,1.689147556208591,1.087522661262836,1.1827747824518695,1.01287734928511
438,-0.0973835608195729,1.148374744954782,0.3525817141937675,0.6707971327267791,1.9380865067780704,1.7649964912087617,1.1029954643285256,1.2195926277181626,1.0163248449373168
439,-0.0877625632989612,1.1556153369616224,0.3535674577287966,0.6738179472105315,1.94169263212492,1.7767096315187307,1.1038342065764548,1.23388979196538,1.0194726421592564
440,-0.079787599126057,1.1580500358007242,0.3610127519126327,0.6937665597999582,1.9419330021641583,1.805033575268043,1.119641897028096,1.2356795152141056,1.0221939031589853
441,-0.0766547853488752,1.1886081221203495,0.3733997460224715,0.7192155712987387,1.944578600818144,1.851695599636657,1.1198731202488656,1.2547431268334772,1.040636451396356
442,-0.0701441796505572,1.2136196063981304,0.3884596576103772,0.7239938597585261,1.9501151547082705,1.8618229394928247,1.1218634156066731,1.2786569664700764,1.0437342907314482
443,-0.0599518636339503,1.219346059336565,0.395271995833328,0.7354351908695448,1.951792277618144,1.8759241845094383,1.1511810209557374,1.2900893331629004,1.072354103882745
444,-0.0595411017549866,1.2199372358939045,0.4047585235057727,0.7374800452514955,1.978466985392383,2.013540396950083,1.1553571689153384,1.2917159656831243,1.0725436784696092
445,-0.0506162575925389,1.2264936801667825,0.4170227388131036,0.7422119243882704,1.9905072548363083,2.061786608822,1.1640452771193082,1.3056360845360944,1.08370160454836
446,-0.0430394075178891,1.2275458988284798,0.4322459554343721,0.7749181936089872,2.0148847342703093,2.1904681943715416,1.1770845914751291,1.3334579924733396,1.0979921800003176
447,-0.0418921826308405,1.2493213503003255,0.4454971829381407,0.7793387833488631,2.019814434855541,2.270312128523972,1.1772378109516373,1.3437952475444637,1.131555307982588
448,-0.0233318883208161,1.2561828556417065,0.4805832172205214,0.7901703010715452,2.022779077478279,2.4062389598294187,1.182075941598287,1.3545198234377207,1.1364352085997202
449,-0.02310056020222,1.25999073717183,0.5411630396175275,0.7916711008074062,2.0416946918861245,2.418051679416176,1.2018159373868538,1.356258042039263,1.1838617031573355
450,-0.0226846822059058,1.2726571576580303,0.5556879392592005,0.8064495816334791,2.048056873029588,2.459871294881673,1.2051167307185875,1.361941840893266,1.190703240933249
451,-0.013750685569527,1.2788361626750964,0.575738767694107,0.8073813656948279,2.115110740230126,2.4824609702033764,1.210398453569055,1.3633888807135817,1.1958388365610997
452,-0.0057016468041788,1.2792304942595176,0.6143989727052157,0.8143535552566219,2.173467405318706,2.5403885648228712,1.2130541448368846,1.3895687473587992,1.1982958147237943
453,-0.0030221731342578,1.3297270795245535,0.6174103966839244,0.8278684953549441,2.2138301539040706,2.5805782566426028,1.2181021226767244,1.3906068844529955,1.1989987948916432
454,-0.0009090331425897,1.3301299917245537,0.6187789338253813,0.8344286904362157,2.244744356289243,2.6025009702632915,1.2192866901422423,1.3919214310976062,1.204603479040208
455,0.0379670035401052,1.339518704895966,0.621091688828267,0.8411758864290234,2.336817839744823,2.624383770146652,1.2445608960801515,1.5489501032909423,1.2146055859047915
456,0.0578513498708898,1.3455824198292092,0.6280830917631588,0.8499090014530627,2.3638895496401804,2.635991262351455,1.2450349469267008,1.5509449814431022,1.2329626488936687
457,0.0714685781417063,1.3699911442516413,0.6432090357232021,0.8501651182736164,2.4074666353621192,2.9755191380748207,1.2459330679663438,1.5543139180850956,1.2771395891876332
458,0.0909891179679606,1.3706758661655325,0.6503873120918997,0.8565501903581175,2.409661980641205,3.016892232598293,1.2699382126250611,1.6181171466958966,1.280134846736758
459,0.0961336130325864,1.3706824546984728,0.660986029567129,0.8581028438326601,2.420929507973172,3.022533266760659,1.284568342876382,1.628045493076684,1.2827957962948349
460,0.100993717572139,1.3759326110958898,0.6813810535826378,0.8740083345468509,2.47229589491896,3.0772167011502143,1.3028808963978251,1.6472604100163502,1.2835755326957905
461,0.1033787146754142,1.382963924998316,0.6953826041864682,0.8914877285652774,2.515102896812673,3.1164744108961737,1.306766099737199,1.7392932388054383,1.317021270333676
462,0.1357282118806863,1.3859079256275764,0.7636071521099983,0.9174211433945562,2.658514857096644,3.1172906359177057,1.3099530310301315,1.7428726067086042,1.333312393523031
463,0.1558605970221068,1.3966091274104449,0.7673107923605578,0.9234613129378209,2.6637249555236657,3.2134935089282477,1.325602858933071,1.7899976002738305,1.344296649068936
464,0.1641105762684574,1.417435599968497,0.7689505537673663,0.92382296901256,2.680234152418715,3.267652164293388,1.3274010589487566,1.819855848023066,1.359143644012873
465,0.1648741301882055,1.4235330650508995,0.7725723065514731,0.928289517666108,2.7001693848030905,3.432764842804441,1.3278773049364845,1.8203144720041815,1.4137517152724977
466,0.166393680150174,1.4286154549031025,0.7727116452143477,0.9791362208839286,2.797776859776078,3.4629402299375567,1.3298669021956633,1.9161666769163848,1.4153400686770643
467,0.1802532285779049,1.4382778759705743,0.7811947653313737,0.9956554003053952,2.8165097320262404,3.5222014130930264,1.3314976415653037,1.930601723793876,1.4295897331522678
468,0.1961043596252358,1.4482526347531683,0.7863909849157759,0.9959827801590908,2.8183578956389903,3.5307697070002257,1.3515104361703478,2.1028426686807893,1.4405723956581151
469,0.2050729845892046,1.4555105901865515,0.7935285296553487,1.0179284898625365,2.829691505712614,3.667683931217461,1.3557352471478596,2.1122647082698465,1.4509672910557714
470,0.2412657314180417,1.45963104170544,0.8098547627894357,1.0273226732609462,2.845233825917952,3.75464887976986,1.357927237514427,2.203484624633448,1.48681030770751
471,0.2598067113723388,1.4618800963501544,0.8172973051676367,1.0379849824833232,2.860737624402637,3.7720225743288296,1.3679396394912229,2.2153720174052576,1.4977898929814732
472,0.2848308661563291,1.4654670829221363,0.8218764044007681,1.0450087632142269,2.867827255667659,3.819364294850974,1.3882632380999989,2.247513186973186,1.5145695514214468
473,0.2869572817944096,1.487386986603224,0.8252065716278654,1.0468681724376143,2.876614026795969,3.833194248520567,1.400665219348259,2.262171128598358,1.5189112901333852
474,0.3226350670196367,1.520332873042805,0.8321258118444596,1.0474488437413834,2.881609340714735,3.8752607735330575,1.4138828885336934,2.321735987830852,1.5201048091693918
475,0.3281579421481179,1.5360074591931805,0.841527934276967,1.04933744245562,2.9418225479698616,4.077100216584699,1.4195599134299424,2.327137187644312,1.523111268140667
