,diff(Aluminum),log(Aluminum),Aluminum original,diff(Steel),log(Steel),Steel original,diff(Gold),log(Gold),Gold original,diff(Tin),log(Tin),Tin original,diff(Copper),log(Copper),Copper original,diff(Nickel),log(Nickel),Nickel original,diff(Silver),log(Silver),Silver original,diff(Zinc),log(Zinc),Zinc original,diff(Lead),log(Lead),Lead original,diff(Platinum),log(Platinum),Platinum original,diff(Lithium),log(Lithium),Lithium original,diff(Si),log(Si),Si original,diff(Cobalt),log(Cobalt),Cobalt original,diff(Rees),log(Rees),Rees original,diff(Tungstate),log(Tungstate),Tungstate original,diff(Tantalum),log(Tantalum),Tantalum original,diff(Molybdenum),log(Molybdenum),Molybdenum original
1993,,,,,,,28043336.81579897,48281622.78599803,22456898.076130435,10940.635905241943,18981.90335442574,9140.47070658912,4148.388899673397,6419.283328827324,3390.326886867826,9813.62287350844,10675.350441645018,8272.262813750325,961141.4691189358,751241.2272989084,268826.4859218458,1821.291296676951,2063.8814207437695,1704.6490093465675,858.6137564410353,2075.34541543707,705.3409553268115,27414121.776220057,34648048.26481828,23347735.761455927,,,,3.4363980288060585,20.546194486825016,7.621094458293523,,,,,,,,,,101912.97142685404,188782.3745931673,101912.97142685404,,,
1989,,,,,,,,,,18943.454602723086,34591.1094826076,17857.014891009687,,,,,,,,,,3432.372053718699,3720.1983567001785,3365.394915350549,,,,38660787.72010332,45022809.83597339,36337873.60823413,,,,6.146426906604059,28.54584035211871,10.988482971349088,,,,,,,,,,139482.9953803957,223892.25427564137,139482.9953803957,,,
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35892.71859957239,102006.5679465554,36469.069836365255,,,
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22733.89087482783,62703.78556873042,22733.89087482783,,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32535.087286701746,90905.71466169215,32535.087286701757,,,
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95748.80785059021,256084.92591603653,95748.80785059022,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142631.69101177776,202055.54449221323,142631.69101177776,,,
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153588.64380331113,219642.54042315655,153588.64380331113,,,
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197626.28965554736,266717.3628709649,197626.28965554736,,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309556.9698216103,396702.5907004666,309556.96982161043,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638388.1824975262,836211.8609754399,638388.1824975262,,,
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889633.6625485312,966176.5077049232,889633.662548531,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564545.2062482376,440409.6531463517,564545.2062482376,,,
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194767.08889468698,165139.47931541406,194767.08889468704,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151185.03044664906,143551.91657945648,151185.03044664912,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179105.4390539598,186312.35530034665,179105.43905395982,,,
