,Total demand,Primary supply,Primary demand,Scrap demand,Primary commodity price,Original primary commodity price,Total production,Actual demand,Primary commodity price.1,Primary commodity price.2,Primary commodity price old,Mine production - INSG,Mine production - USGS,Primary supply (BGS),Total demand.1,New scrap from first use production,New scrap from end use production,Old scrap,Unnamed: 5,"Primary commodity price, not adjusted for oil"
1993,,,,,2530.9225140546346,2075.34541543707,,,,,,,,,,,,,,
1994,,,,,2653.4279599837514,2686.714471845507,,,,,,,,,,,,,,
1995,,,,,2602.1254782293904,2830.707654881327,,,,,,,,,,,,,,
1996,,,,,2652.1765851645296,3020.944297771102,,,,,,,,,,,,,,
1997,,,,,2490.712165790429,2396.915551211947,,,,,,,,,,,,,,
1998,,,,,2177.4633918486697,2325.600950112766,,,,,,,,,,,,,,
1999,,,,,1846.8474972554973,1879.392374975005,,,,,,,,,,,,,,
2000,,,,,1622.6948769508156,1264.463785172527,,,,,,,,,,,,,,
2001,6482.0,3099.54,,3584.0,1410.8463350223815,1367.864824805241,,,,,,,,,,,,,,
2002,6647.0,2866.318,,3846.0,1384.1176155914713,1276.152449688538,,,,,,,,,,,,,,
2003,6826.0,3186.795,,3649.0,1445.997359275409,1266.358240470597,,,,,,,,,,,,,,
2004,7141.0,3194.841,,3746.0,1531.8606290535758,1745.748777820453,,,,,,,,,,,,,,
2005,7652.0,3497.014,,4316.50818139284,1903.1169340488718,1573.862503592217,,,,,,,,,,,,,,
2006,8042.622302158272,3582.859,,4854.74820134802,2076.3374211549512,1797.181173696075,,,,,,,,,,,,,,
2007,8243.844604316537,3715.991,,5198.26137673411,2183.0984515970513,3132.433974665019,,,,,,,,,,,,,,
2008,9064.503956834527,3819.384,,5444.46113661928,2364.1374051916137,2132.460676000992,,,,,,,,,,,,,,
2009,9174.295683453227,3888.839,,5812.61196206135,2486.6019006803326,2279.553930030955,,,,,,,,,,,,,,
2010,9810.293525179844,4360.026,,6083.04286845065,2266.6042949174325,2479.057271565026,,,,,,,,,,,,,,
2011,10504.199999999899,4771.489,,5963.31873539522,2243.739952115478,2409.503651139671,,,,,,,,,,,,,,
2012,10623.157194244588,5113.128,,6209.41245087556,2182.0023105725486,2032.445945850517,,,,,,,,,,,,,,
2013,11329.666187050343,5309.986,,6357.98066204532,2136.1418966243427,2018.138961991223,,,,,,,,,,,,,,
2014,11171.206834532331,5320.74,,6335.90575177277,2136.8607971611755,1970.865722316305,,,,,,,,,,,,,,
2015,11190.713669064722,5038.987,,6581.92877098322,2254.2534512335146,2249.755201823999,,,,,,,,,,,,,,
2016,11261.582374100692,4858.175,,7169.52081815783,2282.9734027953773,2413.098153823832,,,,,,,,,,,,,,
2017,12104.0,4482.662,,7269.27325496988,2288.2274473519183,2619.409216212214,,,,,,,,,,,,,,
2018,12290.0,4471.639,,7674.0,2295.8790863197437,2161.738719800539,,,,,,,,,,,,,,
2019,12244.0,4818.746,,7599.0,2211.3187431516003,1997.135945099008,,,,,,,,,,,,,12417.746,
2020,11375.0,4543.981,,7427.0,2035.4441769607613,2288.013396663127,,,,,,,,,,,,,,
2021,12205.0,,,7717.0,2003.870541250817,1990.296437983113,,,,,,,,,,,,,,
2022,,,,,2006.1154066347533,1740.03638525802,,,,,,,,,,,,,,
