,,Total demand,Scrap demand,Scrap supply,Conc. demand,Conc. supply,Mean mine grade,Mean total minesite cost,Mean total cash margin,Old mine prod.,New mine prod.,Old mine grade,New mine grade,Old mine cost,New mine cost,Old mine margin,New mine margin,Number of operating mines,Number of mines opening,Number of mines closing,Ref. demand,Ref. supply,Sec. ref. cons.,Direct melt,Spread,TCRC,Refined price,Refinery pri. CU,Refinery sec. CU,Refinery SR,Pri. ref. capacity,Sec. ref. capacity,Pri. ref. prod.,Sec. ref. prod.,Additional direct melt,Additional secondary refined,Additional scrap,SX-EW supply,Primary supply,Primary demand,Mine production,Collection rate construction,Collection rate electrical,Collection rate industrial,Collection rate other,Collection rate transport,Old scrap construction,Old scrap electrical,Old scrap industrial,Old scrap other,Old scrap transport,Old scrap collection,New scrap collection,"Construction demand, global","Electrical demand, global","Industrial demand, global","Other demand, global","Transport demand, global","Construction demand, China","Electrical demand, China","Industrial demand, China","Other demand, China","Transport demand, China"
0,1981,188.8996883467662,1e-09,,,149.62573131651257,1.1672571621334986,11570.933038053065,12760.918921767,149.62573131651257,0.0,1.1672571621334986,0.0,11570.933038053065,0.0,12760.918921767,0.0,49.0,0.0,0.0,188.8996883467662,,,0.0,,1251.5361637265155,25585.85678333333,,,,,,,,0.0,0.0,0.0,0.0,,,149.62573131651257,,,,,,,,,,,,,34.28219332368525,49.35962758898823,46.20729981638965,43.756810928551616,15.293756689151447,1.415927404176947,2.0386574657967054,1.9084596328276395,1.8072492365977184,0.6316646372221143
0,1982,192.6776821137016,1e-09,,,146.95454543348524,1.1690131254178977,11630.15109956139,12701.905261719914,146.95454543348526,0.0,1.1690131254178977,0.0,11630.15109956139,0.0,12701.905261719914,0.0,49.0,0.0,0.0,192.6776821137016,,,0.0,,1251.5361637265155,25585.85678333333,,,,,,,,0.0,0.0,0.0,0.0,,,146.95454543348524,,,,,,,,,,,,,34.96783719015896,50.346820140768,47.13144581271746,44.63194714712266,15.599631822934482,1.611154673318466,2.3197464033992747,2.171596966906108,2.056431738524191,0.7187581999106791
0,1983,196.5312357559756,1e-09,,,148.5890402037887,1.1717796604101027,11656.32038623307,12675.958822661492,148.58904020378867,0.0,1.1717796604101027,0.0,11656.32038623307,0.0,12675.958822661492,0.0,49.0,0.0,0.0,196.5312357559756,,,0.0,,1251.5361637265155,25585.85678333333,,,,,,,,0.0,0.0,0.0,0.0,,,148.5890402037887,,,,,,,,,,,,,35.66719393396214,51.353756543583344,48.074074728971794,45.5245860900651,15.91162445939317,1.73287059523992,2.494993433861078,2.3356519339716835,2.211786459624599,0.7730573422522043
0,1984,200.4618604710951,1e-09,,,148.6512316045896,1.1730193065161365,11686.00751178822,12646.40966806293,148.65123160458958,0.0,1.1730193065161365,0.0,11686.00751178822,0.0,12646.40966806293,0.0,49.0,0.0,0.0,200.4618604710951,,,0.0,,1251.5361637265155,25585.85678333333,,,,,,,,0.0,0.0,0.0,0.0,,,148.6512316045896,,,,,,,,,,,,,36.38053781264138,52.38083167445502,49.03555622355124,46.43507781186641,16.22985694858103,1.958002697608619,2.8191394599430057,2.6390965372449937,2.499138635265254,0.8734918612467983
0,1985,204.47109768051695,1e-09,,,148.2657598891302,1.1760477550515849,11707.652226399798,12624.941156570912,148.26575988913018,0.0,1.1760477550515849,0.0,11707.652226399798,0.0,12624.941156570912,0.0,49.0,0.0,0.0,204.47109768051695,,,0.0,,1251.5361637265155,25585.85678333333,,,,,,,,0.0,0.0,0.0,0.0,,,148.2657598891302,,,,,,,,,,,,,37.1081485688942,53.42844830794412,50.016267348022254,47.36377936810373,16.554454087552653,2.7246072627609155,3.922899522394809,3.6723655188457696,3.477610773777997,1.2154846732449676
0,1986,208.5605196341273,1e-09,,,154.43378419599685,1.236186025292069,11408.747580697338,12925.409916661298,154.43378419599685,0.0,1.236186025292069,0.0,11408.747580697338,0.0,12925.409916661298,0.0,50.0,0.0,0.0,208.5605196341273,,,0.0,4661.0,1251.5361637265155,25585.856783333336,,,,,,,,0.0,0.0,0.0,0.0,,,154.43378419599685,,,,,,,,,,,,,37.85031154027209,54.497017274103,51.01659269498271,48.311054955465806,16.885543169303702,2.3706597676719183,3.4132846217758983,3.195296917358773,3.0258423155870955,1.0575838406023306
0,1987,212.73173002680983,1e-09,,,150.80756633149434,1.210654023838271,11563.496498918572,12769.344006959484,150.80756633149437,0.0,1.210654023838271,0.0,11563.496498918572,0.0,12769.344006959484,0.0,50.0,0.0,0.0,212.73173002680983,,,0.0,4661.0,1251.5361637265155,25585.856783333333,,,,,,,,0.0,0.0,0.0,0.0,,,150.80756633149434,,,,,,,,,,,,,38.60731777107753,55.58695761958506,52.036924548882354,49.27727605457512,17.223254032689777,2.227036177351071,3.2064948500627635,3.0017136703359912,2.84252527320267,0.9935113868812367
0,1988,216.98636462734603,1e-09,,,161.0204648224788,1.214329534537523,11220.268127603487,13112.947353731492,161.0204648224788,0.0,1.214329534537523,0.0,11220.268127603487,0.0,13112.947353731492,0.0,51.0,0.0,0.0,216.98636462734603,,,0.0,4661.0,1251.5361637265155,25585.85678333333,,,,,,,,0.0,0.0,0.0,0.0,,,161.0204648224788,,,,,,,,,,,,,39.37946412649908,56.69869677197677,53.077663039860006,50.26282157566662,17.567719113343575,2.1103720330523306,3.0385213875365102,2.844467748450648,2.6936184965556125,0.9414659118322328
0,1989,221.32609191989297,1e-09,,,175.49887443517184,1.2240610195092048,10687.038681692278,13642.776348876332,175.4988744351718,0.0,1.2240610195092048,0.0,10687.038681692278,0.0,13642.776348876332,0.0,54.0,0.0,0.0,221.32609191989297,,,0.0,4661.0,1251.5361637265155,25585.856783333333,,,,,,,,0.0,0.0,0.0,0.0,,,175.49887443517184,,,,,,,,,,,,,40.16705340902906,57.83267070741631,54.13921630065721,51.26807800717996,17.919073495610444,2.3278053867129844,3.3515827270132847,3.1375355830497704,2.971144209565254,1.0384659134247445
0,1990,225.75261375829083,1e-09,,,168.74269293650138,1.2198753441640018,10928.640043608482,12418.875226408454,168.74269293650136,0.0,1.2198753441640018,0.0,10928.640043608482,0.0,12418.875226408454,0.0,54.0,0.0,0.0,225.75261375829083,,,0.0,4661.0,1251.5361637265155,24600.8905175,,,,,,,,0.0,0.0,0.0,0.0,,,168.74269293650138,,,,,,,,,,,,,40.970394477209645,58.98932412156463,55.22200062667036,52.29343956732357,18.27745496552265,2.522996258374965,3.632619259391421,3.4006238587370863,3.2202802547899805,1.1255432386984243
