,,Total demand,Scrap demand,Scrap supply,Conc. demand,Conc. supply,Mean mine grade,Mean total minesite cost,Mean total cash margin,Old mine prod.,New mine prod.,Old mine grade,New mine grade,Old mine cost,New mine cost,Old mine margin,New mine margin,Number of operating mines,Number of mines opening,Number of mines closing,Ref. demand,Ref. supply,Sec. ref. cons.,Direct melt,Spread,TCRC,Refined price,Refinery pri. CU,Refinery sec. CU,Refinery SR,Pri. ref. capacity,Sec. ref. capacity,Pri. ref. prod.,Sec. ref. prod.,Additional direct melt,Additional secondary refined,Additional scrap,SX-EW supply,Primary supply,Primary demand,Mine production,Collection rate construction,Collection rate electrical,Collection rate industrial,Collection rate other,Collection rate transport,Old scrap construction,Old scrap electrical,Old scrap industrial,Old scrap other,Old scrap transport,Old scrap collection,New scrap collection,"Construction demand, global","Electrical demand, global","Industrial demand, global","Other demand, global","Transport demand, global","Construction demand, China","Electrical demand, China","Industrial demand, China","Other demand, China","Transport demand, China"
0,1981,16746.183357267764,1e-09,,,14112.677688168293,20.58006789851949,647.9105193592839,1010.8553121744328,14112.677688168287,0.0,20.58006789851949,0.0,647.9105193592839,0.0,1010.8553121744328,0.0,38.0,0.0,0.0,10764.45300088622,,,6042.151875132874,,94.84222039237764,1753.574589333334,,,,,,,,0.0,0.0,0.0,0.0,,,14112.677688168293,,,,,,,,,,,,,4417.461926271439,2201.145600226464,2044.2150189033723,3737.219396805666,4346.141415060823,146.93786238102092,73.21661956227851,67.99664380545539,124.31098186714064,144.56553102058865
0,1982,17416.03069155848,1e-09,,,14043.268974693026,20.74917409528633,646.6358840831031,1012.1491014070798,14043.268974693026,0.0,20.74917409528633,0.0,646.6358840831031,0.0,1012.1491014070798,0.0,38.0,0.0,0.0,11195.03112092167,,,6283.837950138191,,94.84222039237764,1753.574589333334,,,,,,,,0.0,0.0,0.0,0.0,,,14043.268974693026,,,,,,,,,,,,,4594.160403322297,2289.1914242355238,2125.983619659508,3886.708172677893,4519.987071663259,170.47595544495266,84.94524809380391,78.88908026800294,144.22445694186328,167.72359843670236
0,1983,18112.671919220826,1e-09,,,13986.393875463433,20.919460196353835,645.3428259909739,1013.461221795502,13986.393875463433,0.0,20.919460196353835,0.0,645.3428259909739,0.0,1013.461221795502,0.0,38.0,0.0,0.0,11642.83236575854,,,6535.191468143719,,94.84222039237764,1753.5745893333342,,,,,,,,0.0,0.0,0.0,0.0,,,13986.393875463433,,,,,,,,,,,,,4777.926819455189,2380.759081204945,2211.022964445888,4042.1764995850094,4700.786554529788,186.9498829855192,93.15392396460518,86.5125189440611,158.16157345214455,183.9315522227805
0,1984,18837.178795989657,1e-09,,,13918.874492829187,21.06581468294973,644.2112268013761,1014.6097081581156,13918.874492829193,0.0,21.06581468294973,0.0,644.2112268013761,0.0,1014.6097081581156,0.0,38.0,0.0,0.0,12108.545660388883,,,6796.599126869469,,94.84222039237764,1753.5745893333342,,,,,,,,0.0,0.0,0.0,0.0,,,13918.874492829187,,,,,,,,,,,,,4969.043892233397,2475.989444453142,2299.463883023724,4203.863559568411,4888.818016710981,215.38007243594595,107.32020031669848,99.66881123018037,182.2138136847332,211.90273247759652
0,1985,19590.66594782924,1e-09,,,13843.756853628212,21.191994965598,643.2157683662231,1015.6202367424872,13843.75685362821,0.0,21.191994965598,0.0,643.2157683662231,0.0,1015.6202367424872,0.0,38.0,0.0,0.0,12592.887486804437,,,7068.463091944246,,94.84222039237764,1753.5745893333342,,,,,,,,0.0,0.0,0.0,0.0,,,13843.756853628212,,,,,,,,,,,,,5167.8056479227325,2575.029022231268,2391.4424383446726,4372.0181019511465,5084.370737379419,305.58308456359754,152.26681594934098,141.41095982574433,258.5265136468794,300.6494049593032
0,1986,20374.292585742405,1e-09,,,13738.675218046224,21.28723884620545,642.4480978707395,1016.4000531560916,13738.675218046224,0.0,21.28723884620545,0.0,642.4480978707395,0.0,1016.4000531560916,0.0,38.0,0.0,0.0,13096.602986276612,,,7351.201615622014,706.0,94.84222039237764,1753.5745893333342,,,,,,,,0.0,0.0,0.0,0.0,,,13738.675218046224,,,,,,,,,,,,,5374.517873839642,2678.030183120518,2487.10013587846,4546.898826029192,5287.745566874595,271.0989261676216,135.0839505850927,125.45314611193228,229.35255181293155,266.72199789395944
0,1987,21189.264289172104,1e-09,,,14387.403859656892,21.646976181180065,622.3031871494024,1036.585599183237,14387.40385965689,0.0,21.646976181180065,0.0,622.3031871494024,0.0,1036.585599183237,0.0,41.0,0.0,0.0,13620.467105727676,,,7645.249680246896,706.0,94.84222039237764,1753.574589333333,,,,,,,,0.0,0.0,0.0,0.0,,,14387.403859656892,,,,,,,,,,,,,5589.498588793226,2785.1513904453386,2586.5841413135986,4728.77477907036,5499.255389549579,259.66834353889124,129.38828708392666,120.16355469621426,219.68215830872825,255.47596354433665
0,1988,22036.83486073898,1e-09,,,14740.391095869494,21.61936692042785,611.6676752242213,1047.5365589900025,14740.391095869496,0.0,21.61936692042785,0.0,611.6676752242213,0.0,1047.5365589900025,0.0,42.0,0.0,0.0,14165.28578995678,,,7951.05966745677,706.0,94.84222039237764,1753.5745893333335,,,,,,,,0.0,0.0,0.0,0.0,,,14740.391095869494,,,,,,,,,,,,,5813.078532344955,2896.5574460631524,2690.0475069661416,4917.925770233173,5719.225605131562,250.8903318444197,125.0143542368515,116.10146120419542,212.25586780130655,246.8396740179135
0,1989,22918.308255168555,1e-09,,,19259.393081453472,21.691844898443385,532.6921396805174,1125.6263073076489,19259.393081453472,0.0,21.691844898443385,0.0,532.6921396805174,0.0,1125.6263073076489,0.0,47.0,0.0,0.0,14731.89722155506,,,8269.102054155044,706.0,94.84222039237764,1753.5745893333335,,,,,,,,0.0,0.0,0.0,0.0,,,19259.393081453472,,,,,,,,,,,,,6045.601673638756,3012.4197439056798,2797.649407244788,5114.642801042503,5947.994629336827,282.1660375361312,140.59850258408923,130.57453836227342,238.71544479612317,277.6104292752727
0,1990,23835.040585375296,1e-09,,,17690.932331355514,21.77726481872427,552.6200644299787,1105.990950628914,17690.932331355514,0.0,21.77726481872427,0.0,552.6200644299787,0.0,1105.990950628914,0.0,47.0,0.0,0.0,15321.17311041726,,,8599.866136321247,706.0,94.84222039237764,1753.5745893333333,,,,,,,,0.0,0.0,0.0,0.0,,,17690.932331355514,,,,,,,,,,,,,6287.4257405843055,3132.9165336619067,2909.55538353458,5319.228513084202,6185.9144145103,311.8227839161775,155.37595124148368,144.29842945035557,263.8053651321665,306.7883635347007
