,,Scrap demand,Grade,collection_elas_scrap_price,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,direct_melt_elas_scrap_spread,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry
Ta,59,-0.05496931494403214,0.012266591529161042,0.006332663692267299,0.012977254160588408,0.08997772724663346,0.0012760258791854229,-0.007473626274971503,0.01505959021992427,-0.008037045505338668,-0.012510625314600085,-0.005915143703916591,0.0122452074069128,0.006837673684604166,-0.0111040287851102,0.005982901846097963,-0.008943104069943955,-0.01673177004360898,-0.030373704933304137,0.0038743433978060448,-0.016650182094687896,-0.013461027121808368,-0.013194032453362722,0.02188534115469148,0.002874568883770549,0.005482755286923686,-0.07742460966011709,-0.010818481093915899,0.006340848425958688,0.037140677230186755,0.007856642057080476,0.003984052052257901,0.00160603808345147,0.004812169797607356,0.0040289759830359215,0.01724766063260176,0.09977912621093635,0.002455059968553824,0.0055558070421854,0.014375790238616848,0.003735388289169282,0.004208617028673534
Al,29,0.27840438245196836,-0.0007598340619458129,-0.007987230768159817,-0.005826121580195554,-0.008896970527601175,-0.020789013366782908,-0.0003345868762798965,0.011519113231751558,-0.006668439579730217,-0.006555564574665288,0.0009546956808370994,-0.01250838626258755,-0.001415099049123433,-0.005041374536437668,0.004377633382701601,0.009934206083792876,0.013225461213806496,0.03554131383881364,-0.00013117818889509412,0.003907417372569913,0.002804176835526347,-0.008323456873863691,-0.00162650624271265,-0.0020569324201091424,0.000498431718559579,0.03818050005361185,0.011774455406633825,0.0022946365631585004,-3.870392522686227e-05,0.0019490527360255744,-0.012468918139092145,0.0035963746328217146,3.2092191950704198e-06,0.00013466605299338832,-0.002180273014988901,0.0025966742247634208,-0.0007526537245837208,-0.0012837751275374804,0.0035875375393878226,0.00030996438353894916,0.0004802248725487732
W,936,0.017506526050128833,-0.012560499046313442,-0.010310813305377114,-0.015884972771589165,-0.0006408117072379073,-0.030159113313556994,-0.0031049657278450233,0.013508781894666708,-0.0031881635490742313,-0.010010754593187702,-0.016733755804462496,-0.0032935588749389852,-0.0016327294652117438,-0.008693417383584123,-0.008952730093804736,-0.041358527878687386,-0.01131171228007112,-0.0746400713492287,-0.012782256419539267,-0.015109776608614291,-0.00967505769909693,-0.0034130565377015563,-0.01304576650050459,-0.004087160604719663,-0.008292368969995875,0.03201027586166678,-0.017257856261105424,-0.01044355079008816,-0.0262075426711501,-0.0031316755779247957,-0.00010059377710550666,-0.0031570841292836893,-0.0032619038399839674,-0.0019448351507735985,-0.013931524673420015,-0.0052524664304922876,-0.003851148066002371,-0.014972276800490122,-0.00018725582856564087,-0.0004166893208358934,-0.00043439942202954355
Au,79,0.09851548691744194,0.00795196182726874,0.004400446390921769,0.019634470590517986,0.031507367242903234,-0.004528928067376059,0.0018608909105405109,0.021834334059050806,0.00021977775334770295,0.002605559641315106,0.0014189601625249017,-0.0037034169785444613,-0.004015473772519117,-0.0037598781129580907,0.010845938315683376,-0.023013899691093926,-0.008813028553583143,0.07814346277926018,0.011216049472865697,0.002471330284881329,-0.005189387906868399,0.0022606423501117068,-0.003407635865318831,-0.0031873110059139104,-0.01747272490671272,-0.002788151215326161,0.02787221996587502,-0.0019284259826179077,0.0014804928480544365,0.004664329036224149,0.0007531563109892686,-0.0012029863846162987,0.0003716561669948169,-0.005343611030652742,0.006853714843599783,0.001179123078092403,-0.0027709012610048034,0.0035365078551909995,-0.002122814888169292,-0.002500639904900508,-0.003254969977694344
Cu,861,0.46705736628992406,-0.005119094363046994,0.0019094621757601655,-0.014830126462015942,0.019200763617739307,-0.06200578760343742,-0.012074466069669968,-0.018995350776493232,-0.002909371026360705,-0.004111642188251319,-0.006033721329777242,-0.0014769425983024642,0.002074956821652038,-0.006651877800696447,0.009207217164164835,-0.0025714242745463463,0.0023834001157072788,-0.013543089193596987,-0.016509782338023433,-0.0016334814967644627,0.0025238171786426756,-0.005989141043958447,-0.03157968483664295,-0.032099537427405324,-0.0028481519018757257,-0.02269679247014007,-0.012670014329937697,-0.0006360713105843149,-0.010715036573078748,-0.001801581647472982,-0.014263769859259333,-0.002341019462246831,-0.002199511129625128,-5.2212955024842914e-05,-0.005776187360979329,-0.021903445370525035,-0.0023658553651094466,-0.0014866697624942953,-0.0031959151887157116,-7.821000349590841e-05,8.085067856678776e-05
Sn,941,-0.34676836274549366,-0.0028338693376149067,0.005456171518615352,-0.0035366748393645727,-0.013619588853814696,0.016034542190016904,-0.005739660447046995,0.016567925134454493,0.007180425293689856,0.013404080757533202,0.009101707132491596,0.0022086970441755403,0.01158843944126033,0.013470721539684443,0.015114645640092064,-0.016224080853234523,-0.009768884647861714,-0.005854771357359351,0.021063647635575035,0.006060842479391109,0.012525456783633624,0.03211663827502097,-0.0003800701663532559,0.013891904678362894,0.014263578480372678,0.061276804509251145,-0.015026347499521241,-0.008399174898913349,-0.028939197729043537,-0.008005318715803521,0.004628337516420356,-0.005317178514539885,-0.0029209112596348345,0.0003086514385022468,-0.00488385722713146,-0.06438533528098428,0.0005762822401628871,-0.0017894767686695505,-0.010189305740523109,0.00023749596739082668,0.0002862217952769711
Zn,752,0.4953450435838085,0.0018171367841853061,0.0040622370397068435,-0.00606905467471401,-0.012060827624012116,0.08748623136973228,0.01956481363420943,0.008287617797462876,0.01114747475797941,0.0015202857138198796,0.008787179176483617,0.005749780218117514,0.004895464823928212,0.001289145057078527,0.015068752230806436,0.0012047852080167487,0.0030088481941376822,0.04528285293190374,0.01911602292303713,0.003254336018553054,0.008119188792913914,0.022542291562162812,0.002407551303230353,0.039229029882036096,0.00766875757859756,-0.0017819820276253663,-0.005432270421005976,0.0033290937950893546,-0.0058139100820112834,0.003861817994962146,0.015800322992032885,0.00037513278817621914,0.0011443692612515064,0.0023627344372566255,0.0038572599845811627,-0.006044393686531047,0.00041829832556593353,0.005156310824229104,0.004620594708378464,0.0010614189632189117,0.0011963080186819786
Pb,499,-0.18374360081940122,-0.007905488577848762,-0.002974693971689432,-0.013561529460271721,-0.03133716010922236,-0.003019440218986589,-0.024125093038125954,0.012785475830812663,0.006426076937376944,-0.0038966177109343194,-0.02800216244689956,-0.007763125184369668,-0.047452837992607695,-0.004748340429824228,0.033494327248063796,0.013958012250488443,0.007030153446091528,-0.17286798380947765,-0.0010317504945211381,-0.0021614616385816454,-0.0022127184991640615,0.013209231247559846,-0.012866509938208894,0.009678688964809196,0.0009284393401272046,-0.1569554562743269,-0.01187382311479337,-0.0024717691037251686,-0.016493951500227026,-0.023378659776745178,0.007577397452998727,-0.004929272618788085,-0.003142643686402551,0.00023920546411701455,0.009968663893161136,-0.0035041451893098085,-0.007305460246912744,0.0005537654267185622,-0.01707172870573238,0.0005312699206141458,0.0007014025054640549
Ni,778,0.33815876652337123,-0.0029711547050697926,-0.003943580948171821,-0.0035170786455210553,0.007539237676163918,-0.0050396892416756395,-0.003022017518227292,0.009713519675711275,0.0004096277494943295,-0.009630741518486396,-0.0009851885662599364,0.0008936886771491828,0.00010048231840694554,-0.00957898828861976,0.0008671291971222941,-0.025802403316379036,0.013277203399631527,0.03371213350696421,0.006287669916159797,-0.003115912250517494,-0.0012315594182086475,-0.009207591710613122,0.0009684984773163634,-0.002930239513776833,0.0018147094168326776,0.02881899449169246,-0.013498392061560439,8.104080746769821e-06,-0.008761785245978971,0.0022015892547224488,0.0020655751067817697,-0.0024195016380572773,-0.0013633537412556587,0.0007512350648267049,0.00042486732567391193,-0.0014847207332828142,0.002220775452034611,-0.0014146611520029916,0.0015247121233773963,0.00018973678957550193,0.00029188505504234094
Au,415,-0.801547460905325,0.047642556901145154,0.012292978162423475,0.009850775766618917,0.10587775147576875,0.011763349539848877,0.013863652412144956,0.05973392962606369,0.021674752827373103,0.015618469607406517,0.0056152863306433865,0.03778957035267043,0.014632792707180414,0.007517292171059756,-0.0012704993710369432,0.04398895689985058,0.0034031263578761808,0.21863222320794942,0.005205315189466983,0.024218194369834654,0.02655596292980727,-0.000446456009933854,0.20342701685833114,-0.007163009986474915,0.01665893629696617,-0.03338306143636926,0.03674234870454926,-0.0029241982041329577,0.08261255799201055,0.02279198180212766,0.011940959231066839,0.0028409894012722953,0.011566966713873124,0.004937371681129815,0.11380970390228413,0.05437138275795322,-0.00179089783654864,0.010584221370118902,-0.0020501343076970743,0.00553586052405508,0.006385012825161279
Sn,364,0.18911803240754185,-0.0014556573817238886,-0.0015782135426276019,0.0001596331976901039,-0.04763099671253052,0.0019510299232117594,-0.0024092389921072585,0.004058759787284379,0.0034692203714530383,-0.0023263176497303876,-0.006879515709809843,0.009206803877183008,0.00697675688709927,0.001963444054032826,-0.05147333868458433,-0.005622537581016603,0.005256600377255268,0.162379376691056,0.013936592276177289,-0.0026879061629709166,0.0014009170688160154,0.013189282746358388,0.0009394307389897997,0.007257572859047459,0.0013872416359581455,-0.04179520905161321,-0.01147743646041329,-0.006457619799312309,-0.014108181231004007,-0.0009685287492793176,0.00607261129509455,-0.0033108131932738723,-0.0011849083327262807,-0.000527842270971273,-0.002560882251734701,-0.029387683083270926,0.0003443278442351392,-0.001127018502936351,-0.0024384335326961435,0.0001674796311622266,-7.279290843402198e-05
Sn,779,0.5375952279364797,-0.0026252087264477335,0.0008446970444100793,-0.010288135794513893,-0.04416237980430583,-0.0003890563577460679,0.0026888845846189647,-0.007666822542804065,0.0034341003401902994,-0.001466062325672741,-0.00413280723072971,-0.005712917357173189,0.0008646044284624656,-0.002658600099625701,0.01414850704001046,0.01614662909232487,0.007694992463658039,-0.059557876241641966,-0.001830947801402967,-0.0062670019039627566,-0.005688014494114521,0.023079788530452228,-0.0019869976326961896,0.009145551736357211,0.007490667297950298,-0.06838506867230362,-0.004828908624530166,-0.0025105999559732906,-0.013762128852839913,-0.00047700173324567876,0.0042081757541412015,-0.001630898001701337,-0.0014186733460943685,0.0022740285241936824,-0.0010626183187950956,-0.02353674632392453,0.0003122593132958159,-0.002368062689431032,-0.002911413728135631,0.0005897553567527648,0.0009047958743386381
W,60,-0.3350323193629573,-0.010624244682614702,-0.0023899358253245055,-0.005999629191784645,-0.0033996471503813077,-0.006567077386056275,-0.00473720496997597,-0.279104034070827,0.01279377029288003,-0.010754694436817286,0.010811681183452023,-0.0024787208398872884,0.0011734283819254693,0.007365690677738219,0.024150544545543808,0.012722224992992352,-0.01177242486883738,-0.042155911386874315,-0.054765036372140134,-0.0018623880744011681,0.002318728146919623,-0.08059838828744449,-0.005475029701368466,-0.035440924439468814,-0.0041776286892263445,-0.13491869069209403,-0.03148975167972518,-0.01012463660734384,-0.04428844086196465,-0.005137390122485147,0.0021411918006759597,-0.005759485862363157,-0.004195536494921146,-0.00034452570986514555,-0.03442989222222412,-0.01520685856169502,-0.006863199069722607,-0.025645823419048776,-0.0019003812090152602,0.003183809892487066,0.002194459519337505
W,347,-0.25622990588375183,-0.0011021945675642351,0.007949273123999233,-0.0004432336512644763,0.03527176290375362,0.00906982210347025,0.00035932246504523363,0.03350752618964726,0.012678769389543508,0.008174273344301488,0.0067902585872904615,0.004226900601599727,0.0016830473546506231,0.0027256888086876953,0.010033951602120492,0.04029713585571676,-0.0062627494014940305,0.02142802157368068,-0.009065397990786124,0.004527257261276465,0.008738727138046607,0.049306795128266696,0.0013328429173972065,0.012580904535439122,-0.005877219487563324,0.047728356389706295,-0.010978502299357139,0.009233974818370138,-0.017380182619765733,0.0025544569286851766,0.009889942959724556,-0.0015415485771618556,-0.00028882787393308103,0.0011286899653463176,-0.008638566478496213,0.03114600721090027,-0.001172708403215967,-0.006373446601805632,0.008990665986004884,0.0010674535495276342,0.0008392038748200496
Steel,443,0.41227796791428023,-0.000706400531383883,9.202394961151274e-05,-0.0069617841783819745,-0.02258175601593158,-0.006675376010616704,0.0024937010927722513,0.011465277087054537,0.0005742430585221743,-0.002324494981045507,-0.0061923428748640935,-0.0016498029691823888,-0.000311473631439014,0.0007444379183287599,0.00709316466383136,0.009675897704771709,-0.005453885977172398,-0.009673841819012225,0.009565044934028495,-0.002806881399228592,-0.0032683498097815155,-0.0016395475911478675,0.0027212142364232846,0.005579102305446719,0.002441309985704166,0.04840606392196067,-0.006574714870848232,0.0008962722592833136,-0.004221751306409691,0.0020731455484301513,-0.0005338196476780937,0.0033205019894011617,0.003183365284460242,0.0022025555841345443,-0.001802224720924374,0.0035289684019229385,0.0019539153379793577,0.0014022034263731313,0.0006590567075746896,0.0012946791703521278,0.0009598227537102149
Steel,928,0.44000820575481964,0.006196910840427625,0.0037152161194794384,0.0056973160154873,-0.014753317443272693,-0.011061677477265837,-0.0010517049606536956,-0.0016638774463109162,0.006302842881857699,0.005051993309571973,0.0071443609993172875,0.004568914176197775,0.00508862116484916,0.012689104090497717,0.014759408820660007,-0.0014090129046240851,0.004226705583052278,-0.0093652892857532,0.008357666435161998,0.003508877402368784,0.008892878658306957,0.00833050953900615,0.004685713163993696,0.01833032552917246,0.006554374712490545,0.06633132570459903,-0.004378068576665766,0.0031309964586203926,-0.004332329375952682,0.0045949794718600934,0.005148315084973797,0.011968961306589955,0.010353818830567643,0.0036442994610467504,-0.0007171147508267373,0.0065976095388907835,0.002664294236789785,0.003331911866935714,0.002982937695371756,0.0010495199719225705,0.0016111901365825853
Pb,972,0.5239175009014251,0.003952344219272157,0.004109259688414806,0.005049622157511781,0.0365966146193404,0.014379233762829206,0.0013226184991299002,-0.009755632585116367,-0.00048435012096142223,0.005615475928924388,0.005272092331440995,0.015759916851705247,0.009394550019018443,0.013965406608005564,0.017863154539244305,0.03107115980644581,0.003576176464254644,-0.016051458562711705,-0.009260473649609286,0.007909456196660353,0.009451212101434384,0.0077904585705264075,0.008653686162815805,0.014908755871515375,0.011119796195599338,0.02352344757961776,-0.0034846864868211796,0.0008988131791535016,0.003825004874736439,0.006110149890506948,0.007407372753993233,-0.001259499596505419,0.00013348786023802435,0.0048076924953463825,0.011412886706688408,0.006929678248849174,-0.002294023284949169,0.003909290528839611,0.01239005963520254,0.001399317334468805,0.002073392570998022
Ta,501,-0.18353091031034463,0.024092199565612826,-0.009030586975279392,-0.007050956455941251,0.10397502152079988,-0.005429001863734024,0.0030794626766094376,0.018731246359527942,-0.011070140850985583,-0.006064650193275604,-0.0028144456334067798,0.015114604535803232,0.007789454846708378,-0.004691230316777176,0.013186382143429147,0.0015021154450704146,0.012553596053775531,0.05541070527324438,0.004187542515471519,-0.0011339736395194824,0.012387975782580024,0.020794904106641057,0.032613906893445885,0.01622896853697505,-0.006004814065156477,-0.07859736233151192,-0.01325906574537493,0.0043478937055317374,0.07977755033726552,0.009436774715286948,0.005274540411798197,-0.00010666380475620707,0.004951986695411243,0.0024578485535959324,0.02970459506214182,0.05844027103475425,0.0035741787743172205,0.005831910162352814,0.010525145137642437,0.0022889243563930387,0.0019379924764150235
W,1050,-0.2321703642280086,0.000846152797198635,-0.0016096114812066819,0.009192857763927318,0.030459507205124605,0.0069647071206476166,0.007073837834015704,-0.03713303156704835,0.01724912391630601,0.005368849954187105,0.009216354353252338,0.001230493123554396,0.014688031881353592,0.007697949853494002,0.02025462585508703,-0.00037742900343218334,0.01578784682434534,-0.09150380075742363,0.010677157502309399,0.006034546691778697,0.006802375975499826,0.028132265869292905,-0.00887593386725923,-0.0066712105138447,-0.004800192101223572,0.11711734008582365,-0.003809207888271661,0.004987734592457717,-0.02197254722469327,-0.0012684249396519435,0.012061279744940267,-0.0001510858198936859,-0.0008028530067090605,0.0015607709237976729,-0.0177132516504924,0.012229308301557653,-0.002876003822747464,-0.01075892989019382,0.004577210942112475,0.001991881299829352,0.0012467361749721809
Zn,1087,0.22935153433556368,0.0010930603483628213,0.0021397939121793738,0.00022746618339851218,-0.021334830504697214,0.020855469864942792,0.004627437968345235,0.0171089542885075,-0.0005175100638887108,0.0031942872420447008,-0.0032690694353426112,0.002519725275026153,0.01443522899835409,-9.556035306651545e-06,-0.0031489620864904072,0.029022124844830677,0.013137281685209308,0.059515929074156794,-0.014840389750470343,0.005057897624105261,-0.00020500838843492194,0.0001392209257780183,0.0028517297107317568,0.006285108806025074,0.0030069733365753913,0.04958565512305054,-0.01407190996326484,0.0005073107143924937,-0.006039581475142796,0.0006058175747095194,0.001298475390151391,-0.001987768438344788,-0.0005054084681172265,0.001787315367625535,-0.003298748875658877,-0.00832596676018447,-0.0010493040168763632,0.0011968838265642488,0.007324741021983136,0.0007523341226853758,0.001198520271461857
Ag,293,0.3639059069350499,0.005377431124812252,-0.0022062535759034036,0.027610787608035,0.009922978780667002,0.006547719655657703,0.007388103717382789,0.02807948782729281,0.002908615236558584,0.005968640204476732,0.005485132615127698,0.0020426869883644777,0.00904810301820103,0.0008228738028206515,0.0018762829530025334,-0.013080025066902609,0.012125784421671778,-0.050701948463772226,-0.01985477663075241,0.004408464613471449,0.006930343309380114,0.0013070579839507903,0.003426784671038126,0.00710866098869413,0.00041974817327875995,0.01039926343871572,0.009430126532506104,-0.0003238836689971757,0.022632285122177784,0.002663189631496152,0.004125226920550778,-0.000586135701857037,4.011361837211743e-05,0.0017556067614926474,0.006947642374587523,0.0022935496436221796,0.005067296259568584,0.0016364388102383508,0.0006287768640951574,-0.0007371539620168404,-0.0001674971000796015
Al,456,-0.14431224091508804,0.004335761164018915,0.004147289321875288,0.004381002731539167,0.016125949468328217,0.004832899924740096,0.003573811781612742,0.03775233372051064,0.015287730411435873,0.003089321379415669,-0.0007386937295031333,-0.0006768260954701411,-0.004669469077591122,0.006963578633215977,0.01585264302416035,0.023311671310328547,-0.012395440846853891,0.0941726992461033,0.01539932244978855,0.016250868277378865,0.008992236332046176,-0.023695836419137552,0.0037612699525184463,0.016963302581660296,-0.0005916917952156943,0.08274353469571044,0.09881937265642499,0.008345572753126413,0.010750651240272137,0.010557432523101087,-0.016009420225119676,0.0223863210592158,0.006358751156836078,0.001962303912876395,0.0024341098262468464,0.021405655273762217,0.001151212618570514,-4.896466189048807e-05,0.009228692897518395,0.0010182678931806722,0.0006358521244027616
Ta,696,-0.045384307467998576,0.014658399320129842,-0.015171581401843008,0.0001944570076330116,0.05297023590910321,-0.0003424888489540069,0.002875403016852867,-0.03513336425310121,0.00016290840664456833,-0.020365824888647712,0.0024014885289649155,0.009690428648122099,0.004111620373292164,4.3606271779909764e-05,0.011448854169706436,-0.007559610071633504,-0.022632821250879124,0.025702101328944918,0.003174548176932686,-0.004823538993473619,8.635561220503562e-05,0.023478451574201854,-0.011094361599697651,-0.007696033739973052,-0.005502898115783013,0.019741192681666672,-0.00610227580345167,0.004110278677414557,0.049979103454692815,0.00820482222216433,0.0033679362654861866,-0.0001053878729163861,0.0034949935414073075,0.0012427720961872256,0.014197840458804246,0.0491232407875839,0.0031405711100485033,0.007562256359617356,0.010581922633890229,0.0015493246226111334,0.0014752731383409906
Ta,977,0.27225624382521774,-0.0003113708484460504,-0.005090840228007053,-0.006763193396536079,0.01811416851013483,-0.00688233307540185,-0.02452333883461644,0.014529872228599668,-0.017430810978842186,-0.0017440807933091606,-0.01691292046752086,-0.00032996170360409874,0.003135820286981662,-0.03060064554441546,0.0031133422082537505,0.007335535801929988,-0.02338947673106948,-0.010819980974000611,-0.017385701404646105,-0.005963978148300745,-0.003495504091797756,-0.022379386492725615,-0.006612413107740858,-0.0018280672775813508,-0.0020057332457052482,0.02350917734469006,-0.011900033974244018,0.0018248985860131637,0.02508542331560924,0.004207213993704933,-8.388672462892573e-05,-0.001582604657625285,-0.00019628036385641316,0.001663734328316568,0.0053577284039040595,0.020308572130858432,0.0017286623708041532,0.0017468176954444838,0.007619188865232596,0.0008641606615581551,0.0006123416289843176
Ag,95,0.28855536885987676,0.007039445076551763,0.00036635885951375515,-0.005496659560762747,0.027642550510543453,0.0236940954889581,0.0003239571543314774,0.018232512720368653,0.0011912099659678835,-0.0016676430830496068,0.0020436352214617455,-0.008209471087367921,0.0062937437201672644,0.0006390573011608307,0.009916092580741253,0.010817161341248403,-0.0026224452531121247,0.039491323079072334,-0.01252552563089438,0.0034381339522590263,0.00204797863028901,-0.003325847335151307,0.0024839794141612156,-0.005527129303432778,-0.001009714984086619,-0.021456024611299564,-0.0065215605336475515,-0.0005270661390336901,0.023241584950925948,0.0020700294384540597,-0.0038712103150951144,-0.0013832766793843336,-0.0006109034412151983,0.0011320530758312305,0.007133691432380703,0.0032327637068447837,0.004611219762274729,0.0011592327323813312,0.0007748471662175569,-5.890670007503157e-06,-0.0012577614239118317
Au,108,-1.2044520966639243,0.014344863540259078,0.006446209528222702,0.022222592392938754,0.037760961352528224,0.008692755653785219,0.006617197045272431,0.07495476998992066,0.002187049199143584,0.01616605054367235,0.014129978292241057,0.009872751131761986,0.00048337902315924246,0.01052623976547419,0.05512872651110338,-0.036993016234675595,-0.01938818978140612,0.1114167521198947,0.02313938083754741,0.024750936617339396,0.014603171734484104,-0.014425073805756463,0.004029269697512107,-0.02429154081004609,-0.0032264991517243547,-0.0900231209563908,0.014394871456617681,-0.005801627139409348,0.010137936806818735,0.017434313376364436,-0.0008557209609282191,7.60799215526989e-05,0.0010001294905313104,-0.006786122337416043,0.02671042687421786,-0.0061187116346032785,-0.005759981979077332,0.007228062422416959,-0.0062334905010825,-0.0062532547213656016,-0.006522579774372886
Zn,913,0.12580268235252068,-0.004277307061524561,-0.0031562587248331747,0.001150584778851013,-0.08562019285765979,-0.0014545561765567112,0.0011092242394525336,-0.009251728890032748,0.0050394725743905374,0.004176381102281825,0.005949135009894668,-0.0033566361758839078,0.00579387290170428,0.004050410015142598,0.009947978255294086,0.011001417161057007,0.0048894570605461955,0.07378274997444073,0.010401129404390305,-0.0021878997439406544,0.00426103679419344,0.005670138126835913,0.004447996569992567,0.0036802009452236765,0.004359171753298405,0.09259913110272826,-0.011086672922120894,0.001161839918188303,-0.007417914903985718,0.002094565338226029,-0.005608446429030869,-0.0005318931104986964,-0.0013258129032073674,0.0024314060214245085,-0.00435780556927682,-0.00721919937037468,-0.0009495084936789845,0.001239908075519394,0.0067003700727305505,-0.00038470617991914746,-0.0008946480492441661
Steel,376,0.6245929233222713,-0.0032522715901662476,-0.005581376393887287,-0.012128451776638837,-0.0423352621503345,-0.008193933305697705,-0.01674874658904285,0.008835705474239852,-0.004877604548792324,-0.007031568224785804,-0.003129301348278561,-0.0008191380775521252,-0.0009355146849582485,-0.006107447298948766,0.004848309901336973,-0.01041476907085863,-0.006790559774462145,-0.06688461403326722,0.008441372895241364,-0.0016744043285236317,-0.005054750363100164,-0.007931873346438077,-0.0010206966929871177,0.0002045725783877793,-0.00436780484532455,-0.08990486634743854,-0.009839373716704933,0.00015400379922696217,-0.009528729412952191,0.00022452627509255527,-0.003249079242295202,-0.000495953104874579,-0.0007860788635832291,0.00013415748669359795,-0.004877091282966171,-0.00289428191122546,0.0004689759660368097,-0.001218417046442618,-0.00226199846314182,0.0005860194978275943,0.0007123864169937241
Ni,118,0.2437914215082294,-0.001610369574168075,0.00173978149727249,0.001317714864279304,0.008408945221292577,0.0016751314843531562,0.0017574646320197176,0.024075844923283362,0.004683229339619386,-0.0033312358647058075,0.0007027910540778118,-0.0003973389864683156,0.002428971867490962,-0.00676466072333972,0.007515819759246817,-0.004113485814975314,-0.011303371220430217,0.004810928652985675,0.009526388409382051,0.003415813958373352,0.0005782886849059159,-0.0013891226186105502,0.002420994191873658,0.011309141626910386,0.00041505442954626925,0.0375668209285886,-0.007791234278213719,0.0022963838204244323,-0.007484059324991374,0.0039970257601102946,0.0030782631632435844,-0.0013258955210707348,-4.402598746759431e-05,0.002031746130764917,0.001346885142367347,0.00263619643335529,0.003996165827846004,-0.00036305412812661085,0.0024575273521986714,0.000210095223980794,0.0007553596326320721
W,686,0.26600039895822736,-0.003555826166296091,-0.014081593636609777,-0.01210563966218283,0.00649488686542238,-0.03204817862988923,-0.008337943213862168,0.01063795961131342,-0.005466816234751003,-0.008882243383653106,-0.0035233844672809575,-0.015799421854863244,-0.0039731565780100125,-0.007118684560124528,-0.0006468524198978394,0.006867401366550404,-0.010051418326253097,0.026884125867978673,-0.010865869504375507,-0.0032111700139724145,-0.004596524626500451,0.004543689270021754,-0.004295717465584448,0.001719519458497959,-0.0035165396895481312,0.0359251154137415,-0.006124333754894498,-0.001323397504958873,-0.0076558279090098895,-0.0032033567915256077,-0.002174034865955022,-0.0027419615562339996,-0.002161370267078313,0.0003566478598284274,-0.007957621707083971,0.0006837478558442714,-0.0037321394538273396,-0.012290933988337928,-0.001130176342207581,0.0005941709273929017,0.0005741573293691328
Ni,1097,-0.5818063041331626,-0.0020518669608285633,0.0010798758892518901,0.03536080359001678,0.0497816129865895,-0.028972415849389314,0.011783066912778611,0.07354259254320267,0.007516674919027032,-0.0014988729683125884,-0.010953525835334536,-0.0030095627226732714,-0.0007504040964700457,0.005190361304050517,0.003983011475547358,0.021249115289181133,-0.010092157013257524,-0.04853487758114521,-0.006899340156671559,-0.015322443053814624,-0.005275730393498146,0.015166148138286002,0.0012371546440045028,0.008206692380695121,0.0008656888976107419,0.19500746949978445,-0.007576446190162023,0.013163190935870438,-0.011239119787373608,0.017091733709008402,0.008129512688898619,0.0014936810704755947,0.0005523109597104516,0.0019235994972934096,0.0091734813542783,0.01335685867583016,0.018216188950606654,-0.0016826118931736074,0.010178293493905477,0.0008319028800097522,0.0009097564898363479
Au,765,-0.20189184311044095,0.011801965750960458,0.0018832412428172011,0.013946574951100778,0.08229191498193927,-0.0038465304661191324,0.00513701753179137,0.055019501488092176,0.00280802845105541,-0.0018780037914814393,0.003715833152648577,0.005225032719974343,-0.039009660010254,0.004990625859270395,0.020589490127709414,-0.030840598429501435,-0.002327853134686624,-0.03895191896147173,0.007030553598718279,0.004625890527658491,-0.0021708127782646028,0.005380898148318163,-0.0016553032123267745,0.00765400903807992,-0.002425380861041877,0.09103506999098525,0.023049705941609468,-0.004403374461844468,0.005568998003106387,0.009445816004800902,0.0005786167953865757,0.0007421268654591997,0.0022253272758677818,-0.009511109504633738,0.015125397917542464,0.007478158159055762,-0.003126542009501301,0.0066171427886246425,-0.0025070044913097114,-0.004046893456177112,-0.003752503346486963
W,889,0.31938848666934,-0.0017048569152759898,0.013292100650632617,0.00840994217489261,0.019588435799794822,0.005957752648034501,0.0018491535819947095,0.027665873950225624,0.0055270347125425025,0.00975981698192641,-0.0017067865639096701,-0.00499466778786844,-0.0005457359241038316,-0.004640088285391936,-0.001857684881425734,0.02099544965913007,0.009096559277808983,-0.012046104157888714,-0.01348546284830415,-0.0020935457685930404,0.006159029250065721,0.011999699930694769,0.0011916943135007532,0.0016239746148989152,0.004966180897172006,-0.022148480307094112,-0.020771352711471503,-0.0031048896347397577,-0.010325679034160623,0.0015495458805955724,-0.003662277131152539,-0.000937183070478104,-0.0014011740992539944,0.0016747866306752062,-0.004327647387314907,-0.0041782209765151785,-0.0015664822778325485,-0.0033550769586262845,-1.4736595323541897e-05,0.0007696338571129679,0.0008191316318210932
