,,Scrap demand,Grade,collection_elas_scrap_price,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,direct_melt_elas_scrap_spread,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry
Sn,857,-1.341049781784716,0.024265987140014024,0.007592554059938698,0.008127945327344852,0.1830925596021867,0.028678378105102185,0.02092742308336407,-0.0167926395635607,0.022062836837142004,0.009984630190878429,0.010967731009010863,0.04500375246145051,0.02847323266712805,0.03183142232352077,0.04727694239935181,0.03840275084587474,0.031724489711030784,-0.022444964099307175,0.036002501841397305,0.029014666624769415,0.03854713865452034,0.026529174580463454,0.08814584877737926,0.029614526678775618,0.02785133753072506,-0.005732922958280067,0.002848925609653116,0.00487620650196188,-0.04481444081088814,0.07317146663622023,0.11505279107625045,0.013886517673567822,0.003012706093956144,0.05704055369516788,0.09401663933417365,-0.02698062267620812,0.0346782506963721,0.005277084600780118,0.005972455280621937,0.0009228679942412718,0.00241868831756568
Steel,407,0.15232135648712972,-0.0010029655553574059,-0.0038519407348191585,0.00857596301350436,-0.035343989422016595,0.005910208911118264,0.004306347236288902,0.03458355608149885,0.014828070515203276,0.00047847764014139903,0.004991419655798761,0.0037378478857256828,0.006393610358945386,0.003398269727306455,0.03234738512592816,0.04085085466258951,-0.012016817746362821,-0.060161588978342215,0.006497697286596472,0.003114453262451999,0.0029513393836284717,0.003635681821365321,-0.0036564831472847507,0.009562315475899766,0.0033210662998027322,0.042008185167443216,-0.006648791144597123,0.0017573743606613644,-0.012141006427574588,0.0022824830730410195,0.0054923763374756795,0.0008610500180493495,-0.0029944637439463457,0.000583514592689511,-0.00889871523360659,0.007037280235696878,0.002237076177190231,0.002294644817670092,0.0008446847426944259,-9.410768144592799e-05,-0.00012446200179090555
W,574,0.9471952418189276,0.002605117809505894,-0.009165120352846228,-0.06502988301463507,-0.01592777469234114,-0.07681400822027643,-0.022604810685056032,-0.28268845541932097,-0.004596010393578823,-0.0068434263336792246,-0.012698219377918126,-0.004086272265168395,-0.05613043457175711,-0.01164743723227336,0.0017391206854642796,-0.0021240971473681725,-0.009981916247799868,-0.024271242187215904,-0.056412762414079505,-0.007702019536963375,0.0035565232054653043,-0.0038593317796674635,-0.009746803905135529,0.005749344330535666,-0.014421303735652853,0.010850278435123659,-0.011049268155923912,-0.0034829319597618875,-0.012124310437209046,-0.004205031025053941,-0.003078224989136282,-0.007712120825780653,-0.010310370069809461,0.012823921670107678,-0.006710520877529447,-0.009824828053026109,-0.003632319167857249,-0.011704851817884217,-0.0026965006150740673,0.008404617929618222,0.00885099858090337
Al,469,0.2647792032100434,-0.004833071352530348,-0.0036681474790019007,-0.006090269826471287,-0.011672893645179035,-0.0209520775683271,-0.002731966809268813,0.003979537385260692,-0.013430012120987309,-0.011152800053210017,-0.0029955298482162904,-0.012502786677169558,-0.004791152971313101,-0.01559359565855432,-0.00017830276989859488,0.005814804165924211,-0.012984084151491087,0.02768069324136257,-0.009618416186701454,0.0009842173886844064,-0.000709467216444008,-0.011456459670180316,-0.005023282123965054,-0.0055627253877100855,-0.0032717122689721076,0.037037557072700386,0.01880439340708044,0.001017367466056685,-0.002089001462686452,0.0015341446941943746,-0.014023581149411412,0.002255658005549405,-0.0013093699196345117,0.0008477031280365399,-0.002271400522069368,-0.0016712040803277828,-0.0014235992045663844,-0.002705583200506475,0.0021009047094484425,0.0001298243176443319,0.0002464512075817969
Al,801,0.2511737477574129,-0.00015693877744388135,0.002217563571403298,-0.006795540515306593,-0.00012034121446740509,-0.005223384818669913,-0.00012491848606541073,0.01015399510290769,0.005296320642712471,-0.0011415976487101239,-0.00013998826640883674,0.00037964582488939167,-0.0016733493591774545,-0.0020345091614592387,-0.0021161147299727824,0.020622966410372045,0.005268917151708096,0.017721829842289923,0.005873581799462283,0.005752767606883414,0.007913453776269999,-0.011470581020233106,-0.0005421691716376076,0.00802523984000251,-0.0018178506498918532,0.05079617074465338,0.04035975282212534,0.003962191920471561,0.0012123304755557883,0.002560918866606697,-0.006110024531471563,0.004931045127576896,0.0015030940800572611,0.001283647071769091,-9.307205330635973e-05,0.0014556696738353039,0.0002500867225034195,-0.0006266989748602049,0.006628749437271259,0.0007236408249493799,0.00048764440474075493
W,233,0.06379018895393351,-0.006163701111572117,0.00023762412278116075,-0.004926641608053626,0.01000722255922773,0.0006830910597679195,-0.0015189942505658925,0.00646166164195301,-0.0015360983264517687,-0.003382884214562221,0.004351871735142925,-0.005436032803930846,-0.007696248586194031,0.001299122758126724,0.009897932969621208,-0.06009208386550373,0.013369028366661043,-0.026508428022854774,0.008672711779743119,0.006198292870784163,-0.002712711997116035,0.0086521252085482,-0.002844683093490067,0.0022507674121171623,0.0014150741650197807,-0.007509985361272517,-0.018667290437218084,-0.0012545766016350745,-0.017160731605706792,-0.00020529337661743928,0.0029072107801629693,-0.0010226520442439642,-0.00019776540223566955,0.00021879178202304566,-0.010398755276530081,0.0033947759676675503,-0.003917402470764153,-0.009552418903811612,0.004801366166569106,0.0001817294639664107,-0.000185327298764693
Ag,309,0.304387961906601,0.003939249125433589,0.0012397131899732814,-0.0012982515444682136,0.02568254086787192,-0.00046305527615476196,-0.0010234302303944788,0.02880264426103493,-0.00789640866378636,-0.0009288863710969282,0.0032033384649632147,0.0018725274129822674,0.004519506679424474,-0.002920353799848486,0.0013291777568896859,-0.015010259399562792,-0.00026812061607450424,-0.03871122996635461,0.007838949261840738,0.0020563147669092384,-0.0022240733258824304,0.00529058347016902,-0.0002462063368012186,0.00042337317534540524,-2.425176763376805e-05,0.012087793524084959,-0.0028678354820139166,-0.0009642413135203963,0.021222590682525674,-0.0008026257171994659,0.001624537682229397,-0.001097410299572484,-0.0011836138785515293,0.0002932749280267043,0.005642505668080647,0.0013972845786624267,0.0028129644165953076,0.0012884796680372025,-0.00231228423097181,-0.0007249167021350187,-0.0011489474037712506
Steel,639,0.5945337777121004,0.006615044596794053,0.0068438241868229955,-0.009556773632913428,-0.019255087924042097,0.001824518076909978,0.0033002267583942123,-0.0013810219671697714,0.008816071702722488,0.011727334160272444,0.001857066370158361,0.004938865963726375,0.002985416820092982,0.024923849263091293,0.007564763896218773,0.014008144162735853,0.014599134265839657,0.02269844558464269,0.0019326582127995437,0.02145164050921466,0.010779043150145164,0.020906127404112067,0.005417016344739571,0.01393782098183585,0.00730109299325558,-0.0728368539808108,-0.004255797269963735,0.0012224876743411163,-0.0066980674987473605,0.003610552697656434,0.005142892848842622,0.011491955332132708,0.014762160624420732,0.0019602623963576823,-0.0025613067744191917,0.005478555519384796,0.003349372574364659,0.004062639948977929,0.0033524890006621545,0.001187424403968834,0.0006636028040215945
Al,458,-0.41567709052811813,-0.00030024669548036416,0.0033367638637794165,-0.004724084837236034,0.007792926071265325,0.004951938992700565,0.004759624375613682,0.040121989336718296,0.015720247581301038,-0.0005545923173227632,-0.0021495366599442287,-0.0020198642008678823,-0.00254787680105459,-0.0020239758604170444,0.004654409282187457,0.02807143823084662,-0.015025730580647293,0.10353405656135688,0.015072190800206369,0.005668481808511236,0.0025802085180490117,-0.025998057554016334,0.0007006410621641674,0.0327410248317591,-0.005769488260722522,0.11627721583098093,0.06727681909383239,0.006020124071043144,0.002426173611118246,0.01025909734280024,-0.017450412566828687,0.006153787216645693,0.003032190867660997,0.0008971539227058715,0.0005648291202093328,0.015055253472793203,-0.0014587785712448429,0.00029431199199955364,0.009462961891456083,0.0010464520424949139,0.0005379960506627606
Sn,619,0.5248652966172567,-0.003338028640105396,-0.001650487185705427,-0.011319474485278449,-0.02711008608960238,-0.010453847222509815,-2.098848971291139e-05,0.0015203186869927655,-0.007915949710756827,-0.005318102130986543,0.00020555551352260693,0.002042971644109044,0.004202556271230878,-0.0005828181373372848,-0.01030027247599249,-0.03016478222126871,-0.002734828648441641,0.029876619658052796,-0.0048196344490734275,-0.001122780010064039,-0.0011071148995723465,0.003714342952192495,-0.0014604362392601942,0.006686522024950502,-0.0021554058178467634,0.034260168133207966,-0.005520305034212825,-0.006188522862614498,-0.007426795768330047,-0.010654262196057114,-9.235581365017049e-07,-0.004980622341332764,-0.0031176159633607117,0.0004676830657775734,-0.00470467104996619,-0.03250799247358348,-0.00048092465145973287,-0.002152795764894904,-0.0044351802926271364,0.0005011444391914444,0.0005356203641757093
